,,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL,
At Masters Grade Level or Above,2018 2017,SDA00A001318R SDA00A001317R,RDA00A001318R RDA00A001317R,"DDA00A001318R DDA00A001317R
:unselected:","DDB00A001318R DDB00A001317R
:unselected:
:unselected:","DDH00A001318R DDH00A001317R
:unselected:
:unselected:","DDW00A001318R DDW00A001317R
:unselected:
:unselected:","DDI00A001318R DDI00A001317R
:unselected:","DD300A001318R DD300A001317R
:unselected:
:unselected:",DD400A001318R DD400A001317R,DD200A001318R DD200A001317R,"DDS00A001318R DDS00A001317R
:unselected:",DDE00A001318R DDE00A001317R,DDL00A001318R DDL00A001317R,
All Grades ELA/Reading,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018,SDA00AR01S18R,RDA00AR01S18R,DDA00AR01S18R,"DDB00AR01S18R
:unselected:","DDH00AR01S18R
:unselected:","DDW00AR01S18R
:unselected:","DDI00AR01S18R
:unselected:","DD300AR01S18R
:unselected:",DD400AR01S18R,DD200AR01S18R,DDS00AR01S18R,DDE00AR01S18R,DDL00AR01S18R,
,2017,SDA00AR01S17R,RDA00AR01S17R,DDA00AR01S17R,"DDB00AR01S17R
:unselected:","DDH00AR01S17R
:unselected:","DDW00AR01S17R
:unselected:","DDI00AR01S17R
:unselected:",DD300AR01S17R,"DD400AR01S17R
:unselected:",DD200AR01S17R,DDS00AR01S17R,DDE00AR01S17R,DDL00AR01S17R,
At Meets Grade Level or Above,2018,SDA00AR01218R,RDA00AR01218R,DDA00AR01218R,"DDB00AR01218R
:unselected:","DDH00AR01218R
:unselected:","DDW00AR01218R
:unselected:","DDI00AR01218R
:unselected:",DD300AR01218R,"DD400AR01218R
:unselected:",DD200AR01218R,DDS00AR01218R,DDE00AR01218R,DDL00AR01218R,
,2017,SDA00AR01217R,RDA00AR01217R,DDA00AR01217R,"DDB00AR01217R
:unselected:","DDH00AR01217R
:unselected:","DDW00AR01217R
:unselected:","DDI00AR01217R
:unselected:",DD300AR01217R,"DD400AR01217R
:unselected:",DD200AR01217R,DDS00AR01217R,DDE00AR01217R,DDL00AR01217R,
At Masters Grade Level or Above,2018 2017,SDA00AR01318R SDA00AR01317R,RDA00AR01318R RDA00AR01317R,DDA00AR01318R DDA00AR01317R,"DDB00AR01318R DDB00AR01317R
:unselected:
:unselected:","DDH00AR01318R DDH00AR01317R
:unselected:
:unselected:","DDW00AR01318R DDW00AR01317R
:unselected:","DDI00AR01318R DDI00AR01317R
:unselected:
:unselected:",DD300AR01318R DD300AR01317R,"DD400AR01318R DD400AR01317R
:unselected:
:unselected:",DD200AR01318R DD200AR01317R,DDS00AR01318R DDS00AR01317R,DDE00AR01318R DDE00AR01317R,DDL00AR01318R DDL00AR01317R,
All Grades Mathematics,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018,SDA00AM01S18R,RDA00AM01S18R,DDA00AM01S18R,"DDB00AM01S18R
:unselected:","DDH00AM01S18R
:unselected:","DDW00AM01S18R
:unselected:","DDI00AM01S18R
:unselected:",DD300AM01S18R,"DD400AM01S18R
:unselected:",DD200AM01S18R,DDS00AM01S18R,DDE00AM01S18R,DDL00AM01S18R,
,2017,SDA00AM01S17R,RDA00AM01S17R,DDA00AM01S17R,"DDB00AM01S17R
:unselected:","DDH00AM01S17R
:unselected:","DDW00AM01S17R
:unselected:","DDI00AM01S17R
:unselected:",DD300AM01S17R,DD400AM01S17R,DD200AM01S17R,DDS00AM01S17R,DDE00AM01S17R,DDL00AM01S17R,
At Meets Grade Level or Above,2018,SDA00AM01218R,RDA00AM01218R,"DDA00AM01218R
:unselected:","DDB00AM01218R
:unselected:","DDH00AM01218R
:unselected:","DDW00AM01218R
:unselected:","DDI00AM01218R
:unselected:","DD300AM01218R
:unselected:",DD400AM01218R,DD200AM01218R,DDS00AM01218R,DDE00AM01218R,DDL00AM01218R,
,2017,SDA00AM01217R,RDA00AM01217R,"DDA00AM01217R
:unselected:","DDB00AM01217R
:unselected:","DDH00AM01217R
:unselected:","DDW00AM01217R
:unselected:","DDI00AM01217R
:unselected:","DD300AM01217R
:unselected:",DD400AM01217R,DD200AM01217R,DDS00AM01217R,DDE00AM01217R,DDL00AM01217R,
At Masters Grade Level or Above,2018,SDA00AM01318R,RDA00AM01318R,DDA00AM01318R,"DDB00AM01318R
:unselected:","DDH00AM01318R
:unselected:","DDW00AM01318R
:unselected:","DDI00AM01318R
:unselected:","DD300AM01318R
:unselected:","DD400AM01318R
:unselected:",DD200AM01318R,DDS00AM01318R,DDE00AM01318R,DDL00AM01318R,
,2017,SDA00AM01317R,RDA00AM01317R,"DDA00AM01317R
:unselected:","DDB00AM01317R
:unselected:","DDH00AM01317R
:unselected:","DDW00AM01317R
:unselected:","DDI00AM01317R
:unselected:","DD300AM01317R
:unselected:","DD400AM01317R
:unselected:",DD200AM01317R,"DDS00AM01317R
:unselected:",DDE00AM01317R,DDL00AM01317R,
All Grades Writing,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018,SDA00AW01S18R,RDA00AW01S18R,DDA00AW01S18R,DDB00AW01S18R,"DDH00AW01S18R
:unselected:","DDW00AW01S18R
:unselected:","DDI00AW01S18R
:unselected:","DD300AW01S18R
:unselected:",DD400AW01S18R,DD200AW01S18R,DDS00AW01S18R,DDE00AW01S18R,DDL00AW01S18R,
,2017,SDA00AW01S17R,RDA00AW01S17R,DDA00AW01S17R,DDB00AW01S17R,"DDH00AW01S17R
:unselected:","DDW00AW01S17R
:unselected:","DDI00AW01S17R
:unselected:",DD300AW01S17R,DD400AW01S17R,DD200AW01S17R,DDS00AW01S17R,DDE00AW01S17R,DDL00AW01S17R,
At Meets Grade Level or Above,2018,SDA00AW01218R,RDA00AW01218R,DDA00AW01218R,DDB00AW01218R,"DDH00AW01218R
:unselected:","DDW00AW01218R
:unselected:","DDI00AW01218R
:unselected:",DD300AW01218R,"DD400AW01218R
:unselected:",DD200AW01218R,DDS00AW01218R,DDE00AW01218R,DDL00AW01218R,
,2017,SDA00AW01217R,RDA00AW01217R,DDA00AW01217R,DDB00AW01217R,DDH00AW01217R,"DDW00AW01217R
:unselected:","DDI00AW01217R
:unselected:",DD300AW01217R,DD400AW01217R,DD200AW01217R,DDS00AW01217R,DDE00AW01217R,DDL00AW01217R,
At Masters Grade Level or Above,2018 2017,SDA00AW01318R SDA00AW01317R,RDA00AW01318R RDA00AW01317R,DDA00AW01318R DDA00AW01317R,"DDB00AW01318R DDB00AW01317R
:unselected:
:unselected:","DDH00AW01318R DDH00AW01317R
:unselected:
:unselected:","DDW00AW01318R DDW00AW01317R
:unselected:
:unselected:","DDI00AW01318R DDI00AW01317R
:unselected:
:unselected:",DD300AW01318R DD300AW01317R,DD400AW01318R DD400AW01317R,"DD200AW01318R DD200AW01317R
:unselected:",DDS00AW01318R DDS00AW01317R,DDE00AW01318R DDE00AW01317R,DDL00AW01318R DDL00AW01317R,
All Grades Science,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018,SDA00AC01S18R,RDA00AC01S18R,DDA00AC01S18R,"DDB00AC01S18R
:unselected:","DDH00AC01S18R
:unselected:","DDW00AC01S18R
:unselected:","DDI00AC01S18R
:unselected:","DD300AC01S18R
:unselected:",DD400AC01S18R,DD200AC01S18R,DDS00AC01S18R,DDE00AC01S18R,DDL00AC01S18R,
,2017,SDA00AC01S17R,RDA00AC01S17R,DDA00AC01S17R,"DDB00AC01S17R
:unselected:","DDH00AC01S17R
:unselected:","DDW00AC01S17R
:unselected:","DDI00AC01S17R
:unselected:","DD300AC01S17R
:unselected:","DD400AC01S17R
:unselected:",DD200AC01S17R,DDS00AC01S17R,DDE00AC01S17R,DDL00AC01S17R,
At Meets Grade Level or Above,2018,SDA00AC01218R,RDA00AC01218R,DDA00AC01218R,"DDB00AC01218R
:unselected:","DDH00AC01218R
:unselected:","DDW00AC01218R
:unselected:","DDI00AC01218R
:unselected:",DD300AC01218R,"DD400AC01218R
:unselected:",DD200AC01218R,DDS00AC01218R,DDE00AC01218R,DDL00AC01218R,
,2017,SDA00AC01217R,RDA00AC01217R,DDA00AC01217R,"DDB00AC01217R
:unselected:","DDH00AC01217R
:unselected:","DDW00AC01217R
:unselected:","DDI00AC01217R
:unselected:",DD300AC01217R,"DD400AC01217R
:unselected:",DD200AC01217R,DDS00AC01217R,DDE00AC01217R,DDL00AC01217R,
At Masters Grade Level or Above,2018 2017,SDA00AC01318R SDA00AC01317R,RDA00AC01318R RDA00AC01317R,DDA00AC01318R DDA00AC01317R,"DDB00AC01318R DDB00AC01317R
:unselected:
:unselected:","DDH00AC01318R DDH00AC01317R
:unselected:
:unselected:","DDW00AC01318R DDW00AC01317R
:unselected:
:selected:","DDI00AC01318R DDI00AC01317R
:unselected:
:unselected:",DD300AC01318R DD300AC01317R,"DD400AC01318R DD400AC01317R
:unselected:
:unselected:",DD200AC01318R DD200AC01317R,DDS00AC01318R DDS00AC01317R,DDE00AC01318R DDE00AC01317R,DDL00AC01318R DDL00AC01317R,
All Grades Social Studies,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018,SDA00AS01S18R,RDA00AS01S18R,DDA00AS01S18R,"DDB00AS01S18R
:unselected:",DDH00AS01S18R,"DDW00AS01S18R
:unselected:","DDI00AS01S18R
:unselected:",DD300AS01S18R,DD400AS01S18R,DD200AS01S18R,DDS00AS01S18R,DDE00AS01S18R,DDL00AS01S18R,
,2017,SDA00AS01S17R,RDA00AS01S17R,DDA00AS01S17R,DDB00AS01S17R,DDH00AS01S17R,"DDW00AS01S17R
:unselected:",DDI00AS01S17R,DD300AS01S17R,DD400AS01S17R,DD200AS01S17R,DDS00AS01S17R,DDE00AS01S17R,DDL00AS01S17R,
,,,,,,,,,,,,,,,
,,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL,
At Meets Grade Level or Above,2018 2017,SDA00AS01218R SDA00AS01217R,RDA00AS01218R RDA00AS01217R,DDA00AS01218R DDA00AS01217R,DDB00AS01218R DDB00AS01217R,DDH00AS01218R DDH00AS01217R,DDW00AS01218R DDW00AS01217R,DDI00AS01218R DDI00AS01217R,DD300AS01218R DD300AS01217R,DD400AS01218R DD400AS01217R,DD200AS01218R DD200AS01217R,"DDS00AS01218R DDS00AS01217R
:unselected:
:unselected:","DDE00AS01218R DDE00AS01217R
:unselected:
:unselected:","DDL00AS01218R DDL00AS01217R
:unselected:
:unselected:",
At Masters Grade Level or Above,2018 2017,SDA00AS01318R SDA00AS01317R,RDA00AS01318R RDA00AS01317R,DDA00AS01318R DDA00AS01317R,DDB00AS01318R DDB00AS01317R,DDH00AS01318R DDH00AS01317R,DDW00AS01318R DDW00AS01317R,DDI00AS01318R DDI00AS01317R,DD300AS01318R DD300AS01317R,DD400AS01318R DD400AS01317R,DD200AS01318R DD200AS01317R,"DDS00AS01318R DDS00AS01317R
:unselected:",DDE00AS01318R DDE00AS01317R,DDL00AS01318R DDL00AS01317R,
,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL,,
Progress of Prior-Year Non-Proficient Students,,,,,,,,,,,,,,,
Sum of Grades 4-8 Reading 2018 2017 Mathematics 2018 2017,SA408FR18R SA408FR17R SA408FM18R SA408FM17R,RA408FR18R RA408FR17R RA408FM18R RA408FM17R,"DA408FR18R DA408FR17R DA408FM18R DA408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","DB408FR18R DB408FR17R DB408FM18R DB408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","DH408FR18R DH408FR17R DH408FM18R DH408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","DW408FR18R DW408FR17R DW408FM18R DW408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","DI408FR18R DI408FR17R DI408FM18R DI408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","D3408FR18R D3408FR17R D3408FM18R D3408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","D4408FR18R D4408FR17R D4408FM18R D4408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","D2408FR18R D2408FR17R D2408FM18R D2408FM17R
:unselected:
:unselected:","DS408FR18R DS408FR17R DS408FM18R DS408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","DE408FR18R DE408FR17R DE408FM18R DE408FM17R
:unselected:
:unselected:
:unselected:
:unselected:","DL408FR18R DL408FR17R DL408FM18R DL408FM17R
:unselected:
:unselected:
:unselected:
:unselected:",,
Student Success Initiative,,,,,,,,,,,,,,,
Grade 5 Reading,,,,,,,,,,,,,,,
Students Meeting Approaches Grade Level on First STAAR Administration,,,,,,,,,,,,,,,
2018,SA05AREP518R,RA05AREP518R,"DA05AREP518R
:unselected:","DB05AREP518R
:unselected:","DH05AREP518R
:unselected:","DW05AREP518R
:unselected:","DI05AREP518R
:unselected:","D305AREP518R
:unselected:","D405AREP518R
:unselected:","D205AREP518R
:unselected:","DS05AREP518R
:unselected:","DE05AREP518R
:unselected:","DL05AREP518R
:unselected:",,
"Students Requiring Accelerated Instruction 2018 STAAR Cumulative Met Standard 2018 STAAR Non-Proficient Students Promoted by
2017 STAAR Met Standard (Non-Proficient in Previous
Promoted to Grade 6 2018 Retained in Grade 5 2018","Grade Placement
Year)
SA05AREF518R SA05AREC518R SA5GPCR17R SA5GPPR18R SA5GPRR18R","Committee
RA05AREF518R RA05AREC518R RA5GPCR17R RA5GPPR18R RA5GPRR18R","DA05AREF518R DA05AREC518R DA5GPCR17R DA5GPPR18R DA5GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DB05AREF518R DB05AREC518R DB5GPCR17R DB5GPPR18R DB5GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DH05AREF518R DH05AREC518R DH5GPCR17R DH5GPPR18R DH5GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DW05AREF518R DW05AREC518R DW5GPCR17R DW5GPPR18R DW5GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DI05AREF518R DI05AREC518R DI5GPCR17R DI5GPPR18R DI5GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","D305AREF518R D305AREC518R D35GPCR17R D35GPPR18R D35GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","D405AREF518R D405AREC518R D45GPCR17R D45GPPR18R D45GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","D205AREF518R D205AREC518R D25GPCR17R D25GPPR18R D25GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DS05AREF518R DS05AREC518R DS5GPCR17R DS5GPPR18R DS5GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DE05AREF518R DE05AREC518R DE5GPCR17R DE5GPPR18R DE5GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DL05AREF518R DL05AREC518R DL5GPCR17R DL5GPPR18R DL5GPRR18R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:",,
Grade 5 Math,,,,,,,,,,,,,,,
Students Meeting Approaches Grade Level on First STAAR Administration 2018 SA05AMAP518R RA05AMAP518R,,,"DA05AMAP518R
:unselected:","DB05AMAP518R
:unselected:","DH05AMAP518R
:unselected:","DW05AMAP518R
:unselected:","DI05AMAP518R
:unselected:","D305AMAP518R
:unselected:","D405AMAP518R
:unselected:",D205AMAP518R,DS05AMAP518R,DE05AMAP518R,DL05AMAP518R,,
Students Requiring Accelerated Instruction 2018,SA05AMAF518R,RA05AMAF518R,"DA05AMAF518R
:unselected:","DB05AMAF518R
:unselected:","DH05AMAF518R
:unselected:","DW05AMAF518R
:unselected:","DI05AMAF518R
:unselected:","D305AMAF518R
:unselected:","D405AMAF518R
:unselected:",D205AMAF518R,"DS05AMAF518R
:unselected:","DE05AMAF518R
:unselected:",DL05AMAF518R,,
STAAR Cumulative Met Standard 2018,SA05AMAC518R,RA05AMAC518R,"DA05AMAC518R
:unselected:","DB05AMAC518R
:unselected:","DH05AMAC518R
:unselected:","DW05AMAC518R
:unselected:","DI05AMAC518R
:unselected:","D305AMAC518R
:unselected:","D405AMAC518R
:unselected:",D205AMAC518R,DS05AMAC518R,DE05AMAC518R,DL05AMAC518R,,
"STAAR Non-Proficient Students Promoted by
2017","Grade Placement
SA5GPCM17R","Committee
RA5GPCM17R",DA5GPCM17R,"DB5GPCM17R
:unselected:","DH5GPCM17R
:unselected:","DW5GPCM17R
:unselected:","DI5GPCM17R
:unselected:",D35GPCM17R,"D45GPCM17R
:unselected:",D25GPCM17R,DS5GPCM17R,DE5GPCM17R,"DL5GPCM17R
:unselected:",,
"STAAR Met Standard (Non-Proficient in Previous
Promoted to Grade 6 2018 Retained in Grade 5 2018","Year)
SA5GPPM18R SA5GPRM18R",RA5GPPM18R RA5GPRM18R,"DA5GPPM18R DA5GPRM18R
:unselected:","DB5GPPM18R DB5GPRM18R
:unselected:
:unselected:","DH5GPPM18R DH5GPRM18R
:unselected:
:unselected:","DW5GPPM18R DW5GPRM18R
:unselected:
:unselected:","DI5GPPM18R DI5GPRM18R
:unselected:
:unselected:","D35GPPM18R D35GPRM18R
:unselected:","D45GPPM18R D45GPRM18R
:unselected:",D25GPPM18R D25GPRM18R,"DS5GPPM18R DS5GPRM18R
:unselected:",DE5GPPM18R DE5GPRM18R,"DL5GPPM18R DL5GPRM18R
:unselected:",,
Grade 8 Reading,,,,,,,,,,,,,,,
Students Meeting Approaches Grade Level on First STAAR Administration 2018 SA08AREP518R,,RA08AREP518R,"DA08AREP518R
:unselected:","DB08AREP518R
:unselected:","DH08AREP518R
:unselected:","DW08AREP518R
:unselected:",DI08AREP518R,"D308AREP518R
:unselected:",D408AREP518R,D208AREP518R,DS08AREP518R,DE08AREP518R,DL08AREP518R,,
Students Requiring Accelerated Instruction 2018,SA08AREF518R,RA08AREF518R,"DA08AREF518R
:unselected:","DB08AREF518R
:unselected:","DH08AREF518R
:unselected:","DW08AREF518R
:unselected:","DI08AREF518R
:unselected:","D308AREF518R
:unselected:",D408AREF518R,D208AREF518R,DS08AREF518R,DE08AREF518R,DL08AREF518R,,
"STAAR Cumulative Met Standard 2018 STAAR Non-Proficient Students Promoted by
2017 STAAR Met Standard (Non-Proficient in Previous","Grade Placement
Year) SA08AREC518R SA8GPCR17R","Committee
RA08AREC518R RA8GPCR17R","DA08AREC518R DA8GPCR17R
:unselected:
:unselected:","DB08AREC518R DB8GPCR17R
:unselected:
:unselected:","DH08AREC518R DH8GPCR17R
:unselected:
:unselected:","DW08AREC518R DW8GPCR17R
:unselected:
:unselected:","DI08AREC518R DI8GPCR17R
:unselected:
:unselected:",D308AREC518R D38GPCR17R,"D408AREC518R D48GPCR17R
:unselected:",D208AREC518R D28GPCR17R,DS08AREC518R DS8GPCR17R,DE08AREC518R DE8GPCR17R,DL08AREC518R DL8GPCR17R,,
Promoted to Grade 9 2018 Retained in Grade 8 2018,SA8GPPR18R SA8GPRR18R,RA8GPPR18R RA8GPRR18R,"DA8GPPR18R DA8GPRR18R
:unselected:","DB8GPPR18R DB8GPRR18R
:unselected:
:unselected:","DH8GPPR18R DH8GPRR18R
:unselected:
:selected:","DW8GPPR18R DW8GPRR18R
:unselected:
:unselected:","DI8GPPR18R DI8GPRR18R
:unselected:
:unselected:",D38GPPR18R D38GPRR18R,D48GPPR18R D48GPRR18R,D28GPPR18R D28GPRR18R,DS8GPPR18R DS8GPRR18R,DE8GPPR18R DE8GPRR18R,DL8GPPR18R DL8GPRR18R,,
Grade 8 Math,,,,,,,,,,,,,,,
Students Meeting Approaches Grade Level on First STAAR Administration,,,,,,,,,,,,,,,
2018,SA08AMAP518R,RA08AMAP518R,DA08AMAP518R,"DB08AMAP518R
:unselected:","DH08AMAP518R
:unselected:","DW08AMAP518R
:unselected:","DI08AMAP518R
:unselected:",D308AMAP518R,"D408AMAP518R
:unselected:",D208AMAP518R,DS08AMAP518R,DE08AMAP518R,DL08AMAP518R,,
Students Requiring Accelerated Instruction 2018,SA08AMAF518R,RA08AMAF518R,DA08AMAF518R,"DB08AMAF518R
:unselected:","DH08AMAF518R
:unselected:","DW08AMAF518R
:unselected:",DI08AMAF518R,D308AMAF518R,"D408AMAF518R
:unselected:",D208AMAF518R,DS08AMAF518R,DE08AMAF518R,DL08AMAF518R,,
STAAR Cumulative Met Standard 2018,SA08AMAC518R,RA08AMAC518R,DA08AMAC518R,"DB08AMAC518R
:unselected:","DH08AMAC518R
:unselected:","DW08AMAC518R
:unselected:","DI08AMAC518R
:unselected:",D308AMAC518R,"D408AMAC518R
:unselected:",D208AMAC518R,DS08AMAC518R,DE08AMAC518R,DL08AMAC518R,,
"STAAR Non-Proficient Students Promoted by
2017","Grade Placement
SA8GPCM17R","Committee
RA8GPCM17R",DA8GPCM17R,"DB8GPCM17R
:unselected:","DH8GPCM17R
:unselected:","DW8GPCM17R
:unselected:","DI8GPCM17R
:unselected:",D38GPCM17R,D48GPCM17R,D28GPCM17R,DS8GPCM17R,DE8GPCM17R,DL8GPCM17R,,
"STAAR Met Standard (Non-Proficient in Previous
Promoted to Grade 9 2018 Retained in Grade 8 2018","Year)
SA8GPPM18R SA8GPRM18R",RA8GPPM18R RA8GPRM18R,DA8GPPM18R DA8GPRM18R,"DB8GPPM18R DB8GPRM18R
:unselected:
:unselected:","DH8GPPM18R DH8GPRM18R
:unselected:
:unselected:","DW8GPPM18R DW8GPRM18R
:unselected:
:unselected:",DI8GPPM18R DI8GPRM18R,D38GPPM18R D38GPRM18R,D48GPPM18R D48GPRM18R,D28GPPM18R D28GPRM18R,DS8GPPM18R DS8GPRM18R,DE8GPPM18R DE8GPRM18R,DL8GPPM18R DL8GPRM18R,,
,,,,,,,,,,,,,,,
,,State,Region ##,District,Bilingual Education,BE-Trans Early Exit,BE-Trans Late Exit,BE-Dual Two-Way,BE-Dual One-Way,ESL,ESL Content,ESL Pull-Out,LEP No Services,LEP With Services,Total EL
STAAR Performance Rate by Subject and Performance Level^,,,,,,,,,,,,,,,
All Grades All Subjects,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018,SDA00A001S18R,RDA00A001S18R,DDA00A001S18R,DDU00A001S18R,DDJ00A001S18R,DDK00A001S18R,DDQ00A001S18R,DDT00A001S18R,DDC00A001S18R,DDX00A001S18R,DDY00A001S18R,DDZ00A001S18R,DD500A001S18R,DDL00A001S18R
,2017,SDA00A001S17R,RDA00A001S17R,DDA00A001S17R,DDU00A001S17R,DDJ00A001S17R,DDK00A001S17R,DDQ00A001S17R,DDT00A001S17R,DDC00A001S17R,DDX00A001S17R,DDY00A001S17R,DDZ00A001S17R,DD500A001S17R,DDL00A001S17R
At Meets Grade Level or Above,2018 2017,SDA00A001218R SDA00A001217R,RDA00A001218R RDA00A001217R,DDA00A001218R DDA00A001217R,DDU00A001218R DDU00A001217R,DDJ00A001218R DDJ00A001217R,DDK00A001218R DDK00A001217R,DDQ00A001218R DDQ00A001217R,DDT00A001218R DDT00A001217R,DDC00A001218R DDC00A001217R,DDX00A001218R DDX00A001217R,DDY00A001218R DDY00A001217R,DDZ00A001218R DDZ00A001217R,DD500A001218R DD500A001217R,DDL00A001218R DDL00A001217R
At Masters Grade Level or Above,2018 2017,SDA00A001318R SDA00A001317R,RDA00A001318R RDA00A001317R,DDA00A001318R DDA00A001317R,DDU00A001318R DDU00A001317R,DDJ00A001318R DDJ00A001317R,DDK00A001318R DDK00A001317R,DDQ00A001318R DDQ00A001317R,DDT00A001318R DDT00A001317R,DDC00A001318R DDC00A001317R,DDX00A001318R DDX00A001317R,DDY00A001318R DDY00A001317R,DDZ00A001318R DDZ00A001317R,DD500A001318R DD500A001317R,DDL00A001318R DDL00A001317R
All Grades ELA/Reading,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018 2017,"SDA00AR01S18R
SDA00AR01S17R","RDA00AR01S18R
RDA00AR01S17R","DDA00AR01S18R
DDA00AR01S17R","DDU00AR01S18R
DDU00AR01S17R",DDJ00AR01S18R DDJ00AR01S17R,"DDK00AR01S18R
DDK00AR01S17R","DDQ00AR01S18R
DDQ00AR01S17R","DDT00AR01S18R
DDT00AR01S17R","DDC00AR01S18R
DDC00AR01S17R","DDX00AR01S18R
DDX00AR01S17R","DDY00AR01S18R
DDY00AR01S17R","DDZ00AR01S18R
DDZ00AR01S17R",DD500AR01S18R DD500AR01S17R,DDL00AR01S18R DDL00AR01S17R
At Meets Grade Level or Above,2018 2018,SDA00AR01218R SDA00AR01318R,RDA00AR01218R RDA00AR01318R,"DDA00AR01218R
DDA00AR01318R","DDU00AR01218R
DDU00AR01318R",DDJ00AR01218R DDJ00AR01318R,DDK00AR01218R DDK00AR01318R,"DDQ00AR01218R
DDQ00AR01318R","DDT00AR01218R
DDT00AR01318R",DDC00AR01218R DDC00AR01318R,DDX00AR01218R DDX00AR01318R,DDY00AR01218R DDY00AR01318R,DDZ00AR01218R DDZ00AR01318R,DD500AR01218R DD500AR01318R,DDL00AR01218R DDL00AR01318R
At Masters Grade Level or Above,2017 2017,SDA00AR01317R SDA00AR01217R,RDA00AR01317R RDA00AR01217R,"DDA00AR01317R
DDA00AR01217R","DDU00AR01317R
DDU00AR01217R",DDJ00AR01317R DDJ00AR01217R,DDK00AR01317R DDK00AR01217R,"DDQ00AR01317R
DDQ00AR01217R","DDT00AR01317R
DDT00AR01217R",DDC00AR01317R DDC00AR01217R,DDX00AR01317R DDX00AR01217R,DDY00AR01317R DDY00AR01217R,DDZ00AR01317R DDZ00AR01217R,DD500AR01317R DD500AR01217R,DDL00AR01317R DDL00AR01217R
All Grades Mathematics,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018,SDA00AM01S18R,RDA00AM01S18R,DDA00AM01S18R,DDU00AM01S18R,DDJ00AM01S18R,DDK00AM01S18R,DDQ00AM01S18R,DDT00AM01S18R,DDC00AM01S18R,DDX00AM01S18R,DDY00AM01S18R,DDZ00AM01S18R,DD500AM01S18R,DDL00AM01S18R
,2017,SDA00AM01S17R,RDA00AM01S17R,DDA00AM01S17R,DDU00AM01S17R,DDJ00AM01S17R,DDK00AM01S17R,DDQ00AM01S17R,DDT00AM01S17R,DDC00AM01S17R,DDX00AM01S17R,DDY00AM01S17R,DDZ00AM01S17R,DD500AM01S17R,DDL00AM01S17R
At Meets Grade Level or Above,2018 2017,SDA00AM01218R SDA00AM01217R,"RDA00AM01218R
RDA00AM01217R","DDA00AM01218R
DDA00AM01217R","DDU00AM01218R
DDU00AM01217R",DDJ00AM01218R DDJ00AM01217R,"DDK00AM01218R
DDK00AM01217R","DDQ00AM01218R
DDQ00AM01217R","DDT00AM01218R
DDT00AM01217R","DDC00AM01218R
DDC00AM01217R","DDX00AM01218R
DDX00AM01217R","DDY00AM01218R
DDY00AM01217R","DDZ00AM01218R
DDZ00AM01217R",DD500AM01218R DD500AM01217R,DDL00AM01218R DDL00AM01217R
At Masters Grade Level or Above,2018 2017,SDA00AM01318R SDA00AM01317R,"RDA00AM01318R
RDA00AM01317R","DDA00AM01318R
DDA00AM01317R","DDU00AM01318R
DDU00AM01317R",DDJ00AM01318R DDJ00AM01317R,"DDK00AM01318R
DDK00AM01317R","DDQ00AM01318R
DDQ00AM01317R","DDT00AM01318R
DDT00AM01317R","DDC00AM01318R
DDC00AM01317R","DDX00AM01318R
DDX00AM01317R","DDY00AM01318R
DDY00AM01317R","DDZ00AM01318R
DDZ00AM01317R",DD500AM01318R DD500AM01317R,DDL00AM01318R DDL00AM01317R
All Grades Writing,,,,,,,,,,,,,,,
