DISTRICT,DD000AA01222R,DD000AA01322R,DD000AA01S22R,DD000AA11222R,DD000AA11322R,DD000AA11S22R,DD000ABI1222R,DD000ABI1322R,DD000ABI1S22R,DD000AR11222R,DD000AR11322R,DD000AR11S22R,DD000AR21222R,DD000AR21322R,DD000AR21S22R,DD000AUS1222R,DD000AUS1322R,DD000AUS1S22R,DD200AA01222R,DD200AA01322R,DD200AA01S22R,DD200AA11222R,DD200AA11322R,DD200AA11S22R,DD200ABI1222R,DD200ABI1322R,DD200ABI1S22R,DD200AR11222R,DD200AR11322R,DD200AR11S22R,DD200AR21222R,DD200AR21322R,DD200AR21S22R,DD200AUS1222R,DD200AUS1322R,DD200AUS1S22R,DD300AA01222R,DD300AA01322R,DD300AA01S22R,DD300AA11222R,DD300AA11322R,DD300AA11S22R,DD300ABI1222R,DD300ABI1322R,DD300ABI1S22R,DD300AR11222R,DD300AR11322R,DD300AR11S22R,DD300AR21222R,DD300AR21322R,DD300AR21S22R,DD300AUS1222R,DD300AUS1322R,DD300AUS1S22R,DD400AA01222R,DD400AA01322R,DD400AA01S22R,DD400AA11222R,DD400AA11322R,DD400AA11S22R,DD400ABI1222R,DD400ABI1322R,DD400ABI1S22R,DD400AR11222R,DD400AR11322R,DD400AR11S22R,DD400AR21222R,DD400AR21322R,DD400AR21S22R,DD400AUS1222R,DD400AUS1322R,DD400AUS1S22R,DDA00AA01222R,DDA00AA01322R,DDA00AA01S22R,DDA00AA11222R,DDA00AA11322R,DDA00AA11S22R,DDA00ABI1222R,DDA00ABI1322R,DDA00ABI1S22R,DDA00AR11222R,DDA00AR11322R,DDA00AR11S22R,DDA00AR21222R,DDA00AR21322R,DDA00AR21S22R,DDA00AUS1222R,DDA00AUS1322R,DDA00AUS1S22R,DDB00AA01222R,DDB00AA01322R,DDB00AA01S22R,DDB00AA11222R,DDB00AA11322R,DDB00AA11S22R,DDB00ABI1222R,DDB00ABI1322R,DDB00ABI1S22R,DDB00AR11222R,DDB00AR11322R,DDB00AR11S22R,DDB00AR21222R,DDB00AR21322R,DDB00AR21S22R,DDB00AUS1222R,DDB00AUS1322R,DDB00AUS1S22R,DDE00AA01222R,DDE00AA01322R,DDE00AA01S22R,DDE00AA11222R,DDE00AA11322R,DDE00AA11S22R,DDE00ABI1222R,DDE00ABI1322R,DDE00ABI1S22R,DDE00AR11222R,DDE00AR11322R,DDE00AR11S22R,DDE00AR21222R,DDE00AR21322R,DDE00AR21S22R,DDE00AUS1222R,DDE00AUS1322R,DDE00AUS1S22R,DDF00AA01222R,DDF00AA01322R,DDF00AA01S22R,DDF00AA11222R,DDF00AA11322R,DDF00AA11S22R,DDF00ABI1222R,DDF00ABI1322R,DDF00ABI1S22R,DDF00AR11222R,DDF00AR11322R,DDF00AR11S22R,DDF00AR21222R,DDF00AR21322R,DDF00AR21S22R,DDF00AUS1222R,DDF00AUS1322R,DDF00AUS1S22R,DDH00AA01222R,DDH00AA01322R,DDH00AA01S22R,DDH00AA11222R,DDH00AA11322R,DDH00AA11S22R,DDH00ABI1222R,DDH00ABI1322R,DDH00ABI1S22R,DDH00AR11222R,DDH00AR11322R,DDH00AR11S22R,DDH00AR21222R,DDH00AR21322R,DDH00AR21S22R,DDH00AUS1222R,DDH00AUS1322R,DDH00AUS1S22R,DDI00AA01222R,DDI00AA01322R,DDI00AA01S22R,DDI00AA11222R,DDI00AA11322R,DDI00AA11S22R,DDI00ABI1222R,DDI00ABI1322R,DDI00ABI1S22R,DDI00AR11222R,DDI00AR11322R,DDI00AR11S22R,DDI00AR21222R,DDI00AR21322R,DDI00AR21S22R,DDI00AUS1222R,DDI00AUS1322R,DDI00AUS1S22R,DDL00AA01222R,DDL00AA01322R,DDL00AA01S22R,DDL00AA11222R,DDL00AA11322R,DDL00AA11S22R,DDL00ABI1222R,DDL00ABI1322R,DDL00ABI1S22R,DDL00AR11222R,DDL00AR11322R,DDL00AR11S22R,DDL00AR21222R,DDL00AR21322R,DDL00AR21S22R,DDL00AUS1222R,DDL00AUS1322R,DDL00AUS1S22R,DDM00AA01222R,DDM00AA01322R,DDM00AA01S22R,DDM00AA11222R,DDM00AA11322R,DDM00AA11S22R,DDM00ABI1222R,DDM00ABI1322R,DDM00ABI1S22R,DDM00AR11222R,DDM00AR11322R,DDM00AR11S22R,DDM00AR21222R,DDM00AR21322R,DDM00AR21S22R,DDM00AUS1222R,DDM00AUS1322R,DDM00AUS1S22R,DDR00AA01222R,DDR00AA01322R,DDR00AA01S22R,DDR00AA11222R,DDR00AA11322R,DDR00AA11S22R,DDR00ABI1222R,DDR00ABI1322R,DDR00ABI1S22R,DDR00AR11222R,DDR00AR11322R,DDR00AR11S22R,DDR00AR21222R,DDR00AR21322R,DDR00AR21S22R,DDR00AUS1222R,DDR00AUS1322R,DDR00AUS1S22R,DDS00AA01222R,DDS00AA01322R,DDS00AA01S22R,DDS00AA11222R,DDS00AA11322R,DDS00AA11S22R,DDS00ABI1222R,DDS00ABI1322R,DDS00ABI1S22R,DDS00AR11222R,DDS00AR11322R,DDS00AR11S22R,DDS00AR21222R,DDS00AR21322R,DDS00AR21S22R,DDS00AUS1222R,DDS00AUS1322R,DDS00AUS1S22R,DDW00AA01222R,DDW00AA01322R,DDW00AA01S22R,DDW00AA11222R,DDW00AA11322R,DDW00AA11S22R,DDW00ABI1222R,DDW00ABI1322R,DDW00ABI1S22R,DDW00AR11222R,DDW00AR11322R,DDW00AR11S22R,DDW00AR21222R,DDW00AR21322R,DDW00AR21S22R,DDW00AUS1222R,DDW00AUS1322R,DDW00AUS1S22R,DISTNAME,DNC00AA01222R,DNC00AA01322R,DNC00AA01S22R,DNC00AA11222R,DNC00AA11322R,DNC00AA11S22R,DNC00ABI1222R,DNC00ABI1322R,DNC00ABI1S22R,DNC00AR11222R,DNC00AR11322R,DNC00AR11S22R,DNC00AR21222R,DNC00AR21322R,DNC00AR21S22R,DNC00AUS1222R,DNC00AUS1322R,DNC00AUS1S22R,DNM00AA01222R,DNM00AA01322R,DNM00AA01S22R,DNM00AA11222R,DNM00AA11322R,DNM00AA11S22R,DNM00ABI1222R,DNM00ABI1322R,DNM00ABI1S22R,DNM00AR11222R,DNM00AR11322R,DNM00AR11S22R,DNM00AR21222R,DNM00AR21322R,DNM00AR21S22R,DNM00AUS1222R,DNM00AUS1322R,DNM00AUS1S22R,DNS00AA01222R,DNS00AA01322R,DNS00AA01S22R,DNS00AA11222R,DNS00AA11322R,DNS00AA11S22R,DNS00ABI1222R,DNS00ABI1322R,DNS00ABI1S22R,DNS00AR11222R,DNS00AR11322R,DNS00AR11S22R,DNS00AR21222R,DNS00AR21322R,DNS00AR21S22R,DNS00AUS1222R,DNS00AUS1322R,DNS00AUS1S22R
"'241904",.,.,.,29,13,61,22,8,57,19,6,28,15,0,38,38,23,69,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,0,96,33,21,66,35,8,65,30,5,46,32,2,50,48,18,76,-1,-1,-1,28,15,52,31,3,59,26,2,45,23,0,43,35,12,65,47,0,100,28,16,62,31,8,62,27,5,42,28,1,46,46,18,76,62,0,100,37,25,73,39,9,71,38,8,51,42,0,61,43,13,81,50,0,92,30,19,69,35,8,67,29,5,43,28,2,49,52,21,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,11,57,15,3,53,12,3,21,15,0,38,38,23,69,60,0,90,30,18,60,31,8,60,23,2,41,23,4,41,52,22,72,-1,-1,-1,21,11,57,24,4,59,20,3,36,15,1,37,27,9,64,.,.,.,19,14,35,18,10,35,17,9,20,3,0,10,17,8,42,75,0,100,60,55,80,44,28,72,43,10,67,54,7,61,56,17,83,"WHARTON ISD",64,0,95,37,24,67,36,8,69,31,6,48,33,1,51,48,16,77,-1,-1,-1,18,11,61,30,9,49,26,2,37,28,4,46,52,26,71,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'241906",.,.,.,29,14,86,67,11,100,0,0,30,0,0,40,40,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,86,19,7,79,77,23,100,38,4,70,71,12,85,79,48,88,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,9,0,82,15,4,73,75,4,100,36,7,64,54,0,69,75,50,83,25,0,88,8,0,92,78,17,100,38,10,67,71,24,82,71,35,82,0,0,88,17,8,79,73,10,100,33,7,63,53,0,73,67,47,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,50,17,100,0,0,30,0,0,40,40,20,60,0,0,83,24,10,72,77,27,100,38,0,73,75,0,88,88,63,94,.,.,.,31,15,69,67,17,100,18,5,45,36,0,64,50,33,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,83,19,6,75,86,50,100,53,0,80,88,24,94,88,47,94,"LOUISE ISD",14,0,86,19,8,81,85,24,100,40,2,71,70,13,83,79,52,90,.,.,.,17,0,67,50,20,100,20,20,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'242902",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,20,20,60,-1,-1,-1,20,20,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,15,64,58,26,100,38,5,65,42,8,65,79,53,95,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,83,-1,-1,-1,.,.,.,18,11,64,63,38,100,33,0,67,43,7,71,72,39,94,.,.,.,19,13,69,71,29,100,39,11,61,45,0,73,73,41,95,.,.,.,24,18,71,67,33,100,44,6,69,50,13,88,73,55,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,24,18,59,50,25,100,37,0,68,40,13,60,88,69,94,.,.,.,0,0,42,13,0,100,20,0,47,23,0,46,54,23,85,.,.,.,0,0,14,-1,-1,-1,0,0,17,17,17,17,-1,-1,-1,.,.,.,20,10,60,50,33,100,42,0,67,50,0,50,90,57,95,"SHAMROCK ISD",.,.,.,24,16,68,57,14,100,39,7,68,47,12,76,81,56,96,.,.,.,13,13,50,60,60,100,33,0,56,33,0,44,73,45,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'242903",.,.,.,33,17,100,33,0,67,0,0,33,63,13,88,29,0,71,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,38,97,71,12,94,54,6,77,86,14,92,58,27,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,71,41,100,69,13,94,53,12,76,94,24,94,67,27,87,.,.,.,65,29,100,67,11,89,50,5,75,82,9,91,63,32,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,100,33,0,67,0,0,33,63,13,88,29,0,71,.,.,.,53,35,94,72,11,94,56,0,78,80,5,90,69,38,100,.,.,.,29,14,100,29,0,71,0,0,43,70,10,90,36,9,82,.,.,.,14,0,86,29,0,71,13,0,25,-1,-1,-1,-1,-1,-1,.,.,.,60,47,93,79,14,100,69,8,77,93,21,93,78,33,100,"WHEELER ISD",.,.,.,68,43,100,74,11,93,59,4,85,91,16,97,55,28,90,.,.,.,33,17,83,57,14,100,38,13,50,60,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1
"'242905",.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,23,85,89,11,100,46,8,54,60,10,80,80,60,100,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,43,29,86,80,20,100,50,17,50,40,20,80,-1,-1,-1,.,.,.,38,38,88,80,0,100,43,14,43,60,0,80,60,60,100,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,60,0,80,-1,-1,-1,50,0,67,60,20,80,100,60,100,.,.,.,0,0,60,-1,-1,-1,0,0,20,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,56,33,78,88,0,100,67,11,78,56,0,78,100,60,100,"KELTON ISD",.,.,.,33,33,83,-1,-1,-1,60,0,60,-1,-1,-1,-1,-1,-1,.,.,.,57,14,86,100,0,100,38,13,50,50,0,83,67,33,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1
"'242906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,22,100,71,29,100,88,25,100,86,0,100,90,50,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,100,20,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,57,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,29,100,80,40,100,83,33,100,83,0,100,90,50,100,"FORT ELLIOTT CISD",.,.,.,86,29,100,-1,-1,-1,83,33,100,-1,-1,-1,88,50,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'243901",.,.,.,33,17,83,33,17,100,25,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,42,84,70,5,90,60,0,75,36,9,55,70,30,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,9,100,52,36,77,52,14,81,36,4,56,49,4,64,66,44,84,-1,-1,-1,50,43,86,46,8,92,36,14,57,41,0,53,56,33,89,70,0,100,35,23,66,37,6,70,23,3,41,37,3,54,51,30,79,78,4,100,54,38,82,54,12,85,46,6,67,63,7,76,73,45,92,86,0,100,39,16,68,38,6,72,27,3,52,38,2,58,62,38,76,.,.,.,-1,-1,-1,-1,-1,-1,20,0,40,-1,-1,-1,.,.,.,.,.,.,40,20,80,40,20,100,14,14,29,-1,-1,-1,-1,-1,-1,86,14,100,50,35,72,51,15,76,27,3,45,35,2,54,62,43,79,-1,-1,-1,35,22,66,34,6,70,14,2,36,26,1,44,46,23,73,.,.,.,21,15,41,21,10,50,9,4,15,19,5,24,35,31,62,84,9,100,54,41,77,56,17,82,37,4,57,53,5,67,68,46,86,"BURKBURNETT ISD",82,9,100,55,37,79,54,13,82,36,5,56,46,3,63,66,45,83,-1,-1,-1,46,35,73,48,14,80,35,3,56,55,6,68,68,40,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'243902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,58,45,85,51,11,76,51,11,71,68,4,84,94,75,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,42,32,74,45,14,77,45,10,65,63,0,81,88,75,100,.,.,.,56,38,81,47,0,76,41,6,76,67,8,83,100,78,100,.,.,.,46,38,77,50,0,79,46,8,69,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,59,53,88,55,20,75,61,17,67,69,0,85,86,71,100,.,.,.,58,45,85,50,8,75,51,11,71,65,0,85,90,60,100,.,.,.,11,11,67,18,9,55,9,9,36,0,0,40,-1,-1,-1,-1,-1,-1,65,47,88,47,11,68,47,11,68,67,6,83,91,64,100,"ELECTRA ISD",.,.,.,59,45,91,50,13,83,57,17,83,74,5,89,92,67,100,-1,-1,-1,55,45,73,54,8,62,42,0,50,50,0,67,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.
"'243903",.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,100,75,100,-1,-1,-1,100,50,100,100,88,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,60,34,87,76,30,94,57,5,74,72,11,88,83,42,97,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,48,27,81,74,24,95,52,0,67,64,7,78,78,31,94,.,.,.,55,24,92,71,27,94,60,6,76,73,9,88,84,36,99,.,.,.,43,19,95,73,27,93,50,0,73,63,16,89,81,19,88,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,42,82,79,31,94,55,5,73,70,13,88,83,48,95,.,.,.,38,18,77,51,7,87,33,1,56,49,1,77,63,16,94,.,.,.,43,24,71,39,6,72,28,8,52,35,5,60,46,31,77,-1,-1,-1,61,34,84,74,27,93,57,6,74,71,8,86,82,41,98,"IOWA PARK CISD",-1,-1,-1,62,35,87,75,28,93,59,6,76,70,11,88,83,45,98,-1,-1,-1,53,33,85,79,37,100,52,2,69,77,13,87,84,26,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'243905",.,.,.,25,15,70,25,8,61,18,3,38,18,0,36,37,14,65,80,20,100,38,24,71,53,21,79,49,6,67,53,10,72,68,39,88,83,8,100,80,64,96,76,48,86,63,29,83,71,42,79,87,76,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,7,98,35,19,72,47,17,79,39,5,59,49,8,64,61,38,83,80,0,100,21,8,65,27,6,66,20,1,45,30,3,46,38,19,70,70,3,92,27,11,66,37,11,73,29,3,50,37,4,55,51,26,77,70,6,97,37,19,76,51,17,83,46,6,68,56,10,72,59,36,84,72,3,94,29,13,67,39,11,75,32,2,54,43,4,60,56,30,79,.,.,.,40,20,80,100,25,100,56,0,78,-1,-1,-1,-1,-1,-1,.,.,.,22,13,68,19,4,58,12,2,33,16,0,33,35,11,63,80,9,98,34,19,69,45,16,76,33,4,52,43,6,58,63,40,82,100,10,100,19,7,60,26,5,69,19,1,42,28,1,49,42,18,73,.,.,.,18,8,42,23,5,53,14,5,21,13,3,20,27,10,55,72,9,99,45,26,78,62,26,89,53,9,69,61,11,74,72,51,90,"WICHITA FALLS ISD",74,8,98,36,20,74,48,16,79,40,5,60,50,9,65,61,38,82,-1,-1,-1,31,15,64,46,17,80,35,7,55,47,5,62,62,39,84,.,.,.,29,14,76,25,8,67,21,7,36,44,0,67,56,33,67
"'243906",.,.,.,60,20,80,-1,-1,-1,20,0,60,17,0,83,-1,-1,-1,.,.,.,50,13,75,75,25,92,50,20,90,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,0,100,49,25,79,69,22,93,48,6,69,58,7,79,60,30,90,.,.,.,36,14,86,58,8,92,19,0,56,60,0,80,55,27,82,-1,-1,-1,43,22,76,65,19,90,40,3,62,51,4,73,53,23,87,60,0,100,51,21,79,67,23,94,50,9,74,68,10,93,60,26,90,-1,-1,-1,55,33,79,68,16,89,56,8,74,58,4,83,67,29,95,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,83,-1,-1,-1,-1,-1,-1,48,30,80,71,22,92,45,4,64,46,3,63,61,36,89,.,.,.,25,6,67,44,4,88,20,0,49,30,0,62,35,10,77,.,.,.,12,6,53,27,9,73,13,0,25,0,0,14,14,0,57,-1,-1,-1,50,25,78,74,31,97,50,5,64,57,11,76,64,33,88,"CITY VIEW ISD",71,0,100,67,38,87,79,25,96,65,9,84,68,9,89,63,37,89,.,.,.,29,9,71,57,19,89,30,4,54,44,3,66,56,22,91,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1
"'244901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,50,100,83,17,100,71,0,100,44,0,78,57,43,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,60,100,80,20,100,67,0,100,38,0,75,50,33,83,.,.,.,-1,-1,-1,-1,-1,-1,60,0,100,50,0,83,40,20,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,60,0,100,44,0,78,60,60,80,"HARROLD ISD",.,.,.,80,40,100,80,20,100,80,0,100,33,0,67,50,50,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'244903",.,.,.,60,40,87,29,4,83,30,0,45,26,0,52,37,16,84,.,.,.,67,67,83,67,17,83,60,0,80,50,0,83,-1,-1,-1,.,.,.,71,57,100,75,25,100,45,9,64,29,14,57,63,50,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,38,19,74,36,6,74,38,1,54,37,2,60,60,26,86,.,.,.,31,15,69,45,0,73,46,0,69,31,8,46,54,23,77,-1,-1,-1,34,18,66,33,6,69,31,2,48,35,1,55,59,29,80,-1,-1,-1,39,16,83,38,5,77,45,1,56,46,2,68,59,18,87,-1,-1,-1,31,14,73,25,3,68,35,0,50,32,1,55,56,18,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,50,33,83,27,0,82,26,0,42,17,0,39,25,6,81,.,.,.,37,23,65,35,7,70,30,1,51,29,2,51,63,35,85,-1,-1,-1,27,14,67,22,2,68,27,1,42,18,1,49,45,17,78,.,.,.,13,9,30,10,3,45,10,3,14,17,4,25,43,22,65,-1,-1,-1,42,19,74,51,10,83,39,2,52,51,2,72,72,37,93,"VERNON ISD",.,.,.,41,21,75,37,6,74,40,1,57,40,2,62,65,29,85,-1,-1,-1,20,12,68,30,4,74,29,3,41,22,4,43,35,10,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'244905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,58,100,75,33,100,69,0,85,77,14,86,44,0,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,0,88,-1,-1,-1,.,.,.,86,57,100,71,29,100,71,0,86,91,27,91,22,0,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,0,100,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,60,100,80,40,100,67,0,83,64,0,82,71,0,71,.,.,.,-1,-1,-1,-1,-1,-1,20,0,60,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,86,71,100,71,43,100,63,0,88,82,18,82,45,0,82,"NORTHSIDE ISD",.,.,.,89,44,100,67,22,100,60,0,80,64,0,79,40,0,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,38,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
