DISTRICT,D20GI20R,D20GI21R,D20GW20R,D20GW21R,D23G420R,D23G421R,D23GG20R,D23GG21R,D2SGA20R,D2SGA21R,D30GI20R,D30GI21R,D30GW20R,D30GW21R,D33G420R,D33G421R,D33GG20R,D33GG21R,D3SGA20R,D3SGA21R,D40GI20R,D40GI21R,D40GW20R,D40GW21R,D43G420R,D43G421R,D43GG20R,D43GG21R,D4SGA20R,D4SGA21R,DA0GI20R,DA0GI21R,DA0GW20R,DA0GW21R,DA3G420R,DA3G421R,DA3GG20R,DA3GG21R,DASGA20R,DASGA21R,DB0GI20R,DB0GI21R,DB0GW20R,DB0GW21R,DB3G420R,DB3G421R,DB3GG20R,DB3GG21R,DBSGA20R,DBSGA21R,DE0GI20R,DE0GI21R,DE0GW20R,DE0GW21R,DE3G420R,DE3G421R,DE3GG20R,DE3GG21R,DESGA20R,DESGA21R,DF0GI20R,DF0GI21R,DF0GW20R,DF0GW21R,DF3G420R,DF3G421R,DF3GG20R,DF3GG21R,DFSGA20R,DFSGA21R,DH0GI20R,DH0GI21R,DH0GW20R,DH0GW21R,DH3G420R,DH3G421R,DH3GG20R,DH3GG21R,DHSGA20R,DHSGA21R,DI0GI20R,DI0GI21R,DI0GW20R,DI0GW21R,DI3G420R,DI3G421R,DI3GG20R,DI3GG21R,DISGA20R,DISGA21R,DISTNAME,DL0GI20R,DL0GI21R,DL0GW20R,DL0GW21R,DL3G420R,DL3G421R,DL3GG20R,DL3GG21R,DLSGA20R,DLSGA21R,DM0GI20R,DM0GI21R,DM0GW20R,DM0GW21R,DM3G420R,DM3G421R,DM3GG20R,DM3GG21R,DMSGA20R,DMSGA21R,DR0GI20R,DR0GI21R,DR0GW20R,DR0GW21R,DR3G420R,DR3G421R,DR3GG20R,DR3GG21R,DRSGA20R,DRSGA21R,DS0GI20R,DS0GI21R,DS0GW20R,DS0GW21R,DS3G420R,DS3G421R,DS3GG20R,DS3GG21R,DSSGA20R,DSSGA21R,DW0GI20R,DW0GI21R,DW0GW20R,DW0GW21R,DW3G420R,DW3G421R,DW3GG20R,DW3GG21R,DWSGA20R,DWSGA21R
"'095903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.8,28.2,0,0,0,0,17.9,33.3,5.1,10.3,.,-1,.,-1,.,-1,.,-1,.,-1,6.7,35.7,0,0,0,0,6.7,42.9,0,14.3,13.3,25,0,0,0,0,20,25,6.7,6.3,14.3,26.9,0,0,0,0,21.4,34.6,7.1,11.5,.,.,.,.,.,.,.,.,.,.,"HALE CENTER ISD",.,-1,.,-1,.,-1,.,-1,.,-1,12.5,30.4,0,0,0,0,16.7,39.1,4.2,13,20,34.6,0,0,0,0,30,42.3,10,15.4,-1,60,-1,0,-1,0,-1,100,-1,80,10,36.4,0,0,0,0,10,36.4,0,9.1
"'095904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,42.1,0,26.3,0,0,31.3,68.4,12.5,5.3,.,.,.,.,.,.,.,.,.,.,20,40,0,33.3,0,0,30,73.3,20,6.7,0,45.5,0,18.2,0,0,11.1,63.6,11.1,0,18.2,35.7,0,35.7,0,0,27.3,71.4,18.2,7.1,.,.,.,.,.,.,.,.,.,.,"PETERSBURG ISD",.,-1,.,-1,.,-1,.,-1,.,-1,57.1,37.5,0,37.5,0,0,57.1,75,14.3,12.5,-1,36.4,-1,45.5,-1,0,-1,81.8,-1,9.1,-1,0,-1,100,-1,0,-1,100,-1,20,40,60,0,0,0,0,40,60,0,0
"'095905",0,-1,0,-1,0,-1,16.7,-1,16.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,15.9,28.9,0.3,3.2,0,0,23.4,36.4,8.3,8.7,17.6,40,0,20,0,0,23.5,60,5.9,20,12,28,0.4,2.8,0,0,21,33.9,9.4,7.5,13.2,23.8,0.5,3.8,0,0,19.3,31.9,7.1,7.5,15.5,28.3,0.4,2.2,0,0,23.1,34.6,8.7,8.1,-1,.,-1,.,-1,.,-1,.,-1,.,"PLAINVIEW ISD",37.5,20,0,0,0,0,37.5,20,0,0,18.9,33.3,0,2.7,0,0,28,40.3,9.7,9.7,12,23.2,0.5,4.5,0,0,26.2,35,15.8,15.8,8.1,24.4,2.7,24.4,0,0,83.8,82.2,83.8,66.7,17.4,30.5,0,5.1,0,0,24.6,40.7,7.2,6.8
"'096904",.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,3.6,0,0,0,0,2.6,10.7,2.6,7.1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,3.4,5.3,3.4,5.3,0,0,0,0,0,0,6.7,10,6.7,10,0,5.3,0,0,0,0,0,5.3,0,0,-1,.,-1,.,-1,.,-1,.,-1,.,"MEMPHIS ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5.6,0,0,0,0,0,11.1,0,5.6,0,5.9,0,0,0,0,5.9,11.8,5.9,5.9,0,-1,0,-1,0,-1,12.5,-1,12.5,-1,0,0,0,0,0,0,7.1,14.3,7.1,14.3
"'096905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.7,10,20,5,0,0,26.7,25,0,10,.,.,.,.,.,.,.,.,.,.,0,10,33.3,10,0,0,33.3,30,0,10,0,12.5,12.5,0,0,0,12.5,12.5,0,0,-1,10,-1,10,-1,0,-1,20,-1,0,.,.,.,.,.,.,.,.,.,.,"TURKEY-QUITAQUE ISD",.,.,.,.,.,.,.,.,.,.,14.3,8.3,28.6,8.3,0,0,42.9,33.3,0,16.7,-1,14.3,-1,0,-1,0,-1,28.6,-1,14.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.1,10,9.1,0,0,0,18.2,30,0,20
"'097902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,32.7,40,22.4,6.2,4.1,6.2,51,47.7,8.2,4.6,.,.,.,.,.,.,.,.,.,.,28,27.6,40,10.3,4,0,60,41.4,16,10.3,5.6,26.3,22.2,5.3,0,5.3,27.8,34.2,11.1,7.9,14.3,53.8,57.1,0,0,0,71.4,53.8,14.3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"HAMILTON ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.4,59.3,22.6,7.4,6.5,7.4,64.5,66.7,6.5,0,31.3,41.7,50,25,0,8.3,68.8,66.7,18.8,16.7,16.7,0,91.7,66.7,0,0,91.7,83.3,33.3,50,35,38.8,17.5,8.2,5,8.2,47.5,49,7.5,6.1
"'097903",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.8,20.7,5.6,6.9,0,3.4,8.3,24.1,0,0,.,.,.,.,.,.,.,.,.,.,5,0,10,0,0,0,15,0,0,0,0,11.1,0,5.6,0,0,0,16.7,0,0,0,0,10,0,0,0,10,0,0,0,.,.,.,.,.,.,.,.,.,.,"HICO ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.7,36.4,13.3,9.1,0,9.1,20,36.4,0,0,9.1,30.8,18.2,15.4,0,7.7,27.3,38.5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,30,4,10,0,5,8,35,0,0
"'098901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,8.3,0,0,0,0,5.3,8.3,5.3,0,.,.,.,.,.,.,.,.,.,.,0,11.8,0,0,0,0,16.7,11.8,16.7,0,0,12.5,0,0,0,0,6.3,12.5,6.3,0,0,5,0,0,0,0,7.1,5,7.1,0,.,.,.,.,.,.,.,.,.,.,"GRUVER ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4.5,0,4.5,0,0,9.1,0,0,0,0,16.7,9.1,16.7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14.3,0,0,0,0,4.3,14.3,4.3,0
"'098903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PRINGLE-MORSE CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'098904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.6,19.3,0,1.8,0,0,14.8,29.8,8.2,8.8,.,.,.,.,.,.,.,.,.,.,6.3,15.2,0,0,0,0,21.9,24.2,15.6,9.1,13.8,25,0,0,0,0,20.7,34.4,6.9,9.4,7.3,18.4,0,2.6,0,0,14.6,31.6,7.3,10.5,.,.,.,.,.,.,.,.,.,.,"SPEARMAN ISD",-1,14.3,-1,0,-1,0,-1,57.1,-1,42.9,0,12,0,4,0,0,9.4,24,9.4,8,4.8,3.1,0,3.1,0,0,28.6,21.9,23.8,15.6,0,0,0,12.5,0,0,100,75,100,62.5,5,21.1,0,0,0,0,15,26.3,10,5.3
"'099902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,41.7,0,50,0,8.3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,71.4,0,85.7,0,14.3,0,0,0,0,0,16.7,0,16.7,0,0,0,0,0,0,0,33.3,0,50,0,16.7,.,.,.,.,.,.,.,.,.,.,"CHILLICOTHE ISD",0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,66.7,0,83.3,0,16.7,0,-1,0,-1,0,-1,0,-1,0,-1,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,50,0,50,0,0
"'099903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,36.4,26.7,0,0,0,0,45.5,33.3,12.1,13.3,.,-1,.,-1,.,-1,.,-1,.,-1,34.6,33.3,0,0,0,0,42.3,38.1,7.7,9.5,11.1,16.7,0,0,0,0,22.2,33.3,11.1,16.7,12.5,37.5,0,0,0,0,12.5,50,0,12.5,.,.,.,.,.,.,.,.,.,.,"QUANAH ISD",.,.,.,.,.,.,.,.,.,.,66.7,33.3,0,0,0,0,73.3,33.3,13.3,11.1,33.3,33.3,0,0,0,0,58.3,46.7,33.3,26.7,40,60,0,0,0,0,100,100,80,80,45.5,26.3,0,0,0,0,54.5,31.6,13.6,15.8
"'100903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.3,49.3,0,4.3,0,0,25,55.1,1.7,5.8,27.3,72.7,0,9.1,0,0,36.4,81.8,9.1,9.1,26.9,50,0,10.7,0,0,30.8,60.7,3.8,10.7,16.1,39.5,0,5.3,0,0,19.4,44.7,3.2,5.3,-1,33.3,-1,0,-1,0,-1,33.3,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"KOUNTZE ISD",.,-1,.,-1,.,-1,.,-1,.,-1,31,61.3,0,3.2,0,0,31,67.7,0,6.5,37.5,45,0,10,0,0,43.8,60,6.3,10,-1,28.6,-1,42.9,-1,0,-1,85.7,-1,57.1,22.7,48,0,4,0,0,22.7,54,0,6
"'100904",0,14.3,0,14.3,0,0,22.2,28.6,22.2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,7.5,11.8,0.6,7.9,0,0,10.3,19.1,2.9,3.9,5.1,9.7,0,12.9,0,0,7.7,22.6,2.6,9.7,6.2,13.1,1,11.9,0,0,11.3,25,4.1,6,5.8,6.5,0,8.7,0,0,8.1,16.3,2.3,6.5,5.9,11.1,0,16.7,0,0,11.8,22.2,5.9,11.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SILSBEE ISD",.,-1,.,-1,.,-1,.,-1,.,-1,9.1,17.4,1.1,7,0,0,12.5,22.1,3.4,1.2,6.4,11.1,0.9,13,0,0,11,23.1,4.6,6.5,8,10.5,4,73.7,0,0,28,78.9,20,36.8,9.3,12,0.9,4.3,0,0,10.3,16.2,0.9,0.9
"'100905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,2.4,17.3,0,0,0,0,3,21.6,0.6,5,0,28.6,0,0,0,0,0,50,0,21.4,4.3,15.6,0,0,0,0,4.3,28.1,0,12.5,4.3,15.9,0,0,0,0,4.3,15.9,0,0,8.3,0,0,0,0,0,8.3,0,0,0,-1,.,-1,.,-1,.,-1,.,-1,.,"HARDIN-JEFFERSON ISD",-1,.,-1,.,-1,.,-1,.,-1,.,0,18.6,0,0,0,0,1.4,27.1,1.4,10,4.2,22.2,0,0,0,0,4.2,29.6,0,11.1,0,33.3,0,0,0,0,11.1,100,11.1,77.8,2.2,18.3,0,0,0,0,3,21.1,0.7,3.7
"'100907",12.5,-1,0,-1,0,-1,12.5,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,.,.,0.4,19.2,1.9,3.4,0,0,5.7,25.3,4.2,3.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5,15.6,2.9,7.8,0,0,8.8,29.9,7.4,7.8,0.9,16.8,2.7,3.2,0,0,5.4,21.9,3.6,2.6,0,22.9,0,2.9,0,0,0,25.7,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,"LUMBERTON ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,21.9,1.3,3.6,0,0,6,29.2,4.6,4.4,0,19.7,5.4,11.3,0,0,13.5,38,9.5,9.9,0,17.9,20.8,35.7,0,0,58.3,82.1,45.8,35.7,0,19.3,2.3,3.7,0,0,6.5,25.8,5.1,3.7
"'100908",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44.2,38.2,0,0,0,0,44.2,41.2,2.3,2.9,.,-1,.,-1,.,-1,.,-1,.,-1,38.1,25,0,0,0,0,38.1,30,0,5,57.9,41.2,0,0,0,0,57.9,41.2,5.3,0,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,"WEST HARDIN COUNTY CISD",-1,.,-1,.,-1,.,-1,.,-1,.,33.3,35.3,0,0,0,0,33.3,41.2,0,5.9,35.3,35,0,0,0,0,35.3,40,5.9,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.5,39.4,0,0,0,0,47.5,42.4,2.5,3
"'101802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SER-NINOS CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101803",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,14.3,-1,14.3,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,.,.,.,.,.,.,.,.,.,.,"ARISTOI CLASSICAL ACADEMY",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,9.1,0,9.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,10,0,10
"'101804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.1,6.5,0,0,0,0,15.2,8.7,3,2.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.9,6.9,0,0,0,0,14.3,8,2.4,1.1,7,11.9,0,0,0,0,9.3,11.9,4.7,0,11.5,6.6,0,0,0,0,13.5,8.8,2.1,2.2,.,.,.,.,.,.,.,.,.,.,"GEORGE I SANCHEZ CHARTER",10.3,0,0,0,0,0,10.3,0,0,0,17.9,2,0,0,0,0,19.6,6,1.8,4,10.4,5.8,0,0,0,0,13.4,8.7,4.5,2.9,14.3,0,0,0,0,0,42.9,28.6,42.9,28.6,-1,.,-1,.,-1,.,-1,.,-1,.
"'101806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,6.3,0,0,2.4,4.2,8.3,18.8,6,8.3,.,.,.,.,.,.,.,.,.,.,0,6.5,0,0,2.6,4.3,7.8,19.6,5.2,8.7,0,5.6,0,0,0,11.1,9.8,22.2,9.8,5.6,0,6.3,0,0,2.4,4.2,8.3,18.8,6,8.3,.,.,.,.,.,.,.,.,.,.,"RAUL YZAGUIRRE SCHOOLS FOR SUCCESS",0,0,0,0,0,0,0,30,0,30,0,6.7,0,0,4.7,0,7,16.7,2.3,10,0,0,0,0,1.6,0,9.4,18.8,7.8,18.8,0,-1,0,-1,0,-1,55.6,-1,55.6,-1,.,.,.,.,.,.,.,.,.,.
"'101810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACADEMY OF ACCELERATED LEARNING INC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCEL ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE VARNETT PUBLIC SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ALIEF MONTESSORI COMMUNITY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44.6,37.3,4.8,0,0,0,49.4,37.3,0,2.4,44.4,52.9,0,0,0,0,44.4,52.9,0,5.9,43.1,40.6,5.6,0,0,0,48.6,40.6,0,1.6,39,44.7,4.9,0,0,0,43.9,44.7,0,5.3,42,36.1,5.8,0,0,0,47.8,36.1,0,1.6,.,.,.,.,.,.,.,.,.,.,"HOUSTON HEIGHTS HIGH SCHOOL",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,31.1,4.8,0,0,0,54.8,31.1,0,0,45.2,40.3,5.5,0,0,0,50.7,40.3,0,2.8,0,20,50,0,0,0,50,20,0,20,80,0,0,0,0,0,80,0,0,0
"'101828",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,2.6,2.6,2.6,2.6,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,3.3,3,3.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.6,2.7,2.6,.,.,.,.,.,.,.,.,.,.,"HOUSTON GATEWAY ACADEMY INC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4.1,5.1,4.1,5.1,0,0,0,0,0,0,4.1,3.7,4.1,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.
"'101837",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,0,7.1,0,0,0,0,2.5,7.1,2.5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8.3,0,0,0,0,0,8.3,0,0,0,4.8,0,0,0,0,0,4.8,0,0,0,6.5,0,0,0,0,0,6.5,0,0,.,.,.,.,.,.,.,.,.,.,"CALVIN NELMS CHARTER SCHOOLS",.,-1,.,-1,.,-1,.,-1,.,-1,0,9.5,0,0,0,0,6.7,9.5,6.7,0,0,0,0,0,0,0,6.7,0,6.7,0,0,-1,0,-1,0,-1,20,-1,20,-1,0,11.1,0,0,0,0,12.5,11.1,12.5,0
"'101838",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,3,1.2,3,1.2,0,.,0,.,0,.,0,.,0,.,0,0,0,0,0,0,4.5,1.4,4.5,1.4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3.7,0,3.7,0,.,.,.,.,.,.,.,.,.,.,"SOUTHWEST SCHOOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,2.6,3.9,2.6,0,0,0,0,0,0,4.3,1.4,4.3,1.4,0,0,0,0,0,0,42.9,14.3,42.9,14.3,0,0,0,0,0,0,0,12.5,0,12.5
"'101840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TWO DIMENSIONS PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,9.1,12.5,9.1,12.5,.,-1,.,-1,.,-1,.,-1,.,-1,0,-1,0,-1,0,-1,16.7,-1,16.7,-1,0,0,0,0,0,0,0,16.7,0,16.7,0,-1,0,-1,0,-1,11.1,-1,11.1,-1,.,.,.,.,.,.,.,.,.,.,"COMQUEST ACADEMY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,16.7,-1,16.7,-1,0,-1,0,-1,0,-1,12.5,-1,12.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'101845",-1,.,-1,.,-1,.,-1,.,-1,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,0,0,0.8,0.5,0,0,5.8,5.7,5.1,5.7,0,0,2.3,0,0,0,18.6,14.5,17.4,14.5,0,0,0.8,0.5,0,0,5.4,5.7,4.7,5.7,0,0,0.7,0.5,0,0,4.5,4.3,3.8,4.3,0,0,0.7,0.5,0,0,4.9,5.2,4.2,5.2,.,0,.,0,.,0,.,20,.,20,"YES PREP PUBLIC SCHOOLS INC",0,0,1.9,2.8,0,0,18.3,18.2,16.3,18.2,0,0,0.9,0.5,0,0,7.2,7.1,6.5,7.1,0,0,1.7,1,0,0,12.2,11,10.7,11,0,0,12.5,7.9,0,0,91.7,89.5,80.6,89.5,0,0,0,0,0,0,0,8.3,0,8.3
"'101846",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,22.6,0,0,0,3.2,10,22.6,10,0,.,.,.,.,.,.,.,.,.,.,0,7.1,0,1.1,0.4,0.7,3.4,13.8,3,6,0,5.8,0,3.8,0,0,5.8,25,5.8,19.2,0,6,0,1.5,0.5,1,3.1,12.4,2.6,5.5,0,8.3,0,0.8,0.9,0.8,1.7,15.7,0.9,6.6,0,3,0,0.6,0.7,0.6,1.4,7.1,0.7,3,.,-1,.,-1,.,-1,.,-1,.,-1,"HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH",0,4.9,0,2.4,0,4.9,10,12.2,10,2.4,0,6.1,0,1.4,0,0.7,5,12.2,5,5.4,0,6.1,0,1.4,0.7,1.4,3.6,12.8,2.9,5.4,0,0,0,15.8,0,0,70,89.5,70,84.2,0,23.1,0,0,0,0,0,30.8,0,7.7
