DISTRICT,D20GI20R,D20GI21R,D20GW20R,D20GW21R,D23G420R,D23G421R,D23GG20R,D23GG21R,D2SGA20R,D2SGA21R,D30GI20R,D30GI21R,D30GW20R,D30GW21R,D33G420R,D33G421R,D33GG20R,D33GG21R,D3SGA20R,D3SGA21R,D40GI20R,D40GI21R,D40GW20R,D40GW21R,D43G420R,D43G421R,D43GG20R,D43GG21R,D4SGA20R,D4SGA21R,DA0GI20R,DA0GI21R,DA0GW20R,DA0GW21R,DA3G420R,DA3G421R,DA3GG20R,DA3GG21R,DASGA20R,DASGA21R,DB0GI20R,DB0GI21R,DB0GW20R,DB0GW21R,DB3G420R,DB3G421R,DB3GG20R,DB3GG21R,DBSGA20R,DBSGA21R,DE0GI20R,DE0GI21R,DE0GW20R,DE0GW21R,DE3G420R,DE3G421R,DE3GG20R,DE3GG21R,DESGA20R,DESGA21R,DF0GI20R,DF0GI21R,DF0GW20R,DF0GW21R,DF3G420R,DF3G421R,DF3GG20R,DF3GG21R,DFSGA20R,DFSGA21R,DH0GI20R,DH0GI21R,DH0GW20R,DH0GW21R,DH3G420R,DH3G421R,DH3GG20R,DH3GG21R,DHSGA20R,DHSGA21R,DI0GI20R,DI0GI21R,DI0GW20R,DI0GW21R,DI3G420R,DI3G421R,DI3GG20R,DI3GG21R,DISGA20R,DISGA21R,DISTNAME,DL0GI20R,DL0GI21R,DL0GW20R,DL0GW21R,DL3G420R,DL3G421R,DL3GG20R,DL3GG21R,DLSGA20R,DLSGA21R,DM0GI20R,DM0GI21R,DM0GW20R,DM0GW21R,DM3G420R,DM3G421R,DM3GG20R,DM3GG21R,DMSGA20R,DMSGA21R,DR0GI20R,DR0GI21R,DR0GW20R,DR0GW21R,DR3G420R,DR3G421R,DR3GG20R,DR3GG21R,DRSGA20R,DRSGA21R,DS0GI20R,DS0GI21R,DS0GW20R,DS0GW21R,DS3G420R,DS3G421R,DS3GG20R,DS3GG21R,DSSGA20R,DSSGA21R,DW0GI20R,DW0GI21R,DW0GW20R,DW0GW21R,DW3G420R,DW3G421R,DW3GG20R,DW3GG21R,DWSGA20R,DWSGA21R
"'057844",.,-1,.,-1,.,-1,.,-1,.,-1,-1,0,-1,0,-1,0,-1,10,-1,10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,9.5,0,9.5,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,7.1,0,7.1,0,0,0,0,0,0,0,9.1,0,9.1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,"MANARA ACADEMY",-1,0,-1,0,-1,0,-1,20,-1,20,-1,0,-1,0,-1,0,-1,10,-1,10,-1,0,-1,0,-1,0,-1,20,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,16.7,0,16.7
"'057845",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,1.8,0,1.8,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,5.3,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,3.8,0,.,-1,.,-1,.,-1,.,-1,.,-1,"UME PREPARATORY ACADEMY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
"'057846",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,7.8,4.3,15.6,4.3,7.8,0,0,0,0,0,20,28.6,20,28.6,0,0,0,0,0,0,7.9,3.5,15.9,3.5,7.9,0,0,0,0,0,13.8,4,17.2,4,3.4,0,0,0,0,0,8.2,1.9,16.3,1.9,8.2,.,.,.,.,.,.,.,.,.,.,"LEGACY PREPARATORY",0,0,0,0,0,4.5,4.5,18.2,4.5,13.6,0,0,0,0,0,2.9,4.5,14.3,4.5,11.4,0,0,0,0,0,2.9,2.5,14.7,2.5,11.8,0,0,0,0,0,0,60,83.3,60,83.3,0,0,0,0,0,0,0,0,0,0
"'057847",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,5.7,0,14.3,4.3,8.6,4.3,0,0,0,0,11.1,0,11.1,10,0,10,0,0,0,0,0,0,20,8.3,20,8.3,0,0,0,0,0,0,6.7,0,6.7,0,0,0,0,0,0,0,11.1,5.3,11.1,5.3,.,.,.,.,.,.,.,.,.,.,"VILLAGE TECH SCHOOLS",.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,10,0,20,10,10,10,.,0,.,0,.,0,.,16.7,.,16.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,8.3,0,25,0,16.7,0
"'057848",0,0,0,0,0,0,0,5.9,0,5.9,0,0,0,0,0,0,0,3.3,0,3.3,.,.,.,.,.,.,.,.,.,.,0.3,0,0,0,0,0,3.6,3.2,3.3,3.2,1.3,0,0,0,0,0,3.9,4.2,2.6,4.2,0,0,0,0,0,0,2.3,2.6,2.3,2.6,0,0,0,0,0,0,2.3,1.7,2.3,1.7,0,0,0,0,0,0,2,2.9,2,2.9,-1,0,-1,0,-1,0,-1,0,-1,0,"INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)",0,0,0,0,0,0,2,3.3,2,3.3,0.6,0,0,0,0,0,5.3,5,4.7,5,0.7,0,0,0,0,0,7,8.1,6.3,8.1,0,0,0,0,0,0,72.2,72,72.2,72,0,0,0,0,0,0,9.5,2.8,9.5,2.8
"'057850",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,0,.,0,.,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,"PIONEER TECHNOLOGY & ARTS ACADEMY",.,-1,.,-1,.,-1,.,-1,.,-1,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,0,.,0,.,0
"'057851",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BRIDGEWAY PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'057903",5.4,5.3,2.7,5.3,0,0,8.1,13.2,2.7,2.6,6.3,9.6,0.6,2.1,0,0,7.5,11.6,1.9,0.7,-1,.,-1,.,-1,.,-1,.,-1,.,5.2,7.8,2.4,4.7,0,0,9.2,14.7,2.6,3.6,1.3,1.2,3.8,9.4,0,0,7.2,15.7,2.5,7.1,6.2,8.3,3.4,4.6,0,0,10.8,15.3,2.9,3.6,3.4,8.3,1.7,3,0,0,5.9,13.1,1.7,2.2,6,9.7,2.5,4.1,0,0,9.7,15.3,2.5,2.7,0,-1,0,-1,0,-1,0,-1,0,-1,"CARROLLTON-FARMERS BRANCH ISD",4.3,5.5,3,6.6,0,0,9.4,14.7,3,4,7.2,7.3,3.2,6.3,0,0,12.7,16.3,3.7,4.9,4.6,5.7,4.5,8.2,0,0,11.6,17.7,4.5,6,7.7,7.1,32.5,48.7,0,0,63.2,79.5,36.8,37.2,5.4,6.2,1.5,3.1,0,0,10.8,12.9,3.9,4.9
"'057904",0,0,0,0,0,0,0,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.1,3.1,2,0.3,0,0,7.4,8.1,3.8,5,2.9,3.1,2.5,0.3,0,0,7.7,8.4,4.1,5.3,3.8,4.4,1.8,0.3,0,0,7.9,10.5,3.8,6.3,1.8,3.1,1.2,0,0,0,5.1,5.5,3.3,2.4,4.9,4.3,0.8,0.7,0,0,8.1,8.7,3.3,4.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CEDAR HILL ISD",11.1,0,0,0,0,0,16.7,10.5,5.6,10.5,4.7,3.1,2.9,0.7,0,0,10.1,10.8,4.3,7.6,3.4,2.7,5.4,0.7,0,0,14.2,14.9,9.5,12.8,3.3,2.1,36.7,4.3,0,0,86.7,63.8,76.7,61.7,0,0,0,0,0,0,6.3,7.1,6.3,7.1
"'057905",0,6.7,1.8,6.7,0,1.7,5.4,15,3.6,1.7,4.5,16.5,0,0.8,2.7,4.1,7.3,23.1,0.9,3.3,0,0,0,0,12.5,0,25,0,12.5,0,3,10.3,2.7,2,4.1,3.9,12.4,19,3.9,4.5,3,9.2,4.4,2.9,6,4.3,17.4,20.4,5.6,6.2,3.2,10.2,2.7,1.8,4.5,4.2,13.3,19.4,4.2,4.8,3,10.1,1.9,1.1,4.7,4.1,11.7,17.3,3,3.2,3.2,10.9,2.3,1.6,3.8,4.1,11.6,19.2,3.6,4.2,0,16.7,3.7,0,0,0,3.7,16.7,0,0,"DALLAS ISD",2.6,9.7,4,2.6,3.2,4.3,13.9,20.6,6.2,5.9,2.9,10.5,3.6,2.9,3.3,3.7,13.3,21,5,6.1,3,8.8,3.5,3.1,3.2,3.1,13.3,20.3,5.1,7.3,1.7,5.9,35.8,23.3,0.7,0.8,78.7,70,54.3,55.1,0.5,6.3,1.8,2.2,1.4,1.1,5.9,11.7,2.7,3.2
"'057906",16.7,8.3,0,0,0,0,16.7,16.7,0,8.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,9.3,14.7,8.6,3.6,0,0,17.4,20.9,5.8,4,9.8,13.7,8.8,3.4,0,0,18,19.8,6.4,4,10.2,14.5,8.3,3.8,0,0,17.7,21.6,6.7,4.4,6.5,11.3,5.4,1.7,0,0,12.4,16.2,3.5,4.1,6.6,21.2,6.6,3,0,0,12.3,26.3,2.8,3,.,-1,.,-1,.,-1,.,-1,.,-1,"DESOTO ISD",13.3,45,26.7,10,0,0,33.3,55,13.3,0,12.3,18.6,12,5.6,0,0,22.6,26.2,8.3,4,8,14,13.5,4.7,0,0,21,23.3,8.6,7,9.2,7.1,95.4,41.1,0,0,98.5,78.6,64.6,46.4,11.1,14.3,33.3,0,0,0,44.4,14.3,11.1,0
"'057907",0,0,3.7,9.1,7.4,0,11.1,18.2,0,18.2,6.7,5.3,6.7,5.3,6.7,0,20,10.5,6.7,5.3,-1,.,-1,.,-1,.,-1,.,-1,.,2.4,3,3.6,3.4,2.6,1.4,11.8,11.3,4.6,5.2,2.8,1.9,4.8,4.1,1.3,1,12.4,11.6,5.3,6,2.6,3,4.2,3.7,2.4,1,11.8,11.1,4.3,5.4,3.6,1.1,2.3,2,1.3,0.5,9.2,6.2,2.3,3.3,2.2,4,2.6,2.7,3.3,1.5,10.8,10.6,3.8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"DUNCANVILLE ISD",0,2.2,6.9,6.7,0,0,13.9,14.6,12.5,10.1,1.2,5.5,5,5.3,4,2.5,14.5,17.8,6.9,7.6,1.5,3.2,4.2,3.4,2.5,0.8,12.3,12.1,6.3,7.1,0,3.5,47.4,39.5,0,0,88.5,84.9,60.3,59.3,3,0,6.1,4.3,3,4.3,18.2,13,9.1,4.3
"'057909",14.9,37.7,2.7,2.6,0,0,20.3,41.6,2.7,1.3,21.7,42.1,1.4,1.9,0,0,24.5,43.8,1.4,1.4,40,-1,0,-1,0,-1,40,-1,0,-1,18.9,43.6,4,3.4,0.1,0,23.8,47.3,2.1,2.2,12,38.8,6.6,5.7,0,0.1,20.1,44.5,3.5,3.2,19.6,44.2,4.7,3.9,0,0,24.9,48.6,2.1,2.4,15.5,38.5,3.3,2.5,0,0.1,19.7,41.4,1.4,1.2,20.7,46,3.6,2.9,0,0,24.8,49.2,1.9,2,31.8,37.5,4.5,4.2,0,0,36.4,41.7,4.5,0,"GARLAND ISD",15.6,46.9,8.8,5.9,0,0,25.2,53.1,5.2,5.1,22.2,48.6,4.7,4.2,0.1,0,27.8,53,2.8,3.1,16,39.1,8.1,6.5,0.1,0,25.2,45.8,3.2,3.3,10.6,25.8,60,53,0,0,85.1,84.7,34.9,36.9,18.8,43.5,4.2,3.4,0.4,0,24,47.6,1.7,2.3
"'057910",5.7,5,0,0,0,0,5.7,7.5,0,2.5,6.3,12.5,0,0,0,0,8.9,12.5,2.5,0,.,-1,.,-1,.,-1,.,-1,.,-1,6.1,7.3,0.7,0.6,0.5,0.1,11.6,12.2,5,4.7,2.3,2.8,2,0.8,0,0,9.2,9,5.4,5.4,6.5,7.9,0.7,0.6,0.6,0.2,12.7,13.3,5.6,5,7.3,8,0.5,0.3,0,0,11.7,11.7,4.4,3.6,7.1,8.6,0.5,0.5,0.7,0.2,13,13.4,5.4,4.7,0,12.5,0,0,0,0,0,12.5,0,0,"GRAND PRAIRIE ISD",8.2,10.9,0.6,0.4,1.1,0.2,16.8,17.6,8,7,4.8,6.6,0.9,1,1,0.3,11.6,12.6,5.6,5.8,6,7.5,0.9,0.7,0.5,0.2,14.3,14,7.7,6.3,4.8,3.2,10.2,8.4,0.7,0,78.2,69,71.4,64.5,5.7,3.7,0.5,1.1,0,0,9,8.9,3.3,5.8
"'057911",0,10,0,0,0,0,0,10,0,0,8.6,17.8,0,0,0,0,8.6,22.2,0,4.4,-1,.,-1,.,-1,.,-1,.,-1,.,2.5,5.6,0.2,0.7,0,0,6.3,9.4,3.8,3.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,1.2,3,0.4,1.1,0,0,4.3,6.3,2.7,2.2,0,6.1,0,0,0,0,0,6.1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"HIGHLAND PARK ISD",-1,0,-1,0,-1,0,-1,0,-1,0,3.7,8.1,0,0.4,0,0,8.2,12.4,4.9,3.9,0,5.6,0,2.8,0,0,9.1,11.1,9.1,2.8,3.2,0,3.2,12.5,0,0,67.7,65.6,64.5,53.1,2.2,4.4,0.2,0.9,0,0,6.6,8.3,4.4,3.1
"'057912",25,0,0,0,0,0,35,0,10,0,27.4,30.5,0,0,2.4,0,29.8,30.5,0,0,42.9,16.7,0,0,14.3,0,57.1,16.7,0,0,20,17.3,1.5,0,0.7,0,24.6,20.3,3.2,3.5,21.6,21.1,2.7,0,0.4,0,27.1,24.5,3.1,4.6,18.6,15.9,1.5,0,0.8,0.1,23.1,19,3,3.4,19,17.2,1,0,0.7,0.1,23.1,19.5,3.1,2.6,18.9,16.3,1.3,0,0.5,0.1,23.1,19.1,3,3.2,25.9,15.8,0,0,3.7,0,25.9,31.6,0,15.8,"IRVING ISD",11,13.6,2.5,0,0.2,0,17.8,17.9,4.7,4.9,20.9,17.3,2,0,0.6,0,26.1,21.1,3.3,4.5,17.5,15.4,1.9,0,0.7,0,23.7,19,4.5,4.5,6.2,9.7,19.9,0,0.6,0,61.5,49.7,44.1,47.4,21.7,18,2.2,0,0.5,0,28.8,23.3,6,6.4
"'057913",-1,60,-1,0,-1,0,-1,60,-1,0,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,57.7,48.1,2.1,3.1,0,2.1,62.7,56.6,6.5,7.4,55.9,49.6,1.7,3.5,0,1.5,61.2,58.3,6.7,8.7,56.3,49.1,2.4,3.5,0,2.3,61.9,58.4,7,8.1,58.1,50,2.1,2,0,1.6,62.4,53.5,5.6,3.1,64.4,44.4,2.9,2,0,3,67.3,51.5,5.8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LANCASTER ISD",46.7,33.3,0,6.7,0,0,46.7,40,13.3,0,57.3,46.2,2.1,4.2,0,2.7,63.1,59.6,7.5,11.5,56.5,47.8,2.6,4.4,0,0.7,63.8,57.7,11.6,11.7,38.1,28.6,23.8,32.7,0,0,95.2,95.9,73.8,77.6,57.1,0,14.3,0,0,33.3,71.4,33.3,0,0
"'057914",6.8,17,0,1.9,0,0,6.8,24.5,0,5.7,22.6,24.6,1.9,0,0,0,26.4,24.6,1.9,0,.,-1,.,-1,.,-1,.,-1,.,-1,9.9,13.6,2,2.1,0,0,15.8,19,4.5,3.8,7.9,8.3,2.8,2.7,0,0,17,15.8,7.4,5,9.8,13.8,1.8,1.9,0,0,15.4,19.2,4.2,3.9,9.6,13,1.3,1.3,0,0,13.5,17.2,2.9,3.1,10.4,15.7,1.5,1.9,0,0,14.8,20.3,3.2,3.3,11.1,0,0,0,0,0,11.1,0,0,0,"MESQUITE ISD",6,8.6,3.6,4,0,0,15.5,18.3,6.4,7.2,10.2,14.1,2.6,2.8,0,0,18.3,20.7,6.2,4.4,5.7,9.5,3.7,3.6,0,0,17.8,20,9.4,7.9,3.3,3.5,18.4,22.1,0,0,66.1,64.6,50.6,44.7,10,12.3,2.5,2.3,0,0,17.2,17.9,5.6,4
"'057916",1.5,1.6,3.1,1.6,0,0,4.6,6.3,0,3.2,5.2,11.4,2.6,0.6,0,0,7.9,13.6,0,1.7,0,-1,0,-1,0,-1,0,-1,0,-1,4.2,6.1,3.5,2.4,0,0,9.9,11.6,2.5,3.6,2,4.9,6.1,3.2,0,0,10.2,12.4,3.1,4.9,3.7,5.3,3.6,2.8,0,0,9.4,11.1,2.2,3.5,3.8,4.6,2.3,2.3,0,0,7.7,9.7,1.8,3.3,4.3,4.4,3.7,3.5,0,0,11,10.9,3.1,3.5,-1,12.5,-1,12.5,-1,0,-1,25,-1,0,"RICHARDSON ISD",1.4,1.1,5.2,4.7,0,0,8.6,9.9,2.1,4.4,4.6,7.6,4.7,2.6,0,0,12.1,13.7,3.2,4.1,1.9,2.8,8.2,5.5,0,0,13.9,12.7,4.5,5.3,0.5,2.6,42.9,27.7,0,0,71.2,68.2,30.9,43.6,5.7,7.9,1.6,0.8,0,0,9.4,11.8,2.2,3.5
"'057919",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.1,74.4,0,0,0,0,62.1,76.9,0,2.6,.,-1,.,-1,.,-1,.,-1,.,-1,50.7,60.3,0.7,0,0,0,52.1,63.7,1.4,4.8,31.3,35.7,0,0,0,0,31.3,50,0,21.4,23.1,57.1,0,0,0,0,23.1,57.1,0,0,55.1,66.7,1.4,0,0,0,56.5,69.7,1.4,6.1,31.3,23.1,0,0,0,0,31.3,23.1,0,0,.,.,.,.,.,.,.,.,.,.,"SUNNYVALE ISD",0,-1,0,-1,0,-1,0,-1,0,-1,46.5,55,0,0,0,0,47.9,58.8,1.4,3.8,10,33.3,0,0,0,0,10,40,3.3,13.3,15.4,20,7.7,0,0,0,30.8,53.3,15.4,46.7,53.9,65.3,1.3,0,0,0,56.6,68,2.6,4
"'057922",7.1,8.3,0,0,0,0,7.1,12.5,0,4.2,18.9,24,0.5,0.2,0,0,20,25.4,0.9,1.4,.,.,.,.,.,.,.,.,.,.,11.8,16.2,1.4,1.2,0,0,14.4,19.7,1.8,3,1.9,2.7,5.7,5.4,0,0,9.4,13.5,1.9,8.1,5.6,10.2,6.5,4.1,0,0,13.1,18.4,1.9,5.1,11.3,10.9,0.6,0,0,0,12.8,12.7,0.8,2,6.1,10,4.1,2.9,0,0,11.6,16.4,2.7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"COPPELL ISD",11.5,10,7.7,6.7,0,0,19.2,23.3,3.8,13.3,12.3,21.6,2.2,2.5,0,0,16.1,26.9,2.8,4.1,8.9,7.1,6.4,4.9,0,0,19.1,19.7,5.1,9.8,5.3,4,34.2,24,0,0,71.1,74,44.7,60,6.9,11,0.7,1.4,0,0,9.5,15.2,2.6,3.7
"'058902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"DAWSON ISD",.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'058905",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,0,-1,0,.,.,.,.,.,.,.,.,.,.,"KLONDIKE ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0
"'058906",-1,.,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,4.3,0,3.5,0,0,0,8.7,0.8,0.9,0.8,20,0,0,0,0,0,20,0,0,0,0,0,2.8,0,0,0,4.2,1,1.4,1,8.8,0,1.8,0,0,0,10.5,1.5,0,1.5,3.4,0,2.3,0,0,0,6.9,0,1.1,0,.,.,.,.,.,.,.,.,.,.,"LAMESA ISD",0,-1,0,-1,0,-1,0,-1,0,-1,0,0,5.2,0,0,0,6.9,0,1.7,0,0,0,1.6,0,0,0,3.2,1.8,1.6,1.8,0,0,33.3,0,0,0,41.7,9.1,8.3,9.1,5,0,10,0,0,0,15,6.3,0,6.3
"'058909",.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,31.6,0,5.3,0,0,0,42.1,0,5.3,.,.,.,.,.,.,.,.,.,.,-1,33.3,-1,8.3,-1,0,-1,50,-1,8.3,0,0,0,14.3,0,0,0,14.3,0,0,-1,22.2,-1,0,-1,0,-1,33.3,-1,11.1,.,.,.,.,.,.,.,.,.,.,"SANDS CISD",.,.,.,.,.,.,.,.,.,.,-1,50,-1,0,-1,0,-1,58.3,-1,8.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,44.4,0,11.1,0,0,0,55.6,0,0
"'059901",.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,18.4,19.3,0.3,0,0,0,18.7,20.1,1,1.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.6,15.2,0.5,0,0,0,17.1,16.4,0,1.2,24.7,29.4,0.7,0,0,0,25.3,30.1,1.3,1.4,17.7,18.8,0.4,0,0,0,18.1,19.7,0.4,1.4,-1,.,-1,.,-1,.,-1,.,-1,.,"HEREFORD ISD",22.6,14.3,0,0,0,0,22.6,14.3,0,0,11.8,6.9,0,0,0,0,11.8,7.8,0.7,0.9,12.8,17.3,0.7,0,0,0,13.4,18.5,2,1.7,26.3,20,5.3,0,0,0,31.6,30,15.8,15,22.2,23.7,0,0,0,0,22.2,23.7,4.4,0
"'059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WALCOTT ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'060902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,48.4,0,0,0,0,25,48.4,1.9,1.6,-1,.,-1,.,-1,.,-1,.,-1,.,28,46.2,0,0,0,0,28,46.2,4,3.8,12,34.4,0,0,0,0,12,34.4,0,3.1,33.3,55.6,0,0,0,0,33.3,55.6,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,"COOPER ISD",.,.,.,.,.,.,.,.,.,.,37,62.5,0,0,0,0,37,62.5,3.7,0,44.4,60,0,0,0,0,44.4,60,5.6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.6,47.1,0,0,0,0,25.6,47.1,2.6,2
"'060914",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,61.5,0,0,0,0,14.3,61.5,14.3,0,.,-1,.,-1,.,-1,.,-1,.,-1,0,63.6,0,0,0,0,16.7,63.6,16.7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"FANNINDEL ISD",.,.,.,.,.,.,.,.,.,.,-1,63.6,-1,0,-1,0,-1,63.6,-1,0,-1,85.7,-1,0,-1,0,-1,85.7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,83.3,0,0,0,0,0,83.3,0,0
"'061802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NORTH TEXAS COLLEGIATE ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'061804",.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,0,1.4,1.7,4.3,0,1.4,3.3,7.2,1.7,1.4,-1,0,-1,0,-1,0,-1,0,-1,0,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,3,0,0,2.7,3,2.7,0,0,0,0,7.7,0,0,5.9,7.7,5.9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LEADERSHIP PREP SCHOOL",.,-1,.,-1,.,-1,.,-1,.,-1,0,2.8,4.3,5.6,0,2.8,4.3,11.1,0,2.8,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3.2,4,3.2,0,3.2,4,9.7,0,3.2
