,zipcode,period_end,median_ppsf,area,year,DISTRICT,District_N
959,75142,2017-12-31,104.14038313167649,1642.0143162310565,2016,129903.0,KAUFMAN ISD
967,75143,2017-12-31,85.12276583378656,1503.7105379063564,2016,107906.0,MALAKOFF ISD
968,75143,2017-12-31,85.12276583378656,1503.7105379063564,2016,129904.0,KEMP ISD
980,75144,2017-12-31,96.6889880952381,2688.0,2016,175907.0,KERENS ISD
988,75146,2017-12-31,83.92455628127844,2007.755625603329,2016,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
989,75146,2017-12-31,83.92455628127844,2007.755625603329,2016,57913.0,LANCASTER ISD
1002,75148,2017-12-31,90.3954802259887,1897.2187499999998,2016,107904.0,CROSS ROADS ISD
1003,75148,2017-12-31,90.3954802259887,1897.2187499999998,2016,107906.0,MALAKOFF ISD
1015,75149,2017-12-31,104.5765016111649,1455.6329352649525,2016,57914.0,MESQUITE ISD
1024,75150,2017-12-31,102.70568746548868,1577.3225806451612,2016,57850.0,PIONEER TECHNOLOGY & ARTS ACADEMY
1025,75150,2017-12-31,102.70568746548868,1577.3225806451612,2016,57905.0,DALLAS ISD
1026,75150,2017-12-31,102.70568746548868,1577.3225806451612,2016,57914.0,MESQUITE ISD
1043,75152,2017-12-31,109.72549019607844,1230.6165117941387,2016,70910.0,PALMER ISD
1059,75154,2017-12-31,106.33234880584293,2068.5144499310995,2016,57807.0,LIFE SCHOOL
1060,75154,2017-12-31,106.33234880584293,2068.5144499310995,2016,57906.0,DESOTO ISD
1061,75154,2017-12-31,106.33234880584293,2068.5144499310995,2016,70911.0,RED OAK ISD
1078,75155,2017-12-31,73.31378299120233,1295.8000000000002,2016,175911.0,RICE ISD
1093,75158,2017-12-31,99.95404411764704,2176.0000000000005,2016,129910.0,SCURRY-ROSSER ISD
1100,75159,2017-12-31,105.11363636363636,1617.2972972972973,2016,57905.0,DALLAS ISD
1107,75160,2017-12-31,98.89221486125587,1696.0384620297502,2016,129906.0,TERRELL ISD
1121,75163,2017-12-31,187.9900177361408,1820.5753907655649,2016,107907.0,TRINIDAD ISD
1128,75165,2017-12-31,111.60290863104647,2016.0764872521247,2016,70912.0,WAXAHACHIE ISD
1142,75167,2017-12-31,126.41916782999844,2135.7520748996003,2016,70912.0,WAXAHACHIE ISD
1149,75172,2017-12-31,95.60723514211887,1410.9810810810811,2016,57835.0,GOLDEN RULE CHARTER SCHOOL
1156,75173,2017-12-31,112.88530058195312,2236.340769777416,2016,43918.0,COMMUNITY ISD
1164,75180,2017-12-31,96.16724738675958,1507.7898550724638,2016,57905.0,DALLAS ISD
1165,75180,2017-12-31,96.16724738675958,1507.7898550724638,2016,57914.0,MESQUITE ISD
1177,75181,2017-12-31,97.03515879138405,2189.927884354308,2016,57914.0,MESQUITE ISD
1184,75182,2017-12-31,127.76119402985074,3561.3317757009345,2016,57919.0,SUNNYVALE ISD
1191,75189,2017-12-31,114.37074829931971,2028.490706319703,2016,199902.0,ROYSE CITY ISD
1199,75201,2017-12-31,451.6806722689076,1660.4651162790697,2016,57802.0,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES
1200,75201,2017-12-31,451.6806722689076,1660.4651162790697,2016,57905.0,DALLAS ISD
1212,75202,2017-12-31,223.33637192342752,1164.1632653061224,2016,57905.0,DALLAS ISD
1219,75203,2017-12-31,138.0858489188171,1484.583696338955,2016,57905.0,DALLAS ISD
1226,75204,2017-12-31,234.282325029656,1621.9746835443038,2016,57905.0,DALLAS ISD
1234,75205,2017-12-31,323.16603575921147,3247.6649272078844,2016,57905.0,DALLAS ISD
1235,75205,2017-12-31,323.16603575921147,3247.6649272078844,2016,57911.0,HIGHLAND PARK ISD
1247,75206,2017-12-31,236.34131368938,1772.8597402597402,2016,57905.0,DALLAS ISD
1257,75208,2017-12-31,214.32173474533536,1810.3623529411764,2016,57804.0,TEXANS CAN ACADEMIES
1258,75208,2017-12-31,214.32173474533536,1810.3623529411764,2016,57813.0,TRINITY BASIN PREPARATORY
1259,75208,2017-12-31,214.32173474533536,1810.3623529411764,2016,57905.0,DALLAS ISD
1276,75209,2017-12-31,247.94237911242823,2408.422481617091,2016,57905.0,DALLAS ISD
1283,75210,2017-12-31,61.72839506172839,729.0,2016,57905.0,DALLAS ISD
1290,75211,2017-12-31,126.2635379061372,1235.5110793423873,2016,57905.0,DALLAS ISD
1307,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1308,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57903.0,CARROLLTON-FARMERS BRANCH ISD
1309,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57905.0,DALLAS ISD
1310,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57906.0,DESOTO ISD
1311,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57907.0,DUNCANVILLE ISD
1312,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57909.0,GARLAND ISD
1313,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57910.0,GRAND PRAIRIE ISD
1314,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57911.0,HIGHLAND PARK ISD
1315,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57912.0,IRVING ISD
1316,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57914.0,MESQUITE ISD
1317,75212,2017-12-31,119.37782429725948,1483.9439489103402,2016,57922.0,COPPELL ISD
1374,75214,2017-12-31,246.2121212121212,1925.169230769231,2016,57905.0,DALLAS ISD
1382,75215,2017-12-31,92.78350515463917,1261.0,2016,57836.0,ST ANTHONY SCHOOL
1383,75215,2017-12-31,92.78350515463917,1261.0,2016,57905.0,DALLAS ISD
1396,75216,2017-12-31,80.60855342948028,1361.5180440623324,2016,57905.0,DALLAS ISD
1397,75216,2017-12-31,80.60855342948028,1361.5180440623324,2016,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1413,75217,2017-12-31,93.56697071531443,1549.692149820421,2016,57804.0,TEXANS CAN ACADEMIES
1414,75217,2017-12-31,93.56697071531443,1549.692149820421,2016,57809.0,NOVA ACADEMY
1415,75217,2017-12-31,93.56697071531443,1549.692149820421,2016,57829.0,A+ ACADEMY
1416,75217,2017-12-31,93.56697071531443,1549.692149820421,2016,57830.0,INSPIRED VISION ACADEMY
1417,75217,2017-12-31,93.56697071531443,1549.692149820421,2016,57905.0,DALLAS ISD
1444,75218,2017-12-31,211.9766825649179,1707.7349999999997,2016,57905.0,DALLAS ISD
1451,75219,2017-12-31,232.6969696969697,1224.7688501106916,2016,57905.0,DALLAS ISD
1459,75220,2017-12-31,236.78279866620676,1662.916403632302,2016,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1460,75220,2017-12-31,236.78279866620676,1662.916403632302,2016,57905.0,DALLAS ISD
1474,75223,2017-12-31,265.99556039193453,1631.6061792930573,2016,57805.0,LUMIN EDUCATION
1475,75223,2017-12-31,265.99556039193453,1631.6061792930573,2016,57841.0,CITYSCAPE SCHOOLS
1476,75223,2017-12-31,265.99556039193453,1631.6061792930573,2016,57905.0,DALLAS ISD
1494,75224,2017-12-31,131.27440665325727,1622.5554198284003,2016,57810.0,ACADEMY OF DALLAS
1495,75224,2017-12-31,131.27440665325727,1622.5554198284003,2016,57905.0,DALLAS ISD
1507,75225,2017-12-31,325.9180790960452,3962.6522210184185,2016,57911.0,HIGHLAND PARK ISD
1520,75227,2017-12-31,93.67088607594938,1590.6756756756754,2016,57827.0,NOVA ACADEMY SOUTHEAST
1521,75227,2017-12-31,93.67088607594938,1590.6756756756754,2016,57905.0,DALLAS ISD
1522,75227,2017-12-31,93.67088607594938,1590.6756756756754,2016,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1539,75228,2017-12-31,135.43191800878478,1698.2702702702702,2016,57905.0,DALLAS ISD
1546,75229,2017-12-31,187.456405487096,2427.2310077519383,2016,57905.0,DALLAS ISD
1553,75230,2017-12-31,235.78893703798116,2945.2187567567566,2016,57905.0,DALLAS ISD
1561,75231,2017-12-31,124.8884924174844,1000.0921428571428,2016,57905.0,DALLAS ISD
1562,75231,2017-12-31,124.8884924174844,1000.0921428571428,2016,57916.0,RICHARDSON ISD
1575,75232,2017-12-31,96.46110721793971,1456.5455866327645,2016,57803.0,UPLIFT EDUCATION
1576,75232,2017-12-31,96.46110721793971,1456.5455866327645,2016,57905.0,DALLAS ISD
1589,75233,2017-12-31,134.9717659137577,1816.6762384710469,2016,57835.0,GOLDEN RULE CHARTER SCHOOL
1590,75233,2017-12-31,134.9717659137577,1816.6762384710469,2016,57905.0,DALLAS ISD
1604,75234,2017-12-31,151.07334525939177,1588.3013617525162,2016,57804.0,TEXANS CAN ACADEMIES
1605,75234,2017-12-31,151.07334525939177,1588.3013617525162,2016,57903.0,CARROLLTON-FARMERS BRANCH ISD
1606,75234,2017-12-31,151.07334525939177,1588.3013617525162,2016,57905.0,DALLAS ISD
1623,75235,2017-12-31,172.7089627391742,1143.5422740524782,2016,57905.0,DALLAS ISD
1632,75236,2017-12-31,89.19030004110152,2433.0,2016,57839.0,LA ACADEMIA DE ESTRELLAS
1633,75236,2017-12-31,89.19030004110152,2433.0,2016,57845.0,UME PREPARATORY ACADEMY
1634,75236,2017-12-31,89.19030004110152,2433.0,2016,57907.0,DUNCANVILLE ISD
1653,75237,2017-12-31,97.91743344374925,1654.4551292090837,2016,57816.0,A W BROWN LEADERSHIP ACADEMY
1654,75237,2017-12-31,97.91743344374925,1654.4551292090837,2016,57905.0,DALLAS ISD
1655,75237,2017-12-31,97.91743344374925,1654.4551292090837,2016,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1673,75238,2017-12-31,186.42820903094875,2086.594094434617,2016,57905.0,DALLAS ISD
1674,75238,2017-12-31,186.42820903094875,2086.594094434617,2016,57916.0,RICHARDSON ISD
1686,75240,2017-12-31,156.0919556927156,2971.005122858115,2016,57916.0,RICHARDSON ISD
1696,75241,2017-12-31,88.6092715231788,1410.6875934230195,2016,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1697,75241,2017-12-31,88.6092715231788,1410.6875934230195,2016,57831.0,GATEWAY CHARTER ACADEMY
1698,75241,2017-12-31,88.6092715231788,1410.6875934230195,2016,57905.0,DALLAS ISD
1699,75241,2017-12-31,88.6092715231788,1410.6875934230195,2016,236903.0,WINDHAM SCHOOL DISTRICT
1725,75243,2017-12-31,114.69760801597788,2153.488675767256,2016,57804.0,TEXANS CAN ACADEMIES
1726,75243,2017-12-31,114.69760801597788,2153.488675767256,2016,57840.0,RICHLAND COLLEGIATE HIGH SCHOOL
1727,75243,2017-12-31,114.69760801597788,2153.488675767256,2016,57846.0,LEGACY PREPARATORY
1728,75243,2017-12-31,114.69760801597788,2153.488675767256,2016,57916.0,RICHARDSON ISD
1729,75243,2017-12-31,114.69760801597788,2153.488675767256,2016,161807.0,HARMONY SCIENCE ACAD (WACO)
1757,75244,2017-12-31,166.044163005563,2544.503777503127,2016,57903.0,CARROLLTON-FARMERS BRANCH ISD
1758,75244,2017-12-31,166.044163005563,2544.503777503127,2016,57905.0,DALLAS ISD
1770,75246,2017-12-31,147.4010861132661,1563.7605263157893,2016,57905.0,DALLAS ISD
1779,75248,2017-12-31,165.73396470081792,2377.303896103896,2016,57850.0,PIONEER TECHNOLOGY & ARTS ACADEMY
1780,75248,2017-12-31,165.73396470081792,2377.303896103896,2016,57916.0,RICHARDSON ISD
1792,75249,2017-12-31,97.6984499765148,1874.1341346153847,2016,57907.0,DUNCANVILLE ISD
1799,75252,2017-12-31,161.5596108869559,2098.296710043453,2016,43910.0,PLANO ISD
1806,75253,2017-12-31,105.98210080075366,1585.1733333333332,2016,57905.0,DALLAS ISD
1834,75287,2017-12-31,148.8893844781445,1930.963721877715,2016,43910.0,PLANO ISD
1835,75287,2017-12-31,148.8893844781445,1930.963721877715,2016,57903.0,CARROLLTON-FARMERS BRANCH ISD
1853,75401,2017-12-31,96.85695958948047,1391.7430463576154,2016,116905.0,GREENVILLE ISD
1867,75407,2017-12-31,127.45098039215686,1693.9846153846154,2016,43911.0,PRINCETON ISD
1874,75409,2017-12-31,120.9529627367135,1908.7089292929293,2016,43902.0,ANNA ISD
1883,75414,2017-12-31,105.76492127677092,2013.427490223737,2016,91901.0,BELLS ISD
1894,75418,2017-12-31,72.75132275132273,1512.0000000000005,2016,74903.0,BONHAM ISD
1895,75418,2017-12-31,72.75132275132273,1512.0000000000005,2016,236903.0,WINDHAM SCHOOL DISTRICT
1916,75422,2017-12-31,131.17793765733288,2132.5994675321986,2016,116910.0,CAMPBELL ISD
1923,75423,2017-12-31,100.0,1200.0,2016,116902.0,CELESTE ISD
1930,75424,2017-12-31,129.9093725793958,2524.8370728566065,2016,43917.0,BLUE RIDGE ISD
1937,75428,2017-12-31,67.59853103039539,1357.2780147950996,2016,116903.0,COMMERCE ISD
1944,75431,2017-12-31,73.68995633187772,1832.0000000000002,2016,112908.0,COMO-PICKTON CISD
1951,75433,2017-12-31,67.78414654046998,1917.8525751944749,2016,112905.0,CUMBY ISD
1952,75433,2017-12-31,67.78414654046998,1917.8525751944749,2016,112907.0,MILLER GROVE ISD
1972,75438,2017-12-31,79.02194625414742,1462.9480224163997,2016,74904.0,DODD CITY ISD
1985,75442,2017-12-31,119.19315403422983,1672.9148717948717,2016,43904.0,FARMERSVILLE ISD
1993,75446,2017-12-31,62.327633756205195,1700.6902654867254,2016,74907.0,HONEY GROVE ISD
1999,75447,2017-12-31,100.26041666666669,2392.7688311688307,2016,74917.0,SAM RAYBURN ISD
2006,75449,2017-12-31,163.91629701243556,1428.7780060223806,2016,60914.0,FANNINDEL ISD
2014,75452,2017-12-31,91.0384068278805,2251.7968750000005,2016,74909.0,LEONARD ISD
2021,75453,2017-12-31,63.84199942987897,1370.5711096361551,2016,116906.0,LONE OAK ISD
2028,75454,2017-12-31,121.71684817424727,2345.6078947368424,2016,43908.0,MELISSA ISD
2034,75455,2017-12-31,123.73453318335208,4445.0,2016,225906.0,CHAPEL HILL ISD
2035,75455,2017-12-31,123.73453318335208,4445.0,2016,225907.0,HARTS BLUFF ISD
2043,75459,2017-12-31,111.56311637080869,1649.801529281768,2016,91905.0,HOWE ISD
2049,75460,2017-12-31,26.517247125479088,1551.065983786841,2016,139909.0,PARIS ISD
2050,75460,2017-12-31,26.517247125479088,1551.065983786841,2016,139911.0,NORTH LAMAR ISD
2059,75462,2017-12-31,55.38552389624365,2482.598165137615,2016,139905.0,CHISUM ISD
2079,75474,2017-12-31,76.47058823529412,1464.6153846153848,2016,116908.0,QUINLAN ISD
2080,75474,2017-12-31,76.47058823529412,1464.6153846153848,2016,116916.0,BOLES ISD
2099,75478,2017-12-31,44.2351598173516,1752.0,2016,112909.0,SALTILLO ISD
2103,75479,2017-12-31,90.6183368869936,938.0,2016,74911.0,SAVOY ISD
2109,75481,2017-12-31,96.15384615384616,1404.0,2016,112910.0,SULPHUR BLUFF ISD
