,zipcode,period_end,median_ppsf,area,year,median_ppsf_prev,median_ppsf_change_percent,DISTRICT,DISTNAME
262,75038,2020-12-31,160.90584028605485,2889.8888888888882,2020,144.50330986508092,11.350972123952426,57912.0,IRVING ISD
271,75039,2020-12-31,169.1919191919192,2600.597014925373,2020,175.54012345679013,-3.616383616383615,57903.0,CARROLLTON-FARMERS BRANCH ISD
278,75040,2020-12-31,135.64200490633365,1732.5016698350714,2020,124.27067695770312,9.150451439562763,57909.0,GARLAND ISD
285,75041,2020-12-31,128.85802469135805,1629.7005988023948,2020,115.27354995885432,11.784554858727411,57909.0,GARLAND ISD
296,75042,2020-12-31,150.4283557028307,1495.7286407124243,2020,131.20567375886526,14.650800832968242,57909.0,GARLAND ISD
297,75042,2020-12-31,150.4283557028307,1495.7286407124243,2020,131.20567375886526,14.650800832968242,57916.0,RICHARDSON ISD
310,75043,2020-12-31,123.87973402717547,1888.1215869311554,2020,117.53853339560952,5.394997239095057,57909.0,GARLAND ISD
311,75043,2020-12-31,123.87973402717547,1888.1215869311554,2020,117.53853339560952,5.394997239095057,57914.0,MESQUITE ISD
332,75044,2020-12-31,146.6781708369284,1772.5882352941176,2020,126.86868686868686,15.614163318916487,57804.0,TEXANS CAN ACADEMIES
333,75044,2020-12-31,146.6781708369284,1772.5882352941176,2020,126.86868686868686,15.614163318916487,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
334,75044,2020-12-31,146.6781708369284,1772.5882352941176,2020,126.86868686868686,15.614163318916487,57909.0,GARLAND ISD
335,75044,2020-12-31,146.6781708369284,1772.5882352941176,2020,126.86868686868686,15.614163318916487,57916.0,RICHARDSON ISD
348,75048,2020-12-31,137.69441903019214,2287.6744186046512,2020,130.9763335022074,5.129236212641044,57909.0,GARLAND ISD
365,75050,2020-12-31,124.81278082875689,1762.6399999999996,2020,122.28260869565216,2.069118544405644,57813.0,TRINITY BASIN PREPARATORY
366,75050,2020-12-31,124.81278082875689,1762.6399999999996,2020,122.28260869565216,2.069118544405644,57910.0,GRAND PRAIRIE ISD
367,75050,2020-12-31,124.81278082875689,1762.6399999999996,2020,122.28260869565216,2.069118544405644,220901.0,ARLINGTON ISD
382,75051,2020-12-31,136.21444201312912,1651.8072289156626,2020,124.83027608401083,9.119715413796516,57910.0,GRAND PRAIRIE ISD
383,75051,2020-12-31,136.21444201312912,1651.8072289156626,2020,124.83027608401083,9.119715413796516,220901.0,ARLINGTON ISD
404,75052,2020-12-31,126.51661921903865,2007.641379985415,2020,113.18681318681318,11.776818921674924,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
405,75052,2020-12-31,126.51661921903865,2007.641379985415,2020,113.18681318681318,11.776818921674924,57910.0,GRAND PRAIRIE ISD
406,75052,2020-12-31,126.51661921903865,2007.641379985415,2020,113.18681318681318,11.776818921674924,220901.0,ARLINGTON ISD
407,75052,2020-12-31,126.51661921903865,2007.641379985415,2020,113.18681318681318,11.776818921674924,220908.0,MANSFIELD ISD
421,75054,2020-12-31,125.79249832339812,2937.377068782415,2020,118.14024390243902,6.477263096966668,220908.0,MANSFIELD ISD
432,75056,2020-12-31,156.26628744083348,2248.652001366865,2020,145.34883720930233,7.511205759293429,61902.0,LEWISVILLE ISD
433,75056,2020-12-31,156.26628744083348,2248.652001366865,2020,145.34883720930233,7.511205759293429,61914.0,LITTLE ELM ISD
450,75057,2020-12-31,153.68836369346735,1681.9750941950315,2020,145.23937600860677,5.817284483761417,61902.0,LEWISVILLE ISD
451,75057,2020-12-31,153.68836369346735,1681.9750941950315,2020,145.23937600860677,5.817284483761417,72801.0,PREMIER HIGH SCHOOLS
452,75057,2020-12-31,153.68836369346735,1681.9750941950315,2020,145.23937600860677,5.817284483761417,221801.0,TEXAS COLLEGE PREPARATORY ACADEMIES
463,75058,2020-12-31,135.17329133471225,3107.1226856495487,2020,143.31655664304492,-5.682012950265688,91917.0,GUNTER ISD
474,75060,2020-12-31,149.53271028037383,1538.125,2020,141.320293398533,5.811208485593247,57905.0,DALLAS ISD
475,75060,2020-12-31,149.53271028037383,1538.125,2020,141.320293398533,5.811208485593247,57912.0,IRVING ISD
484,75061,2020-12-31,134.67454339028882,2023.3965019676434,2020,130.8489697867269,2.923655883418324,57912.0,IRVING ISD
495,75062,2020-12-31,146.66666666666666,1670.4545454545455,2020,143.49995618719672,2.2067675584088295,57808.0,UNIVERSAL ACADEMY
496,75062,2020-12-31,146.66666666666666,1670.4545454545455,2020,143.49995618719672,2.2067675584088295,57912.0,IRVING ISD
513,75063,2020-12-31,161.21270452358036,2171.044776119403,2020,158.74358740855416,1.5554121935467493,57844.0,MANARA ACADEMY
514,75063,2020-12-31,161.21270452358036,2171.044776119403,2020,158.74358740855416,1.5554121935467493,57903.0,CARROLLTON-FARMERS BRANCH ISD
515,75063,2020-12-31,161.21270452358036,2171.044776119403,2020,158.74358740855416,1.5554121935467493,57922.0,COPPELL ISD
530,75065,2020-12-31,144.8170731707317,2294.6189473684212,2020,132.0529585728473,9.66590581220719,61912.0,LAKE DALLAS ISD
531,75065,2020-12-31,144.8170731707317,2294.6189473684212,2020,132.0529585728473,9.66590581220719,61914.0,LITTLE ELM ISD
540,75067,2020-12-31,155.9546313799622,1859.5151515151515,2020,145.3884597910041,7.267544896030243,61902.0,LEWISVILLE ISD
559,75068,2020-12-31,139.3503942492547,2295.651919203027,2020,126.953125,9.76523362402831,43905.0,FRISCO ISD
560,75068,2020-12-31,139.3503942492547,2295.651919203027,2020,126.953125,9.76523362402831,61802.0,NORTH TEXAS COLLEGIATE ACADEMY
561,75068,2020-12-31,139.3503942492547,2295.651919203027,2020,126.953125,9.76523362402831,61901.0,DENTON ISD
562,75068,2020-12-31,139.3503942492547,2295.651919203027,2020,126.953125,9.76523362402831,61914.0,LITTLE ELM ISD
579,75069,2020-12-31,180.78889700511323,2046.0327272727272,2020,165.86776523813572,8.995799603108717,43907.0,MCKINNEY ISD
580,75069,2020-12-31,180.78889700511323,2046.0327272727272,2020,165.86776523813572,8.995799603108717,43919.0,LOVEJOY ISD
601,75070,2020-12-31,151.45840945073684,2254.7443964217505,2020,138.72825598459627,9.17632343590772,43901.0,ALLEN ISD
602,75070,2020-12-31,151.45840945073684,2254.7443964217505,2020,138.72825598459627,9.17632343590772,43905.0,FRISCO ISD
603,75070,2020-12-31,151.45840945073684,2254.7443964217505,2020,138.72825598459627,9.17632343590772,43907.0,MCKINNEY ISD
604,75070,2020-12-31,151.45840945073684,2254.7443964217505,2020,138.72825598459627,9.17632343590772,43919.0,LOVEJOY ISD
625,75071,2020-12-31,152.7993742882026,2454.198531550879,2020,137.19512195121953,11.373766147845444,43801.0,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS
626,75071,2020-12-31,152.7993742882026,2454.198531550879,2020,137.19512195121953,11.373766147845444,43907.0,MCKINNEY ISD
627,75071,2020-12-31,152.7993742882026,2454.198531550879,2020,137.19512195121953,11.373766147845444,43912.0,PROSPER ISD
638,75072,2020-12-31,144.79910714285714,2520.7337752427934,2020,132.75015346838552,9.07641412056151,43912.0,PROSPER ISD
645,75074,2020-12-31,150.7144936133718,1944.4049007772392,2020,134.84190948543088,11.771254344077558,43910.0,PLANO ISD
652,75075,2020-12-31,159.16325602546613,2199.0,2020,141.7717064364848,12.267292272998713,43910.0,PLANO ISD
659,75076,2020-12-31,132.17866909753874,1834.6379310344828,2020,109.83985761304326,20.33761875692999,91913.0,POTTSBORO ISD
666,75077,2020-12-31,156.86274509803923,2215.3125,2020,147.43771106603018,6.392553142518631,61902.0,LEWISVILLE ISD
673,75078,2020-12-31,160.85715363294898,3232.681843833686,2020,144.66387973291535,11.19372294585929,43912.0,PROSPER ISD
684,75080,2020-12-31,181.40197091091815,1838.4585257002157,2020,176.09489051094891,3.013761719360769,43910.0,PLANO ISD
685,75080,2020-12-31,181.40197091091815,1838.4585257002157,2020,176.09489051094891,3.013761719360769,57916.0,RICHARDSON ISD
702,75081,2020-12-31,151.25072716695755,2036.353846153846,2020,137.96172674677348,9.632381917468901,57834.0,EVOLUTION ACADEMY CHARTER SCHOOL
703,75081,2020-12-31,151.25072716695755,2036.353846153846,2020,137.96172674677348,9.632381917468901,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
704,75081,2020-12-31,151.25072716695755,2036.353846153846,2020,137.96172674677348,9.632381917468901,57916.0,RICHARDSON ISD
715,75082,2020-12-31,141.6162674954258,2813.9422613498236,2020,130.84407364396162,8.232848115671084,43910.0,PLANO ISD
728,75087,2020-12-31,133.39073179368967,2522.900170609307,2020,121.75168295450058,9.55966156421729,199901.0,ROCKWALL ISD
739,75088,2020-12-31,137.10060076121476,2003.091149675621,2020,121.36664966853648,12.963982391908448,57909.0,GARLAND ISD
740,75088,2020-12-31,137.10060076121476,2003.091149675621,2020,121.36664966853648,12.963982391908448,199901.0,ROCKWALL ISD
749,75089,2020-12-31,135.95286103231834,2147.803273743438,2020,118.55432780847146,14.675578315415699,57909.0,GARLAND ISD
756,75090,2020-12-31,120.89059923034634,1582.6954388358345,2020,104.3115438108484,15.893787795492017,91906.0,SHERMAN ISD
763,75092,2020-12-31,117.24519940915803,1936.113385826772,2020,107.6260762607626,8.937539565309127,91906.0,SHERMAN ISD
770,75093,2020-12-31,170.09077878643097,3304.11797752809,2020,161.17216117216117,5.533596837944675,43910.0,PLANO ISD
777,75094,2020-12-31,136.68917557008518,2780.029935912234,2020,129.05039787030037,5.919220572618472,43910.0,PLANO ISD
784,75098,2020-12-31,139.4634776987718,2330.359212050985,2020,128.67283278926368,8.386109698214781,43914.0,WYLIE ISD
797,75104,2020-12-31,126.1536051491702,1993.6013695574857,2020,111.94332418160931,12.694174548995068,57904.0,CEDAR HILL ISD
811,75109,2020-12-31,133.84748408511922,1567.268906351615,2020,178.68280338008384,-25.092128871290143,175910.0,MILDRED ISD
818,75110,2020-12-31,95.52238805970147,1705.3593750000005,2020,86.56330749354005,10.349743818222295,175903.0,CORSICANA ISD
825,75114,2020-12-31,131.9375,1716.1686404547609,2020,121.21212121212122,8.848437499999996,129901.0,CRANDALL ISD
844,75115,2020-12-31,113.42557468120326,2376.00735775387,2020,101.11876075731496,12.170653429411239,57835.0,GOLDEN RULE CHARTER SCHOOL
845,75115,2020-12-31,113.42557468120326,2376.00735775387,2020,101.11876075731496,12.170653429411239,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
846,75115,2020-12-31,113.42557468120326,2376.00735775387,2020,101.11876075731496,12.170653429411239,57906.0,DESOTO ISD
847,75115,2020-12-31,113.42557468120326,2376.00735775387,2020,101.11876075731496,12.170653429411239,70801.0,WAXAHACHIE FAITH FAMILY ACADEMY
868,75116,2020-12-31,130.23831506058858,1531.80728656686,2020,111.59769120535884,16.703413532926767,57806.0,ADVANTAGE ACADEMY
869,75116,2020-12-31,130.23831506058858,1531.80728656686,2020,111.59769120535884,16.703413532926767,57845.0,UME PREPARATORY ACADEMY
870,75116,2020-12-31,130.23831506058858,1531.80728656686,2020,111.59769120535884,16.703413532926767,57907.0,DUNCANVILLE ISD
881,75119,2020-12-31,124.98151495234966,1728.2555750932606,2020,121.26120060218956,3.068017083522855,70903.0,ENNIS ISD
888,75124,2020-12-31,126.31856540084388,1533.820459290188,2020,128.45805532552544,-1.665516358051565,107905.0,EUSTACE ISD
895,75125,2020-12-31,129.81574539363484,1524.4683870967742,2020,115.01210653753029,12.871374415939327,70905.0,FERRIS ISD
906,75126,2020-12-31,129.11703631776982,2104.637062232515,2020,119.78634463539248,7.78944520828166,129902.0,FORNEY ISD
907,75126,2020-12-31,129.11703631776982,2104.637062232515,2020,119.78634463539248,7.78944520828166,199901.0,ROCKWALL ISD
923,75134,2020-12-31,122.79699820653862,1669.4219157963446,2020,111.96008030885834,9.679269493005945,57913.0,LANCASTER ISD
930,75135,2020-12-31,124.27829414980864,1963.2551417698685,2020,138.09033791776395,-10.002179715267769,116901.0,CADDO MILLS ISD
941,75137,2020-12-31,123.71134020618555,1657.0833333333335,2020,113.25036064156008,9.237038633134873,57847.0,VILLAGE TECH SCHOOLS
942,75137,2020-12-31,123.71134020618555,1657.0833333333335,2020,113.25036064156008,9.237038633134873,57907.0,DUNCANVILLE ISD
958,75142,2020-12-31,117.45425391435576,1864.5557117044773,2020,113.72549019607844,3.278740510899023,129903.0,KAUFMAN ISD
969,75143,2020-12-31,129.29586563307492,1778.8658506120412,2020,116.60357691463682,10.884990884739224,107906.0,MALAKOFF ISD
970,75143,2020-12-31,129.29586563307492,1778.8658506120412,2020,116.60357691463682,10.884990884739224,129904.0,KEMP ISD
979,75144,2020-12-31,87.19597921086557,1333.2036758125423,2020,67.41567242182515,29.340813609739726,175907.0,KERENS ISD
990,75146,2020-12-31,116.6774258879522,1932.6789075425131,2020,107.94671566375746,8.087981343860402,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
991,75146,2020-12-31,116.6774258879522,1932.6789075425131,2020,107.94671566375746,8.087981343860402,57913.0,LANCASTER ISD
1004,75148,2020-12-31,208.10055865921788,2010.56644295302,2020,141.70106353268753,46.85885445821891,107904.0,CROSS ROADS ISD
1005,75148,2020-12-31,208.10055865921788,2010.56644295302,2020,141.70106353268753,46.85885445821891,107906.0,MALAKOFF ISD
1014,75149,2020-12-31,126.64277180406212,1484.490566037736,2020,115.54621848739497,9.6035625067883,57914.0,MESQUITE ISD
1029,75150,2020-12-31,131.78779010760877,1555.5310536174195,2020,115.93304595801077,13.675776409204637,57850.0,PIONEER TECHNOLOGY & ARTS ACADEMY
1030,75150,2020-12-31,131.78779010760877,1555.5310536174195,2020,115.93304595801077,13.675776409204637,57905.0,DALLAS ISD
1031,75150,2020-12-31,131.78779010760877,1555.5310536174195,2020,115.93304595801077,13.675776409204637,57914.0,MESQUITE ISD
1042,75152,2020-12-31,138.9207807118255,1583.6363636363635,2020,118.36427508056056,17.3671537440447,70910.0,PALMER ISD
1064,75154,2020-12-31,130.4452293917115,2223.1552763739983,2020,120.96560846560848,7.836624844323549,57807.0,LIFE SCHOOL
1065,75154,2020-12-31,130.4452293917115,2223.1552763739983,2020,120.96560846560848,7.836624844323549,57906.0,DESOTO ISD
1066,75154,2020-12-31,130.4452293917115,2223.1552763739983,2020,120.96560846560848,7.836624844323549,70911.0,RED OAK ISD
1076,75155,2020-12-31,121.9311761684643,1865.8066554338668,2020,93.48837209302323,30.423894906566336,175911.0,RICE ISD
1090,75158,2020-12-31,134.3792177577347,2102.2595957457092,2020,162.81062553556126,-17.462869935117688,129910.0,SCURRY-ROSSER ISD
1097,75159,2020-12-31,127.06879361914255,1903.6932130247158,2020,120.05365526492288,5.843335914045547,57905.0,DALLAS ISD
1104,75160,2020-12-31,123.55415352260778,1618.723404255319,2020,114.36535162950258,8.03460293015422,129906.0,TERRELL ISD
1118,75163,2020-12-31,194.8767605633803,2011.527689944891,2020,151.95791934541205,28.243898970747555,107907.0,TRINIDAD ISD
1125,75165,2020-12-31,135.04288563116415,2088.2255194858058,2020,124.00831643394062,8.898249338867254,70912.0,WAXAHACHIE ISD
1139,75167,2020-12-31,153.32099629888967,2348.0150057086935,2020,137.39127145062196,11.594422760686664,70912.0,WAXAHACHIE ISD
1146,75172,2020-12-31,123.66863905325444,1705.3636363636363,2020,126.07658606750272,-1.9099081672143623,57835.0,GOLDEN RULE CHARTER SCHOOL
1153,75173,2020-12-31,143.22128510023856,2293.6534871202102,2020,137.10368466152528,4.4620248199865005,43918.0,COMMUNITY ISD
1164,75180,2020-12-31,125.0,1520.0,2020,109.01444291093476,14.663705709275149,57905.0,DALLAS ISD
1165,75180,2020-12-31,125.0,1520.0,2020,109.01444291093476,14.663705709275149,57914.0,MESQUITE ISD
1174,75181,2020-12-31,119.7339246119734,2096.314814814815,2020,106.2376400791035,12.703863266183912,57914.0,MESQUITE ISD
1181,75182,2020-12-31,152.28861736409357,3036.996513628127,2020,127.75917849567604,19.1997468653477,57919.0,SUNNYVALE ISD
1188,75189,2020-12-31,131.43349056603773,2054.2709383826386,2020,120.56115738711092,9.01810617495711,199902.0,ROYSE CITY ISD
1199,75201,2020-12-31,384.5356550580431,1950.4043126684637,2020,328.56137057028866,17.036173300165842,57802.0,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES
1200,75201,2020-12-31,384.5356550580431,1950.4043126684637,2020,328.56137057028866,17.036173300165842,57905.0,DALLAS ISD
1209,75202,2020-12-31,231.87477676366208,1091.1061717500638,2020,220.63208109719736,5.095675846665229,57905.0,DALLAS ISD
1216,75203,2020-12-31,147.74494556765163,1407.8315789473684,2020,107.6470588235294,37.24940298634305,57905.0,DALLAS ISD
1223,75204,2020-12-31,246.8451809340894,1671.0879201248915,2020,233.18659759939692,5.857362076253307,57905.0,DALLAS ISD
1234,75205,2020-12-31,378.5830178474851,3565.9285714285716,2020,347.40489395150985,8.974578205086267,57905.0,DALLAS ISD
1235,75205,2020-12-31,378.5830178474851,3565.9285714285716,2020,347.40489395150985,8.974578205086267,57911.0,HIGHLAND PARK ISD
1244,75206,2020-12-31,255.1701134089393,1959.4771241830065,2020,248.40406478601463,2.7238075305865954,57905.0,DALLAS ISD
1259,75208,2020-12-31,234.33048433048432,1792.340425531915,2020,230.73373327180437,1.558831908831893,57804.0,TEXANS CAN ACADEMIES
1260,75208,2020-12-31,234.33048433048432,1792.340425531915,2020,230.73373327180437,1.558831908831893,57813.0,TRINITY BASIN PREPARATORY
1261,75208,2020-12-31,234.33048433048432,1792.340425531915,2020,230.73373327180437,1.558831908831893,57905.0,DALLAS ISD
1272,75209,2020-12-31,282.0391217720125,2406.5810293816985,2020,266.560368779995,5.806847080404842,57905.0,DALLAS ISD
1279,75210,2020-12-31,118.946474086661,1378.7714285714287,2020,103.59707261638836,14.816443247494298,57905.0,DALLAS ISD
1286,75211,2020-12-31,168.30357142857142,1336.8700265251991,2020,151.5060069193628,11.087061728284427,57905.0,DALLAS ISD
1333,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1334,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57903.0,CARROLLTON-FARMERS BRANCH ISD
1335,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57905.0,DALLAS ISD
1336,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57906.0,DESOTO ISD
1337,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57907.0,DUNCANVILLE ISD
1338,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57909.0,GARLAND ISD
1339,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57910.0,GRAND PRAIRIE ISD
1340,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57911.0,HIGHLAND PARK ISD
1341,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57912.0,IRVING ISD
1342,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57914.0,MESQUITE ISD
1343,75212,2020-12-31,161.65089762251336,1354.7713203016544,2020,149.39301159374654,8.205126798099787,57922.0,COPPELL ISD
1370,75214,2020-12-31,276.2159750111557,2208.4168012924074,2020,250.6142506142506,10.215590028961152,57905.0,DALLAS ISD
1381,75215,2020-12-31,118.36734693877553,1537.5862068965516,2020,97.71986970684038,21.129251700680296,57836.0,ST ANTHONY SCHOOL
1382,75215,2020-12-31,118.36734693877553,1537.5862068965516,2020,97.71986970684038,21.129251700680296,57905.0,DALLAS ISD
1395,75216,2020-12-31,124.2854193403964,1327.5893574297188,2020,109.84848484848484,13.142588640912592,57905.0,DALLAS ISD
1396,75216,2020-12-31,124.2854193403964,1327.5893574297188,2020,109.84848484848484,13.142588640912592,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1421,75217,2020-12-31,124.750499001996,1338.672,2020,111.26391617550752,12.121254841699777,57804.0,TEXANS CAN ACADEMIES
1422,75217,2020-12-31,124.750499001996,1338.672,2020,111.26391617550752,12.121254841699777,57809.0,NOVA ACADEMY
1423,75217,2020-12-31,124.750499001996,1338.672,2020,111.26391617550752,12.121254841699777,57829.0,A+ ACADEMY
1424,75217,2020-12-31,124.750499001996,1338.672,2020,111.26391617550752,12.121254841699777,57830.0,INSPIRED VISION ACADEMY
1425,75217,2020-12-31,124.750499001996,1338.672,2020,111.26391617550752,12.121254841699777,57905.0,DALLAS ISD
1440,75218,2020-12-31,230.23457862728063,1889.377358490566,2020,212.66654747215816,8.260834326763328,57905.0,DALLAS ISD
1447,75219,2020-12-31,235.54376657824932,1337.3310810810813,2020,229.9703264094956,2.423547531445159,57905.0,DALLAS ISD
1458,75220,2020-12-31,253.06577480490523,2089.555572687225,2020,236.4394993045897,7.031936520427568,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1459,75220,2020-12-31,253.06577480490523,2089.555572687225,2020,236.4394993045897,7.031936520427568,57905.0,DALLAS ISD
1476,75223,2020-12-31,222.43406418811568,1991.6014285714284,2020,237.94416243654825,-6.5183772905412605,57805.0,LUMIN EDUCATION
1477,75223,2020-12-31,222.43406418811568,1991.6014285714284,2020,237.94416243654825,-6.5183772905412605,57841.0,CITYSCAPE SCHOOLS
1478,75223,2020-12-31,222.43406418811568,1991.6014285714284,2020,237.94416243654825,-6.5183772905412605,57905.0,DALLAS ISD
1493,75224,2020-12-31,163.46153846153845,1651.764705882353,2020,138.14955640050698,18.322159491884246,57810.0,ACADEMY OF DALLAS
1494,75224,2020-12-31,163.46153846153845,1651.764705882353,2020,138.14955640050698,18.322159491884246,57905.0,DALLAS ISD
1503,75225,2020-12-31,324.56637003438925,4110.099268321166,2020,320.592890889837,1.2394158627546175,57911.0,HIGHLAND PARK ISD
1522,75227,2020-12-31,127.46342422009334,1474.8152354310125,2020,112.20196353436184,13.601776836158209,57827.0,NOVA ACADEMY SOUTHEAST
1523,75227,2020-12-31,127.46342422009334,1474.8152354310125,2020,112.20196353436184,13.601776836158209,57905.0,DALLAS ISD
1524,75227,2020-12-31,127.46342422009334,1474.8152354310125,2020,112.20196353436184,13.601776836158209,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1535,75228,2020-12-31,168.64459712679576,1601.0,2020,149.12059825310956,13.092757876780492,57905.0,DALLAS ISD
1542,75229,2020-12-31,216.6622198541392,2536.205898609979,2020,200.6172839506173,7.997783434986309,57905.0,DALLAS ISD
1549,75230,2020-12-31,225.31512605042016,3168.895104895105,2020,224.73881266037972,0.25643696485633377,57905.0,DALLAS ISD
1560,75231,2020-12-31,153.5161163522013,1009.340280889526,2020,131.22171945701356,16.989867978746513,57905.0,DALLAS ISD
1561,75231,2020-12-31,153.5161163522013,1009.340280889526,2020,131.22171945701356,16.989867978746513,57916.0,RICHARDSON ISD
