zipcode,period_end,median_ppsf,area,year,median_ppsf_prev,median_ppsf_change_percent,DISTRICT,DISTNAME
75024,2020-12-31,151.57456922162805,2977.082516660133,2020,154.74452554744525,-2.0485095124384713,43905.0,FRISCO ISD
75024,2020-12-31,151.57456922162805,2977.082516660133,2020,154.74452554744525,-2.0485095124384713,43910.0,PLANO ISD
75024,2021-12-31,208.72814984562308,2795.5021899612534,2021,151.57456922162805,37.70657631916253,43802.0,LONE STAR LANGUAGE ACADEMY
75024,2021-12-31,208.72814984562308,2795.5021899612534,2021,151.57456922162805,37.70657631916253,43905.0,FRISCO ISD
75024,2021-12-31,208.72814984562308,2795.5021899612534,2021,151.57456922162805,37.70657631916253,43910.0,PLANO ISD
75024,2022-12-31,224.5651994724695,2659.3612964203458,2022,208.72814984562308,7.587404783954445,43802.0,LONE STAR LANGUAGE ACADEMY
75024,2022-12-31,224.5651994724695,2659.3612964203458,2022,208.72814984562308,7.587404783954445,43905.0,FRISCO ISD
75024,2022-12-31,224.5651994724695,2659.3612964203458,2022,208.72814984562308,7.587404783954445,43910.0,PLANO ISD
75025,2016-12-31,129.7878416775174,2696.708686085108,2016,122.1292074225724,6.270927664703326,43905.0,FRISCO ISD
75025,2016-12-31,129.7878416775174,2696.708686085108,2016,122.1292074225724,6.270927664703326,43910.0,PLANO ISD
75025,2017-12-31,136.6694701429773,2560.9230769230767,2017,129.7878416775174,5.302213502061782,43905.0,FRISCO ISD
75025,2017-12-31,136.6694701429773,2560.9230769230767,2017,129.7878416775174,5.302213502061782,43910.0,PLANO ISD
75025,2018-12-31,140.05474452554745,2470.4625407166122,2018,136.6694701429773,2.4769792251544014,43905.0,FRISCO ISD
75025,2018-12-31,140.05474452554745,2470.4625407166122,2018,136.6694701429773,2.4769792251544014,43910.0,PLANO ISD
75025,2019-12-31,135.77032634402732,2650.8001394063995,2019,140.05474452554745,-3.0591024931244664,43905.0,FRISCO ISD
75025,2019-12-31,135.77032634402732,2650.8001394063995,2019,140.05474452554745,-3.0591024931244664,43910.0,PLANO ISD
75025,2020-12-31,147.76184267709692,2598.776470588235,2020,135.77032634402732,8.832207048456517,43905.0,FRISCO ISD
75025,2020-12-31,147.76184267709692,2598.776470588235,2020,135.77032634402732,8.832207048456517,43910.0,PLANO ISD
75025,2021-12-31,185.6720341767992,2714.4637168141594,2021,147.76184267709692,25.65627960023969,43905.0,FRISCO ISD
75025,2021-12-31,185.6720341767992,2714.4637168141594,2021,147.76184267709692,25.65627960023969,43910.0,PLANO ISD
75025,2022-12-31,206.06051156349776,2440.31472204244,2022,185.6720341767992,10.980909148269683,43905.0,FRISCO ISD
75025,2022-12-31,206.06051156349776,2440.31472204244,2022,185.6720341767992,10.980909148269683,43910.0,PLANO ISD
75028,2016-12-31,130.2592193015618,2406.7394360334624,2016,124.50851900393184,4.618720344307023,61902.0,LEWISVILLE ISD
75028,2017-12-31,136.86049762370703,2410.483709529159,2017,130.2592193015618,5.0678012332184075,61902.0,LEWISVILLE ISD
75028,2018-12-31,146.6723187791437,2420.361271676301,2018,136.86049762370703,7.169213414972307,61902.0,LEWISVILLE ISD
75028,2019-12-31,150.79787234042553,2420.458553791887,2019,146.6723187791437,2.8127690320993772,61902.0,LEWISVILLE ISD
75028,2020-12-31,165.2916236715865,2410.8904683020655,2020,150.79787234042553,9.611376544120862,61902.0,LEWISVILLE ISD
75028,2021-12-31,204.63510848126236,2272.33734939759,2021,165.2916236715865,23.802467382041314,61902.0,LEWISVILLE ISD
75028,2022-12-31,225.15101592531576,2242.939024390244,2022,204.63510848126236,10.025604890732598,61902.0,LEWISVILLE ISD
75032,2016-12-31,118.99932386747804,2772.284659090909,2016,114.64109473619314,3.8016290243161577,199901.0,ROCKWALL ISD
75032,2017-12-31,129.34613924684965,2682.7240613480585,2017,118.99932386747804,8.694852242096934,199901.0,ROCKWALL ISD
75032,2018-12-31,130.57503689059837,2542.599319946312,2018,129.34613924684965,0.9500845181033531,199901.0,ROCKWALL ISD
75032,2019-12-31,135.51637279596977,2567.217472118959,2019,130.57503689059837,3.7842883471757904,199901.0,ROCKWALL ISD
75032,2020-12-31,149.8883572567783,2635.29474356246,2020,135.51637279596977,10.6053491281431,199901.0,ROCKWALL ISD
75032,2021-12-31,191.38755980861245,2429.625,2021,149.8883572567783,27.686741859970216,199901.0,ROCKWALL ISD
