DISTRICT,DD005AMA1221R,DD005AMA1321R,DD005AMA1S21R,DD005ARE1221R,DD005ARE1321R,DD005ARE1S21R,DD005ASC1221R,DD005ASC1321R,DD005ASC1S21R,DD205AMA1221R,DD205AMA1321R,DD205AMA1S21R,DD205ARE1221R,DD205ARE1321R,DD205ARE1S21R,DD205ASC1221R,DD205ASC1321R,DD205ASC1S21R,DD305AMA1221R,DD305AMA1321R,DD305AMA1S21R,DD305ARE1221R,DD305ARE1321R,DD305ARE1S21R,DD305ASC1221R,DD305ASC1321R,DD305ASC1S21R,DD405AMA1221R,DD405AMA1321R,DD405AMA1S21R,DD405ARE1221R,DD405ARE1321R,DD405ARE1S21R,DD405ASC1221R,DD405ASC1321R,DD405ASC1S21R,DDA05AMA1221R,DDA05AMA1321R,DDA05AMA1S21R,DDA05ARE1221R,DDA05ARE1321R,DDA05ARE1S21R,DDA05ASC1221R,DDA05ASC1321R,DDA05ASC1S21R,DDB05AMA1221R,DDB05AMA1321R,DDB05AMA1S21R,DDB05ARE1221R,DDB05ARE1321R,DDB05ARE1S21R,DDB05ASC1221R,DDB05ASC1321R,DDB05ASC1S21R,DDE05AMA1221R,DDE05AMA1321R,DDE05AMA1S21R,DDE05ARE1221R,DDE05ARE1321R,DDE05ARE1S21R,DDE05ASC1221R,DDE05ASC1321R,DDE05ASC1S21R,DDF05AMA1221R,DDF05AMA1321R,DDF05AMA1S21R,DDF05ARE1221R,DDF05ARE1321R,DDF05ARE1S21R,DDF05ASC1221R,DDF05ASC1321R,DDF05ASC1S21R,DDH05AMA1221R,DDH05AMA1321R,DDH05AMA1S21R,DDH05ARE1221R,DDH05ARE1321R,DDH05ARE1S21R,DDH05ASC1221R,DDH05ASC1321R,DDH05ASC1S21R,DDI05AMA1221R,DDI05AMA1321R,DDI05AMA1S21R,DDI05ARE1221R,DDI05ARE1321R,DDI05ARE1S21R,DDI05ASC1221R,DDI05ASC1321R,DDI05ASC1S21R,DDL05AMA1221R,DDL05AMA1321R,DDL05AMA1S21R,DDL05ARE1221R,DDL05ARE1321R,DDL05ARE1S21R,DDL05ASC1221R,DDL05ASC1321R,DDL05ASC1S21R,DDM05AMA1221R,DDM05AMA1321R,DDM05AMA1S21R,DDM05ARE1221R,DDM05ARE1321R,DDM05ARE1S21R,DDM05ASC1221R,DDM05ASC1321R,DDM05ASC1S21R,DDR05AMA1221R,DDR05AMA1321R,DDR05AMA1S21R,DDR05ARE1221R,DDR05ARE1321R,DDR05ARE1S21R,DDR05ASC1221R,DDR05ASC1321R,DDR05ASC1S21R,DDS05AMA1221R,DDS05AMA1321R,DDS05AMA1S21R,DDS05ARE1221R,DDS05ARE1321R,DDS05ARE1S21R,DDS05ASC1221R,DDS05ASC1321R,DDS05ASC1S21R,DDW05AMA1221R,DDW05AMA1321R,DDW05AMA1S21R,DDW05ARE1221R,DDW05ARE1321R,DDW05ARE1S21R,DDW05ASC1221R,DDW05ASC1321R,DDW05ASC1S21R,DISTNAME,DNC05AMA1221R,DNC05AMA1321R,DNC05AMA1S21R,DNC05ARE1221R,DNC05ARE1321R,DNC05ARE1S21R,DNC05ASC1221R,DNC05ASC1321R,DNC05ASC1S21R,DNM05AMA1221R,DNM05AMA1321R,DNM05AMA1S21R,DNM05ARE1221R,DNM05ARE1321R,DNM05ARE1S21R,DNM05ASC1221R,DNM05ASC1321R,DNM05ASC1S21R,DNS05AMA1221R,DNS05AMA1321R,DNS05AMA1S21R,DNS05ARE1221R,DNS05ARE1321R,DNS05ARE1S21R,DNS05ASC1221R,DNS05ASC1321R,DNS05ASC1S21R
"'042903",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,0,67,20,13,53,0,0,40,.,.,.,.,.,.,.,.,.,27,0,67,20,13,53,0,0,40,33,0,67,22,22,67,0,0,44,50,0,83,0,0,67,0,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,0,67,17,0,33,0,0,33,33,0,67,17,17,33,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,63,38,25,38,0,0,38,"SANTA ANNA ISD",29,0,71,43,29,43,0,0,43,25,0,63,0,0,63,0,0,38,.,.,.,.,.,.,.,.,.
"'042905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,20,100,60,40,60,20,20,40,.,.,.,.,.,.,.,.,.,80,20,100,60,40,60,20,20,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PANTHER CREEK CISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'043801",63,50,88,83,71,92,38,13,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,60,93,84,67,93,56,33,88,.,.,.,.,.,.,.,.,.,65,44,87,72,53,89,51,22,87,50,22,89,50,33,78,39,11,83,29,14,71,29,14,57,14,14,43,73,50,88,79,63,96,52,23,92,45,36,73,55,27,73,27,0,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,25,75,67,50,83,25,0,67,59,39,86,67,45,84,50,22,83,33,25,75,67,50,83,25,0,67,11,0,44,0,0,22,0,0,44,60,34,80,71,49,94,57,23,89,"IMAGINE INTERNATIONAL ACADEMY OF N",63,40,86,70,49,87,50,19,87,71,54,89,79,64,96,54,32,86,100,60,100,80,80,100,60,0,100
"'043802",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,50,33,67,67,0,67,29,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LONE STAR LANGUAGE ACADEMY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'043901",65,50,82,50,31,81,42,17,77,70,53,86,64,46,88,56,27,83,87,75,96,78,63,93,71,42,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,50,87,64,46,86,52,26,81,49,27,74,48,28,74,29,10,61,45,26,72,39,21,69,24,8,60,68,47,88,66,47,88,47,22,81,50,26,76,46,28,76,29,12,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,29,69,34,18,70,25,8,64,70,53,86,63,45,84,57,31,82,38,22,64,29,15,60,21,8,54,34,16,59,29,13,53,26,10,50,71,50,90,68,47,89,55,27,85,"ALLEN ISD",75,55,91,69,50,89,57,30,85,54,36,79,53,34,79,38,16,72,72,50,85,63,46,87,57,35,83
"'043902",47,24,82,29,15,71,20,4,47,43,14,86,36,29,93,36,7,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,28,83,48,30,77,34,15,68,44,22,72,36,25,69,25,11,64,47,24,75,39,22,69,28,8,58,50,25,80,46,32,78,28,12,62,47,21,80,39,19,73,23,7,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,12,76,19,7,62,2,0,36,60,31,86,49,29,76,41,18,73,31,13,69,17,8,51,9,3,39,37,9,57,20,3,34,17,6,31,65,36,88,59,40,81,45,22,79,"ANNA ISD",56,28,86,48,30,78,35,16,70,54,28,77,48,31,75,33,12,65,53,27,87,40,33,80,40,27,80
"'043903",24,12,56,40,12,68,8,0,36,57,43,86,86,43,100,57,14,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,49,25,83,70,46,86,38,17,77,33,17,67,83,33,83,33,17,67,28,12,65,56,23,70,16,5,53,45,29,85,77,53,93,37,17,81,30,9,70,53,30,74,15,8,57,.,.,.,.,.,.,.,.,.,14,9,50,32,9,64,0,0,27,53,22,81,64,40,81,39,17,75,12,8,58,36,16,64,2,0,44,23,6,71,35,13,55,19,6,52,56,31,89,75,53,91,46,20,85,"CELINA ISD",50,26,84,69,44,87,36,15,78,47,24,81,71,48,85,42,20,76,67,0,83,83,67,83,33,33,83
"'043904",31,13,66,28,13,59,16,6,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,41,15,73,44,29,74,37,13,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,13,63,33,18,65,20,8,58,45,18,79,49,34,85,39,15,78,37,14,67,33,14,67,19,9,65,.,.,.,.,.,.,.,.,.,28,12,60,16,8,48,12,8,40,36,11,66,38,23,62,34,11,64,21,9,58,12,6,45,12,6,42,39,17,44,28,11,44,39,17,50,44,16,78,55,42,81,53,17,77,"FARMERSVILLE ISD",40,14,74,45,29,75,36,13,75,42,16,70,42,28,72,37,14,63,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'043905",55,31,80,44,28,77,30,10,62,58,40,87,63,49,87,50,27,78,87,71,97,81,67,96,68,36,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,48,87,70,53,89,54,26,81,34,16,60,44,25,70,20,7,52,34,17,60,42,25,67,21,7,51,67,45,87,72,55,91,50,22,80,50,25,78,55,37,79,35,14,67,62,46,81,58,42,77,35,27,65,43,20,73,28,15,67,18,4,49,71,51,88,67,51,87,58,29,82,32,14,64,29,15,64,18,5,48,38,17,65,35,18,60,30,8,53,68,44,89,71,53,91,55,25,84,"FRISCO ISD",72,50,90,72,55,90,57,27,84,62,44,82,64,47,86,46,21,75,75,46,92,73,55,93,59,32,88
"'043907",48,26,74,47,27,78,26,10,57,63,39,83,65,48,85,44,20,76,82,60,94,76,58,86,56,22,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,37,82,60,43,84,41,18,73,36,14,61,44,25,69,24,6,55,42,20,68,43,24,73,24,8,56,58,36,81,62,47,86,36,14,71,49,27,76,49,30,80,31,12,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,21,70,39,19,75,20,6,51,60,37,82,58,39,82,45,21,75,35,16,62,34,17,68,19,7,49,36,14,55,36,17,53,29,11,47,71,47,90,70,55,91,50,24,84,"MCKINNEY ISD",62,39,84,62,45,85,44,19,76,53,31,76,56,38,82,33,15,65,72,56,88,70,49,86,59,32,80
"'043908",56,30,85,41,37,85,33,26,78,89,50,89,72,44,89,44,22,83,64,64,82,73,64,82,73,55,100,.,.,.,.,.,.,.,.,.,78,52,93,73,50,95,59,33,91,67,38,90,63,44,93,51,30,81,56,25,81,57,38,86,32,14,73,76,50,94,79,49,97,54,27,92,65,40,91,66,42,94,43,31,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,8,69,8,8,69,8,8,54,80,54,92,68,50,93,63,37,90,34,17,71,32,22,78,22,12,61,38,15,80,38,20,75,38,10,75,87,61,96,79,55,97,70,34,96,"MELISSA ISD",79,57,95,74,53,96,61,35,92,78,47,91,71,46,93,58,30,89,93,57,100,86,64,100,69,46,100
"'043910",50,30,74,49,33,76,30,13,62,58,41,81,64,50,81,49,19,79,84,67,94,77,64,94,64,39,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,39,80,61,45,83,44,21,74,36,18,63,42,27,69,22,8,56,36,16,63,40,23,68,20,6,52,57,36,80,63,47,86,39,17,72,36,17,66,43,25,72,22,7,55,50,50,100,33,33,67,33,17,67,34,16,63,32,18,65,15,5,48,60,42,81,59,43,80,48,24,76,34,16,62,33,19,66,17,6,50,30,11,53,29,12,50,23,7,45,67,44,88,70,54,89,54,24,85,"PLANO ISD",62,43,83,63,48,84,47,23,78,48,29,73,54,37,79,35,15,66,63,37,87,60,45,87,43,25,80
"'043911",37,18,79,37,18,71,25,7,67,39,22,87,39,13,74,26,0,74,78,33,89,89,33,100,56,22,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,28,82,48,26,75,37,14,75,44,21,71,40,24,79,23,11,65,46,24,81,38,19,69,28,10,67,51,26,79,50,29,78,34,13,73,43,22,82,44,21,69,29,10,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,12,77,25,8,62,18,2,60,53,29,84,46,24,72,38,15,77,31,10,71,26,9,61,17,3,57,36,11,57,26,6,45,19,4,51,71,40,84,57,38,79,55,24,84,"PRINCETON ISD",51,30,85,51,28,77,40,17,76,54,25,78,44,25,72,33,12,73,53,13,80,47,13,80,47,7,73
"'043912",63,36,86,53,34,85,36,17,65,66,42,86,55,38,83,40,17,76,82,59,97,75,56,93,58,27,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,42,87,60,40,87,40,16,77,48,27,77,52,32,82,29,10,63,41,21,68,40,21,71,23,3,54,62,38,85,60,43,88,35,11,74,58,34,83,54,37,84,34,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,24,80,38,23,79,22,6,56,68,45,88,59,37,86,46,21,80,33,15,65,24,13,63,12,3,43,33,17,60,29,16,57,26,9,50,65,42,86,59,39,88,40,15,78,"PROSPER ISD",68,45,88,60,41,89,42,16,80,61,38,85,59,40,85,38,15,73,67,38,82,62,33,82,41,18,82
"'043914",59,36,81,49,32,81,41,18,72,67,54,88,75,59,88,61,44,84,78,55,95,71,55,93,65,35,85,.,.,.,.,.,.,.,.,.,65,44,87,63,46,87,57,29,83,53,35,81,55,38,80,42,23,76,47,24,76,40,26,75,34,12,70,63,42,86,67,51,89,54,27,82,57,37,81,55,37,81,47,18,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,20,72,28,12,69,22,5,60,67,47,87,58,40,85,61,31,84,40,18,69,29,13,63,23,6,57,35,17,64,29,17,54,26,12,54,69,48,90,66,50,91,64,34,88,"WYLIE ISD",70,50,90,67,51,89,62,33,86,50,29,77,52,33,81,43,18,76,78,57,91,68,49,96,64,36,94
"'043917",58,33,92,42,17,75,33,8,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,37,93,53,34,86,51,22,80,.,.,.,.,.,.,.,.,.,59,24,86,45,28,86,41,10,79,72,47,97,65,42,94,56,31,81,70,30,95,53,26,84,35,10,75,.,.,.,.,.,.,.,.,.,67,33,100,17,0,50,33,0,67,63,26,89,41,26,78,44,11,78,42,17,100,8,0,50,17,0,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,39,92,50,36,86,56,28,81,"BLUE RIDGE ISD",68,37,95,54,35,92,50,26,82,67,38,90,52,33,76,52,14,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'043918",35,16,71,55,29,78,22,6,60,67,33,100,50,33,67,67,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,28,84,50,28,78,41,25,78,40,30,95,45,25,85,45,25,75,38,24,77,47,26,73,31,18,72,51,29,86,59,34,86,41,25,81,34,15,71,52,25,71,23,12,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,17,71,54,27,77,20,4,59,45,27,81,40,23,69,40,25,74,30,15,72,46,23,74,19,5,61,22,0,67,11,6,39,6,0,50,56,35,89,49,31,82,48,31,89,"COMMUNITY ISD",55,33,89,53,31,81,46,28,82,38,22,76,45,24,74,32,20,72,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'043919",-1,-1,-1,-1,-1,-1,-1,-1,-1,70,30,100,42,17,83,42,25,92,89,72,100,81,59,85,70,44,78,.,.,.,.,.,.,.,.,.,87,63,99,72,53,91,67,34,91,86,57,100,80,50,80,50,30,80,50,25,88,38,25,88,38,0,63,81,56,98,71,57,91,59,28,88,71,71,93,53,47,93,67,27,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,70,99,73,49,92,74,40,94,57,19,95,27,9,59,18,14,45,57,26,96,28,12,64,40,8,68,90,64,99,74,55,93,69,34,95,"LOVEJOY ISD",89,63,99,74,55,92,67,33,92,84,64,99,66,46,90,65,36,90,100,88,100,80,80,100,80,50,100
"'044902",20,0,40,20,0,60,20,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,25,81,53,36,83,42,17,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,13,70,39,22,74,39,13,52,59,18,76,47,24,76,35,12,47,56,25,69,31,19,69,25,13,50,.,.,.,.,.,.,.,.,.,20,0,40,20,0,60,20,0,20,74,32,84,58,47,89,47,21,74,52,19,67,38,14,71,19,10,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,24,88,71,59,94,59,18,76,"WELLINGTON ISD",68,26,79,56,38,82,41,18,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'045902",17,8,46,4,4,58,13,13,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,18,59,33,16,71,32,17,74,0,0,20,10,0,50,0,0,40,24,16,53,22,8,61,20,8,67,31,15,67,38,21,79,23,13,79,32,19,60,26,9,68,28,13,74,.,.,.,.,.,.,.,.,.,16,5,37,5,5,53,5,5,68,29,20,54,29,13,64,38,20,70,11,5,34,9,7,55,11,7,64,14,7,29,14,0,21,14,7,29,32,22,68,46,27,78,43,24,81,"COLUMBUS ISD",29,16,61,31,14,71,30,13,73,32,24,52,36,20,68,36,28,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'045903",36,7,79,14,7,36,7,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,27,88,34,14,64,22,8,49,38,15,77,23,8,54,23,8,31,48,24,86,28,14,59,17,7,40,53,21,91,35,6,68,12,3,44,49,24,90,31,12,61,18,6,47,.,.,.,.,.,.,.,.,.,30,0,70,10,0,40,0,0,10,53,33,85,33,20,60,30,13,53,27,0,82,3,0,36,0,0,15,27,9,91,27,9,45,27,9,36,80,50,90,50,20,80,40,20,80,"RICE CISD",52,26,89,31,11,62,21,7,46,54,31,85,46,23,69,23,15,62,.,.,.,.,.,.,.,.,.
"'045905",58,0,75,17,0,58,8,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,28,85,32,21,66,21,11,57,44,11,67,0,0,44,0,0,22,47,15,79,18,6,59,12,3,50,64,25,89,39,25,79,21,11,50,52,17,83,26,13,57,17,4,52,.,.,.,.,.,.,.,.,.,58,0,75,17,0,58,8,0,50,56,32,80,24,16,52,20,12,64,40,5,70,10,0,50,5,0,40,20,20,80,20,20,60,20,20,40,76,48,95,52,38,86,33,24,76,"WEIMAR ISD",66,29,85,37,22,66,22,10,61,42,25,83,17,17,67,17,17,42,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'046802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRINITY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'046901",40,19,81,41,20,73,16,6,63,62,31,92,62,46,100,62,15,92,100,88,100,100,75,100,100,50,100,.,.,.,.,.,.,.,.,.,63,39,87,61,44,86,47,24,78,54,31,77,62,31,69,31,8,77,43,21,76,38,23,73,21,9,60,62,34,87,66,49,89,44,22,76,49,26,80,47,28,77,30,13,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,15,79,34,15,69,9,4,59,63,44,86,57,39,83,49,26,80,34,11,73,27,14,67,13,4,52,28,6,54,19,7,52,14,2,43,77,53,93,75,61,95,63,36,89,"NEW BRAUNFELS ISD",65,43,88,62,45,88,49,26,79,58,29,84,58,41,81,40,18,74,67,33,83,58,42,100,25,25,75
"'046902",44,28,74,36,19,70,29,10,62,60,38,83,57,42,85,51,28,76,71,48,95,57,43,86,52,43,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,42,86,62,44,85,49,25,80,40,29,74,51,40,80,34,9,71,44,27,76,46,29,75,31,12,67,61,39,87,65,48,88,44,20,78,54,32,82,52,34,81,37,16,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,20,69,25,11,65,20,5,57,66,45,86,58,40,83,55,30,82,32,16,66,28,15,61,19,5,54,29,12,63,26,13,51,24,9,47,72,51,90,70,53,89,60,32,87,"COMAL ISD",66,45,88,64,46,86,51,26,82,58,37,84,57,40,83,45,22,77,71,47,94,62,50,94,53,32,85
"'047901",70,40,90,50,25,85,45,15,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,40,82,51,35,83,48,21,76,.,.,.,.,.,.,.,.,.,53,32,74,42,23,75,39,12,68,71,53,84,63,47,89,53,26,74,56,37,80,44,24,78,32,10,66,.,.,.,.,.,.,.,.,.,68,37,89,47,21,84,42,16,79,52,30,80,41,25,77,43,16,77,45,23,70,32,18,68,30,11,64,13,0,38,6,0,38,6,0,44,66,44,83,59,46,88,63,32,85,"COMANCHE ISD",67,44,89,59,43,87,51,24,83,42,26,58,26,11,68,37,11,53,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'047902",60,0,100,60,20,100,20,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,16,89,50,27,93,45,16,91,.,.,.,.,.,.,.,.,.,48,17,96,48,22,100,39,9,96,53,21,84,53,37,95,42,26,95,41,9,91,41,14,91,36,0,91,.,.,.,.,.,.,.,.,.,60,0,100,60,20,100,20,0,100,44,12,92,48,20,92,48,8,88,40,10,70,40,20,80,20,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,23,86,59,41,95,55,32,91,"DE LEON ISD",50,17,89,53,31,94,39,14,92,38,13,88,38,13,88,75,25,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'047903",25,0,50,13,13,25,0,0,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,58,25,17,42,17,8,33,.,.,.,.,.,.,.,.,.,33,11,44,22,22,22,11,11,22,20,0,60,40,20,40,0,0,20,30,10,60,30,20,40,10,10,30,.,.,.,.,.,.,.,.,.,29,0,43,14,14,14,0,0,14,43,29,57,14,14,43,29,14,43,25,0,38,13,13,13,0,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"GUSTINE ISD",50,25,63,38,25,50,25,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'047905",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,15,62,31,15,77,8,0,46,.,.,.,.,.,.,.,.,.,11,11,56,22,0,67,11,0,44,13,13,75,50,25,100,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20,40,0,0,40,20,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,75,38,25,88,0,0,63,"SIDNEY ISD",33,33,67,50,33,100,17,0,83,0,0,57,14,0,57,0,0,14,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'048901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,8,8,25,17,8,58,0,0,25,.,.,.,.,.,.,.,.,.,10,10,30,20,10,60,0,0,30,13,13,38,25,13,75,0,0,38,0,0,22,11,11,56,0,0,22,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,0,50,0,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"EDEN CISD",9,9,27,18,9,64,0,0,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'048903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,88,13,13,63,0,0,50,.,.,.,.,.,.,.,.,.,0,0,88,13,13,63,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,80,20,20,40,0,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,86,0,0,57,0,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PAINT ROCK ISD",0,0,86,0,0,57,0,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'049901",34,16,58,30,15,66,20,4,55,29,14,57,43,14,86,57,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,36,20,66,33,18,66,34,13,65,9,0,45,18,9,36,9,0,45,30,17,61,30,16,63,31,9,61,37,22,69,40,21,71,33,12,65,32,18,63,33,17,67,28,8,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,15,58,29,14,66,19,3,55,35,18,62,28,15,60,35,14,65,24,12,50,21,8,51,17,3,51,21,11,32,16,5,37,22,11,44,50,31,74,36,22,64,47,26,75,"GAINESVILLE ISD",34,19,63,31,17,61,31,10,63,44,24,78,44,24,83,46,27,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'049902",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,26,82,44,29,68,18,9,74,.,.,.,.,.,.,.,.,.,0,0,43,14,14,14,0,0,29,67,25,92,83,50,92,25,8,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,27,77,23,18,55,14,9,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,33,11,0,11,0,0,11,55,29,87,48,32,74,19,10,81,"MUENSTER ISD",52,28,79,45,31,72,17,7,76,40,20,100,40,20,40,20,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
