DISTRICT,DD000AA01221R,DD000AA01321R,DD000AA01S21R,DD000AA11221R,DD000AA11321R,DD000AA11S21R,DD000ABI1221R,DD000ABI1321R,DD000ABI1S21R,DD000AR11221R,DD000AR11321R,DD000AR11S21R,DD000AR21221R,DD000AR21321R,DD000AR21S21R,DD000AUS1221R,DD000AUS1321R,DD000AUS1S21R,DD200AA01221R,DD200AA01321R,DD200AA01S21R,DD200AA11221R,DD200AA11321R,DD200AA11S21R,DD200ABI1221R,DD200ABI1321R,DD200ABI1S21R,DD200AR11221R,DD200AR11321R,DD200AR11S21R,DD200AR21221R,DD200AR21321R,DD200AR21S21R,DD200AUS1221R,DD200AUS1321R,DD200AUS1S21R,DD300AA01221R,DD300AA01321R,DD300AA01S21R,DD300AA11221R,DD300AA11321R,DD300AA11S21R,DD300ABI1221R,DD300ABI1321R,DD300ABI1S21R,DD300AR11221R,DD300AR11321R,DD300AR11S21R,DD300AR21221R,DD300AR21321R,DD300AR21S21R,DD300AUS1221R,DD300AUS1321R,DD300AUS1S21R,DD400AA01221R,DD400AA01321R,DD400AA01S21R,DD400AA11221R,DD400AA11321R,DD400AA11S21R,DD400ABI1221R,DD400ABI1321R,DD400ABI1S21R,DD400AR11221R,DD400AR11321R,DD400AR11S21R,DD400AR21221R,DD400AR21321R,DD400AR21S21R,DD400AUS1221R,DD400AUS1321R,DD400AUS1S21R,DDA00AA01221R,DDA00AA01321R,DDA00AA01S21R,DDA00AA11221R,DDA00AA11321R,DDA00AA11S21R,DDA00ABI1221R,DDA00ABI1321R,DDA00ABI1S21R,DDA00AR11221R,DDA00AR11321R,DDA00AR11S21R,DDA00AR21221R,DDA00AR21321R,DDA00AR21S21R,DDA00AUS1221R,DDA00AUS1321R,DDA00AUS1S21R,DDB00AA01221R,DDB00AA01321R,DDB00AA01S21R,DDB00AA11221R,DDB00AA11321R,DDB00AA11S21R,DDB00ABI1221R,DDB00ABI1321R,DDB00ABI1S21R,DDB00AR11221R,DDB00AR11321R,DDB00AR11S21R,DDB00AR21221R,DDB00AR21321R,DDB00AR21S21R,DDB00AUS1221R,DDB00AUS1321R,DDB00AUS1S21R,DDE00AA01221R,DDE00AA01321R,DDE00AA01S21R,DDE00AA11221R,DDE00AA11321R,DDE00AA11S21R,DDE00ABI1221R,DDE00ABI1321R,DDE00ABI1S21R,DDE00AR11221R,DDE00AR11321R,DDE00AR11S21R,DDE00AR21221R,DDE00AR21321R,DDE00AR21S21R,DDE00AUS1221R,DDE00AUS1321R,DDE00AUS1S21R,DDF00AA01221R,DDF00AA01321R,DDF00AA01S21R,DDF00AA11221R,DDF00AA11321R,DDF00AA11S21R,DDF00ABI1221R,DDF00ABI1321R,DDF00ABI1S21R,DDF00AR11221R,DDF00AR11321R,DDF00AR11S21R,DDF00AR21221R,DDF00AR21321R,DDF00AR21S21R,DDF00AUS1221R,DDF00AUS1321R,DDF00AUS1S21R,DDH00AA01221R,DDH00AA01321R,DDH00AA01S21R,DDH00AA11221R,DDH00AA11321R,DDH00AA11S21R,DDH00ABI1221R,DDH00ABI1321R,DDH00ABI1S21R,DDH00AR11221R,DDH00AR11321R,DDH00AR11S21R,DDH00AR21221R,DDH00AR21321R,DDH00AR21S21R,DDH00AUS1221R,DDH00AUS1321R,DDH00AUS1S21R,DDI00AA01221R,DDI00AA01321R,DDI00AA01S21R,DDI00AA11221R,DDI00AA11321R,DDI00AA11S21R,DDI00ABI1221R,DDI00ABI1321R,DDI00ABI1S21R,DDI00AR11221R,DDI00AR11321R,DDI00AR11S21R,DDI00AR21221R,DDI00AR21321R,DDI00AR21S21R,DDI00AUS1221R,DDI00AUS1321R,DDI00AUS1S21R,DDL00AA01221R,DDL00AA01321R,DDL00AA01S21R,DDL00AA11221R,DDL00AA11321R,DDL00AA11S21R,DDL00ABI1221R,DDL00ABI1321R,DDL00ABI1S21R,DDL00AR11221R,DDL00AR11321R,DDL00AR11S21R,DDL00AR21221R,DDL00AR21321R,DDL00AR21S21R,DDL00AUS1221R,DDL00AUS1321R,DDL00AUS1S21R,DDM00AA01221R,DDM00AA01321R,DDM00AA01S21R,DDM00AA11221R,DDM00AA11321R,DDM00AA11S21R,DDM00ABI1221R,DDM00ABI1321R,DDM00ABI1S21R,DDM00AR11221R,DDM00AR11321R,DDM00AR11S21R,DDM00AR21221R,DDM00AR21321R,DDM00AR21S21R,DDM00AUS1221R,DDM00AUS1321R,DDM00AUS1S21R,DDR00AA01221R,DDR00AA01321R,DDR00AA01S21R,DDR00AA11221R,DDR00AA11321R,DDR00AA11S21R,DDR00ABI1221R,DDR00ABI1321R,DDR00ABI1S21R,DDR00AR11221R,DDR00AR11321R,DDR00AR11S21R,DDR00AR21221R,DDR00AR21321R,DDR00AR21S21R,DDR00AUS1221R,DDR00AUS1321R,DDR00AUS1S21R,DDS00AA01221R,DDS00AA01321R,DDS00AA01S21R,DDS00AA11221R,DDS00AA11321R,DDS00AA11S21R,DDS00ABI1221R,DDS00ABI1321R,DDS00ABI1S21R,DDS00AR11221R,DDS00AR11321R,DDS00AR11S21R,DDS00AR21221R,DDS00AR21321R,DDS00AR21S21R,DDS00AUS1221R,DDS00AUS1321R,DDS00AUS1S21R,DDW00AA01221R,DDW00AA01321R,DDW00AA01S21R,DDW00AA11221R,DDW00AA11321R,DDW00AA11S21R,DDW00ABI1221R,DDW00ABI1321R,DDW00ABI1S21R,DDW00AR11221R,DDW00AR11321R,DDW00AR11S21R,DDW00AR21221R,DDW00AR21321R,DDW00AR21S21R,DDW00AUS1221R,DDW00AUS1321R,DDW00AUS1S21R,DISTNAME,DNC00AA01221R,DNC00AA01321R,DNC00AA01S21R,DNC00AA11221R,DNC00AA11321R,DNC00AA11S21R,DNC00ABI1221R,DNC00ABI1321R,DNC00ABI1S21R,DNC00AR11221R,DNC00AR11321R,DNC00AR11S21R,DNC00AR21221R,DNC00AR21321R,DNC00AR21S21R,DNC00AUS1221R,DNC00AUS1321R,DNC00AUS1S21R,DNM00AA01221R,DNM00AA01321R,DNM00AA01S21R,DNM00AA11221R,DNM00AA11321R,DNM00AA11S21R,DNM00ABI1221R,DNM00ABI1321R,DNM00ABI1S21R,DNM00AR11221R,DNM00AR11321R,DNM00AR11S21R,DNM00AR21221R,DNM00AR21321R,DNM00AR21S21R,DNM00AUS1221R,DNM00AUS1321R,DNM00AUS1S21R,DNS00AA01221R,DNS00AA01321R,DNS00AA01S21R,DNS00AA11221R,DNS00AA11321R,DNS00AA11S21R,DNS00ABI1221R,DNS00ABI1321R,DNS00ABI1S21R,DNS00AR11221R,DNS00AR11321R,DNS00AR11S21R,DNS00AR21221R,DNS00AR21321R,DNS00AR21S21R,DNS00AUS1221R,DNS00AUS1321R,DNS00AUS1S21R
"'182901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,16,84,50,7,80,32,0,58,73,7,80,92,15,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,13,75,40,10,80,13,0,50,60,0,60,100,0,100,.,.,.,22,11,100,56,13,88,44,0,67,100,11,100,100,0,100,.,.,.,-1,-1,-1,60,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,30,20,70,43,0,71,20,0,50,33,0,50,83,33,83,.,.,.,-1,-1,-1,29,0,86,20,0,20,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,31,19,88,46,4,79,40,0,60,70,10,80,91,18,91,"GORDON ISD",.,.,.,30,30,70,44,0,75,40,0,60,50,0,67,92,17,92,.,.,.,22,0,100,57,14,86,22,0,56,89,11,89,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'182902",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,41,14,83,52,10,86,45,16,68,75,13,81,65,18,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,69,38,8,77,31,0,54,86,14,86,71,29,86,.,.,.,40,7,93,47,7,80,29,18,65,63,13,63,56,11,78,.,.,.,20,20,100,20,0,80,20,20,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,43,21,71,57,14,93,64,14,71,88,13,100,75,25,100,.,.,.,15,0,69,23,0,69,13,0,40,64,0,73,57,7,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,43,13,78,57,9,87,48,12,64,73,7,80,57,0,86,"GRAFORD ISD",.,.,.,40,12,84,52,12,88,46,15,69,77,15,85,57,21,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,60,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'182903",.,.,.,4,0,41,16,0,69,11,0,23,0,0,29,10,10,30,.,.,.,30,10,60,63,25,100,50,8,67,-1,-1,-1,67,33,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,4,88,21,6,53,37,9,72,39,5,54,49,5,63,63,36,87,.,.,.,0,0,33,0,0,57,14,0,57,-1,-1,-1,-1,-1,-1,43,0,79,19,4,48,34,9,69,36,5,51,42,4,57,56,32,85,73,0,82,27,10,57,37,5,74,44,8,58,57,7,72,56,29,83,63,0,88,17,5,50,33,8,73,33,4,49,40,7,59,54,31,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,32,13,0,67,11,0,15,0,0,26,11,11,33,23,8,92,14,0,49,37,12,71,34,3,51,42,4,54,69,41,91,27,0,82,10,1,36,17,1,60,17,1,34,28,2,44,40,13,77,.,.,.,22,0,22,31,0,62,17,6,22,47,0,47,47,12,65,38,6,88,26,6,57,41,10,70,46,8,59,58,4,66,71,40,89,"MINERAL WELLS ISD",46,4,88,22,6,54,35,8,72,37,5,53,47,5,60,60,33,86,.,.,.,19,3,51,44,12,76,49,9,62,56,6,71,79,52,94,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'182904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,7,100,76,40,98,66,29,97,63,13,78,89,16,91,86,31,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,72,33,100,62,31,100,44,17,67,86,7,86,64,18,100,60,10,100,82,50,100,89,50,100,85,25,90,92,16,96,82,29,100,.,.,.,67,44,100,67,44,100,56,33,78,83,17,83,100,17,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,40,0,100,70,30,95,41,6,94,40,0,65,84,16,84,92,33,100,.,.,.,57,29,95,47,0,94,33,0,57,74,5,79,73,18,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,7,100,83,38,100,70,26,96,70,7,78,92,17,94,83,35,100,"SANTO ISD",46,8,100,83,47,97,58,27,96,67,11,78,87,19,90,85,27,100,-1,-1,-1,58,25,100,89,33,100,54,15,77,92,8,92,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'182905",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,0,100,0,0,67,33,0,83,42,0,67,93,50,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,0,73,86,43,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,80,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,83,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,0,57,100,70,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,0,50,91,55,100,"STRAWN ISD",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,0,70,90,50,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'182906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PALO PINTO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'183801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,17,100,5,5,32,36,11,78,61,8,69,45,8,65,60,48,92,.,.,.,-1,-1,-1,-1,-1,-1,40,0,60,56,0,67,.,.,.,-1,-1,-1,0,0,40,29,14,64,69,6,69,43,7,64,50,33,83,60,20,100,7,7,33,35,13,74,63,5,68,48,12,68,71,57,93,.,.,.,-1,-1,-1,67,0,83,71,0,71,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,0,0,29,38,8,85,59,12,71,40,0,60,45,36,91,-1,-1,-1,0,0,29,17,0,72,40,5,50,30,0,43,45,27,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,17,100,0,0,33,31,12,73,64,9,73,42,12,65,58,50,92,"PANOLA CHARTER SCHOOL",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,100,5,5,33,38,12,79,63,9,71,46,8,67,65,52,91,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.
"'183901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,0,100,53,22,91,73,27,95,79,19,91,63,5,77,70,19,91,.,.,.,33,17,83,-1,-1,-1,20,0,60,-1,-1,-1,50,17,83,-1,-1,-1,29,7,79,60,27,87,67,11,83,56,13,69,64,0,91,60,0,100,50,38,94,62,31,100,77,15,92,77,8,92,65,15,88,.,.,.,-1,-1,-1,-1,-1,-1,60,20,100,63,0,63,60,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,60,0,100,55,14,90,79,25,93,80,20,90,57,3,70,76,24,95,-1,-1,-1,25,8,67,27,0,82,43,0,71,45,5,68,44,0,83,.,.,.,20,0,40,-1,-1,-1,-1,-1,-1,17,17,17,-1,-1,-1,60,0,100,58,25,92,76,30,97,91,21,94,60,0,80,74,21,91,"BECKVILLE ISD",54,0,100,55,23,90,69,31,97,74,23,90,65,3,76,72,18,90,-1,-1,-1,50,21,93,83,17,92,92,8,92,50,17,83,63,25,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'183902",.,.,.,52,32,80,43,5,76,35,0,70,63,0,75,73,27,100,-1,-1,-1,60,60,80,33,17,83,40,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,5,100,66,35,88,65,31,88,62,15,79,66,8,78,80,43,93,-1,-1,-1,52,22,78,26,13,74,36,0,61,41,4,56,59,24,76,50,0,100,58,29,83,55,20,86,51,7,71,59,6,73,72,37,90,56,0,100,70,40,90,63,33,90,62,21,80,78,12,85,73,35,92,83,0,100,68,49,88,72,28,87,62,16,81,63,0,77,80,39,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,62,27,7,67,29,0,64,50,0,64,-1,-1,-1,63,7,100,62,31,85,66,29,87,62,10,78,56,5,72,90,55,94,20,0,100,45,14,70,45,9,77,42,5,60,43,1,62,68,25,87,.,.,.,38,13,58,33,15,74,44,8,56,19,3,41,35,6,53,63,6,100,71,35,92,78,40,94,74,22,86,77,13,87,89,52,98,"CARTHAGE ISD",63,5,100,66,37,91,68,32,92,63,14,82,67,9,79,82,45,92,40,0,100,63,30,75,53,29,78,58,18,66,60,5,75,72,34,94,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'183904",.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,4,57,48,3,94,44,12,76,89,3,92,67,67,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,43,33,0,83,31,0,69,87,7,87,-1,-1,-1,.,.,.,10,0,70,50,6,88,45,27,73,87,7,87,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,23,8,46,47,0,100,43,0,79,91,0,95,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,40,0,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,18,5,59,47,3,93,45,14,82,88,0,91,67,67,100,"GARY ISD",.,.,.,15,8,54,45,5,95,38,6,75,87,3,90,-1,-1,-1,.,.,.,20,0,60,55,0,91,56,22,78,100,0,100,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.
"'184801",.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,11,0,72,32,5,79,45,0,75,48,3,66,57,25,86,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,18,0,73,25,0,63,27,0,64,33,0,56,56,24,84,-1,-1,-1,10,0,70,33,11,100,33,0,78,47,5,68,57,24,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,13,0,75,30,0,60,55,0,73,50,0,60,57,26,83,-1,-1,-1,12,0,71,27,7,80,42,0,74,52,4,72,54,21,85,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,22,67,-1,-1,-1,14,0,64,25,6,81,47,0,73,48,4,60,61,28,89,"CROSSTIMBERS ACADEMY",.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,12,0,76,32,5,79,45,0,75,48,3,66,59,27,85,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1
"'184901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,25,93,57,17,90,66,14,83,60,6,69,69,34,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,18,91,50,0,83,64,18,82,27,0,45,53,20,73,.,.,.,75,25,92,62,15,92,69,23,92,59,6,59,50,21,71,.,.,.,67,17,100,50,0,100,83,17,83,75,0,75,63,25,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,56,25,94,53,18,88,63,6,75,61,6,78,81,43,90,.,.,.,50,0,100,33,0,83,50,0,67,10,0,20,22,0,44,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,67,29,95,61,22,91,64,14,86,56,7,67,70,37,81,"POOLVILLE ISD",.,.,.,69,38,100,69,13,94,69,25,81,58,4,71,70,35,87,.,.,.,58,8,83,43,21,86,62,0,85,64,9,64,67,33,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'184902",.,.,.,45,14,72,28,4,72,15,0,44,32,4,54,47,13,73,.,.,.,80,60,80,83,17,100,71,14,86,63,13,75,57,57,86,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,76,5,95,47,26,84,63,22,89,48,7,71,54,6,71,71,46,92,.,.,.,40,20,100,-1,-1,-1,60,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,17,80,57,22,89,38,4,61,47,3,65,62,42,91,88,0,100,49,22,86,57,13,91,48,7,76,65,6,77,64,35,92,-1,-1,-1,46,23,77,42,19,81,27,3,56,41,1,60,63,34,85,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,8,67,22,4,70,10,0,40,28,0,52,40,10,60,69,8,92,45,30,83,66,28,87,48,7,67,44,6,64,78,56,91,-1,-1,-1,24,7,74,38,6,81,25,1,55,29,1,52,51,28,84,.,.,.,15,0,48,22,7,56,7,0,20,16,4,28,17,0,50,83,6,100,46,26,86,67,23,91,54,8,75,59,7,74,74,50,94,"SPRINGTOWN ISD",75,5,95,49,30,85,64,24,91,47,9,72,54,7,71,75,47,92,-1,-1,-1,42,19,82,59,18,86,50,3,70,55,4,69,60,42,90,.,.,.,-1,-1,-1,40,20,60,20,0,100,17,0,33,-1,-1,-1
"'184903",.,.,.,26,6,58,28,4,65,28,0,49,37,1,51,46,27,73,-1,-1,-1,52,29,76,55,23,91,68,18,77,50,0,78,64,41,82,-1,-1,-1,40,20,100,-1,-1,-1,-1,-1,-1,50,0,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,3,93,40,22,71,57,22,84,53,11,70,58,7,74,80,52,92,-1,-1,-1,22,11,56,33,10,81,29,8,50,18,5,41,50,33,67,58,0,92,28,11,65,41,15,77,40,4,57,39,4,58,68,37,87,62,2,87,44,23,79,60,25,86,64,17,77,67,10,80,77,44,88,58,0,83,30,11,57,43,12,73,41,6,58,48,4,63,72,45,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,16,2,47,22,3,57,16,0,39,17,2,34,40,23,67,82,4,100,37,21,64,54,19,82,44,6,64,49,5,68,84,60,96,60,7,100,16,4,50,34,7,69,28,2,52,30,2,54,64,33,85,.,.,.,17,8,43,25,8,55,18,7,32,21,4,30,55,10,76,76,2,96,45,26,77,65,27,89,60,14,76,65,9,81,86,55,94,"WEATHERFORD ISD",72,3,94,43,22,72,59,23,83,54,13,71,59,8,77,81,54,93,60,0,80,32,20,68,51,19,86,50,7,66,55,4,66,77,46,89,.,.,.,43,14,79,58,17,83,54,0,77,78,0,89,83,67,100
