DISTRICT,DD000AA01221R,DD000AA01321R,DD000AA01S21R,DD000AA11221R,DD000AA11321R,DD000AA11S21R,DD000ABI1221R,DD000ABI1321R,DD000ABI1S21R,DD000AR11221R,DD000AR11321R,DD000AR11S21R,DD000AR21221R,DD000AR21321R,DD000AR21S21R,DD000AUS1221R,DD000AUS1321R,DD000AUS1S21R,DD200AA01221R,DD200AA01321R,DD200AA01S21R,DD200AA11221R,DD200AA11321R,DD200AA11S21R,DD200ABI1221R,DD200ABI1321R,DD200ABI1S21R,DD200AR11221R,DD200AR11321R,DD200AR11S21R,DD200AR21221R,DD200AR21321R,DD200AR21S21R,DD200AUS1221R,DD200AUS1321R,DD200AUS1S21R,DD300AA01221R,DD300AA01321R,DD300AA01S21R,DD300AA11221R,DD300AA11321R,DD300AA11S21R,DD300ABI1221R,DD300ABI1321R,DD300ABI1S21R,DD300AR11221R,DD300AR11321R,DD300AR11S21R,DD300AR21221R,DD300AR21321R,DD300AR21S21R,DD300AUS1221R,DD300AUS1321R,DD300AUS1S21R,DD400AA01221R,DD400AA01321R,DD400AA01S21R,DD400AA11221R,DD400AA11321R,DD400AA11S21R,DD400ABI1221R,DD400ABI1321R,DD400ABI1S21R,DD400AR11221R,DD400AR11321R,DD400AR11S21R,DD400AR21221R,DD400AR21321R,DD400AR21S21R,DD400AUS1221R,DD400AUS1321R,DD400AUS1S21R,DDA00AA01221R,DDA00AA01321R,DDA00AA01S21R,DDA00AA11221R,DDA00AA11321R,DDA00AA11S21R,DDA00ABI1221R,DDA00ABI1321R,DDA00ABI1S21R,DDA00AR11221R,DDA00AR11321R,DDA00AR11S21R,DDA00AR21221R,DDA00AR21321R,DDA00AR21S21R,DDA00AUS1221R,DDA00AUS1321R,DDA00AUS1S21R,DDB00AA01221R,DDB00AA01321R,DDB00AA01S21R,DDB00AA11221R,DDB00AA11321R,DDB00AA11S21R,DDB00ABI1221R,DDB00ABI1321R,DDB00ABI1S21R,DDB00AR11221R,DDB00AR11321R,DDB00AR11S21R,DDB00AR21221R,DDB00AR21321R,DDB00AR21S21R,DDB00AUS1221R,DDB00AUS1321R,DDB00AUS1S21R,DDE00AA01221R,DDE00AA01321R,DDE00AA01S21R,DDE00AA11221R,DDE00AA11321R,DDE00AA11S21R,DDE00ABI1221R,DDE00ABI1321R,DDE00ABI1S21R,DDE00AR11221R,DDE00AR11321R,DDE00AR11S21R,DDE00AR21221R,DDE00AR21321R,DDE00AR21S21R,DDE00AUS1221R,DDE00AUS1321R,DDE00AUS1S21R,DDF00AA01221R,DDF00AA01321R,DDF00AA01S21R,DDF00AA11221R,DDF00AA11321R,DDF00AA11S21R,DDF00ABI1221R,DDF00ABI1321R,DDF00ABI1S21R,DDF00AR11221R,DDF00AR11321R,DDF00AR11S21R,DDF00AR21221R,DDF00AR21321R,DDF00AR21S21R,DDF00AUS1221R,DDF00AUS1321R,DDF00AUS1S21R,DDH00AA01221R,DDH00AA01321R,DDH00AA01S21R,DDH00AA11221R,DDH00AA11321R,DDH00AA11S21R,DDH00ABI1221R,DDH00ABI1321R,DDH00ABI1S21R,DDH00AR11221R,DDH00AR11321R,DDH00AR11S21R,DDH00AR21221R,DDH00AR21321R,DDH00AR21S21R,DDH00AUS1221R,DDH00AUS1321R,DDH00AUS1S21R,DDI00AA01221R,DDI00AA01321R,DDI00AA01S21R,DDI00AA11221R,DDI00AA11321R,DDI00AA11S21R,DDI00ABI1221R,DDI00ABI1321R,DDI00ABI1S21R,DDI00AR11221R,DDI00AR11321R,DDI00AR11S21R,DDI00AR21221R,DDI00AR21321R,DDI00AR21S21R,DDI00AUS1221R,DDI00AUS1321R,DDI00AUS1S21R,DDL00AA01221R,DDL00AA01321R,DDL00AA01S21R,DDL00AA11221R,DDL00AA11321R,DDL00AA11S21R,DDL00ABI1221R,DDL00ABI1321R,DDL00ABI1S21R,DDL00AR11221R,DDL00AR11321R,DDL00AR11S21R,DDL00AR21221R,DDL00AR21321R,DDL00AR21S21R,DDL00AUS1221R,DDL00AUS1321R,DDL00AUS1S21R,DDM00AA01221R,DDM00AA01321R,DDM00AA01S21R,DDM00AA11221R,DDM00AA11321R,DDM00AA11S21R,DDM00ABI1221R,DDM00ABI1321R,DDM00ABI1S21R,DDM00AR11221R,DDM00AR11321R,DDM00AR11S21R,DDM00AR21221R,DDM00AR21321R,DDM00AR21S21R,DDM00AUS1221R,DDM00AUS1321R,DDM00AUS1S21R,DDR00AA01221R,DDR00AA01321R,DDR00AA01S21R,DDR00AA11221R,DDR00AA11321R,DDR00AA11S21R,DDR00ABI1221R,DDR00ABI1321R,DDR00ABI1S21R,DDR00AR11221R,DDR00AR11321R,DDR00AR11S21R,DDR00AR21221R,DDR00AR21321R,DDR00AR21S21R,DDR00AUS1221R,DDR00AUS1321R,DDR00AUS1S21R,DDS00AA01221R,DDS00AA01321R,DDS00AA01S21R,DDS00AA11221R,DDS00AA11321R,DDS00AA11S21R,DDS00ABI1221R,DDS00ABI1321R,DDS00ABI1S21R,DDS00AR11221R,DDS00AR11321R,DDS00AR11S21R,DDS00AR21221R,DDS00AR21321R,DDS00AR21S21R,DDS00AUS1221R,DDS00AUS1321R,DDS00AUS1S21R,DDW00AA01221R,DDW00AA01321R,DDW00AA01S21R,DDW00AA11221R,DDW00AA11321R,DDW00AA11S21R,DDW00ABI1221R,DDW00ABI1321R,DDW00ABI1S21R,DDW00AR11221R,DDW00AR11321R,DDW00AR11S21R,DDW00AR21221R,DDW00AR21321R,DDW00AR21S21R,DDW00AUS1221R,DDW00AUS1321R,DDW00AUS1S21R,DISTNAME,DNC00AA01221R,DNC00AA01321R,DNC00AA01S21R,DNC00AA11221R,DNC00AA11321R,DNC00AA11S21R,DNC00ABI1221R,DNC00ABI1321R,DNC00ABI1S21R,DNC00AR11221R,DNC00AR11321R,DNC00AR11S21R,DNC00AR21221R,DNC00AR21321R,DNC00AR21S21R,DNC00AUS1221R,DNC00AUS1321R,DNC00AUS1S21R,DNM00AA01221R,DNM00AA01321R,DNM00AA01S21R,DNM00AA11221R,DNM00AA11321R,DNM00AA11S21R,DNM00ABI1221R,DNM00ABI1321R,DNM00ABI1S21R,DNM00AR11221R,DNM00AR11321R,DNM00AR11S21R,DNM00AR21221R,DNM00AR21321R,DNM00AR21S21R,DNM00AUS1221R,DNM00AUS1321R,DNM00AUS1S21R,DNS00AA01221R,DNS00AA01321R,DNS00AA01S21R,DNS00AA11221R,DNS00AA11321R,DNS00AA11S21R,DNS00ABI1221R,DNS00ABI1321R,DNS00ABI1S21R,DNS00AR11221R,DNS00AR11321R,DNS00AR11S21R,DNS00AR21221R,DNS00AR21321R,DNS00AR21S21R,DNS00AUS1221R,DNS00AUS1321R,DNS00AUS1S21R
"'133903",.,.,.,32,12,82,38,10,76,26,5,55,28,3,41,38,15,69,-1,-1,-1,50,33,67,90,60,100,83,50,83,86,43,86,60,40,100,-1,-1,-1,-1,-1,-1,83,67,100,-1,-1,-1,-1,-1,-1,100,88,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,94,22,97,49,28,86,74,29,93,60,20,75,66,15,79,78,52,95,.,.,.,55,45,100,80,20,100,67,11,100,-1,-1,-1,-1,-1,-1,86,14,100,41,20,83,63,20,87,51,13,68,53,7,72,71,41,94,83,17,92,46,25,87,74,28,93,66,26,81,69,17,83,72,47,95,80,20,80,40,20,86,60,17,86,49,12,66,53,8,71,68,40,92,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,11,11,72,15,5,65,0,0,25,15,0,31,33,8,67,100,25,100,51,30,86,73,30,92,55,16,69,62,12,74,84,57,95,-1,-1,-1,26,13,78,50,11,84,34,5,55,45,7,64,68,37,92,.,.,.,33,16,60,22,7,56,33,18,49,15,12,46,61,36,83,95,18,100,57,34,86,85,37,98,69,27,81,79,21,87,91,66,99,"KERRVILLE ISD",97,23,100,50,28,88,74,28,92,62,20,76,66,15,80,80,54,96,-1,-1,-1,44,27,82,72,31,94,52,21,68,65,12,74,71,42,94,.,.,.,40,20,80,-1,-1,-1,40,20,40,-1,-1,-1,-1,-1,-1
"'133904",.,.,.,58,32,89,27,10,68,14,0,43,43,14,57,60,0,90,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,5,95,78,48,96,69,26,91,64,11,83,69,23,83,77,34,94,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,83,0,100,76,47,95,63,18,87,54,6,78,60,16,80,72,37,96,63,0,100,83,44,94,72,25,93,70,7,89,84,29,97,76,30,96,-1,-1,-1,70,35,93,51,16,83,43,0,68,63,13,75,64,21,94,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,56,28,89,24,5,66,14,0,43,40,20,40,50,0,88,73,9,91,72,54,97,64,27,88,56,16,76,59,18,73,80,40,92,-1,-1,-1,69,38,92,51,12,84,45,2,72,50,3,68,63,11,89,.,.,.,50,20,70,27,8,69,33,17,42,50,17,67,-1,-1,-1,72,6,94,84,59,98,82,35,97,80,20,94,73,29,88,89,44,94,"INGRAM ISD",72,6,94,80,52,95,69,22,92,69,12,85,67,19,79,72,28,91,-1,-1,-1,74,43,97,68,32,88,55,10,80,72,28,88,88,44,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DIVIDE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'134901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,23,13,48,54,27,81,55,12,64,65,6,71,69,53,89,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,20,7,40,46,14,79,52,4,60,59,3,66,62,42,85,-1,-1,-1,27,14,55,50,18,86,58,16,68,69,10,79,79,58,100,.,.,.,16,5,37,40,15,75,50,0,56,44,0,50,53,40,93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,17,11,39,60,40,73,50,7,57,58,0,58,62,50,81,.,.,.,16,4,32,30,4,74,33,5,43,43,0,57,48,28,84,.,.,.,0,0,22,25,0,50,-1,-1,-1,0,0,0,33,0,67,-1,-1,-1,29,19,57,71,41,88,59,24,71,77,7,83,76,59,86,"JUNCTION ISD",-1,-1,-1,26,13,52,57,30,80,62,15,69,73,7,78,67,51,90,.,.,.,11,11,33,43,14,86,29,0,43,14,0,29,83,67,83,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.
"'135001",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,43,100,88,13,100,86,14,100,67,17,100,100,78,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,67,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,43,100,86,14,100,86,14,100,-1,-1,-1,100,75,100,"GUTHRIE CSD",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,60,40,100,83,0,100,100,0,100,-1,-1,-1,100,80,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'136901",.,.,.,-1,-1,-1,20,0,20,-1,-1,-1,40,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,0,100,22,4,73,35,7,78,71,14,88,82,12,85,70,54,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,20,3,73,23,6,77,64,0,86,75,0,80,60,40,90,-1,-1,-1,18,5,82,27,0,77,86,14,90,80,15,85,53,42,84,-1,-1,-1,16,3,71,26,4,74,66,10,85,75,4,79,65,45,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,4,65,43,14,79,61,14,86,85,8,85,89,67,100,.,.,.,6,0,59,19,4,63,53,0,74,71,5,76,27,18,82,-1,-1,-1,0,0,40,38,25,63,60,0,60,-1,-1,-1,67,50,67,-1,-1,-1,57,14,86,88,25,100,100,38,100,100,33,100,100,100,100,"BRACKETT ISD",60,0,100,24,7,76,35,10,75,72,17,89,80,13,83,69,53,94,.,.,.,19,0,69,36,0,86,69,8,85,-1,-1,-1,80,60,80,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'137901",.,.,.,0,0,22,33,17,42,7,0,27,13,0,25,80,40,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,45,0,91,9,4,37,21,4,60,24,4,38,36,4,53,46,19,77,-1,-1,-1,29,14,43,27,7,67,50,17,67,50,13,75,60,40,80,29,0,86,9,3,31,20,4,56,18,3,32,35,4,50,45,17,75,17,0,100,12,2,46,19,4,68,31,5,47,41,5,56,42,14,79,29,0,86,8,3,36,19,3,60,23,3,37,35,4,52,44,16,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,29,30,20,40,0,0,23,13,0,25,80,40,100,80,0,80,7,5,29,23,5,53,18,3,30,31,4,50,49,23,76,-1,-1,-1,4,2,23,10,2,47,7,1,21,18,0,34,31,8,69,.,.,.,7,7,18,10,4,29,6,4,15,11,4,22,21,13,54,-1,-1,-1,9,4,39,27,7,53,16,3,35,44,0,63,48,29,71,"KINGSVILLE ISD",50,0,100,9,4,36,21,4,59,21,4,35,29,3,45,43,13,77,-1,-1,-1,8,3,38,22,4,61,31,4,45,53,8,73,51,33,79,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'137902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,"RICARDO ISD",.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'137903",.,.,.,-1,-1,-1,-1,-1,-1,20,0,40,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,36,22,82,56,21,82,46,15,58,63,16,78,63,32,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,32,22,83,50,18,85,37,14,51,59,14,75,52,11,85,-1,-1,-1,37,26,85,63,33,85,57,29,68,64,16,80,61,28,94,-1,-1,-1,31,17,81,50,15,80,40,13,52,57,14,73,55,23,87,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,36,18,79,50,10,80,35,3,48,63,17,75,65,35,85,.,.,.,4,0,67,19,0,73,14,0,29,14,0,43,44,11,78,.,.,.,0,0,36,0,0,30,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,36,91,89,56,100,78,33,89,83,25,92,100,71,100,"RIVIERA ISD",-1,-1,-1,44,24,92,63,29,92,54,19,58,71,21,82,59,27,95,-1,-1,-1,30,20,73,52,15,76,39,12,58,52,10,71,69,38,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1
"'137904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,4,100,39,11,85,65,28,96,68,16,91,77,18,88,73,30,95,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,60,0,100,26,6,77,47,16,92,52,7,81,60,7,76,65,26,87,69,0,100,26,4,93,70,30,95,78,24,90,89,25,94,72,26,98,76,5,100,34,10,84,61,20,95,63,12,89,77,15,87,70,23,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,8,100,49,17,80,61,27,96,61,11,91,61,8,80,75,38,91,.,.,.,0,0,56,18,0,64,28,0,67,23,0,50,0,0,67,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,29,-1,-1,-1,86,0,100,-1,-1,-1,92,75,100,93,29,100,69,25,88,87,60,100,"SANTA GERTRUDIS ISD",81,4,100,45,12,85,65,30,93,74,21,93,85,23,92,79,34,100,-1,-1,-1,31,10,86,65,27,98,64,13,89,70,13,84,68,27,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'138902",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,29,71,57,14,93,53,20,73,43,7,86,45,18,64,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,50,17,67,33,0,89,46,15,69,11,0,78,45,18,64,.,.,.,43,29,57,56,11,89,43,14,71,36,9,91,-1,-1,-1,.,.,.,50,30,70,29,0,86,45,9,73,17,0,83,38,13,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,71,29,86,60,20,100,63,25,75,-1,-1,-1,43,29,57,.,.,.,-1,-1,-1,38,0,88,20,0,40,25,0,88,29,14,57,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,86,29,100,-1,-1,-1,63,13,88,-1,-1,-1,"KNOX CITY-O'BRIEN CISD",.,.,.,58,33,75,64,18,91,58,17,83,50,8,92,57,14,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'138903",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,50,100,78,22,89,74,5,84,63,4,71,93,60,93,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,70,40,100,70,10,90,80,0,80,33,0,33,80,20,80,.,.,.,86,71,100,86,14,100,86,0,86,83,8,83,89,56,89,.,.,.,75,50,100,67,17,83,62,0,77,67,0,67,88,50,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,73,36,100,73,27,82,67,8,83,42,0,58,100,67,100,.,.,.,50,17,100,33,0,67,29,0,57,50,0,61,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,8,92,100,83,100,"MUNDAY CISD",.,.,.,75,50,100,81,25,94,76,6,88,65,6,76,93,64,93,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,0,57,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'138904",.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,88,63,100,58,8,100,88,38,100,53,20,80,78,56,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,43,14,100,80,40,100,56,22,78,-1,-1,-1,-1,-1,-1,83,50,100,-1,-1,-1,100,40,100,60,20,100,67,50,83,.,.,.,-1,-1,-1,60,20,100,-1,-1,-1,40,20,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,67,11,100,-1,-1,-1,50,20,70,-1,-1,-1,.,.,.,-1,-1,-1,33,0,100,-1,-1,-1,17,0,67,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,0,100,-1,-1,-1,60,20,90,100,60,100,"BENJAMIN ISD",.,.,.,100,80,100,63,13,100,83,50,100,50,13,75,86,57,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,29,86,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'139905",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,7,100,60,38,88,62,14,88,62,13,84,71,7,79,76,47,94,.,.,.,-1,-1,-1,-1,-1,-1,0,0,29,60,0,60,55,27,64,-1,-1,-1,49,26,77,56,13,81,48,5,74,45,3,62,68,46,86,60,0,100,66,37,89,62,12,91,69,15,90,81,13,90,73,27,95,-1,-1,-1,56,22,78,60,0,60,40,0,80,78,22,89,71,43,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,11,100,56,40,86,63,16,86,56,10,79,64,2,70,77,60,94,.,.,.,40,20,67,35,5,70,45,20,60,45,0,55,61,39,83,.,.,.,14,14,57,13,0,50,14,0,43,0,0,13,67,22,78,73,9,100,65,43,90,65,17,92,72,16,90,69,5,78,78,50,99,"CHISUM ISD",71,7,100,61,35,89,64,14,92,62,14,89,72,9,80,75,43,95,.,.,.,58,46,83,56,17,78,62,10,67,67,0,76,79,58,92,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
