DISTRICT,D20GJ19R,D20GJ20R,D20GUA19R,D20GUA20R,D20GY19R,D20GY20R,D20GZ19R,D20GZ20R,D30GJ19R,D30GJ20R,D30GUA19R,D30GUA20R,D30GY19R,D30GY20R,D30GZ19R,D30GZ20R,D40GJ19R,D40GJ20R,D40GUA19R,D40GUA20R,D40GY19R,D40GY20R,D40GZ19R,D40GZ20R,DA0GJ19R,DA0GJ20R,DA0GUA19R,DA0GUA20R,DA0GY19R,DA0GY20R,DA0GZ19R,DA0GZ20R,DB0GJ19R,DB0GJ20R,DB0GUA19R,DB0GUA20R,DB0GY19R,DB0GY20R,DB0GZ19R,DB0GZ20R,DE0GJ19R,DE0GJ20R,DE0GUA19R,DE0GUA20R,DE0GY19R,DE0GY20R,DE0GZ19R,DE0GZ20R,DF0GJ19R,DF0GJ20R,DF0GUA19R,DF0GUA20R,DF0GY19R,DF0GY20R,DF0GZ19R,DF0GZ20R,DH0GJ19R,DH0GJ20R,DH0GUA19R,DH0GUA20R,DH0GY19R,DH0GY20R,DH0GZ19R,DH0GZ20R,DI0GJ19R,DI0GJ20R,DI0GUA19R,DI0GUA20R,DI0GY19R,DI0GY20R,DI0GZ19R,DI0GZ20R,DISTNAME,DL0GJ19R,DL0GJ20R,DL0GUA19R,DL0GUA20R,DL0GY19R,DL0GY20R,DL0GZ19R,DL0GZ20R,DM0GJ19R,DM0GJ20R,DM0GUA19R,DM0GUA20R,DM0GY19R,DM0GY20R,DM0GZ19R,DM0GZ20R,DR0GJ19R,DR0GJ20R,DR0GUA19R,DR0GUA20R,DR0GY19R,DR0GY20R,DR0GZ19R,DR0GZ20R,DS0GJ19R,DS0GJ20R,DS0GUA19R,DS0GUA20R,DS0GY19R,DS0GY20R,DS0GZ19R,DS0GZ20R,DW0GJ19R,DW0GJ20R,DW0GUA19R,DW0GUA20R,DW0GY19R,DW0GY20R,DW0GZ19R,DW0GZ20R
"'206902",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,53.8,66.7,0,0,0,0,.,-1,.,-1,.,-1,.,-1,0,0,44.4,42.9,0,0,0,0,0,0,83.3,100,0,0,0,0,0,-1,33.3,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,"RICHLAND SPRINGS ISD",.,.,.,.,.,.,.,.,0,0,28.6,50,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,71.4,77.8,0,0,0,0
"'206903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,18.2,50,0,0,0,0,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,20,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,"CHEROKEE ISD",.,.,.,.,.,.,.,.,0,-1,12.5,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,0,-1,16.7,-1,0,-1,0,-1
"'207901",.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,26.7,10.8,10,5.4,0,0,.,.,.,.,.,.,.,.,0,0,6.7,5.6,0,0,0,0,0,0,31.6,17.6,5.3,5.9,0,0,0,0,14.3,3.6,0,0,0,0,.,.,.,.,.,.,.,.,"SCHLEICHER ISD",.,-1,.,-1,.,-1,.,-1,0,0,18.2,5,18.2,5,0,0,0,0,0,5.9,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,33.3,37.5,22.2,0,0
"'208901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,35,33.3,0,0,0,0,.,.,.,.,.,.,.,.,0,0,40,0,0,0,0,0,12.5,0,75,42.9,0,0,0,0,-1,0,-1,40,-1,0,-1,0,.,.,.,.,.,.,.,.,"HERMLEIGH ISD",.,-1,.,-1,.,-1,.,-1,0,0,8.3,25,0,0,0,0,0,0,0,0,0,0,0,0,-1,.,-1,.,-1,.,-1,.,5.9,0,35.3,30,0,0,0,0
"'208902",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,1.3,0,25.5,43.6,0,0.7,0,0,-1,0,-1,0,-1,0,-1,0,0,0,15.5,32.1,0,1.3,0,0,2.3,0,29.1,50.7,0,1.3,0,0,0,0,15.7,33,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"SNYDER ISD",0,0,0,22.2,0,0,0,0,0,0,21.1,36.5,0,0,0,0,0,0,7.1,17.5,0,0,0,0,0,0,0,15.4,0,0,0,0,3.4,0,39,69.6,0,2.2,0,0
"'208903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,50,62.5,0,0,0,0,.,.,.,.,.,.,.,.,-1,0,-1,57.1,-1,0,-1,0,0,0,63.6,64.3,0,0,0,0,-1,0,-1,33.3,-1,0,-1,0,.,.,.,.,.,.,.,.,"IRA ISD",.,.,.,.,.,.,.,.,0,0,28.6,60,0,0,0,0,0,-1,28.6,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,60,72.2,0,0,0,0
"'209901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,0,2.4,50,57.1,0,2.4,0,0,.,-1,.,-1,.,-1,.,-1,0,0,33.3,33.3,0,6.7,0,0,0,5.3,35.7,68.4,0,5.3,0,0,0,12.5,20,25,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"ALBANY ISD",.,-1,.,-1,.,-1,.,-1,0,0,64.3,47.8,0,0,0,0,0,0,15.4,31.3,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,54.5,70.4,0,3.7,0,0
"'209902",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,20,37.5,0,0,0,0,.,.,.,.,.,.,.,.,0,0,14.3,33.3,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,"MORAN ISD",.,.,.,.,.,.,.,.,0,0,0,33.3,0,0,0,0,0,0,0,28.6,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,22.2,60,0,0,0,0
"'210901",.,-1,.,-1,.,-1,.,-1,-1,0,-1,60,-1,0,-1,0,.,.,.,.,.,.,.,.,0,0,46.2,52.8,1.2,0.6,0,0,0,0,21.2,42.4,0,0,0,0,0,0,39.2,46.9,0,0,0,0,0,0,55.1,64.8,2.2,0,0,0,0,0,45.9,52.9,0,0,0,0,.,.,.,.,.,.,.,.,"CENTER ISD",0,0,7.7,6.7,0,0,0,0,0,0,36.3,41.1,0,1.1,0,0,0,0,24.4,32.6,0,0,0,0,0,0,17.6,15,0,0,0,0,0,0,59.3,57.4,3.4,1.5,0,0
"'210902",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,13.7,34.9,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,23.1,0,0,0,0,0,0,23.8,47.6,0,0,0,0,0,0,0,14.3,0,0,0,0,.,.,.,.,.,.,.,.,"JOAQUIN ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,6.7,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,19.4,38.2,0,0,0,0
"'210903",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,35.8,42.5,0,0,0,0,0,0,40,37.5,0,0,0,0,0,0,29.6,37.5,0,0,0,0,0,0,43.8,64.7,0,0,0,0,0,-1,25,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,"SHELBYVILLE ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,23.8,26.1,0,0,0,0,0,0,15.4,7.7,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,35.3,45.2,0,0,0,0
"'210904",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,14.7,13,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,13.3,9.8,0,0,0,0,0,0,30.8,22.2,0,0,0,0,0,0,25,14.3,0,0,0,0,.,.,.,.,.,.,.,.,"TENAHA ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,4.8,7.1,0,0,0,0,0,0,8.3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,12.5,0,0,0,0
"'210905",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,14.3,60,73.5,0,0,0,0,0,0,72.7,85.7,0,0,0,0,3.4,8.7,55.2,69.6,0,0,0,0,4.5,11.1,81.8,74.1,0,0,0,0,0,14.3,40,57.1,0,0,0,0,.,.,.,.,.,.,.,.,"TIMPSON ISD",.,.,.,.,.,.,.,.,0,18.2,42.9,72.7,0,0,0,0,0,9.1,29.4,54.5,0,0,0,0,0,-1,40,-1,0,-1,0,-1,3,18.2,60.6,72.7,0,0,0,0
"'210906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCELSIOR ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'211901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXHOMA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'211902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,43.2,80.8,0,0,0,0,.,.,.,.,.,.,.,.,0,0,34.8,77.8,0,0,0,0,0,0,55,88.9,0,0,0,0,0,0,33.3,73.7,0,0,0,0,.,.,.,.,.,.,.,.,"STRATFORD ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,29.4,76.5,0,0,0,0,0,0,19,42.9,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,70,100,0,0,0,0
"'212801",-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,40,-1,0,-1,0,.,.,.,.,.,.,.,.,0,0,30.5,26,5,2.3,0,0,0,0,27.3,15.2,0,0,0,0,0,0,20,16.9,2.2,1.2,0,0,0,0,41.4,28.7,5.2,1.1,0,0,0,0,34.3,22,5.7,2,0,0,.,-1,.,-1,.,-1,.,-1,"CUMBERLAND ACADEMY",.,0,.,0,.,0,.,0,0,0,22.9,23.3,4.8,3.3,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,32.1,5.6,2.4,0,0
"'212804",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,92.9,96.4,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,88.9,88.9,0,0,0,0,0,0,86.7,95.8,0,0,0,0,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,"UT TYLER UNIVERSITY ACADEMY",.,-1,.,-1,.,-1,.,-1,0,0,96.3,96.8,0,0,0,0,0,0,78.6,84.6,0,0,0,0,0,-1,50,-1,0,-1,0,-1,0,0,91.2,97.8,0,0,0,0
"'212901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,23.5,19.7,2,3.3,0,0,0,0,10,0,0,0,0,0,0,0,12.5,12.1,0,3,0,0,0,0,28.6,26.9,4.8,3.8,0,0,0,0,20,0,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"ARP ISD",-1,.,-1,.,-1,.,-1,.,0,0,20,14.3,0,2.9,0,0,0,0,0,0,0,9.1,0,0,0,-1,0,-1,0,-1,0,-1,0,0,27.3,23.8,3,2.4,0,0
"'212902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,28.1,25.6,10.6,6.3,0,0,0,0,16.7,12.5,0,0,0,0,0,0,6.4,9.3,2.1,0,0,0,0,0,35.1,34.8,12.8,6.5,0,0,0,0,10,9.1,0,9.1,0,0,-1,.,-1,.,-1,.,-1,.,"BULLARD ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,21.9,15.5,8.6,6,0,0,0,0,4.4,6.7,1.5,2.7,0,0,0,0,0,6.3,0,0,0,0,0,0,29.3,27.2,10.9,6.6,0,0
"'212903",0,0,54.5,31.3,27.3,12.5,0,0,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,46.4,44.4,21.8,18.2,0,0,0,0,9.1,7.1,9.1,0,0,0,0,0,31.6,28.4,15.2,9.5,0,0,0,0,49.5,51.7,28.4,24.2,0,0,0,0,34.9,44,9.3,14,0,0,-1,.,-1,.,-1,.,-1,.,"LINDALE ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,43.8,35.7,16.2,11.1,0,0,0,0,32.6,15.4,4.3,3.8,0,0,0,0,9.1,0,0,0,0,0,0,0,51.2,47.9,25.6,20.8,0,0
"'212904",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,45.5,26.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,54.5,32.3,0,0,0,0,0,0,16.7,0,0,0,0,0,.,.,.,.,.,.,.,.,"TROUP ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,38.6,21.6,0,0,0,0,0,0,25.7,2.7,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,51.7,36.7,0,0,0,0
"'212905",9.5,0,42.9,30.4,23.8,13,0,0,0,10,46.7,65,46.7,50,0,0,.,.,.,.,.,.,.,.,7.8,6.6,29.8,29.2,15,15.2,0,0,3.9,2.2,19.8,22.5,2.6,1.8,0,0,9.3,7.1,25.1,26.2,11.3,9.8,0,0,10,8.5,34,34.6,15.7,18,0,0,12.2,10.7,27.6,27.6,14,14.1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"TYLER ISD",0,1.9,5.1,7.7,4,2.9,0,0,5.3,4.5,25.2,23.4,14.2,12.2,0,0,7.5,5.6,17.7,16.2,5.5,5.2,0,0,0,0,3.6,1.6,1.8,1.6,0,0,4.3,3.1,45.5,37.6,30.6,31,0,0
"'212906",0,0,11.1,15.4,22.2,0,0,0,0,0,26.3,40,31.6,33.3,0,0,-1,.,-1,.,-1,.,-1,.,0,0,26.6,28.3,14.8,13.7,0,0,0,0,11.8,9.8,2.9,2.4,0,0,0,0,10.8,9.5,7.5,6,0,0,0,0,29.9,34.5,13.9,14,0,0,0,0,23.5,30,11.8,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"WHITEHOUSE ISD",0,-1,0,-1,0,-1,0,-1,0,0,24,21.8,15.6,13.3,0,0,0,0,6.4,7.7,2.1,1.7,0,0,0,0,4.5,3.4,4.5,0,0,0,0,0,30.6,31.2,15.5,16.7,0,0
"'212909",0,0,57.1,45.5,14.3,0,14.3,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,43.3,43.8,2.2,0.8,6.1,4.6,0,0,20.5,25.9,0,0,5.1,3.7,0,0,37.3,38.5,1.3,0,5.3,4.1,0,0,49.5,50.8,1.9,0,9.3,5.5,0,0,45.7,46.2,1.9,0.9,5.7,3.4,.,-1,.,-1,.,-1,.,-1,"CHAPEL HILL ISD",0,0,0,21.1,0,0,0,5.3,0,0,37.9,37.1,2.4,1.5,3.2,3.8,0,0,14.8,26.5,0,0,3.7,5.4,0,0,5.6,0,0,0,0,0,0,0,48.7,53.3,2.6,1.3,6.6,8
"'212910",.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,40.8,28.4,1.4,6,0,0,0,0,14.3,7.1,0,0,0,0,0,0,36.6,20,2.4,2.2,0,0,0,0,64.7,41.2,2.9,5.9,0,0,0,0,50,31,5,3.4,0,0,.,.,.,.,.,.,.,.,"WINONA ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,18.9,15.2,0,6.1,0,0,0,0,7.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9,31.8,0,4.5,0,0
"'213801",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,6.1,4.3,0,2.2,0,0,-1,.,-1,.,-1,.,-1,.,0,0,0,4.3,0,4.3,0,0,0,0,4,4.5,0,4.5,0,0,0,-1,0,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,"BRAZOS RIVER CHARTER SCHOOL",.,.,.,.,.,.,.,.,0,0,8.3,4.2,0,0,0,0,0,0,0,3.6,0,3.6,0,0,0,0,0,16.7,0,0,0,0,0,0,7.3,4.9,0,2.4,0,0
"'213901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,59.3,62.9,7.3,8.1,0,0,.,-1,.,-1,.,-1,.,-1,0,0,51.6,45,6.5,7.5,0,0,0,0,71.4,79.6,8.6,3.7,0,0,0,0,45.2,50,9.7,2.4,0,0,-1,.,-1,.,-1,.,-1,.,"GLEN ROSE ISD",-1,0,-1,40,-1,0,-1,0,0,0,43.4,50,5.7,11.4,0,0,0,0,22.2,29,0,3.2,0,0,-1,0,-1,16.7,-1,0,-1,0,0,0,67.1,71.4,7.1,10.4,0,0
"'214901",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,7.2,32,33.9,27.9,24,0,0.4,.,.,.,.,.,.,.,.,0,7.5,30.8,31.9,27.4,22.5,0,0.3,0,7.7,38,37.4,37.3,33.9,0,0.5,0,7.2,31.8,33.8,27.7,23.9,0,0.4,.,.,.,.,.,.,.,.,"RIO GRANDE CITY CISD",0,2.5,12.3,14.8,10.5,13.2,0,0,0,6.8,24.8,30.5,16.7,14.6,0,0.3,0,1.7,12.1,13.5,9.7,10.1,0,0,0,0,5.7,1.6,0,0,0,0,.,-1,.,-1,.,-1,.,-1
"'214902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,33.3,14.3,0,0,0,0,.,.,.,.,.,.,.,.,0,-1,43.8,-1,0,-1,0,-1,0,0,25,20,0,0,0,0,0,0,33.3,14.3,0,0,0,0,.,.,.,.,.,.,.,.,"SAN ISIDRO ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,37.5,11.1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'214903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.2,3.2,11.2,17.9,35.4,37.7,5.3,1.6,.,.,.,.,.,.,.,.,1.9,2.5,11.1,15,33.3,36.4,6.2,0.7,2.9,3.6,15.4,20.5,45.7,49.7,3.8,0,2.2,3.2,11.3,17.9,35.6,37.7,5.3,1.6,.,.,.,.,.,.,.,.,"ROMA ISD",0,0,1.7,0,10,18.3,2.5,0,1.4,2.7,7.1,15.2,25.2,25,6.7,3.3,0,0.5,3.3,2.1,16.1,19.8,3.3,0.5,0,0,0,0,0,0,0,0,-1,.,-1,.,-1,.,-1,.
"'215901",-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,27.7,33.7,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,14,24,0,0,0,0,0,0,31.3,30.6,0,0,0,0,0,0,20,23.8,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"BRECKENRIDGE ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,23.9,36.7,0,0,0,0,0,0,8.5,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,36.7,0,0,0,0
"'216901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,38.5,31.6,0,0,0,0,.,.,.,.,.,.,.,.,0,-1,41.7,-1,0,-1,0,-1,0,0,33.3,25,0,0,0,0,0,0,35.7,11.1,0,0,0,0,.,.,.,.,.,.,.,.,"STERLING CITY ISD",-1,.,-1,.,-1,.,-1,.,0,0,41.2,36.4,0,0,0,0,0,-1,10,-1,0,-1,0,-1,-1,.,-1,.,-1,.,-1,.,0,0,36.4,44.4,0,0,0,0
"'217901",.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,66.7,42.9,11.1,0,0,0,.,-1,.,-1,.,-1,.,-1,-1,0,-1,20,-1,0,-1,0,0,-1,72.7,-1,0,-1,0,-1,-1,0,-1,20,-1,0,-1,0,.,.,.,.,.,.,.,.,"ASPERMONT ISD",.,.,.,.,.,.,.,.,0,0,57.1,30,28.6,0,0,0,0,0,33.3,16.7,0,0,0,0,-1,.,-1,.,-1,.,-1,.,0,0,78.6,57.1,14.3,0,0,0
"'218901",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.5,0,32.3,21.3,9.2,4,0,0,.,.,.,.,.,.,.,.,3.7,0,18.5,14.6,0,0,0,0,0,0,38.9,34.4,16.7,3.1,0,0,0,0,14.6,18.4,2.4,2,0,0,.,.,.,.,.,.,.,.,"SONORA ISD",-1,-1,-1,-1,-1,-1,-1,-1,3.4,0,24.1,11.6,0,4.7,0,0,0,0,14.3,8.8,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4.2,0,62.5,28,20.8,8,0,0
"'219901",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,50,38.5,0,0,0,0,-1,.,-1,.,-1,.,-1,.,0,-1,40,-1,0,-1,0,-1,0,-1,63.6,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"HAPPY ISD",.,.,.,.,.,.,.,.,0,0,33.3,33.3,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,61.5,45.5,0,0,0,0
"'219903",-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,18.3,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,5.4,0,0,0,0,0,0,14.3,16.3,0,0,0,0,0,0,12.5,6.7,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"TULIA ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,21.3,13.9,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,37.5,0,0,0,0
"'219905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,18.2,21.4,0,0,0,0,.,.,.,.,.,.,.,.,0,0,16.7,11.1,0,0,0,0,-1,0,-1,25,-1,0,-1,0,0,0,28.6,18.2,0,0,0,0,.,.,.,.,.,.,.,.,"KRESS ISD",.,.,.,.,.,.,.,.,0,0,0,16.7,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220801",.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,50,9.1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,"TREETOPS SCHOOL INTERNATIONAL",.,.,.,.,.,.,.,.,0,0,28.6,10,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,55.6,16.7,0,0,0,0
"'220802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ARLINGTON CLASSICS ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220809",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,3.4,10,42.4,36,0,0,0,-1,0,-1,36.4,-1,0,-1,0,0,0,0,30,0,0,0,0,0,5,6.3,37.5,34.4,0,0,0,0,0,9.1,25,54.5,0,0,.,.,.,.,.,.,.,.,"FORT WORTH ACADEMY OF FINE ARTS",.,.,.,.,.,.,.,.,0,0,0,16.7,52.6,38.9,0,0,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,0,0,5.3,9.4,50,31.3,0,0
"'220810",-1,0,-1,0,-1,100,-1,0,0,0,0,0,100,100,0,0,.,.,.,.,.,.,.,.,0,0,0,0,96.9,97.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,96.8,97.5,0,0,0,0,0,0,100,100,0,0,-1,.,-1,.,-1,.,-1,.,"WESTLAKE ACADEMY CHARTER SCHOOL",.,-1,.,-1,.,-1,.,-1,0,0,0,0,97.1,97.1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,93.8,96.1,0,0
"'220811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EAST FORT WORTH MONTESSORI ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS SCHOOL OF THE ARTS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
