,year,zipcode,DISTRICT,distname,area,median_ppsf,graduate_rate,Average 4yr Graduation Rate,grad_rate_change,Year-over-year change%,Rolling 4-yr Change%,Average 4yr PPSF,home_price_change_1_lag,home_price_change_2_lag,home_price_change_3_lag,scale_median_ppsf,scale_graduate_rate
6473,2019,77493,101811.0,EXCEL ACADEMY,2248.639354958408,117.40210782039034,26.7,29.25,,3.809974671984162,13.545326272072856,111.01756524787365,3.106246426902648,7.533139056194971,16.45869826876991,-0.07336680346811417,-4.678254417065104
6474,2020,77493,101811.0,EXCEL ACADEMY,2146.89552238806,123.4340456890199,21.4,24.599999999999998,-15.897435897435908,5.137844609960163,12.031296625236742,116.02690443315868,4.512204149046561,7.7586107561035345,12.38525381828861,0.023076630154820706,-5.064617429654808
6475,2021,77493,101811.0,EXCEL ACADEMY,2192.13,157.38117721120554,20.3,22.725,-7.62195121951218,27.502243269018468,39.160499955732206,127.82765328141463,10.170700412897915,15.141827327962364,18.718416225207623,0.5658504446325869,-5.144805979437576
6483,2015,77494,46802.0,TRINITY CHARTER SCHOOL,2988.080357142857,112.11211211211211,40.0,,,-0.08569981783562719,21.797296388947963,105.40962952882121,,,,-0.1579474740698912,-3.7087019515098123
6539,2015,77503,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1412.5252525252529,81.41447368421052,28.1,,,10.926247396302546,66.31111299014097,66.9652331704242,,,,-0.6487658012113844,-4.576196262796127
6540,2016,77503,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1440.7894736842106,86.7579908675799,46.4,,,6.56335039896685,35.351674532308095,76.4164516436109,14.113619897557395,,,-0.5633293865779586,-3.2421503891373407
6541,2017,77503,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1481.1123110151186,94.48979591836736,24.4,,,8.911922663802386,28.741217674907272,84.01434991716935,9.942751999259713,25.45965412134943,,-0.43970712065920997,-4.845921384792712
6542,2018,77503,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1410.1330285714282,103.71361923786888,44.9,35.949999999999996,,9.761713664267258,27.389657568937942,91.59396992700667,9.021815936575294,19.86158472023838,36.77839319084158,-0.2922292766498297,-3.351498411568389
6543,2019,77503,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1598.1958081158168,103.24141707925372,38.6,38.575,7.301808066759419,-0.4552942632656154,18.999317580824027,97.05070577576747,5.95752739302533,15.51682048537042,27.002371463660847,-0.2997792213828238,-3.8107601057787903
6544,2020,77503,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1509.0356892241568,113.31739946317408,32.4,35.075,-9.073233959818538,9.759632005230511,19.92554154849955,103.69055792466601,6.841632006509779,13.206751500452917,23.420056248599952,-0.13867637858277573,-4.262731931827122
6545,2021,77503,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1431.0833333333333,136.26040878122635,40.6,39.125,11.546685673556656,20.246678291896636,31.38140369849678,114.13321114038077,10.070977941213922,17.60162919791832,24.607778472028375,0.2281547533795751,-3.664962742537393
6567,2015,77506,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),1173.484086708827,71.11302227714505,44.2,,,12.358575197889188,90.01399552453158,54.8409068589601,,,,-0.8134736225840423,-3.402527488702878
6568,2016,77506,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),1140.6588824020016,74.5183343691734,36.5,,,4.788591432321643,56.76744781194021,64.11420302610375,16.909450806480496,,,-0.7590267768330382,-3.9638473371822576
6569,2017,77506,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),1211.860811300355,82.47646847557627,35.8,,,10.679431006840879,30.312820191410506,72.84974109060026,13.62496553367416,32.83832318447122,,-0.6317857814565961,-4.014876414316746
6570,2018,77506,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),1255.191280111487,94.76643272205872,30.3,36.7,,14.90117663091004,33.26171450389279,80.71856446098836,10.801443152147883,25.89810159244159,47.186779147508354,-0.43528403080060535,-4.415819163230589
6571,2019,77506,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),1207.0198675496688,107.70328102710414,28.8,32.85,-10.49046321525886,13.651298179586435,44.5325931381239,89.86612914847814,11.332665228345128,23.358199772755928,40.16571197475485,-0.22843938187170412,-4.525167185661638
6572,2020,77506,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),1366.7561924014935,115.9680130817652,27.7,30.65,-6.697108066971092,7.673612146115771,40.60739411521577,100.22854882662608,11.530951401085732,24.170380749359065,37.582573837806656,-0.09629625396078259,-4.605355735444405
