City_1,State,Zip5,Zip4,District_N,District_1
PASADENA,TX,77502,5108,PASADENA ISD,101917
BONHAM,TX,75418,490,BONHAM ISD,74903
PARIS,TX,75460, ,NORTH LAMAR ISD,139911
ARLINGTON,TX,76013,3384,ARLINGTON ISD,220901
AUSTIN,TX,78739,9999,AUSTIN ISD,227901
BAIRD,TX,79504,1147,BAIRD ISD,30903
BAIRD,TX,79504,1147,BAIRD ISD,30903
CANADIAN,TX,79014,3233,CANADIAN ISD,106901
CORPUS CHRISTI,TX,78411, ,CORPUS CHRISTI ISD,178904
CARTHAGE,TX,75633,197,CARTHAGE ISD,183902
BELLAIRE,TX,77401,3113,PROMISE COMMUNITY SCHOOL,101853
AUSTIN,TX,78739, ,AUSTIN ISD,227901
SEGUIN,TX,78155, ,SEGUIN ISD,94901
GALVESTON,TX,77553,6999,GALVESTON ISD,84902
BALLINGER,TX,76821,231,BALLINGER ISD,200901
BALLINGER,TX,76821,231,BALLINGER ISD,200901
BALLINGER,TX,76821,231,BALLINGER ISD,200901
BALMORHEA,TX,79718,368,BALMORHEA ISD,195902
HOUSTON,TX,77090,1243,SPRING ISD,101919
HOUSTON,TX,77090,4213,SPRING ISD,101919
BANDERA,TX,78003,727,BANDERA ISD,10902
BANDERA,TX,78003,727,BANDERA ISD,10902
HOUSTON,TX,77040,5459,CYPRESS-FAIRBANKS ISD,101907
HOUSTON,TX,77064,7137,CYPRESS-FAIRBANKS ISD,101907
BANGS,TX,76823,969,BANGS ISD,25901
BANGS,TX,76823,969,BANGS ISD,25901
BANQUETE,TX,78339,369,BANQUETE ISD,178913
BANQUETE,TX,78339,369,BANQUETE ISD,178913
BANQUETE,TX,78339,369,BANQUETE ISD,178913
BANQUETE,TX,78339,369,BANQUETE ISD,178913
BAYTOWN,TX,77522, ,GOOSE CREEK CISD,101911
DALLAS,TX,75241, ,DALLAS ISD,57905
DALLAS,TX,75241, ,DALLAS ISD,57905
AUSTIN,TX,78748, ,AUSTIN ISD,227901
SULPHUR SPRINGS,TX,75482, ,SULPHUR SPRINGS ISD,112901
IRVING,TX,75061,7568,IRVING ISD,57912
PEARLAND,TX,77581, ,PEARLAND ISD,20908
MIDLAND,TX,79701,2529,MIDLAND ISD,165901
MIDLAND,TX,79707,2155,MIDLAND ISD,165901
LAREDO,TX,78045, ,UNITED ISD,240903
RICHMOND,TX,77407,9245,FORT BEND ISD,79907
DALLAS,TX,75224,3230,DALLAS ISD,57905
ODESSA,TX,79760,3912,ECTOR COUNTY ISD,68901
CIBOLO,TX,78108, ,SCHERTZ-CIBOLO-U CITY ISD,94902
DALLAS,TX,75224, ,DALLAS ISD,57905
DALLAS,TX,75224, ,DALLAS ISD,57905
CRANDALL,TX,75114,128,CRANDALL ISD,129901
MIDLAND,TX,79706,2132,MIDLAND ISD,165901
MONT BELVIEU,TX,77580,1108,BARBERS HILL ISD,36902
MONT BELVIEU,TX,77580,1108,BARBERS HILL ISD,36902
MONT BELVIEU,TX,77580,1108,BARBERS HILL ISD,36902
MONT BELVIEU,TX,77580,1108,BARBERS HILL ISD,36902
MONT BELVIEU,TX,77580,1108,BARBERS HILL ISD,36902
MONT BELVIEU,TX,77580,1108,BARBERS HILL ISD,36902
MONT BELVIEU,TX,77580,1108,BARBERS HILL ISD,36902
MONT BELVIEU,TX,77580,1108,BARBERS HILL ISD,36902
PLANO,TX,75093,6126,PLANO ISD,43910
CORPUS CHRISTI,TX,78414,4007,CORPUS CHRISTI ISD,178904
ARLINGTON,TX,76018,6246,ARLINGTON ISD,220901
CROSBY,TX,77532,8009,CROSBY ISD,101906
HOUSTON,TX,77076,1239,HOUSTON ISD,101912
AUSTIN,TX,78753,5099,AUSTIN ISD,227901
SUGAR LAND,TX,77478,1874,FORT BEND ISD,79907
PLANO,TX,75074, ,PLANO ISD,43910
EL PASO,TX,79934, ,EL PASO ISD,71902
WEST COLUMBIA,TX,77486,158,COLUMBIA-BRAZORIA ISD,20907
BARTLETT,TX,76511,170,BARTLETT ISD,14902
AUSTIN,TX,78733,6501,EANES ISD,227909
IRVING,TX,75061,4199,IRVING ISD,57912
AUSTIN,TX,78704,4699,AUSTIN ISD,227901
WICHITA FALLS,TX,76308, ,WICHITA FALLS ISD,243905
AUSTIN,TX,78757, ,BASIS TEXAS,15834
SAN ANTONIO,TX,78233, ,BASIS TEXAS,15834
SAN ANTONIO,TX,78233, ,BASIS TEXAS,15834
SAN ANTONIO,TX,78216, ,BASIS TEXAS,15834
SAN ANTONIO,TX,78216, ,BASIS TEXAS,15834
SAN ANTONIO,TX,78216, ,BASIS TEXAS,15834
SAN ANTONIO,TX,78201,6622,SAN ANTONIO ISD,15907
EL PASO,TX,79930,4198,EL PASO ISD,71902
ABILENE,TX,79606,1701,ABILENE ISD,221901
FORT WORTH,TX,76137, ,KELLER ISD,220907
HOUSTON,TX,77033,3826,HOUSTON ISD,101912
BASTROP,TX,78602, ,SMITHVILLE ISD,11904
BASTROP,TX,78602, ,ELGIN ISD,11902
BASTROP,TX,78602,3717,BASTROP ISD,11901
BASTROP,TX,78602,3717,BASTROP ISD,11901
BASTROP,TX,78602,3717,BASTROP ISD,11901
PAMPA,TX,79065,9655,WINDHAM SCHOOL DISTRICT,236903
UVALDE,TX,78802,1909,UVALDE CISD,232903
AUSTIN,TX,78741, ,DEL VALLE ISD,227910
BAY CITY,TX,77414, ,BAY CITY ISD,158901
BAY CITY,TX,77414, ,BAY CITY ISD,158901
DICKINSON,TX,77539, ,DICKINSON ISD,84901
SEABROOK,TX,77586,3525,CLEAR CREEK ISD,84910
DALLAS,TX,75228,5819,DALLAS ISD,57905
LUBBOCK,TX,79412, ,LUBBOCK ISD,152901
HOUSTON,TX,77004,3202,HOUSTON ISD,101912
HOUSTON,TX,77003,2323,HOUSTON ISD,101912
LA PORTE,TX,77571,6496,LA PORTE ISD,101916
LEAGUE CITY,TX,77573, ,CLEAR CREEK ISD,84910
BAYTOWN,TX,77522,30,GOOSE CREEK CISD,101911
SAN ANTONIO,TX,78201,6337,SAN ANTONIO ISD,15907
LUBBOCK,TX,79411, ,LUBBOCK ISD,152901
KINGWOOD,TX,77339,1869,HUMBLE ISD,101913
MAGNOLIA,TX,77353, ,MAGNOLIA ISD,170906
MAGNOLIA,TX,77353,88,MAGNOLIA ISD,170906
MAGNOLIA,TX,77353,606,MAGNOLIA ISD,170906
HOUSTON,TX,77084,3654,KATY ISD,101914
AUSTIN,TX,78739, ,AUSTIN ISD,227901
EULESS,TX,76039,2091,GRAPEVINE-COLLEYVILLE ISD,220906
KELLER,TX,76248,2824,KELLER ISD,220907
HELOTES,TX,78023, ,NORTHSIDE ISD,15915
BEASLEY,TX,77417,121,LAMAR CISD,79901
MESQUITE,TX,75150,4346,MESQUITE ISD,57914
HOUSTON,TX,77021, ,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,101847
WESLACO,TX,78596,3836,WESLACO ISD,108913
PLANO,TX,75093,5408,PLANO ISD,43910
BEAUMONT,TX,77706,5009,BEAUMONT ISD,123910
BEAUMONT,TX,77706, ,BEAUMONT ISD,123910
BEAUMONT,TX,77706,5009,BEAUMONT ISD,123910
GARLAND,TX,75042,5466,GARLAND ISD,57909
ARLINGTON,TX,76018,2251,ARLINGTON ISD,220901
KATY,TX,77494, ,KATY ISD,101914
AUSTIN,TX,78704,3436,AUSTIN ISD,227901
ARLINGTON,TX,76002, ,ARLINGTON ISD,220901
BECKVILLE,TX,75631,37,BECKVILLE ISD,183901
BECKVILLE,TX,75631,37,BECKVILLE ISD,183901
BEDFORD,TX,76021,2364,HURST-EULESS-BEDFORD ISD,220916
BEDFORD,TX,76021,4195,HURST-EULESS-BEDFORD ISD,220916
AUSTIN,TX,78745,5605,AUSTIN ISD,227901
AUSTIN,TX,78738, ,LAKE TRAVIS ISD,227913
AUSTIN,TX,78738, ,LAKE TRAVIS ISD,227913
SAN ANTONIO,TX,78245, ,NORTHSIDE ISD,15915
ATHENS,TX,75751,3537,ATHENS ISD,107901
EL PASO,TX,79915, ,YSLETA ISD,71905
EL PASO,TX,79915, ,YSLETA ISD,71905
ALVIN,TX,77511,3581,ALVIN ISD,20901
SAN ANGELO,TX,76905,8128,SAN ANGELO ISD,226903
KILLEEN,TX,76543, ,BELTON ISD,14903
TEMPLE,TX,76503,788,TEMPLE ISD,14909
BARTLETT,TX,76511, ,BARTLETT ISD,14902
SALADO,TX,76571,98,SALADO ISD,14908
LITTLE RIVER,TX,76554, ,ACADEMY ISD,14901
HOLLAND,TX,76534, ,HOLLAND ISD,14905
SALADO,TX,76571, ,SALADO ISD,14908
ROGERS,TX,76569, ,ROGERS ISD,14907
HOLLAND,TX,76534, ,HOLLAND ISD,14905
FLORENCE,TX,76527, ,FLORENCE ISD,246902
ROGERS,TX,76569, ,ROGERS ISD,14907
HOUSTON,TX,77031,3123,HOUSTON ISD,101912
TYLER,TX,75701,4521,TYLER ISD,212905
HURST,TX,76054,3799,HURST-EULESS-BEDFORD ISD,220916
BEDFORD,TX,76022,6898,HURST-EULESS-BEDFORD ISD,220916
WACO,TX,76706, ,WACO ISD,161914
KILLEEN,TX,76542,1397,KILLEEN ISD,14906
HURST,TX,76053,7099,HURST-EULESS-BEDFORD ISD,220916
SAN ANTONIO,TX,78221,2499,HARLANDALE ISD,15904
BELLAIRE,TX,77401,4936,HOUSTON ISD,101912
BELLEVUE,TX,76228,38,BELLEVUE ISD,39904
HOUSTON,TX,77061,1703,HOUSTON ISD,101912
BELLS,TX,75414, ,BELLS ISD,91901
BELLS,TX,75414,2689,BELLS ISD,91901
BELLVILLE,TX,77418,1599,BELLVILLE ISD,8901
BELLVILLE,TX,77418,1599,BELLVILLE ISD,8901
AMARILLO,TX,79106,2636,AMARILLO ISD,188901
LANCASTER,TX,75146, ,LANCASTER ISD,57913
BELTON,TX,76513,269,BELTON ISD,14903
BELTON,TX,76513, ,BELTON ISD,14903
BELTON,TX,76513,269,BELTON ISD,14903
BELTON,TX,76513, ,BELTON ISD,14903
BEN BOLT,TX,78342,547,BEN BOLT-PALITO BLANCO ISD,125902
BEN BOLT,TX,78342,547,BEN BOLT-PALITO BLANCO ISD,125902
HARLINGEN,TX,78550, ,HARLINGEN CISD,31903
CAMERON,TX,76520,2770,CAMERON ISD,166901
DALLAS,TX,75205,4526,DALLAS ISD,57905
BROWNSVILLE,TX,78520, ,BROWNSVILLE ISD,31901
ZAPATA,TX,78076, ,ZAPATA COUNTY ISD,253901
BENAVIDES,TX,78341,916,BENAVIDES ISD,66901
EAGLE PASS,TX,78852,5604,EAGLE PASS ISD,159901
BENAVIDES,TX,78341,916,BENAVIDES ISD,66901
HOUSTON,TX,77081,2306,HOUSTON ISD,101912
HOUSTON,TX,77092,4711,HOUSTON ISD,101912
FORT WORTH,TX,76126,2594,FORT WORTH ISD,220905
FORT WORTH,TX,76126,3010,FORT WORTH ISD,220905
HOUSTON,TX,77024,4096,SPRING BRANCH ISD,101920
HOUSTON,TX,77014,2755,SPRING ISD,101919
KLEIN,TX,77379,8116,KLEIN ISD,101915
KLEIN,TX,77379, ,KLEIN ISD,101915
CRYSTAL CITY,TX,78839,2799,CRYSTAL CITY ISD,254901
FORT HANCOCK,TX,79839, ,FT HANCOCK ISD,115901
EL PASO,TX,79936,3382,SOCORRO ISD,71909
HUTTO,TX,78634,430,HUTTO ISD,246906
DALLAS,TX,75230,5333,DALLAS ISD,57905
BENJAMIN,TX,79505,166,BENJAMIN ISD,138904
WOLFFORTH,TX,79382, ,FRENSHIP ISD,152907
PORTER,TX,77365, ,NEW CANEY ISD,170908
RICHMOND,TX,77406, ,LAMAR CISD,79901
RICHARDSON,TX,75081,5399,RICHARDSON ISD,57916
FORT WORTH,TX,76177, ,NORTHWEST ISD,61911
SAN ANTONIO,TX,78253, ,NORTHSIDE ISD,15915
SAN DIEGO,TX,78384,3499,SAN DIEGO ISD,66902
TOMBALL,TX,77375, ,KLEIN ISD,101915
HOUSTON,TX,77093,7418,HOUSTON ISD,101912
ARLINGTON,TX,76010,2199,ARLINGTON ISD,220901
MESQUITE,TX,75181,1619,MESQUITE ISD,57914
PEARLAND,TX,77584, ,PEARLAND ISD,20908
SAN BENITO,TX,78586, ,SAN BENITO CISD,31912
PHARR,TX,78577, ,PHARR-SAN JUAN-ALAMO ISD,108909
BERTRAM,TX,78605,4409,BURNET CISD,27903
FREEPORT,TX,77541,1926,BRAZOSPORT ISD,20905
SUGAR LAND,TX,77479, ,LAMAR CISD,79901
CROWLEY,TX,76036,3197,CROWLEY ISD,220912
CEDAR HILL,TX,75104, ,CEDAR HILL ISD,57904
HOUSTON,TX,77036,8200,ALIEF ISD,101903
BROWNSVILLE,TX,78521,6537,BROWNSVILLE ISD,31901
HOUSTON,TX,77075, ,BETA ACADEMY,101870
HOUSTON,TX,77075, ,BETA ACADEMY,101870
PLANO,TX,75025,2445,PLANO ISD,43910
KATY,TX,77493, ,KATY ISD,101914
TENNESSEE COLONY,TX,75880,128,WINDHAM SCHOOL DISTRICT,236903
KELLER,TX,76244, ,KELLER ISD,220907
EDINBURG,TX,78540,990,EDINBURG CISD,108904
EDINBURG,TX,78540,990,EDINBURG CISD,108904
SHADY SHORES,TX,76208, ,DENTON ISD,61901
ALLEN,TX,75002, ,ALLEN ISD,43901
ALLEN,TX,75013,3003,PLANO ISD,43910
HOUSTON,TX,77089,1415,PASADENA ISD,101917
SAN ANTONIO,TX,78233,2457,JUDSON ISD,15916
SAN ANTONIO,TX,78221,9648,SOUTHSIDE ISD,15917
SAN ANTONIO,TX,78242,2214,SOUTH SAN ANTONIO ISD,15908
SAN ANTONIO,TX,78208, ,EDGEWOOD ISD,15905
SAN ANTONIO,TX,78208, ,SOUTHWEST ISD,15912
SAN ANTONIO,TX,78209,3797,ALAMO HEIGHTS ISD,15901
SAN ANTONIO,TX,78263,9701,EAST CENTRAL ISD,15911
SAN ANTONIO,TX,78214,2997,HARLANDALE ISD,15904
SAN ANTONIO,TX,78228, ,BEXAR COUNTY ACADEMY,15809
SAN ANTONIO,TX,78208, ,MEDINA VALLEY ISD,163908
SAN ANTONIO,TX,78223,4806,EAST CENTRAL ISD,15911
TERLINGUA,TX,79852,256,TERLINGUA CSD,22004
SAN ANTONIO,TX,78252,2647,SOUTHWEST ISD,15912
BIG SANDY,TX,75755,598,BIG SANDY ISD,230901
BIG SANDY,TX,75755,598,BIG SANDY ISD,230901
BIG SANDY,TX,75755,598,BIG SANDY ISD,230901
DALLARDSVILLE,TX,77332,188,BIG SANDY ISD,187901
BIG SPRING,TX,79720,4610,BIG SPRING ISD,114901
BIG SPRING,TX,79720,4610,BIG SPRING ISD,114901
BIG SPRING,TX,79720,4696,BIG SPRING ISD,114901
BIG SPRING,TX,79721, ,BIG SPRING ISD,114901
LEAKEY,TX,78873, ,BIG SPRINGS CHARTER SCHOOL,193801
GARLAND,TX,75044, ,RICHARDSON ISD,57916
NEW BRAUNFELS,TX,78130,3240,COMAL ISD,46902
LIBERTY HILL,TX,78642, ,LIBERTY HILL ISD,246908
CANUTILLO,TX,79835,100,CANUTILLO ISD,71907
ALVIN,TX,77511,3581,ALVIN ISD,20901
FRISCO,TX,75035, ,PROSPER ISD,43912
FORT WORTH,TX,76120,6211,FORT WORTH ISD,220905
WACO,TX,76704, ,WACO ISD,161914
EL PASO,TX,79936, ,SOCORRO ISD,71909
FATE,TX,75087, ,ROCKWALL ISD,199901
MISSOURI CITY,TX,77459, ,FORT BEND ISD,79907
DALLAS,TX,75215, ,DALLAS ISD,57905
OVERTON,TX,75684, ,THE EXCEL CENTER (FOR ADULTS),227827
BEAUMONT,TX,77705, ,BEAUMONT ISD,123910
LONGVIEW,TX,75608,5878,PINE TREE ISD,92904
DALLAS,TX,75232,3716,DALLAS ISD,57905
HALTOM CITY,TX,76117,4107,BIRDVILLE ISD,220902
NORTH RICHLAND HILLS,TX,76180,4800,BIRDVILLE ISD,220902
TYLER,TX,75701, ,TYLER ISD,212905
HOUSTON,TX,77095, ,CYPRESS-FAIRBANKS ISD,101907
SPRING,TX,77386, ,CONROE ISD,170902
EVERMAN,TX,76140,3891,EVERMAN ISD,220904
BISHOP,TX,78343,2225,BISHOP CISD,178902
BISHOP,TX,78343,2708,BISHOP CISD,178902
BISHOP,TX,78343,2413,BISHOP CISD,178902
AMARILLO,TX,79102,2498,AMARILLO ISD,188901
HOUSTON,TX,77060,4199,ALDINE ISD,101902
CYPRESS,TX,77429, ,CYPRESS-FAIRBANKS ISD,101907
MESQUITE,TX,75149,5022,MESQUITE ISD,57914
HOUSTON,TX,77018,4150,HOUSTON ISD,101912
FORNEY,TX,75126,9682,FORNEY ISD,129902
ROUND ROCK,TX,78664, ,ROUND ROCK ISD,246909
HOUSTON,TX,77004,3240,HOUSTON ISD,101912
TOMBALL,TX,77375, ,KLEIN ISD,101915
AUSTIN,TX,78702,2796,AUSTIN ISD,227901
BLACKWELL,TX,79506,505,BLACKWELL CISD,177903
FARMERS BRANCH,TX,75234, ,CARROLLTON-FARMERS BRANCH ISD,57903
MANOR,TX,78653, ,MANOR ISD,227907
BOYS RANCH,TX,79010,219,BOYS RANCH ISD,180901
CARROLLTON,TX,75007,3703,CARROLLTON-FARMERS BRANCH ISD,57903
MCALLEN,TX,78504, ,MCALLEN ISD,108906
KRUM,TX,76249,6908,KRUM ISD,61905
BEAUMONT,TX,77705, ,BEAUMONT ISD,123910
BLANCO,TX,78606, ,BLANCO ISD,16902
BLANCO,TX,78606, ,BLANCO ISD,16902
BLANCO,TX,78606, ,BLANCO ISD,16902
SAN MARCOS,TX,78666, ,HAYS CISD,105906
MERIT,TX,75458,216,BLAND ISD,116915
MERIT,TX,75458,216,BLAND ISD,116915
MERIT,TX,75458,216,BLAND ISD,116915
BLANKET,TX,76432,9756,BLANKET ISD,25904
HOUSTON,TX,77038, ,ALDINE ISD,101902
AUSTIN,TX,78723,3454,AUSTIN ISD,227901
CARROLLTON,TX,75006,1717,CARROLLTON-FARMERS BRANCH ISD,57903
ARLINGTON,TX,76010,5798,ARLINGTON ISD,220901
ODESSA,TX,79760,3912,ECTOR COUNTY ISD,68901
LANTANA,TX,76266, ,DENTON ISD,61901
INGLESIDE,TX,78362,1313,INGLESIDE ISD,205903
SAN ANTONIO,TX,78231, ,NORTHSIDE ISD,15915
AUSTIN,TX,78744, ,AUSTIN ISD,227901
FRISCO,TX,75034,4796,FRISCO ISD,43905
DEL RIO,TX,78842, ,SAN FELIPE-DEL RIO CISD,233901
BLESSING,TX,77419,170,TIDEHAVEN ISD,158902
HOUSTON,TX,77070,4612,CYPRESS-FAIRBANKS ISD,101907
EL PASO,TX,79906,3400,EL PASO ISD,71902
LEANDER,TX,78641,3099,LEANDER ISD,246913
TEXAS CITY,TX,77590,6200,TEXAS CITY ISD,84906
HOUSTON,TX,77004, ,BLOOM ACADEMY CHARTER SCHOOL,101875
BLOOMBURG,TX,75556,156,BLOOMBURG ISD,34909
BLOOMING GROVE,TX,76626, ,BLOOMING GROVE ISD,175902
BLOOMING GROVE,TX,76626,258,BLOOMING GROVE ISD,175902
BLOOMING GROVE,TX,76626,258,BLOOMING GROVE ISD,175902
BLOOMINGTON,TX,77951,668,BLOOMINGTON ISD,235901
BLOOMINGTON,TX,77951,158,BLOOMINGTON ISD,235901
BLOOMINGTON,TX,77951,158,BLOOMINGTON ISD,235901
BLOSSOM,TX,75416,9706,PRAIRILAND ISD,139912
FORT WORTH,TX,76108,4061,WHITE SETTLEMENT ISD,220920
WIMBERLEY,TX,78676,5046,WIMBERLEY ISD,105905
HOUSTON,TX,77053,5018,FORT BEND ISD,79907
BLUE RIDGE,TX,75424,9730,BLUE RIDGE ISD,43917
BLUE RIDGE,TX,75424,9730,BLUE RIDGE ISD,43917
BLUE RIDGE,TX,75424,9730,BLUE RIDGE ISD,43917
HEREFORD,TX,79045,3112,HEREFORD ISD,59901
LOCKHART,TX,78644,120,LOCKHART ISD,28902
BASTROP,TX,78602, ,BASTROP ISD,11901
FORT WORTH,TX,76137, ,KELLER ISD,220907
ROUND ROCK,TX,78681,7352,ROUND ROCK ISD,246909
FLOWER MOUND,TX,75028,4261,LEWISVILLE ISD,61902
AUSTIN,TX,78754,5744,MANOR ISD,227907
BLUFF DALE,TX,76433,101,BLUFF DALE ISD,72904
BLUM,TX,76627,520,BLUM ISD,109913
FRISCO,TX,75034,936,FRISCO ISD,43905
ALVIN,TX,77511,3581,ALVIN ISD,20901
VAN ALSTYNE,TX,75495, ,VAN ALSTYNE ISD,91908
SAN ANTONIO,TX,78252,2647,SOUTHWEST ISD,15912
PORT ARTHUR,TX,77642, ,BOB HOPE SCHOOL,123807
PORT ARTHUR,TX,77642, ,BOB HOPE SCHOOL,123807
PORT ARTHUR,TX,77642, ,BOB HOPE SCHOOL,123807
PORT ARTHUR,TX,77642, ,BOB HOPE SCHOOL,123807
PASADENA,TX,77502, ,PASADENA ISD,101917
ROYSE CITY,TX,75189, ,ROYSE CITY ISD,199902
BOERNE,TX,78006, ,BOERNE ISD,130901
BOERNE,TX,78006,2023,BOERNE ISD,130901
BOERNE,TX,78006,2108,BOERNE ISD,130901
BOERNE,TX,78006,2026,BOERNE ISD,130901
BOERNE,TX,78006, ,BOERNE ISD,130901
MURPHY,TX,75094,4206,PLANO ISD,43910
PFLUGERVILLE,TX,78660,2518,PFLUGERVILLE ISD,227904
SAN ANTONIO,TX,78253, ,NORTHSIDE ISD,15915
QUINLAN,TX,75474,4434,BOLES ISD,116916
QUINLAN,TX,75474,4434,BOLES ISD,116916
ARLINGTON,TX,76017,4199,ARLINGTON ISD,220901
QUINLAN,TX,75474, ,BOLES ISD,116916
PARKER,TX,75002, ,ALLEN ISD,43901
BOLING,TX,77420,119,BOLING ISD,241901
PASADENA,TX,77505,3809,PASADENA ISD,101917
SAN ANTONIO,TX,78205,3410,SAN ANTONIO ISD,15907
GRAND PRAIRIE,TX,75051, ,GRAND PRAIRIE ISD,57910
HARLINGEN,TX,78550, ,HARLINGEN CISD,31903
HOUSTON,TX,77074,4212,HOUSTON ISD,101912
ABILENE,TX,79605,2727,ABILENE ISD,221901
BRYAN,TX,77803,898,BRYAN ISD,21902
MCALLEN,TX,78503,7814,MCALLEN ISD,108906
MIDLAND,TX,79703,5565,MIDLAND ISD,165901
SAN ANGELO,TX,76904,4545,SAN ANGELO ISD,226903
EL PASO,TX,79925,2208,EL PASO ISD,71902
BONHAM,TX,75418,490,BONHAM ISD,74903
TEMPLE,TX,76502,1592,TEMPLE ISD,14909
AMARILLO,TX,79109,5802,AMARILLO ISD,188901
ODESSA,TX,79760,3912,ECTOR COUNTY ISD,68901
SAN MARCOS,TX,78667,1087,SAN MARCOS CISD,105902
TYLER,TX,75702, ,TYLER ISD,212905
HOUSTON,TX,77017,5216,HOUSTON ISD,101912
DEER PARK,TX,77536,5798,DEER PARK ISD,101908
FT WORTH,TX,76111, ,FORT WORTH ISD,220905
KATY,TX,77449, ,KATY ISD,101914
LAREDO,TX,78046, ,UNITED ISD,240903
BOOKER,TX,79005,288,BOOKER ISD,148901
ELGIN,TX,78621,3032,ELGIN ISD,11902
WICHITA FALLS,TX,76303,1150,WICHITA FALLS ISD,243905
CONROE,TX,77301, ,CONROE ISD,170902
DALLAS,TX,75201, ,DALLAS ISD,57905
HOUSTON,TX,77099,1903,ALIEF ISD,101903
SAN ANTONIO,TX,78249,2799,NORTHSIDE ISD,15915
AUSTIN,TX,78749,3255,AUSTIN ISD,227901
PLANO,TX,75024,7040,FRISCO ISD,43905
GAIL,TX,79738,95,BORDEN COUNTY ISD,17901
BORGER,TX,79007,4059,BORGER ISD,117901
BORGER,TX,79007,6398,BORGER ISD,117901
BORGER,TX,79007,6398,BORGER ISD,117901
DENTON,TX,76205,6715,DENTON ISD,61901
WACO,TX,76708,7225,BOSQUEVILLE ISD,161923
WACO,TX,76708,7225,BOSQUEVILLE ISD,161923
WACO,TX,76708, ,BOSQUEVILLE ISD,161923
FORT WORTH,TX,76179,4808,EAGLE MT-SAGINAW ISD,220918
DALLAS,TX,75216,4334,DALLAS ISD,57905
FORT WORTH,TX,76107,2994,FORT WORTH ISD,220905
TYLER,TX,75702,3898,TYLER ISD,212905
BOVINA,TX,79009,70,BOVINA ISD,185901
BOVINA,TX,79009,70,BOVINA ISD,185901
BOVINA,TX,79009,70,BOVINA ISD,185901
SAN ANTONIO,TX,78202,1297,SAN ANTONIO ISD,15907
AMARILLO,TX,79104, ,AMARILLO ISD,188901
HARLINGEN,TX,78550, ,HARLINGEN CISD,31903
ENNIS,TX,75119,2698,ENNIS ISD,70903
DALLAS,TX,75248,4107,RICHARDSON ISD,57916
SAN MARCOS,TX,78667,1087,SAN MARCOS CISD,105902
ABILENE,TX,79602, ,ABILENE ISD,221901
CORSICANA,TX,75110,2022,CORSICANA ISD,175903
SAN ANGELO,TX,76904,6095,SAN ANGELO ISD,226903
GREENVILLE,TX,75403,1022,GREENVILLE ISD,116905
ROSENBERG,TX,77471,4906,LAMAR CISD,79901
AUSTIN,TX,78749,6914,AUSTIN ISD,227901
ARLINGTON,TX,76018,1980,ARLINGTON ISD,220901
BOWIE,TX,76230,3718,BOWIE ISD,169901
EL PASO,TX,79905,4198,EL PASO ISD,71902
BOWIE,TX,76230,1168,BOWIE ISD,169901
BOWIE,TX,76230,5112,BOWIE ISD,169901
IRVING,TX,75060,4299,IRVING ISD,57912
AMARILLO,TX,79104,2598,AMARILLO ISD,188901
ODESSA,TX,79760,3912,ECTOR COUNTY ISD,68901
SULPHUR SPRINGS,TX,75482, ,SULPHUR SPRINGS ISD,112901
PLANO,TX,75074,4828,PLANO ISD,43910
BOYD,TX,76023,2308,BOYD ISD,249902
BOYD,TX,76023,2308,BOYD ISD,249902
BOYD,TX,76023,2308,BOYD ISD,249902
BOYD,TX,76023,2308,BOYD ISD,249902
TEAGUE,TX,75860,2007,WINDHAM SCHOOL DISTRICT,236903
BOYS RANCH,TX,79010,219,BOYS RANCH ISD,180901
CONROE,TX,77301, ,CONROE ISD,170902
SAN ANTONIO,TX,78210,1299,SAN ANTONIO ISD,15907
BRACKETTVILLE,TX,78832,586,BRACKETT ISD,136901
BRACKETVILLE,TX,78832,586,BRACKETT ISD,136901
GARLAND,TX,75042,5306,GARLAND ISD,57909
DALLAS,TX,75205,2640,HIGHLAND PARK ISD,57911
IOWA PARK,TX,76367,2654,IOWA PARK CISD,243903
SAN ANGELO,TX,76903,2773,SAN ANGELO ISD,226903
SPRING,TX,77386, ,CONROE ISD,170902
EL PASO,TX,79924,1238,EL PASO ISD,71902
SAN ANTONIO,TX,78232,4500,NORTH EAST ISD,15910
HENDERSON,TX,75652, ,THE EXCEL CENTER (FOR ADULTS),227827
BRADY,TX,76825,4527,BRADY ISD,160901
BRADY,TX,76825,4527,BRADY ISD,160901
BRADY,TX,76825,4527,BRADY ISD,160901
HOUSTON,TX,77081,7105,HOUSTON ISD,101912
LONGVIEW,TX,75601, ,LONGVIEW ISD,92903
SAN ANTONIO,TX,78249, ,NORTHSIDE ISD,15915
IRVING,TX,75062,6902,IRVING ISD,57912
LUFKIN,TX,75904,2012,LUFKIN ISD,3903
COLLEYVILLE,TX,76034,3643,GRAPEVINE-COLLEYVILLE ISD,220906
SAN ANTONIO,TX,78250,2719,NORTHSIDE ISD,15915
SAN ANTONIO,TX,78254, ,NORTHSIDE ISD,15915
NEVADA,TX,75173, ,COMMUNITY ISD,43918
CEDAR HILL,TX,75104, ,CEDAR HILL ISD,57904
ANGLETON,TX,77515,3799,ANGLETON ISD,20902
DANBURY,TX,77534,378,DANBURY ISD,20904
ALVIN,TX,77511,3581,ALVIN ISD,20901
DAMON,TX,77430,429,DAMON ISD,20910
WEST COLUMBIA,TX,77486,158,COLUMBIA-BRAZORIA ISD,20907
