DISTRICT,DD000A00T022R,DD0NAA00T022R,DD0NOA00T022R,DD0NTA00T022R,DD0YAA00T022R,DD0YMA00T022R,DD0YXA00T022R,DD200A00T022R,DD2NAA00T022R,DD2NOA00T022R,DD2NTA00T022R,DD2YAA00T022R,DD2YMA00T022R,DD2YXA00T022R,DD300A00T022R,DD3NAA00T022R,DD3NOA00T022R,DD3NTA00T022R,DD3YAA00T022R,DD3YMA00T022R,DD3YXA00T022R,DD400A00T022R,DD4NAA00T022R,DD4NOA00T022R,DD4NTA00T022R,DD4YAA00T022R,DD4YMA00T022R,DD4YXA00T022R,DDA00A00T022R,DDANAA00T022R,DDANOA00T022R,DDANTA00T022R,DDAYAA00T022R,DDAYMA00T022R,DDAYXA00T022R,DDB00A00T022R,DDBNAA00T022R,DDBNOA00T022R,DDBNTA00T022R,DDBYAA00T022R,DDBYMA00T022R,DDBYXA00T022R,DDE00A00T022R,DDENAA00T022R,DDENOA00T022R,DDENTA00T022R,DDEYAA00T022R,DDEYMA00T022R,DDEYXA00T022R,DDF00A00T022R,DDFNAA00T022R,DDFNOA00T022R,DDFNTA00T022R,DDFYAA00T022R,DDFYMA00T022R,DDFYXA00T022R,DDH00A00T022R,DDHNAA00T022R,DDHNOA00T022R,DDHNTA00T022R,DDHYAA00T022R,DDHYMA00T022R,DDHYXA00T022R,DDI00A00T022R,DDINAA00T022R,DDINOA00T022R,DDINTA00T022R,DDIYAA00T022R,DDIYMA00T022R,DDIYXA00T022R,DDL00A00T022R,DDLNAA00T022R,DDLNOA00T022R,DDLNTA00T022R,DDLYAA00T022R,DDLYMA00T022R,DDLYXA00T022R,DDM00A00T022R,DDMNAA00T022R,DDMNOA00T022R,DDMNTA00T022R,DDMYAA00T022R,DDMYMA00T022R,DDMYXA00T022R,DDR00A00T022R,DDRNAA00T022R,DDRNOA00T022R,DDRNTA00T022R,DDRYAA00T022R,DDRYMA00T022R,DDRYXA00T022R,DDS00A00T022R,DDSNAA00T022R,DDSNOA00T022R,DDSNTA00T022R,DDSYAA00T022R,DDSYMA00T022R,DDSYXA00T022R,DDW00A00T022R,DDWNAA00T022R,DDWNOA00T022R,DDWNTA00T022R,DDWYAA00T022R,DDWYMA00T022R,DDWYXA00T022R,DISTNAME,DNC00A00T022R,DNCNAA00T022R,DNCNOA00T022R,DNCNTA00T022R,DNCYAA00T022R,DNCYMA00T022R,DNCYXA00T022R,DNM00A00T022R,DNMNAA00T022R,DNMNOA00T022R,DNMNTA00T022R,DNMYAA00T022R,DNMYMA00T022R,DNMYXA00T022R,DNS00A00T022R,DNSNAA00T022R,DNSNOA00T022R,DNSNTA00T022R,DNSYAA00T022R,DNSYMA00T022R,DNSYXA00T022R
"'001902",100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,96,3,0,100,0,0,0,94,6,0,99,0,0,1,94,5,1,99,0,0,1,97,2,0,97,1,2,3,94,0,4,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,95,4,1,100,0,0,0,99,1,0,100,0,0,0,92,6,2,100,0,0,0,96,4,0,"CAYUGA ISD",100,0,0,0,98,1,1,99,0,1,1,91,8,0,100,0,0,0,100,0,0
"'001903",100,0,0,0,88,12,0,100,0,0,0,80,20,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,0,1,1,91,8,0,98,0,2,2,78,19,0,99,0,0,1,95,5,0,100,0,0,0,92,7,0,100,0,0,0,91,8,0,100,0,0,0,100,0,0,100,0,0,0,85,15,0,99,0,1,1,90,9,0,100,0,0,0,94,6,0,100,0,0,0,87,13,0,100,0,0,0,93,6,0,"ELKHART ISD",99,0,1,1,96,3,0,100,0,0,0,81,19,0,100,0,0,0,92,8,0
"'001904",100,0,0,0,90,0,10,100,0,0,0,94,6,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,97,2,1,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,98,2,1,100,0,0,0,96,0,4,100,0,0,0,100,0,0,100,0,0,0,88,0,12,100,0,0,0,97,2,1,100,0,0,0,97,1,1,100,0,0,0,99,1,0,100,0,0,0,98,2,0,"FRANKSTON ISD",100,0,0,0,99,1,0,100,0,0,0,95,4,1,100,0,0,0,91,9,0
"'001906",100,0,0,0,92,0,8,100,0,0,0,43,57,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,1,0,1,94,5,0,98,2,0,2,94,4,0,100,0,0,0,90,9,0,98,2,0,2,95,4,0,100,0,0,0,99,0,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,92,0,8,100,0,0,0,93,7,0,99,1,0,1,90,9,0,100,0,0,0,90,10,0,99,1,0,1,93,5,0,"NECHES ISD",99,1,0,1,97,1,0,99,1,0,1,88,11,0,100,0,0,0,57,43,0
"'001907",100,0,0,0,97,1,2,100,0,0,0,93,7,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,99,0,0,1,94,4,1,99,0,0,1,95,5,0,99,1,0,1,97,2,1,99,0,0,1,94,4,1,99,0,0,1,96,2,1,100,0,0,0,100,0,0,100,0,0,0,96,1,3,100,0,0,0,94,4,1,99,0,0,1,96,3,1,99,0,1,1,93,5,1,99,1,0,1,93,6,0,"PALESTINE ISD",100,0,0,0,98,1,1,98,1,1,2,83,14,0,100,0,0,0,94,6,0
"'001908",100,0,0,0,95,3,2,100,0,0,0,98,2,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,92,6,0,97,3,0,3,92,5,0,99,1,0,1,96,2,0,98,1,0,2,93,5,0,100,0,0,0,92,8,1,.,.,.,.,.,.,.,100,0,0,0,95,3,2,99,1,0,1,94,5,0,99,1,0,1,94,5,0,99,1,0,1,92,7,0,99,1,0,1,97,2,0,"WESTWOOD ISD",99,1,0,1,96,3,0,98,2,0,2,85,14,0,100,0,0,0,67,33,0
"'001909",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,1,0,1,94,5,0,-1,-1,-1,-1,-1,-1,-1,98,2,0,2,95,3,0,100,0,0,0,100,0,0,100,0,0,0,95,5,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,98,2,0,2,91,7,0,98,2,0,2,98,0,0,96,4,0,4,94,1,0,99,1,0,1,96,3,0,"SLOCUM ISD",99,1,0,1,96,3,0,100,0,0,0,90,10,0,100,0,0,0,100,0,0
"'002901",100,0,0,0,90,3,7,100,0,0,0,95,5,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,95,3,1,100,0,0,0,100,0,0,100,0,0,0,95,3,2,100,0,0,0,95,3,1,100,0,0,0,95,3,2,100,0,0,0,86,0,14,100,0,0,0,89,3,8,100,0,0,0,96,3,1,99,0,0,1,96,1,2,100,0,0,0,96,2,1,100,0,0,0,97,3,0,"ANDREWS ISD",100,0,0,0,99,1,0,100,0,0,0,84,11,4,100,0,0,0,93,7,0
"'003801",100,0,0,0,96,0,4,100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,99,1,0,100,0,0,0,100,0,0,100,0,0,0,99,0,0,100,0,0,0,98,1,0,100,0,0,0,99,0,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,0,4,100,0,0,0,99,0,0,99,0,0,1,99,0,1,100,0,0,0,99,0,0,99,0,0,1,99,0,0,"PINEYWOODS COMMUNITY ACADEMY",100,0,0,0,99,0,0,100,0,0,0,98,1,0,100,0,0,0,100,0,0
"'003902",100,0,0,0,89,5,6,100,0,0,0,100,0,0,100,0,0,0,89,11,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,4,1,100,0,0,0,89,11,0,100,0,0,0,97,3,1,100,0,0,0,95,4,1,100,0,0,0,95,2,2,100,0,0,0,87,13,0,100,0,0,0,86,6,8,100,0,0,0,95,4,1,100,0,0,0,96,2,2,100,0,0,0,94,6,0,100,0,0,0,97,3,0,"HUDSON ISD",100,0,0,0,98,1,0,100,0,0,0,87,11,2,100,0,0,0,91,9,0
"'003903",100,0,0,0,95,2,3,100,0,0,0,90,9,1,100,0,0,0,95,5,0,100,0,0,0,29,71,0,100,0,0,0,95,4,1,100,0,0,0,95,4,0,100,0,0,0,95,3,1,100,0,0,0,96,4,1,100,0,0,0,96,2,2,100,0,0,0,100,0,0,100,0,0,0,95,2,3,100,0,0,0,95,4,1,100,0,0,0,96,3,1,99,1,0,1,95,3,1,99,1,0,1,94,6,0,"LUFKIN ISD",100,0,0,0,98,1,1,99,1,0,1,85,13,1,99,1,0,1,91,7,2
"'003904",100,0,0,0,98,0,2,100,0,0,0,97,3,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,94,6,0,99,0,1,1,99,0,0,100,0,0,0,93,6,0,100,0,0,0,93,7,0,100,0,0,0,88,11,1,100,0,0,0,100,0,0,100,0,0,0,98,0,2,100,0,0,0,94,5,0,100,0,0,0,96,4,0,100,0,0,0,93,7,0,100,0,0,0,94,6,0,"HUNTINGTON ISD",100,0,0,0,97,3,0,100,0,0,0,86,14,0,97,3,0,3,90,6,0
"'003905",100,0,0,0,95,1,4,100,0,0,0,89,11,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,95,4,1,100,0,0,0,96,4,0,100,0,0,0,98,1,1,100,0,0,0,94,5,1,100,0,0,0,96,2,1,.,.,.,.,.,.,.,100,0,0,0,94,1,4,100,0,0,0,97,2,0,100,0,0,0,97,2,1,100,0,0,0,97,2,1,100,0,0,0,95,5,0,"DIBOLL ISD",100,0,0,0,98,1,1,100,0,0,0,88,12,1,100,0,0,0,100,0,0
"'003906",.,.,.,.,.,.,.,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,5,0,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,93,6,0,99,1,0,1,90,9,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,97,3,0,99,1,0,1,94,5,0,100,0,0,0,91,9,0,100,0,0,0,94,6,0,"ZAVALLA ISD",100,0,0,0,98,2,0,99,1,0,1,87,12,0,-1,-1,-1,-1,-1,-1,-1
"'003907",100,0,0,0,89,6,5,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,96,3,0,100,0,0,0,98,2,0,100,0,0,0,96,3,0,100,0,0,0,98,1,1,100,0,0,0,95,3,2,.,.,.,.,.,.,.,100,0,0,0,86,6,8,100,0,0,0,95,5,0,100,0,0,0,96,2,1,99,1,0,1,96,3,1,100,0,0,0,98,2,0,"CENTRAL ISD",100,0,0,0,97,3,0,100,0,0,0,94,5,1,98,2,0,2,93,5,0
"'004901",100,0,0,0,90,4,7,100,0,0,0,94,6,0,100,0,0,0,99,0,1,100,0,0,0,88,13,0,100,0,0,0,94,5,0,100,0,0,0,93,7,0,100,0,0,0,96,3,1,100,0,0,0,95,5,0,100,0,0,0,95,4,1,100,0,0,0,100,0,0,100,0,0,0,87,4,8,100,0,0,0,95,5,1,100,0,0,0,96,3,1,100,0,0,0,98,2,0,100,0,0,0,96,4,0,"ARANSAS COUNTY ISD",100,0,0,0,98,1,0,100,0,0,0,86,13,1,100,0,0,0,92,8,0
"'005901",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,97,3,0,100,0,0,0,71,29,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,97,3,0,"ARCHER CITY ISD",100,0,0,0,100,0,0,100,0,0,0,89,11,0,100,0,0,0,83,17,0
"'005902",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,98,2,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,98,2,0,100,0,0,0,98,2,0,100,0,0,0,99,1,0,100,0,0,0,82,18,0,100,0,0,0,100,0,0,100,0,0,0,98,2,0,100,0,0,0,99,1,0,100,0,0,0,94,6,0,100,0,0,0,99,1,0,"HOLLIDAY ISD",100,0,0,0,99,1,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0
"'005904",100,0,0,0,97,0,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,99,1,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,98,2,0,100,0,0,0,98,1,0,100,0,0,0,98,1,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,0,4,100,0,0,0,100,0,0,100,0,0,0,99,0,1,100,0,0,0,100,0,0,100,0,0,0,99,1,0,"WINDTHORST ISD",100,0,0,0,100,0,0,100,0,0,0,98,1,1,100,0,0,0,100,0,0
"'006902",100,0,0,0,71,0,29,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,92,7,0,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,91,7,1,99,1,0,1,93,6,1,98,2,0,2,85,10,2,100,0,0,0,100,0,0,100,0,0,0,71,0,29,100,0,0,0,92,8,0,99,1,0,1,94,4,1,100,0,0,0,86,11,3,100,0,0,0,94,6,0,"CLAUDE ISD",100,0,0,0,99,1,1,99,1,0,1,79,20,0,100,0,0,0,100,0,0
"'007901",100,0,0,0,88,10,2,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,6,0,.,.,.,.,.,.,.,100,0,0,0,92,7,0,100,0,0,0,92,7,0,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,87,11,2,100,0,0,0,95,5,0,100,0,0,0,94,5,0,100,0,0,0,90,10,0,100,0,0,0,84,16,0,"CHARLOTTE ISD",100,0,0,0,96,4,0,100,0,0,0,87,13,0,100,0,0,0,100,0,0
"'007902",100,0,0,0,88,6,6,100,0,0,0,91,9,0,100,0,0,0,67,33,0,.,.,.,.,.,.,.,99,1,0,1,94,5,0,100,0,0,0,67,33,0,99,1,0,1,93,6,0,99,1,0,1,94,5,0,99,1,0,1,94,5,0,.,.,.,.,.,.,.,100,0,0,0,87,6,6,99,1,0,1,94,5,0,99,1,0,1,96,3,0,98,2,0,2,91,7,0,99,1,0,1,96,2,0,"JOURDANTON ISD",99,1,0,1,97,2,0,99,1,0,1,84,14,1,98,0,2,2,80,17,0
"'007904",100,0,0,0,90,7,3,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,0,1,1,91,7,1,100,0,0,0,96,4,0,99,0,0,1,93,5,1,99,0,0,1,92,7,1,99,0,0,1,92,7,1,100,0,0,0,0,100,0,100,0,0,0,89,7,4,99,0,1,1,91,7,0,99,1,0,1,93,6,1,98,2,0,2,84,13,1,99,0,1,1,92,7,0,"LYTLE ISD",99,0,1,1,96,3,1,99,1,0,1,83,15,1,98,0,2,2,73,23,2
"'007905",100,0,0,0,96,2,2,100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,5,0,100,0,0,0,90,10,0,100,0,0,0,95,4,0,100,0,0,0,95,5,0,100,0,0,0,94,5,0,100,0,0,0,100,0,0,100,0,0,0,96,2,2,100,0,0,0,95,5,0,100,0,0,0,97,3,0,99,1,0,1,92,6,1,100,0,0,0,96,4,0,"PLEASANTON ISD",100,0,0,0,98,2,0,99,1,0,1,86,13,0,100,0,0,0,96,4,0
"'007906",100,0,0,0,88,7,5,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,98,1,0,2,91,7,0,100,0,0,0,100,0,0,98,2,0,2,91,7,0,99,1,0,1,91,7,1,98,1,0,2,91,6,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,87,7,5,98,1,0,2,91,6,0,98,2,0,2,93,5,1,96,3,1,4,93,3,1,99,1,0,1,92,8,0,"POTEET ISD",99,1,0,1,95,3,0,98,1,1,2,81,16,1,100,0,0,0,86,14,0
"'008901",100,0,0,0,89,5,5,99,0,1,1,99,0,0,100,0,0,0,55,45,0,.,.,.,.,.,.,.,99,0,0,1,96,3,1,100,0,0,0,97,3,0,99,0,0,1,95,4,1,99,0,1,1,96,3,1,100,0,0,0,95,3,2,100,0,0,0,100,0,0,100,0,0,0,89,5,6,100,0,0,0,95,3,1,100,0,0,0,90,7,3,99,1,0,1,95,2,2,99,0,0,1,96,3,0,"BELLVILLE ISD",99,0,0,1,97,2,1,100,0,0,0,91,8,1,100,0,0,0,89,8,3
"'008902",100,0,0,0,90,5,5,100,0,0,0,93,7,0,100,0,0,0,83,14,3,.,.,.,.,.,.,.,100,0,0,0,95,4,1,100,0,0,0,94,6,0,100,0,0,0,95,3,2,100,0,0,0,95,4,1,100,0,0,0,94,3,2,100,0,0,0,100,0,0,100,0,0,0,88,6,6,100,0,0,0,95,4,1,99,1,0,1,90,6,3,99,1,0,1,95,2,2,99,1,0,1,96,3,0,"SEALY ISD",100,0,0,0,98,1,1,100,0,0,0,84,13,3,99,1,0,1,95,4,0
"'008903",100,0,0,0,93,3,4,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,93,6,1,100,0,0,0,96,4,0,100,0,0,0,94,4,1,100,0,0,0,94,5,1,100,0,0,0,91,7,1,.,.,.,.,.,.,.,100,0,0,0,91,4,5,99,0,0,1,92,7,1,100,0,0,0,91,6,2,100,0,0,0,93,6,0,100,0,0,0,95,5,0,"BRAZOS ISD",100,0,0,0,95,3,1,100,0,0,0,87,12,1,100,0,0,0,86,14,0
"'009901",100,0,0,0,90,4,6,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,94,3,3,100,0,0,0,100,0,0,100,0,0,0,94,3,3,100,0,0,0,96,3,2,100,0,0,0,94,3,3,.,.,.,.,.,.,.,100,0,0,0,89,4,6,100,0,0,0,93,3,3,100,0,0,0,94,3,3,100,0,0,0,91,4,6,100,0,0,0,97,2,1,"MULESHOE ISD",100,0,0,0,98,1,1,100,0,0,0,78,13,9,100,0,0,0,83,17,0
"'010901",100,0,0,0,90,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,88,12,0,100,0,0,0,67,33,0,100,0,0,0,95,4,0,100,0,0,0,87,13,0,100,0,0,0,96,3,1,.,.,.,.,.,.,.,100,0,0,0,90,0,10,99,0,1,1,88,10,1,100,0,0,0,90,10,0,100,0,0,0,86,14,0,100,0,0,0,85,14,0,"MEDINA ISD",100,0,0,0,94,6,0,99,0,1,1,77,22,1,100,0,0,0,100,0,0
"'010902",100,0,0,0,92,3,6,100,0,0,0,93,7,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,93,6,0,100,0,0,0,69,31,0,99,0,0,1,96,3,1,100,0,0,0,93,6,1,100,0,0,0,92,6,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,91,2,6,99,1,0,1,93,6,0,99,0,0,1,94,4,1,99,1,0,1,90,7,1,100,0,0,0,95,5,0,"BANDERA ISD",100,0,0,0,97,2,0,99,0,0,1,86,13,1,100,0,0,0,98,2,0
"'011901",99,1,0,1,91,5,2,98,2,0,2,90,8,0,92,8,0,8,87,5,0,100,0,0,0,100,0,0,98,1,0,2,92,5,1,97,3,0,3,91,5,0,98,2,0,2,93,4,1,99,1,0,1,93,5,1,98,1,0,2,92,5,1,96,4,0,4,79,17,0,99,1,0,1,91,5,3,98,2,0,2,92,5,1,98,2,0,2,92,4,1,97,3,0,3,89,7,1,99,1,0,1,93,6,0,"BASTROP ISD",99,1,0,1,96,2,1,98,2,0,2,85,12,1,99,1,0,1,93,4,1
"'011902",99,1,0,1,90,6,3,99,1,1,1,84,16,0,100,0,0,0,94,0,6,93,7,0,7,93,0,0,98,1,0,2,91,6,1,97,2,0,3,90,7,0,98,2,0,2,93,4,1,99,1,0,1,91,6,1,99,1,0,1,91,6,2,100,0,0,0,100,0,0,99,1,0,1,89,6,3,98,2,0,2,91,6,1,98,2,0,2,93,4,2,97,3,0,3,92,4,1,99,1,0,1,94,5,0,"ELGIN ISD",99,1,0,1,96,3,1,98,2,0,2,83,12,2,100,0,0,0,79,20,0
"'011904",100,0,0,0,87,10,3,100,0,0,0,92,8,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,94,5,0,99,0,1,1,95,4,0,100,0,0,0,95,4,1,100,0,0,0,93,6,1,100,0,0,0,92,7,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,85,11,4,100,0,0,0,95,5,0,100,0,0,0,95,4,1,100,0,0,0,96,3,1,100,0,0,0,96,4,0,"SMITHVILLE ISD",100,0,0,0,98,1,0,100,0,0,0,84,15,1,100,0,0,0,90,10,0
"'011905",100,0,0,0,90,4,5,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,93,5,2,100,0,0,0,100,0,0,100,0,0,0,90,7,3,100,0,0,0,94,4,2,100,0,0,0,93,4,3,.,.,.,.,.,.,.,100,0,0,0,87,6,7,100,0,0,0,93,6,2,100,0,0,0,91,5,4,100,0,0,0,98,1,1,100,0,0,0,94,6,0,"MCDADE ISD",100,0,0,0,96,4,0,100,0,0,0,88,7,5,100,0,0,0,100,0,0
"'012901",-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,96,4,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,95,5,0,100,0,0,0,95,5,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,4,0,100,0,0,0,97,3,0,100,0,0,0,99,1,0,100,0,0,0,97,3,0,"SEYMOUR ISD",100,0,0,0,98,2,0,100,0,0,0,88,12,0,100,0,0,0,100,0,0
"'013801",100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,83,17,0,100,0,0,0,99,1,0,100,0,0,0,99,1,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"ST MARY'S ACADEMY CHARTER SCHOOL",100,0,0,0,99,1,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0
"'013901",99,1,0,1,82,11,6,100,0,0,0,94,6,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,95,4,0,98,2,0,2,96,2,0,99,1,0,1,97,2,0,99,1,0,1,95,3,0,99,1,0,1,96,3,0,100,0,0,0,100,0,0,99,1,0,1,81,11,7,99,1,0,1,95,4,0,99,1,0,1,97,2,0,98,2,0,2,95,4,0,98,2,0,2,97,1,1,"BEEVILLE ISD",99,1,0,1,97,1,0,99,1,0,1,89,9,0,95,5,0,5,82,12,0
"'013902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,6,0,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,93,7,0,100,0,0,0,95,5,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,91,9,0,"PAWNEE ISD",100,0,0,0,98,2,0,100,0,0,0,87,13,0,100,0,0,0,100,0,0
"'013903",100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,91,9,0,100,0,0,0,54,46,0,100,0,0,0,89,11,0,100,0,0,0,89,11,0,100,0,0,0,94,6,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,94,6,0,100,0,0,0,91,9,0,100,0,0,0,98,2,0,99,0,1,1,88,12,0,"PETTUS ISD",100,0,0,0,96,4,0,100,0,0,0,84,15,0,100,0,0,0,100,0,0
"'013905",100,0,0,0,97,0,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,3,0,100,0,0,0,100,0,0,99,1,0,1,97,2,0,100,0,0,0,96,4,0,99,1,0,1,97,3,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,0,3,99,1,0,1,98,2,0,100,0,0,0,99,0,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,"SKIDMORE-TYNAN ISD",100,0,0,0,99,0,0,99,1,0,1,90,9,0,100,0,0,0,93,7,0
"'014801",91,9,0,9,54,30,7,89,10,1,11,69,18,1,100,0,0,0,60,40,0,100,0,0,0,69,31,0,91,9,1,9,59,30,1,89,11,1,11,59,29,0,91,9,1,9,64,26,1,90,9,1,10,61,29,1,91,8,0,9,59,31,1,67,33,0,33,56,11,0,91,9,0,9,55,29,7,91,8,1,9,59,32,1,91,9,1,9,60,30,1,91,9,0,9,68,21,1,92,7,1,8,63,28,0,"RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN",93,7,0,7,6,85,2,90,9,1,10,71,18,1,87,13,0,13,35,51,1
"'014803",100,0,0,0,92,0,8,100,0,0,0,83,17,0,100,0,0,0,83,17,0,100,0,0,0,65,35,0,100,0,0,0,88,11,1,100,0,0,0,91,9,0,100,0,0,0,85,14,1,100,0,0,0,88,11,0,100,0,0,0,89,9,2,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,90,0,10,100,0,0,0,88,11,1,99,0,1,1,91,7,1,100,0,0,0,88,12,0,100,0,0,0,90,9,0,"PRIORITY CHARTER SCHOOLS",100,0,0,0,93,7,0,100,0,0,0,85,14,1,100,0,0,0,93,7,0
"'014804",100,0,0,0,87,9,4,100,0,0,0,92,8,0,100,0,0,0,98,2,0,100,0,0,0,100,0,0,100,0,0,0,94,5,0,100,0,0,0,89,11,0,98,1,0,2,78,20,1,99,1,0,1,95,4,0,100,0,0,0,93,6,1,100,0,0,0,100,0,0,100,0,0,0,85,10,5,100,0,0,0,93,6,0,99,1,0,1,91,8,0,100,0,0,0,89,11,0,99,1,0,1,95,4,0,"ORENDA CHARTER SCHOOL",100,0,0,0,98,2,0,100,0,0,0,91,9,0,100,0,0,0,97,3,0
"'014901",99,1,0,1,93,3,4,100,0,0,0,88,12,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,94,5,0,100,0,0,0,91,9,0,99,1,0,1,96,3,0,100,0,0,0,94,5,0,99,1,0,1,90,8,1,100,0,0,0,100,0,0,99,1,0,1,93,3,4,99,1,0,1,93,6,0,99,1,0,1,95,4,1,99,1,0,1,94,5,0,100,0,0,0,96,4,0,"ACADEMY ISD",100,0,0,0,97,3,0,99,1,0,1,88,11,0,100,0,0,0,94,6,0
