DISTRICT,DD000A00T022R,DD0NAA00T022R,DD0NOA00T022R,DD0NTA00T022R,DD0YAA00T022R,DD0YMA00T022R,DD0YXA00T022R,DD200A00T022R,DD2NAA00T022R,DD2NOA00T022R,DD2NTA00T022R,DD2YAA00T022R,DD2YMA00T022R,DD2YXA00T022R,DD300A00T022R,DD3NAA00T022R,DD3NOA00T022R,DD3NTA00T022R,DD3YAA00T022R,DD3YMA00T022R,DD3YXA00T022R,DD400A00T022R,DD4NAA00T022R,DD4NOA00T022R,DD4NTA00T022R,DD4YAA00T022R,DD4YMA00T022R,DD4YXA00T022R,DDA00A00T022R,DDANAA00T022R,DDANOA00T022R,DDANTA00T022R,DDAYAA00T022R,DDAYMA00T022R,DDAYXA00T022R,DDB00A00T022R,DDBNAA00T022R,DDBNOA00T022R,DDBNTA00T022R,DDBYAA00T022R,DDBYMA00T022R,DDBYXA00T022R,DDE00A00T022R,DDENAA00T022R,DDENOA00T022R,DDENTA00T022R,DDEYAA00T022R,DDEYMA00T022R,DDEYXA00T022R,DDF00A00T022R,DDFNAA00T022R,DDFNOA00T022R,DDFNTA00T022R,DDFYAA00T022R,DDFYMA00T022R,DDFYXA00T022R,DDH00A00T022R,DDHNAA00T022R,DDHNOA00T022R,DDHNTA00T022R,DDHYAA00T022R,DDHYMA00T022R,DDHYXA00T022R,DDI00A00T022R,DDINAA00T022R,DDINOA00T022R,DDINTA00T022R,DDIYAA00T022R,DDIYMA00T022R,DDIYXA00T022R,DDL00A00T022R,DDLNAA00T022R,DDLNOA00T022R,DDLNTA00T022R,DDLYAA00T022R,DDLYMA00T022R,DDLYXA00T022R,DDM00A00T022R,DDMNAA00T022R,DDMNOA00T022R,DDMNTA00T022R,DDMYAA00T022R,DDMYMA00T022R,DDMYXA00T022R,DDR00A00T022R,DDRNAA00T022R,DDRNOA00T022R,DDRNTA00T022R,DDRYAA00T022R,DDRYMA00T022R,DDRYXA00T022R,DDS00A00T022R,DDSNAA00T022R,DDSNOA00T022R,DDSNTA00T022R,DDSYAA00T022R,DDSYMA00T022R,DDSYXA00T022R,DDW00A00T022R,DDWNAA00T022R,DDWNOA00T022R,DDWNTA00T022R,DDWYAA00T022R,DDWYMA00T022R,DDWYXA00T022R,DISTNAME,DNC00A00T022R,DNCNAA00T022R,DNCNOA00T022R,DNCNTA00T022R,DNCYAA00T022R,DNCYMA00T022R,DNCYXA00T022R,DNM00A00T022R,DNMNAA00T022R,DNMNOA00T022R,DNMNTA00T022R,DNMYAA00T022R,DNMYMA00T022R,DNMYXA00T022R,DNS00A00T022R,DNSNAA00T022R,DNSNOA00T022R,DNSNTA00T022R,DNSYAA00T022R,DNSYMA00T022R,DNSYXA00T022R
"'014902",99,1,0,1,87,7,6,100,0,0,0,86,14,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,92,6,1,100,0,0,0,98,2,0,99,0,0,1,92,6,2,100,0,0,0,93,4,3,99,0,0,1,93,4,2,.,.,.,.,.,.,.,99,1,0,1,86,7,6,99,0,1,1,92,8,0,100,0,0,0,94,5,2,99,0,1,1,73,24,1,100,0,0,0,93,7,0,"BARTLETT ISD",100,0,0,0,97,2,0,100,0,0,0,84,13,3,100,0,0,0,100,0,0
"'014903",100,0,0,0,89,3,7,100,0,0,0,95,5,0,100,0,0,0,91,7,2,100,0,0,0,97,3,0,99,0,0,1,94,4,1,99,0,0,1,91,8,0,99,1,0,1,94,4,1,99,0,0,1,95,4,0,99,1,0,1,93,4,2,100,0,0,0,99,0,1,99,0,0,1,87,3,9,99,1,0,1,94,4,1,99,1,0,1,95,2,1,99,1,0,1,95,4,1,99,1,0,1,96,3,0,"BELTON ISD",99,0,0,1,97,2,0,99,1,0,1,89,8,1,99,1,0,1,97,3,0
"'014905",100,0,0,0,90,0,10,100,0,0,0,86,14,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,97,2,0,100,0,0,0,98,2,0,100,0,0,0,96,3,1,.,.,.,.,.,.,.,100,0,0,0,90,0,10,100,0,0,0,97,2,0,100,0,0,0,95,4,0,99,1,0,1,95,4,0,100,0,0,0,98,2,0,"HOLLAND ISD",100,0,0,0,99,1,0,100,0,0,0,93,7,1,100,0,0,0,83,17,0
"'014906",99,1,0,1,92,4,3,99,1,0,1,93,6,0,99,0,0,1,94,4,1,98,2,0,2,92,6,0,99,1,0,1,92,6,1,99,1,0,1,93,6,0,98,1,0,2,96,2,0,99,1,0,1,93,6,0,99,1,0,1,92,6,1,99,1,0,1,91,8,0,99,1,0,1,91,4,4,99,1,0,1,92,6,1,98,2,0,2,95,3,1,98,2,0,2,91,6,1,99,1,0,1,93,6,0,"KILLEEN ISD",99,1,0,1,97,1,1,98,2,0,2,84,14,1,99,1,0,1,92,6,0
"'014907",100,0,0,0,95,3,2,100,0,0,0,92,8,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,0,1,1,95,4,0,100,0,0,0,86,14,0,99,0,1,1,94,5,0,100,0,0,0,95,5,0,100,0,0,0,96,3,0,100,0,0,0,100,0,0,100,0,0,0,94,4,2,99,0,1,1,96,3,0,100,0,0,0,96,4,0,100,0,0,0,96,4,0,99,0,1,1,95,4,0,"ROGERS ISD",99,0,1,1,98,1,0,99,0,1,1,88,11,1,100,0,0,0,95,5,0
"'014908",100,0,0,0,91,5,5,99,1,0,1,90,9,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,99,0,0,1,95,4,0,100,0,0,0,100,0,0,99,1,0,1,96,2,1,99,0,0,1,94,4,1,100,0,0,0,92,7,1,100,0,0,0,100,0,0,100,0,0,0,89,6,5,99,0,0,1,95,4,0,99,1,0,1,97,1,1,99,1,0,1,96,3,1,99,0,0,1,96,3,0,"SALADO ISD",99,0,0,1,97,2,0,99,0,0,1,90,8,1,100,0,0,0,78,20,2
"'014909",100,0,0,0,90,3,6,100,0,0,0,96,4,0,99,0,1,1,99,0,0,100,0,0,0,100,0,0,99,1,0,1,93,6,1,100,0,0,0,97,3,0,100,0,0,0,97,2,1,100,0,0,0,96,3,1,100,0,0,0,96,2,2,100,0,0,0,93,5,2,100,0,0,0,90,3,7,100,0,0,0,97,2,1,100,0,0,0,96,2,1,100,0,0,0,95,4,0,99,0,0,1,97,2,0,"TEMPLE ISD",100,0,0,0,98,1,1,99,1,0,1,81,16,2,99,1,0,1,86,12,0
"'014910",100,0,0,0,94,1,4,97,1,2,3,80,17,0,100,0,0,0,88,13,0,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,97,3,0,99,1,0,1,95,4,0,100,0,0,0,93,7,0,100,0,0,0,94,5,1,100,0,0,0,100,0,0,100,0,0,0,94,2,5,99,0,0,1,95,4,0,99,1,0,1,97,2,1,99,0,1,1,96,2,0,100,0,0,0,95,5,0,"TROY ISD",100,0,0,0,97,2,0,99,0,0,1,87,13,0,100,0,0,0,83,17,0
"'015801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,8,1,8,60,31,1,86,14,0,14,71,14,0,91,8,1,9,59,31,1,92,8,1,8,58,33,0,91,9,0,9,64,26,1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,91,8,1,9,59,31,1,91,8,1,9,59,32,1,100,0,0,0,53,47,0,94,0,6,6,50,44,0,"POR VIDA ACADEMY",92,5,3,8,0,92,0,91,8,0,9,68,23,1,100,0,0,0,42,58,0
"'015802",100,0,0,0,90,8,2,86,14,0,14,86,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,1,0,1,92,7,0,100,0,0,0,98,2,0,99,1,0,1,97,3,0,99,1,0,1,89,9,1,99,1,0,1,93,4,1,100,0,0,0,100,0,0,100,0,0,0,90,8,2,99,1,0,1,96,4,0,99,1,0,1,95,4,1,99,1,0,1,96,4,0,100,0,0,0,100,0,0,"GEORGE GERVIN ACADEMY",99,1,0,1,98,1,0,99,1,0,1,85,12,1,100,0,0,0,100,0,0
"'015805",97,3,0,3,89,0,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,0,3,3,91,4,1,80,0,20,20,80,0,0,95,1,4,5,89,6,1,96,0,4,4,88,6,2,97,0,3,3,91,4,1,.,.,.,.,.,.,.,100,0,0,0,88,0,12,98,1,2,2,94,2,1,99,1,0,1,95,2,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"NEW FRONTIERS PUBLIC SCHOOLS INC",93,1,6,7,84,8,0,99,0,1,1,95,2,2,100,0,0,0,83,0,17
"'015806",100,0,0,0,92,7,1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,89,11,0,100,0,0,0,91,8,1,100,0,0,0,90,9,0,100,0,0,0,91,9,0,100,0,0,0,88,12,0,.,.,.,.,.,.,.,100,0,0,0,92,8,1,100,0,0,0,87,13,0,100,0,0,0,88,12,0,100,0,0,0,77,23,0,100,0,0,0,86,14,0,"LEGACY TRADITIONAL SCHOOLS - TEXAS",100,0,0,0,91,8,0,100,0,0,0,85,15,0,100,0,0,0,100,0,0
"'015807",100,0,0,0,90,6,4,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,0,0,1,86,13,1,98,2,0,2,86,12,0,99,1,0,1,91,7,1,99,1,0,1,87,11,1,99,0,0,1,90,8,1,.,.,.,.,.,.,.,100,0,0,0,90,6,4,100,0,0,0,86,14,1,99,1,0,1,94,5,1,100,0,0,0,95,5,0,100,0,0,0,86,14,0,"SOUTHWEST PREPARATORY SCHOOL",99,1,0,1,90,8,1,100,0,0,0,83,16,0,100,0,0,0,70,30,0
"'015808",100,0,0,0,41,53,6,100,0,0,0,65,35,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,3,1,4,76,20,0,97,1,2,3,25,72,0,97,2,2,3,67,29,0,98,2,0,2,84,15,0,97,3,1,3,80,17,0,.,.,.,.,.,.,.,100,0,0,0,41,53,6,95,3,2,5,70,25,0,94,3,3,6,32,62,0,96,1,3,4,68,27,0,96,3,1,4,86,10,0,"INSPIRE ACADEMIES",97,2,1,3,75,22,0,96,3,1,4,77,19,0,93,7,0,7,67,26,0
"'015809",100,0,0,0,93,7,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,91,9,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,92,8,0,100,0,0,0,93,7,0,100,0,0,0,91,9,0,.,.,.,.,.,.,.,100,0,0,0,91,9,0,100,0,0,0,88,12,0,100,0,0,0,93,7,0,100,0,0,0,78,22,0,100,0,0,0,100,0,0,"BEXAR COUNTY ACADEMY",100,0,0,0,99,1,0,100,0,0,0,83,17,0,-1,-1,-1,-1,-1,-1,-1
"'015814",93,7,0,7,67,13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93,7,1,7,54,38,1,86,14,0,14,43,43,0,92,7,1,8,54,37,1,90,9,1,10,49,41,0,93,6,1,7,53,39,1,.,.,.,.,.,.,.,93,7,0,7,67,13,13,95,4,1,5,58,36,1,94,6,0,6,53,40,1,91,9,0,9,52,39,0,89,11,0,11,89,0,0,"POSITIVE SOLUTIONS CHARTER SCHOOL",98,3,0,3,8,90,0,92,7,1,8,63,28,1,-1,-1,-1,-1,-1,-1,-1
"'015815",100,0,0,0,74,4,22,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,82,5,12,100,0,0,0,91,9,0,100,0,0,0,85,3,12,100,0,0,0,81,6,13,100,0,0,0,82,4,14,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,75,4,22,100,0,0,0,84,4,12,100,0,0,0,81,5,15,100,0,0,0,90,8,2,100,0,0,0,86,14,0,"HERITAGE ACADEMY",100,0,0,0,92,1,7,100,0,0,0,78,7,15,100,0,0,0,71,29,0
"'015822",100,0,0,0,93,5,2,100,0,0,0,89,11,0,100,0,0,0,98,0,2,.,.,.,.,.,.,.,99,0,0,1,92,6,0,99,1,0,1,92,8,0,99,0,0,1,92,7,1,99,0,0,1,92,7,0,99,0,0,1,93,6,1,100,0,0,0,100,0,0,100,0,0,0,93,5,2,99,0,0,1,93,6,1,99,0,0,1,96,3,1,100,0,0,0,95,4,0,98,2,0,2,90,7,0,"JUBILEE ACADEMIES",99,0,0,1,95,3,1,99,1,0,1,88,10,0,98,2,0,2,89,9,1
"'015825",99,1,0,1,92,5,2,100,0,0,0,43,57,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,98,2,0,2,80,18,0,100,0,0,0,100,0,0,98,2,0,2,84,13,1,99,1,0,1,79,19,0,98,2,0,2,84,14,1,.,.,.,.,.,.,.,99,1,0,1,92,6,2,98,2,0,2,82,16,1,98,2,0,2,89,8,1,98,2,0,2,90,9,0,100,0,0,0,81,19,0,"LIGHTHOUSE PUBLIC SCHOOLS",100,0,0,0,83,16,0,97,3,0,3,78,19,1,100,0,0,0,40,60,0
"'015827",100,0,0,0,97,1,2,100,0,0,0,99,1,0,98,2,0,2,89,7,2,100,0,0,0,75,25,0,99,0,0,1,96,3,0,100,0,0,0,95,5,0,100,0,0,0,97,2,0,99,0,0,1,96,3,0,100,0,0,0,97,2,1,100,0,0,0,100,0,0,100,0,0,0,97,1,2,99,0,0,1,96,3,1,100,0,0,0,98,1,1,100,0,0,0,98,1,0,99,0,0,1,96,3,0,"SCHOOL OF SCIENCE AND TECHNOLOGY",99,0,1,1,97,2,0,100,0,0,0,96,3,1,100,0,0,0,89,11,0
"'015828",100,0,0,0,89,2,9,100,0,0,0,100,0,0,100,0,0,0,97,0,3,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,93,3,4,100,0,0,0,93,6,1,100,0,0,0,93,2,5,100,0,0,0,92,3,5,100,0,0,0,93,2,4,100,0,0,0,100,0,0,100,0,0,0,86,3,11,100,0,0,0,94,2,3,100,0,0,0,91,2,7,100,0,0,0,96,3,1,100,0,0,0,96,4,0,"HARMONY PUBLIC SCHOOLS - SOUTH TEXAS",100,0,0,0,96,1,2,100,0,0,0,89,5,6,99,0,1,1,90,9,0
"'015830",99,1,0,1,90,6,3,98,2,0,2,95,3,0,100,0,0,0,97,3,0,100,0,0,0,75,25,0,98,1,1,2,91,6,0,98,1,1,2,88,10,0,98,1,1,2,95,3,0,98,1,2,2,91,6,0,98,1,1,2,92,6,0,100,0,0,0,100,0,0,99,1,0,1,90,6,3,98,1,1,2,92,6,0,97,1,2,3,93,3,1,98,1,1,2,95,3,0,96,2,2,4,92,3,0,"BROOKS ACADEMIES OF TEXAS",98,1,1,2,95,3,0,97,1,2,3,86,11,0,95,0,5,5,69,27,0
"'015831",100,0,0,0,98,1,1,100,0,0,0,99,1,0,100,0,0,0,98,1,1,.,.,.,.,.,.,.,100,0,0,0,98,2,0,100,0,0,0,98,2,0,100,0,0,0,99,1,0,100,0,0,0,99,1,0,100,0,0,0,98,1,0,100,0,0,0,100,0,0,100,0,0,0,98,1,2,100,0,0,0,98,2,0,100,0,0,0,99,1,1,100,0,0,0,99,1,0,100,0,0,0,97,2,0,"SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY",100,0,0,0,99,1,0,100,0,0,0,98,2,0,99,1,0,1,90,7,2
"'015833",.,.,.,.,.,.,.,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,97,2,2,3,82,15,0,100,0,0,0,73,27,0,96,2,2,4,96,0,0,98,1,1,2,83,15,0,97,1,2,3,80,16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,4,4,8,81,12,0,94,3,3,6,91,3,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN",-1,-1,-1,-1,-1,-1,-1,97,2,2,3,83,14,0,-1,-1,-1,-1,-1,-1,-1
"'015834",100,0,0,0,97,1,1,100,0,0,0,97,3,0,100,0,0,0,95,4,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,3,0,100,0,0,0,100,0,0,99,1,0,1,98,0,1,100,0,0,0,97,3,0,99,1,0,1,97,2,0,100,0,0,0,100,0,0,100,0,0,0,96,2,2,100,0,0,0,96,3,0,100,0,0,0,98,1,1,100,0,0,0,98,2,0,99,1,0,1,98,1,0,"BASIS TEXAS",100,0,0,0,98,1,0,99,1,0,1,94,5,0,100,0,0,0,85,15,0
"'015835",98,0,2,2,91,5,2,99,0,1,1,95,4,0,96,0,4,4,89,7,1,100,0,0,0,0,100,0,99,0,1,1,95,4,0,99,0,1,1,95,4,0,99,0,1,1,99,1,0,99,0,1,1,95,4,0,99,0,0,1,96,3,0,100,0,0,0,100,0,0,99,0,1,1,91,6,2,98,0,1,2,95,4,0,99,0,1,1,97,1,1,99,0,1,1,97,2,0,99,1,1,1,96,3,0,"GREAT HEARTS TEXAS",98,0,2,2,95,2,0,99,0,1,1,94,4,0,100,0,0,0,90,10,0
"'015836",100,0,0,0,91,3,6,100,0,0,0,92,8,0,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,95,4,1,100,0,0,0,83,0,17,100,0,0,0,95,4,1,100,0,0,0,95,5,0,100,0,0,0,92,7,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,89,4,7,100,0,0,0,96,3,1,100,0,0,0,94,4,2,100,0,0,0,96,4,0,100,0,0,0,100,0,0,"ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY",100,0,0,0,99,1,0,100,0,0,0,89,9,1,100,0,0,0,80,0,20
"'015838",99,1,0,1,89,6,4,97,3,0,3,85,12,0,100,0,0,0,79,21,0,100,0,0,0,100,0,0,96,4,0,4,85,11,1,98,2,0,2,83,14,0,96,4,0,4,85,11,1,96,4,0,4,85,11,1,97,3,0,3,86,10,1,100,0,0,0,73,27,0,99,1,0,1,89,6,4,96,4,0,4,86,9,1,97,3,0,3,91,4,1,98,2,0,2,83,13,1,95,5,0,5,76,19,0,"COMPASS ROSE PUBLIC SCHOOLS",96,4,0,4,46,50,0,96,4,0,4,88,8,1,90,10,0,10,69,21,0
"'015839",100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,93,7,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,97,3,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,80,20,0,"PROMESA ACADEMY CHARTER SCHOOL",-1,-1,-1,-1,-1,-1,-1,100,0,0,0,98,2,0,.,.,.,.,.,.,.
"'015840",100,0,0,0,89,11,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,87,13,0,100,0,0,0,84,16,0,100,0,0,0,87,13,0,100,0,0,0,85,15,0,100,0,0,0,90,10,0,.,.,.,.,.,.,.,100,0,0,0,89,11,0,100,0,0,0,89,11,0,100,0,0,0,86,14,0,100,0,0,0,86,14,0,100,0,0,0,100,0,0,"SAN ANTONIO PREPARATORY SCHOOLS",100,0,0,0,0,100,0,100,0,0,0,90,10,0,100,0,0,0,75,25,0
"'015841",-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,1,2,3,85,12,0,100,0,0,0,86,14,0,95,1,4,5,95,0,0,97,1,2,3,80,16,0,95,1,4,5,92,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,1,2,3,89,8,0,100,0,0,0,100,0,0,92,0,8,8,92,0,0,100,0,0,0,62,38,0,"THE GATHERING PLACE",-1,-1,-1,-1,-1,-1,-1,97,1,2,3,86,11,0,100,0,0,0,100,0,0
"'015842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ROYAL PUBLIC SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015843",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PRELUDE PREPARATORY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015901",99,0,0,1,87,5,7,100,0,0,0,91,9,0,100,0,0,0,97,0,2,100,0,0,0,100,0,0,99,0,0,1,96,2,1,99,1,0,1,94,6,0,99,0,0,1,96,2,1,99,1,0,1,96,2,1,99,1,0,1,95,3,1,95,5,0,5,95,0,0,100,0,0,0,85,6,9,99,0,0,1,97,2,0,99,0,0,1,95,2,2,99,1,0,1,91,5,3,99,0,0,1,98,2,0,"ALAMO HEIGHTS ISD",99,0,0,1,99,0,0,99,1,0,1,90,7,2,99,1,0,1,97,2,0
"'015904",99,1,0,1,90,6,4,94,6,0,6,89,6,0,100,0,0,0,75,25,0,.,.,.,.,.,.,.,98,2,0,2,93,5,1,98,2,0,2,88,10,0,98,2,0,2,92,5,1,98,2,0,2,93,5,1,98,2,0,2,93,4,1,75,25,0,25,50,25,0,99,1,0,1,88,7,4,98,2,0,2,93,4,1,98,2,0,2,94,3,1,98,2,0,2,92,5,1,97,3,0,3,82,13,2,"HARLANDALE ISD",98,2,0,2,96,2,0,98,2,0,2,81,14,2,97,3,0,3,84,12,0
"'015905",98,2,0,2,85,8,5,100,0,0,0,87,13,0,99,0,1,1,96,0,3,75,25,0,25,75,0,0,96,4,0,4,87,8,1,97,3,0,3,78,19,0,96,3,0,4,88,7,1,97,3,0,3,88,7,1,96,4,0,4,89,6,2,.,.,.,.,.,.,.,98,2,0,2,85,8,5,95,4,0,5,86,8,2,96,4,0,4,90,4,1,96,4,0,4,88,6,2,99,1,0,1,69,29,0,"EDGEWOOD ISD",96,4,0,4,94,2,1,95,5,0,5,71,22,3,94,6,0,6,72,22,0
"'015906",100,0,0,0,81,19,0,100,0,0,0,96,4,0,100,0,0,0,89,11,0,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,95,5,0,99,1,0,1,94,5,0,100,0,0,0,95,5,0,100,0,0,0,94,6,0,100,0,0,0,100,0,0,100,0,0,0,80,20,0,100,0,0,0,93,7,0,100,0,0,0,98,2,0,100,0,0,0,95,5,0,100,0,0,0,94,6,0,"RANDOLPH FIELD ISD",100,0,0,0,99,1,0,100,0,0,0,91,9,0,100,0,0,0,97,3,0
"'015907",99,1,0,1,89,5,6,98,3,0,3,65,33,0,98,1,0,2,87,6,5,100,0,0,0,82,18,0,97,3,0,3,91,5,1,97,3,0,3,89,7,0,97,3,0,3,92,3,2,97,3,0,3,91,5,1,98,2,0,2,92,4,2,100,0,0,0,84,12,4,99,1,0,1,88,5,6,97,3,0,3,91,5,2,97,3,0,3,93,3,2,97,3,0,3,92,4,1,97,3,0,3,82,15,1,"SAN ANTONIO ISD",98,2,0,2,96,1,1,96,4,0,4,79,14,3,97,3,0,3,79,18,0
"'015908",97,3,0,3,80,6,11,88,12,0,12,69,19,0,100,0,0,0,85,11,4,100,0,0,0,100,0,0,97,3,0,3,88,6,3,93,7,0,7,75,17,0,97,3,0,3,88,6,3,97,3,0,3,88,6,3,97,3,0,3,89,5,3,82,18,0,18,82,0,0,97,3,0,3,79,6,11,97,3,0,3,88,6,3,96,4,0,4,90,3,3,98,2,0,2,92,4,2,97,3,0,3,77,17,3,"SOUTH SAN ANTONIO ISD",97,3,0,3,93,2,2,95,4,0,5,75,15,5,99,1,0,1,78,19,2
"'015909",99,0,0,1,92,5,2,91,9,0,9,91,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,98,1,0,2,92,6,1,100,0,0,0,72,28,0,98,2,0,2,92,5,1,98,1,0,2,93,5,1,98,1,0,2,93,5,1,100,0,0,0,50,50,0,99,0,0,1,92,5,2,98,1,0,2,92,6,1,98,2,0,2,92,5,1,98,1,0,2,92,6,0,97,3,1,3,88,9,0,"SOMERSET ISD",99,1,0,1,96,2,0,97,2,0,3,83,14,1,100,0,0,0,96,4,0
"'015910",99,1,0,1,85,5,8,99,1,0,1,94,5,0,98,1,2,2,89,4,5,94,6,0,6,82,11,0,98,1,0,2,93,4,2,98,2,0,2,91,6,1,98,2,0,2,92,4,2,98,1,0,2,93,4,2,98,1,0,2,92,4,2,98,2,0,2,88,7,3,98,1,0,2,84,5,9,98,1,0,2,93,4,2,98,2,0,2,91,4,3,98,2,0,2,92,5,1,99,1,0,1,96,3,0,"NORTH EAST ISD",99,1,0,1,97,1,1,98,2,0,2,83,11,4,99,1,0,1,95,4,0
"'015911",99,1,0,1,89,6,4,98,1,1,2,90,8,0,98,2,0,2,80,18,1,100,0,0,0,65,35,0,98,2,0,2,90,7,1,96,4,1,4,86,9,0,99,1,0,1,92,6,1,98,2,0,2,90,7,1,98,2,0,2,92,5,1,98,2,0,2,82,16,0,99,1,0,1,89,6,5,98,2,0,2,91,6,1,97,3,0,3,91,5,1,97,3,0,3,88,8,1,98,1,1,2,95,2,0,"EAST CENTRAL ISD",98,2,0,2,95,3,1,97,2,0,3,81,15,1,95,5,0,5,80,15,0
"'015912",99,1,0,1,89,5,5,97,3,0,3,92,5,0,100,0,0,0,97,1,2,100,0,0,0,67,33,0,98,1,0,2,92,6,1,99,1,0,1,88,11,0,98,1,0,2,92,5,1,98,1,0,2,92,6,1,98,1,0,2,92,5,1,100,0,0,0,85,15,0,99,1,0,1,89,5,5,98,1,0,2,92,5,1,98,2,0,2,94,3,1,98,2,0,2,93,5,1,99,1,0,1,89,10,0,"SOUTHWEST ISD",98,1,0,2,96,2,1,98,2,0,2,84,13,2,99,1,0,1,87,11,1
"'015913",100,0,0,0,86,5,8,100,0,0,0,89,11,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,91,9,0,100,0,0,0,88,12,0,100,0,0,0,98,1,1,100,0,0,0,91,9,0,100,0,0,0,90,9,1,100,0,0,0,100,0,0,100,0,0,0,84,6,10,100,0,0,0,90,10,0,100,0,0,0,98,1,1,100,0,0,0,97,3,0,100,0,0,0,92,8,0,"LACKLAND ISD",100,0,0,0,100,0,0,100,0,0,0,88,11,0,100,0,0,0,100,0,0
"'015914",100,0,0,0,65,20,15,99,0,0,1,93,7,0,100,0,0,0,84,16,0,100,0,0,0,90,10,0,99,1,0,1,89,10,1,100,0,0,0,92,8,0,100,0,0,0,94,5,1,99,1,0,1,93,7,0,100,0,0,0,93,6,1,100,0,0,0,86,14,0,100,0,0,0,64,21,15,99,0,0,1,91,7,1,99,1,0,1,96,2,1,100,0,0,0,89,9,1,99,1,0,1,93,6,0,"FT SAM HOUSTON ISD",100,0,0,0,95,4,0,99,1,0,1,86,13,1,100,0,0,0,75,25,0
