DISTRICT,DD005AMA1222R,DD005AMA1322R,DD005AMA1S22R,DD005ARE1222R,DD005ARE1322R,DD005ARE1S22R,DD005ASC1222R,DD005ASC1322R,DD005ASC1S22R,DD205AMA1222R,DD205AMA1322R,DD205AMA1S22R,DD205ARE1222R,DD205ARE1322R,DD205ARE1S22R,DD205ASC1222R,DD205ASC1322R,DD205ASC1S22R,DD305AMA1222R,DD305AMA1322R,DD305AMA1S22R,DD305ARE1222R,DD305ARE1322R,DD305ARE1S22R,DD305ASC1222R,DD305ASC1322R,DD305ASC1S22R,DD405AMA1222R,DD405AMA1322R,DD405AMA1S22R,DD405ARE1222R,DD405ARE1322R,DD405ARE1S22R,DD405ASC1222R,DD405ASC1322R,DD405ASC1S22R,DDA05AMA1222R,DDA05AMA1322R,DDA05AMA1S22R,DDA05ARE1222R,DDA05ARE1322R,DDA05ARE1S22R,DDA05ASC1222R,DDA05ASC1322R,DDA05ASC1S22R,DDB05AMA1222R,DDB05AMA1322R,DDB05AMA1S22R,DDB05ARE1222R,DDB05ARE1322R,DDB05ARE1S22R,DDB05ASC1222R,DDB05ASC1322R,DDB05ASC1S22R,DDE05AMA1222R,DDE05AMA1322R,DDE05AMA1S22R,DDE05ARE1222R,DDE05ARE1322R,DDE05ARE1S22R,DDE05ASC1222R,DDE05ASC1322R,DDE05ASC1S22R,DDF05AMA1222R,DDF05AMA1322R,DDF05AMA1S22R,DDF05ARE1222R,DDF05ARE1322R,DDF05ARE1S22R,DDF05ASC1222R,DDF05ASC1322R,DDF05ASC1S22R,DDH05AMA1222R,DDH05AMA1322R,DDH05AMA1S22R,DDH05ARE1222R,DDH05ARE1322R,DDH05ARE1S22R,DDH05ASC1222R,DDH05ASC1322R,DDH05ASC1S22R,DDI05AMA1222R,DDI05AMA1322R,DDI05AMA1S22R,DDI05ARE1222R,DDI05ARE1322R,DDI05ARE1S22R,DDI05ASC1222R,DDI05ASC1322R,DDI05ASC1S22R,DDL05AMA1222R,DDL05AMA1322R,DDL05AMA1S22R,DDL05ARE1222R,DDL05ARE1322R,DDL05ARE1S22R,DDL05ASC1222R,DDL05ASC1322R,DDL05ASC1S22R,DDM05AMA1222R,DDM05AMA1322R,DDM05AMA1S22R,DDM05ARE1222R,DDM05ARE1322R,DDM05ARE1S22R,DDM05ASC1222R,DDM05ASC1322R,DDM05ASC1S22R,DDR05AMA1222R,DDR05AMA1322R,DDR05AMA1S22R,DDR05ARE1222R,DDR05ARE1322R,DDR05ARE1S22R,DDR05ASC1222R,DDR05ASC1322R,DDR05ASC1S22R,DDS05AMA1222R,DDS05AMA1322R,DDS05AMA1S22R,DDS05ARE1222R,DDS05ARE1322R,DDS05ARE1S22R,DDS05ASC1222R,DDS05ASC1322R,DDS05ASC1S22R,DDW05AMA1222R,DDW05AMA1322R,DDW05AMA1S22R,DDW05ARE1222R,DDW05ARE1322R,DDW05ARE1S22R,DDW05ASC1222R,DDW05ASC1322R,DDW05ASC1S22R,DISTNAME,DNC05AMA1222R,DNC05AMA1322R,DNC05AMA1S22R,DNC05ARE1222R,DNC05ARE1322R,DNC05ARE1S22R,DNC05ASC1222R,DNC05ASC1322R,DNC05ASC1S22R,DNM05AMA1222R,DNM05AMA1322R,DNM05AMA1S22R,DNM05ARE1222R,DNM05ARE1322R,DNM05ARE1S22R,DNM05ASC1222R,DNM05ASC1322R,DNM05ASC1S22R,DNS05AMA1222R,DNS05AMA1322R,DNS05AMA1S22R,DNS05ARE1222R,DNS05ARE1322R,DNS05ARE1S22R,DNS05ASC1222R,DNS05ASC1322R,DNS05ASC1S22R
"'057912",29,11,62,40,21,67,19,6,47,18,14,50,32,18,73,32,18,55,63,34,76,71,49,88,59,24,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,11,62,43,24,69,21,7,49,30,9,57,43,26,70,16,4,44,28,11,61,40,22,67,19,6,47,28,11,61,47,27,73,19,6,47,29,11,63,42,22,68,20,7,48,29,12,65,59,12,71,24,12,59,25,9,59,36,18,64,17,5,44,32,12,63,39,20,65,23,8,51,25,9,59,37,18,65,17,5,45,17,3,32,16,4,27,14,4,25,34,12,61,44,30,70,27,9,55,"IRVING ISD",31,12,66,45,25,72,23,7,51,25,9,52,36,20,61,16,6,43,37,12,65,35,20,67,27,8,57
"'057913",60,29,84,51,29,76,30,17,65,20,0,60,40,0,80,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,36,14,66,45,28,76,22,10,53,30,10,62,42,27,75,19,8,48,34,13,64,42,25,74,21,10,51,36,12,66,48,27,77,18,7,50,53,25,78,56,31,78,30,16,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,29,84,51,29,76,30,17,65,37,16,66,43,28,75,26,13,54,29,12,62,36,22,70,17,8,46,24,19,48,28,20,44,24,19,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LANCASTER ISD",41,18,74,49,31,79,25,10,55,29,10,56,39,23,71,18,10,49,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057914",48,23,77,53,29,78,37,15,68,35,8,65,50,27,77,36,19,72,63,30,97,63,47,90,50,30,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,18,71,50,28,76,36,15,66,28,11,59,39,21,68,27,9,54,39,17,70,47,26,74,35,14,64,40,16,72,54,31,80,31,12,65,44,20,75,52,28,78,37,16,69,50,13,75,50,50,88,25,25,50,46,21,75,50,26,77,34,13,65,42,20,71,46,24,72,41,18,67,35,15,67,43,22,72,29,11,60,23,9,46,29,10,48,22,10,39,51,24,77,63,39,82,51,25,76,"MESQUITE ISD",44,20,75,53,29,79,39,17,69,33,14,63,43,23,70,30,10,60,45,20,73,47,26,74,39,20,66
"'057916",32,14,62,36,19,63,18,5,42,67,46,86,76,55,84,63,43,80,69,46,85,71,53,88,51,26,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,29,75,58,40,78,42,21,65,34,17,65,47,27,70,25,8,52,36,17,64,43,25,68,25,9,50,52,29,76,63,44,82,40,18,64,36,17,64,41,24,67,25,10,50,33,0,100,67,33,67,33,17,67,31,14,62,35,18,63,18,5,42,49,29,74,54,36,74,43,23,66,30,12,62,37,18,66,19,5,47,27,11,48,29,13,47,23,9,40,73,47,91,82,62,93,68,38,89,"RICHARDSON ISD",56,33,79,63,44,82,46,23,70,34,16,62,44,27,67,29,14,51,64,36,81,65,43,84,39,20,70
"'057919",48,14,81,48,33,76,29,10,67,67,17,83,67,50,83,67,33,83,61,32,97,68,52,97,48,19,84,.,.,.,.,.,.,.,.,.,57,23,90,64,47,90,52,23,82,46,23,69,46,38,77,38,15,62,38,13,79,38,25,75,25,13,67,67,29,95,80,62,97,48,26,83,56,7,85,59,37,93,41,15,81,.,.,.,.,.,.,.,.,.,38,6,75,38,25,69,19,0,56,50,18,85,51,35,85,55,20,82,29,5,76,33,22,76,26,5,64,36,3,70,39,27,67,36,3,61,57,25,92,66,49,90,58,27,86,"SUNNYVALE ISD",54,23,90,65,50,90,56,23,84,64,21,89,60,38,91,43,21,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057922",72,53,87,80,59,91,58,31,81,54,19,89,65,49,86,51,32,78,87,68,96,91,75,98,73,43,92,.,.,.,.,.,.,.,.,.,73,51,91,83,65,94,63,35,86,37,17,74,60,37,86,37,3,57,30,19,73,58,38,81,33,16,59,74,49,92,84,70,95,61,32,85,41,22,74,59,42,81,36,14,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,33,79,65,39,83,43,16,69,72,53,90,81,60,94,65,38,86,45,22,76,57,32,82,35,11,64,39,17,65,46,32,78,35,17,58,62,35,91,81,59,94,60,31,84,"COPPELL ISD",72,49,92,84,67,94,64,36,87,75,56,89,80,61,94,60,33,83,44,26,91,76,44,88,53,24,85
"'058902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,47,40,33,80,27,13,67,.,.,.,.,.,.,.,.,.,20,0,50,30,30,70,20,10,50,33,0,67,67,50,100,50,33,100,11,0,44,22,22,78,11,0,56,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,33,22,22,67,11,0,44,10,0,30,20,20,70,10,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,0,60,80,60,80,60,40,80,"DAWSON ISD",22,0,56,56,44,89,33,11,67,17,0,33,17,17,67,17,17,67,.,.,.,.,.,.,.,.,.
"'058905",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,53,100,87,67,100,40,27,73,.,.,.,.,.,.,.,.,.,80,40,100,80,60,100,40,20,80,70,30,100,80,50,100,10,0,60,63,50,100,75,63,100,25,13,63,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,100,100,100,80,100,50,17,100,67,50,100,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,57,100,100,71,100,57,43,86,"KLONDIKE ISD",79,57,100,86,71,100,43,29,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'058906",33,0,83,67,17,100,33,33,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,24,8,61,32,17,64,18,10,41,40,0,60,60,20,80,20,0,60,21,5,58,30,14,61,16,11,39,20,8,60,36,22,66,16,6,38,25,10,65,31,18,60,18,11,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,80,60,20,100,20,20,60,29,8,63,26,11,61,21,16,45,15,3,48,19,10,48,6,5,24,8,8,17,17,17,25,8,8,17,0,0,33,22,11,78,11,0,33,"LAMESA ISD",24,8,65,30,17,62,17,8,35,24,6,47,41,18,71,24,18,65,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'058909",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,29,94,76,53,94,47,41,100,.,.,.,.,.,.,.,.,.,67,33,100,83,58,92,50,42,100,50,13,88,63,38,100,38,25,100,71,29,100,86,57,86,43,29,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,44,100,89,67,89,56,56,100,55,18,91,64,36,91,36,27,100,.,.,.,.,.,.,.,.,.,70,30,90,70,50,100,50,50,100,"SANDS CISD",79,36,93,79,57,100,57,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'059901",55,27,81,48,30,70,23,8,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,28,80,48,29,75,26,9,52,.,.,.,.,.,.,.,.,.,49,28,79,47,25,74,25,8,50,51,29,83,52,30,79,20,5,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,27,81,48,30,70,23,8,48,51,28,78,45,28,71,32,13,57,44,20,75,40,20,68,19,7,43,25,3,53,19,3,44,14,8,25,.,.,.,.,.,.,.,.,.,"HEREFORD ISD",55,30,82,50,30,77,27,9,55,34,20,72,38,22,62,24,8,42,40,20,80,40,20,80,20,0,40
"'059902",33,17,100,50,33,83,17,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,18,100,71,24,88,24,0,59,.,.,.,.,.,.,.,.,.,56,22,100,67,33,89,11,0,67,71,29,100,57,57,86,29,0,86,59,18,100,71,24,88,24,0,59,.,.,.,.,.,.,.,.,.,33,17,100,50,33,83,17,0,50,50,10,100,80,0,90,20,0,40,36,9,100,55,18,82,18,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,"WALCOTT ISD",54,15,100,62,23,85,15,0,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'060902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,12,66,50,24,82,38,10,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,13,67,47,20,73,37,10,77,30,9,70,61,30,96,35,9,87,14,0,71,57,43,71,57,29,86,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,15,63,41,19,70,41,11,74,16,3,48,29,6,71,13,3,68,50,0,83,50,0,67,67,17,83,38,14,68,46,22,84,35,8,78,"COOPER ISD",42,16,74,48,26,81,45,10,84,21,5,53,53,21,84,26,11,74,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'060914",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,20,70,50,30,70,10,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,80,60,40,80,20,0,40,38,25,75,50,38,75,13,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,14,86,57,29,86,0,0,43,"FANNINDEL ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,29,14,71,43,14,71,14,0,29,.,.,.,.,.,.,.,.,.
"'061802",13,0,38,25,13,38,13,0,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,26,10,60,48,26,64,31,12,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,10,59,46,23,64,31,10,46,29,24,71,59,35,82,29,12,53,20,4,48,36,20,52,20,4,36,.,.,.,.,.,.,.,.,.,13,0,38,25,13,38,13,0,25,24,0,52,40,20,52,32,12,44,26,8,59,44,21,62,31,13,46,22,11,22,33,0,44,22,11,22,36,18,73,73,45,82,45,18,64,"NORTH TEXAS COLLEGIATE ACADEMY",14,0,43,57,29,57,14,0,43,29,11,63,46,26,66,34,14,49,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'061804",42,17,83,42,33,83,25,8,58,22,0,78,78,67,89,33,33,89,65,27,96,83,56,96,44,19,85,.,.,.,.,.,.,.,.,.,34,12,71,64,41,86,31,14,66,24,6,47,53,29,76,24,12,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,9,72,71,42,90,25,12,63,14,5,57,43,29,86,24,14,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,71,14,14,71,14,0,43,36,14,70,59,39,83,36,16,68,3,0,42,29,11,68,5,0,39,8,8,33,55,36,64,18,0,36,9,3,52,50,22,75,22,3,50,"LEADERSHIP PREP SCHOOL",43,15,80,70,45,88,35,15,72,26,10,62,59,37,84,28,13,62,17,0,67,50,17,67,17,0,50
"'061805",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,73,100,91,73,100,73,45,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,50,88,75,58,92,58,37,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,40,88,72,60,92,52,28,68,60,50,70,70,30,70,50,40,80,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,57,89,77,57,91,63,43,86,33,17,58,25,8,75,0,0,33,63,50,75,63,25,88,50,25,75,70,39,88,70,58,97,58,33,73,"TRIVIUM ACADEMY",86,63,94,80,60,94,66,49,86,64,32,80,68,56,88,48,20,68,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'061901",39,19,71,48,26,74,27,10,51,.,.,.,.,.,.,.,.,.,75,46,94,76,53,94,61,33,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,20,74,59,36,81,36,16,65,25,9,57,44,24,72,20,7,48,29,13,64,46,25,73,25,8,53,41,18,75,63,40,85,34,14,65,33,15,71,52,28,77,26,10,57,44,17,72,67,44,78,33,17,61,36,18,69,46,22,73,25,10,49,43,23,73,54,32,77,39,19,65,29,12,64,42,20,71,21,7,51,22,8,46,34,13,53,21,7,38,56,29,85,71,48,88,52,26,80,"DENTON ISD",47,24,78,62,40,83,40,18,69,31,14,66,51,29,76,30,12,58,47,25,75,61,39,81,43,18,70
"'061902",46,25,76,55,33,79,29,13,54,60,40,83,74,54,89,53,25,76,81,59,93,83,66,94,62,32,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,34,85,71,50,89,45,20,73,35,15,71,55,33,79,22,7,52,38,17,73,53,31,78,25,8,52,55,32,84,75,53,91,40,16,69,43,20,76,58,36,82,29,11,57,60,50,100,80,70,90,50,30,90,39,18,73,48,25,76,22,9,47,61,36,85,68,48,87,50,24,77,37,15,74,52,27,79,24,8,54,34,13,66,43,24,70,29,11,53,67,39,92,81,59,94,56,25,86,"LEWISVILLE ISD",61,35,86,73,52,89,47,21,74,52,31,80,68,47,86,41,18,69,68,41,90,85,64,96,50,26,87
"'061903",40,16,76,60,29,76,26,13,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,29,82,67,38,82,41,22,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,23,79,65,33,77,33,16,58,51,26,79,67,44,79,37,19,60,42,20,76,61,31,80,28,13,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,14,75,59,27,75,24,11,56,54,31,85,66,32,85,45,24,71,36,16,75,55,27,73,23,12,51,42,32,68,47,32,58,42,26,47,68,44,91,81,53,94,64,36,85,"PILOT POINT ISD",51,27,85,64,32,80,34,21,64,57,33,77,73,53,87,55,23,68,.,.,.,.,.,.,.,.,.
"'061905",36,18,68,45,9,55,5,0,36,80,60,100,80,80,100,80,60,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,33,82,67,44,81,53,27,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,30,74,58,32,73,38,21,68,59,34,81,69,46,84,50,25,74,50,20,78,54,24,70,34,12,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,19,67,43,10,52,0,0,33,61,32,84,66,43,78,56,29,80,35,12,69,44,16,67,26,7,61,20,8,50,23,8,45,23,15,48,66,39,86,76,56,89,65,35,84,"KRUM ISD",58,32,80,68,42,79,55,27,77,64,34,86,66,48,84,50,28,76,100,60,100,60,40,100,60,60,100
"'061906",26,9,83,35,13,74,26,0,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,14,77,58,31,84,38,9,69,.,.,.,.,.,.,.,.,.,19,7,69,38,19,76,26,2,55,29,13,69,56,23,83,27,6,62,26,10,79,46,15,77,21,5,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,5,80,30,15,70,20,0,45,41,15,85,59,37,85,47,12,76,11,2,69,36,15,73,15,2,47,13,7,53,33,13,53,13,7,40,42,18,77,65,38,89,47,11,79,"PONDER ISD",36,13,81,64,36,88,43,11,71,33,17,69,44,19,75,28,6,67,40,40,100,60,20,80,20,20,100
"'061907",42,13,75,67,38,79,38,17,71,47,13,80,67,53,93,53,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,57,29,84,68,46,90,56,28,84,35,19,61,65,35,81,42,16,74,42,18,72,55,34,79,45,21,72,56,29,82,70,52,93,56,29,83,45,23,83,64,36,83,47,19,80,.,.,.,.,.,.,.,.,.,41,14,77,68,36,82,41,18,77,59,28,87,67,40,87,57,27,85,24,7,64,37,21,77,27,9,62,26,9,49,26,3,66,23,3,54,69,35,91,72,53,96,65,36,89,"AUBREY ISD",72,37,93,77,53,94,63,33,90,44,22,76,61,40,86,51,23,78,50,33,67,67,67,83,33,33,83
"'061908",17,8,63,50,21,75,21,8,46,57,43,86,57,57,86,71,29,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,21,78,65,37,87,53,25,80,22,11,78,67,11,78,44,22,67,29,13,65,51,19,79,37,12,65,43,21,74,65,34,89,43,15,75,38,16,77,64,30,84,45,21,70,.,.,.,.,.,.,.,.,.,6,0,44,31,0,63,6,0,19,49,22,82,65,40,85,64,36,85,19,5,59,42,13,78,27,6,64,29,11,54,32,7,54,32,7,54,51,23,78,65,40,89,56,27,85,"SANGER ISD",46,21,77,65,37,88,50,22,79,47,23,80,63,37,85,58,32,80,56,22,78,67,44,89,67,22,78
"'061910",76,43,95,67,33,90,43,10,86,92,75,100,92,75,100,83,58,100,100,77,100,92,62,100,85,46,100,.,.,.,.,.,.,.,.,.,88,67,98,89,69,97,78,41,95,86,57,100,86,57,86,57,29,71,69,46,92,62,46,81,50,27,77,88,62,99,91,71,99,72,34,95,70,52,95,75,48,91,57,23,89,.,.,.,.,.,.,.,.,.,74,37,95,63,26,89,37,5,84,89,71,98,88,67,95,83,47,96,68,35,95,72,36,89,53,11,86,50,29,85,71,29,79,50,21,74,91,69,99,92,73,98,82,43,97,"ARGYLE ISD",85,68,98,90,65,97,77,40,95,92,66,99,89,72,97,78,42,95,100,83,100,89,67,100,89,56,100
"'061911",41,16,74,53,36,79,28,11,63,43,23,81,72,49,89,47,19,74,72,51,92,77,59,95,59,34,85,60,20,80,60,60,80,40,20,80,53,26,81,67,46,86,47,23,75,40,16,67,55,33,76,30,14,60,34,13,64,50,28,73,27,11,58,50,24,82,70,49,87,42,20,73,44,18,74,59,39,83,36,15,67,47,47,65,65,47,76,59,29,65,35,12,71,47,31,76,22,9,59,56,29,81,63,42,85,52,25,78,26,7,63,40,21,72,22,6,54,19,6,46,27,11,51,19,6,39,57,29,86,71,50,89,54,27,81,"NORTHWEST ISD",56,30,83,69,47,87,50,25,79,46,20,77,62,42,84,41,18,69,57,31,91,76,56,93,56,26,82
"'061912",27,8,63,31,12,69,14,4,35,33,0,67,42,8,75,33,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,36,13,77,52,27,82,27,7,62,30,7,74,37,15,70,11,7,48,27,10,71,38,13,73,15,4,48,33,8,78,58,37,89,25,6,59,34,9,74,48,24,79,23,7,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,3,51,19,5,59,8,3,22,39,17,77,46,17,75,30,8,64,22,5,66,38,15,75,11,3,44,23,10,49,23,3,62,21,8,36,39,17,81,60,34,87,32,6,71,"LAKE DALLAS ISD",38,14,77,53,27,83,28,8,61,31,11,77,50,27,80,26,5,63,42,33,83,75,42,100,50,0,67
"'061914",29,11,59,39,19,65,18,7,43,47,26,74,62,38,85,44,18,71,56,38,75,75,50,88,56,38,75,.,.,.,.,.,.,.,.,.,34,15,67,51,31,76,31,13,59,29,10,61,43,26,70,22,2,48,26,10,55,36,17,66,20,6,44,31,14,67,54,35,78,27,10,54,28,12,63,46,27,72,22,9,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,8,55,34,16,62,14,3,39,37,16,68,49,29,75,34,15,63,18,5,53,32,14,64,13,3,42,15,5,35,20,9,47,13,4,29,41,18,75,57,37,83,42,21,70,"LITTLE ELM ISD",39,17,70,55,34,78,34,15,62,26,11,62,42,26,73,24,7,52,64,21,93,79,50,93,36,14,79
"'062901",20,20,80,60,60,60,60,20,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,39,25,77,64,42,83,42,22,76,50,20,50,70,30,80,40,20,80,26,14,69,54,31,75,26,14,65,39,23,74,72,49,84,40,14,75,29,19,74,59,41,81,34,19,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,27,81,56,35,82,44,29,76,19,6,66,44,22,73,22,5,63,25,19,38,25,13,31,31,25,50,49,32,89,70,47,89,51,26,85,"CUERO ISD",44,29,82,68,47,89,46,24,78,28,16,66,53,28,69,31,16,69,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'062902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,27,87,53,47,67,33,13,53,.,.,.,.,.,.,.,.,.,44,22,78,33,22,56,22,11,33,63,13,88,50,50,75,25,0,38,50,17,83,50,50,67,17,17,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,43,86,57,43,57,43,29,71,25,13,75,25,25,38,13,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,33,89,56,44,67,44,11,67,"NORDHEIM ISD",60,20,90,60,50,70,30,10,60,60,40,80,40,40,60,40,20,40,.,.,.,.,.,.,.,.,.
"'062903",74,37,89,70,37,81,67,41,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,41,96,68,43,89,69,34,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,39,95,62,41,87,67,36,92,76,48,91,70,55,88,67,30,91,71,41,95,64,39,88,66,36,93,.,.,.,.,.,.,.,.,.,61,17,83,67,22,72,61,33,89,68,34,100,66,34,90,71,37,95,57,18,89,68,36,82,64,32,93,38,6,81,31,6,50,31,6,69,85,46,100,92,69,100,85,31,100,"YOAKUM ISD",69,43,95,64,39,87,64,33,92,85,31,100,85,62,100,92,38,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'062904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,18,82,21,14,68,32,14,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,16,84,21,16,63,37,16,63,27,18,73,18,18,91,27,18,64,33,0,75,8,0,58,17,8,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,18,88,24,12,53,35,12,71,44,12,80,16,12,64,24,8,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,27,87,33,27,80,47,20,80,"YORKTOWN ISD",47,21,89,26,21,63,32,11,74,44,11,67,11,0,78,33,22,56,.,.,.,.,.,.,.,.,.
"'062905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,40,100,60,40,100,80,0,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"WESTHOFF ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
