"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"860Z200US50067","ZCTA5 50067","55547","null","8544","null",
"860Z200US50068","ZCTA5 50068","66607","null","35269","null",
"860Z200US50069","ZCTA5 50069","77938","null","6001","null",
"860Z200US50070","ZCTA5 50070","75435","null","11721","null",
"860Z200US50071","ZCTA5 50071","68750","null","26465","null",
"860Z200US50072","ZCTA5 50072","98715","null","8699","null",
"860Z200US50073","ZCTA5 50073","83984","null","23444","null",
"860Z200US50074","ZCTA5 50074","59271","null","21651","null",
"860Z200US50075","ZCTA5 50075","66250","null","8163","null",
"860Z200US50076","ZCTA5 50076","49167","null","10267","null",
"860Z200US50078","ZCTA5 50078","44167","null","16302","null",
"860Z200US50101","ZCTA5 50101","-","-","**","**",
"860Z200US50102","ZCTA5 50102","56250","null","46668","null",
"860Z200US50103","ZCTA5 50103","52250","null","11454","null",
"860Z200US50104","ZCTA5 50104","47031","null","10035","null",
"860Z200US50105","ZCTA5 50105","94479","null","15060","null",
"860Z200US50106","ZCTA5 50106","92969","null","14431","null",
"860Z200US50107","ZCTA5 50107","48542","null","11625","null",
"860Z200US50108","ZCTA5 50108","34861","null","21147","null",
"860Z200US50109","ZCTA5 50109","106838","null","16254","null",
"860Z200US50110","ZCTA5 50110","57500","null","30763","null",
"860Z200US50111","ZCTA5 50111","92206","null","18788","null",
"860Z200US50112","ZCTA5 50112","56302","null","3797","null",
"860Z200US50115","ZCTA5 50115","63281","null","9060","null",
"860Z200US50116","ZCTA5 50116","55000","null","36580","null",
"860Z200US50117","ZCTA5 50117","36458","null","23065","null",
"860Z200US50118","ZCTA5 50118","68068","null","6725","null",
"860Z200US50119","ZCTA5 50119","49375","null","19721","null",
"860Z200US50120","ZCTA5 50120","103750","null","83956","null",
"860Z200US50122","ZCTA5 50122","71875","null","11345","null",
"860Z200US50123","ZCTA5 50123","57250","null","11870","null",
"860Z200US50124","ZCTA5 50124","112162","null","15042","null",
"860Z200US50125","ZCTA5 50125","76250","null","5793","null",
"860Z200US50126","ZCTA5 50126","53719","null","8642","null",
"860Z200US50127","ZCTA5 50127","-","-","**","**",
"860Z200US50128","ZCTA5 50128","43594","null","12490","null",
"860Z200US50129","ZCTA5 50129","50022","null","6470","null",
"860Z200US50130","ZCTA5 50130","75208","null","11123","null",
"860Z200US50131","ZCTA5 50131","92743","null","10371","null",
"860Z200US50132","ZCTA5 50132","71211","null","1124","null",
"860Z200US50133","ZCTA5 50133","47813","null","23936","null",
"860Z200US50134","ZCTA5 50134","85417","null","31565","null",
"860Z200US50135","ZCTA5 50135","60909","null","18457","null",
"860Z200US50136","ZCTA5 50136","51125","null","8149","null",
"860Z200US50137","ZCTA5 50137","70000","null","65625","null",
"860Z200US50138","ZCTA5 50138","58852","null","4536","null",
"860Z200US50139","ZCTA5 50139","61121","null","8521","null",
"860Z200US50140","ZCTA5 50140","50125","null","7186","null",
"860Z200US50141","ZCTA5 50141","64464","null","18602","null",
"860Z200US50142","ZCTA5 50142","57500","null","6231","null",
"860Z200US50143","ZCTA5 50143","65000","null","45863","null",
"860Z200US50144","ZCTA5 50144","62645","null","3514","null",
"860Z200US50145","ZCTA5 50145","-","-","**","**",
"860Z200US50146","ZCTA5 50146","59750","null","41916","null",
"860Z200US50147","ZCTA5 50147","44844","null","17581","null",
"860Z200US50148","ZCTA5 50148","73958","null","5976","null",
"860Z200US50149","ZCTA5 50149","59188","null","8164","null",
"860Z200US50150","ZCTA5 50150","70298","null","16777","null",
"860Z200US50151","ZCTA5 50151","77782","null","9874","null",
"860Z200US50152","ZCTA5 50152","85893","null","15049","null",
"860Z200US50153","ZCTA5 50153","65000","null","10347","null",
"860Z200US50154","ZCTA5 50154","67813","null","14894","null",
"860Z200US50155","ZCTA5 50155","48125","null","39037","null",
"860Z200US50156","ZCTA5 50156","80000","null","14287","null",
"860Z200US50157","ZCTA5 50157","53920","null","20769","null",
"860Z200US50158","ZCTA5 50158","61628","null","4450","null",
"860Z200US50160","ZCTA5 50160","43947","null","17016","null",
"860Z200US50161","ZCTA5 50161","82656","null","12308","null",
"860Z200US50162","ZCTA5 50162","60833","null","21718","null",
"860Z200US50163","ZCTA5 50163","59000","null","10236","null",
"860Z200US50164","ZCTA5 50164","71964","null","7275","null",
"860Z200US50165","ZCTA5 50165","-","-","**","**",
"860Z200US50166","ZCTA5 50166","77292","null","18662","null",
"860Z200US50167","ZCTA5 50167","71000","null","11424","null",
"860Z200US50168","ZCTA5 50168","89792","null","17321","null",
"860Z200US50169","ZCTA5 50169","75179","null","14274","null",
"860Z200US50170","ZCTA5 50170","76488","null","12973","null",
"860Z200US50171","ZCTA5 50171","52917","null","7887","null",
"860Z200US50173","ZCTA5 50173","51250","null","17330","null",
"860Z200US50174","ZCTA5 50174","59167","null","4010","null",
"860Z200US50201","ZCTA5 50201","73625","null","12870","null",
"860Z200US50206","ZCTA5 50206","95536","null","16301","null",
"860Z200US50207","ZCTA5 50207","68676","null","10984","null",
"860Z200US50208","ZCTA5 50208","54804","null","3440","null",
"860Z200US50210","ZCTA5 50210","79792","null","28663","null",
"860Z200US50211","ZCTA5 50211","92363","null","5877","null",
"860Z200US50212","ZCTA5 50212","72083","null","21215","null",
"860Z200US50213","ZCTA5 50213","57787","null","3828","null",
"860Z200US50214","ZCTA5 50214","108819","null","84168","null",
"860Z200US50216","ZCTA5 50216","76912","null","12064","null",
"860Z200US50217","ZCTA5 50217","65417","null","16834","null",
"860Z200US50218","ZCTA5 50218","52353","null","36192","null",
"860Z200US50219","ZCTA5 50219","83101","null","5805","null",
"860Z200US50220","ZCTA5 50220","57488","null","4983","null",
"860Z200US50222","ZCTA5 50222","78750","null","35149","null",
"860Z200US50223","ZCTA5 50223","52554","null","22446","null",
"860Z200US50225","ZCTA5 50225","61473","null","2897","null",
"860Z200US50226","ZCTA5 50226","131415","null","14637","null",
"860Z200US50227","ZCTA5 50227","33646","null","21660","null",
"860Z200US50228","ZCTA5 50228","75948","null","11689","null",
"860Z200US50229","ZCTA5 50229","102292","null","10278","null",
"860Z200US50230","ZCTA5 50230","72679","null","12280","null",
"860Z200US50231","ZCTA5 50231","58125","null","19082","null",
"860Z200US50232","ZCTA5 50232","66875","null","30265","null",
"860Z200US50233","ZCTA5 50233","72045","null","14729","null",
"860Z200US50234","ZCTA5 50234","69464","null","20398","null",
"860Z200US50235","ZCTA5 50235","61667","null","9761","null",
"860Z200US50236","ZCTA5 50236","74034","null","13692","null",
"860Z200US50237","ZCTA5 50237","90204","null","17108","null",
"860Z200US50238","ZCTA5 50238","48819","null","9216","null",
"860Z200US50239","ZCTA5 50239","-","-","**","**",
"860Z200US50240","ZCTA5 50240","92159","null","12801","null",
"860Z200US50241","ZCTA5 50241","58125","null","13159","null",
"860Z200US50242","ZCTA5 50242","68750","null","28311","null",
"860Z200US50243","ZCTA5 50243","72083","null","14513","null",
"860Z200US50244","ZCTA5 50244","81920","null","10827","null",
"860Z200US50246","ZCTA5 50246","57500","null","12147","null",
"860Z200US50247","ZCTA5 50247","74688","null","18131","null",
"860Z200US50248","ZCTA5 50248","70729","null","17852","null",
"860Z200US50249","ZCTA5 50249","52679","null","9909","null",
"860Z200US50250","ZCTA5 50250","58077","null","18610","null",
"860Z200US50251","ZCTA5 50251","83036","null","8978","null",
"860Z200US50252","ZCTA5 50252","126250","null","62888","null",
"860Z200US50254","ZCTA5 50254","84688","null","5882","null",
"860Z200US50255","ZCTA5 50255","38750","null","18647","null",
"860Z200US50256","ZCTA5 50256","59821","null","14060","null",
"860Z200US50257","ZCTA5 50257","77778","null","24905","null",
"860Z200US50258","ZCTA5 50258","72622","null","10909","null",
"860Z200US50261","ZCTA5 50261","128194","null","11355","null",
"860Z200US50262","ZCTA5 50262","45000","null","28622","null",
"860Z200US50263","ZCTA5 50263","102478","null","8373","null",
"860Z200US50264","ZCTA5 50264","53207","null","18215","null",
"860Z200US50265","ZCTA5 50265","73935","null","3655","null",
"860Z200US50266","ZCTA5 50266","79463","null","7418","null",
"860Z200US50268","ZCTA5 50268","45714","null","6720","null",
"860Z200US50269","ZCTA5 50269","61875","null","21123","null",
"860Z200US50271","ZCTA5 50271","77000","null","22500","null",
"860Z200US50272","ZCTA5 50272","56875","null","31112","null",
"860Z200US50273","ZCTA5 50273","68379","null","5714","null",
"860Z200US50274","ZCTA5 50274","66765","null","12063","null",
"860Z200US50275","ZCTA5 50275","60250","null","14794","null",
"860Z200US50276","ZCTA5 50276","81506","null","12447","null",
"860Z200US50277","ZCTA5 50277","77917","null","26582","null",
"860Z200US50278","ZCTA5 50278","51667","null","13902","null",
"860Z200US50309","ZCTA5 50309","51241","null","5224","null",
"860Z200US50310","ZCTA5 50310","67769","null","2302","null",
"860Z200US50311","ZCTA5 50311","57065","null","5691","null",
"860Z200US50312","ZCTA5 50312","69757","null","7947","null",
"860Z200US50313","ZCTA5 50313","58208","null","3541","null",
"860Z200US50314","ZCTA5 50314","37083","null","7853","null",
"860Z200US50315","ZCTA5 50315","55459","null","4552","null",
"860Z200US50316","ZCTA5 50316","46577","null","1617","null",
"860Z200US50317","ZCTA5 50317","58672","null","2519","null",
"860Z200US50319","ZCTA5 50319","-","-","**","**",
"860Z200US50320","ZCTA5 50320","74219","null","7008","null",
"860Z200US50321","ZCTA5 50321","64487","null","11378","null",
"860Z200US50322","ZCTA5 50322","77682","null","3263","null",
"860Z200US50323","ZCTA5 50323","162705","null","27803","null",
"860Z200US50324","ZCTA5 50324","79073","null","16100","null",
"860Z200US50325","ZCTA5 50325","114905","null","5220","null",
"860Z200US50327","ZCTA5 50327","81806","null","9360","null",
"860Z200US50401","ZCTA5 50401","57159","null","2106","null",
"860Z200US50420","ZCTA5 50420","67794","null","4911","null",
"860Z200US50421","ZCTA5 50421","52639","null","7374","null",
"860Z200US50423","ZCTA5 50423","56234","null","2317","null",
"860Z200US50424","ZCTA5 50424","51389","null","13553","null",
"860Z200US50426","ZCTA5 50426","47813","null","8145","null",
"860Z200US50427","ZCTA5 50427","63173","null","9077","null",
"860Z200US50428","ZCTA5 50428","62792","null","6790","null",
"860Z200US50430","ZCTA5 50430","52321","null","11792","null",
"860Z200US50431","ZCTA5 50431","40833","null","15501","null",
"860Z200US50432","ZCTA5 50432","75500","null","42017","null",
"860Z200US50433","ZCTA5 50433","49028","null","21295","null",
"860Z200US50434","ZCTA5 50434","36125","null","34944","null",
"860Z200US50435","ZCTA5 50435","62500","null","20242","null",
"860Z200US50436","ZCTA5 50436","57440","null","13662","null",
"860Z200US50438","ZCTA5 50438","69485","null","11573","null",
"860Z200US50439","ZCTA5 50439","56696","null","21468","null",
"860Z200US50440","ZCTA5 50440","87500","null","32697","null",
"860Z200US50441","ZCTA5 50441","53839","null","9681","null",
"860Z200US50444","ZCTA5 50444","63500","null","11255","null",
"860Z200US50446","ZCTA5 50446","73393","null","31714","null",
"860Z200US50447","ZCTA5 50447","66339","null","9978","null",
"860Z200US50448","ZCTA5 50448","56250","null","26791","null",
"860Z200US50449","ZCTA5 50449","63438","null","6292","null",
"860Z200US50450","ZCTA5 50450","68407","null","4293","null",
"860Z200US50451","ZCTA5 50451","56875","null","32175","null",
"860Z200US50452","ZCTA5 50452","65096","null","21463","null",
"860Z200US50453","ZCTA5 50453","62083","null","20083","null",
"860Z200US50454","ZCTA5 50454","61786","null","55285","null",
"860Z200US50455","ZCTA5 50455","78750","null","31581","null",
"860Z200US50456","ZCTA5 50456","67333","null","13459","null",
"860Z200US50457","ZCTA5 50457","60000","null","45487","null",
"860Z200US50458","ZCTA5 50458","77700","null","15367","null",
"860Z200US50459","ZCTA5 50459","68615","null","8788","null",
"860Z200US50460","ZCTA5 50460","76193","null","12767","null",
"860Z200US50461","ZCTA5 50461","57341","null","6424","null",
"860Z200US50464","ZCTA5 50464","65625","null","7822","null",
"860Z200US50465","ZCTA5 50465","50625","null","7899","null",
"860Z200US50466","ZCTA5 50466","55357","null","14150","null",
"860Z200US50467","ZCTA5 50467","45417","null","17393","null",
"860Z200US50468","ZCTA5 50468","59879","null","5051","null",
"860Z200US50469","ZCTA5 50469","66429","null","16051","null",
"860Z200US50470","ZCTA5 50470","64375","null","25810","null",
"860Z200US50471","ZCTA5 50471","62813","null","8747","null",
"860Z200US50472","ZCTA5 50472","72616","null","8214","null",
"860Z200US50473","ZCTA5 50473","83393","null","36524","null",
"860Z200US50475","ZCTA5 50475","57297","null","4015","null",
"860Z200US50476","ZCTA5 50476","54000","null","10892","null",
"860Z200US50477","ZCTA5 50477","53750","null","11756","null",
"860Z200US50478","ZCTA5 50478","45000","null","11589","null",
"860Z200US50479","ZCTA5 50479","59231","null","17064","null",
"860Z200US50480","ZCTA5 50480","62462","null","18099","null",
"860Z200US50482","ZCTA5 50482","70089","null","13572","null",
"860Z200US50483","ZCTA5 50483","76667","null","24667","null",
"860Z200US50484","ZCTA5 50484","77750","null","33156","null",
"860Z200US50501","ZCTA5 50501","54675","null","3898","null",
"860Z200US50510","ZCTA5 50510","77596","null","10380","null",
"860Z200US50511","ZCTA5 50511","56389","null","5515","null",
"860Z200US50514","ZCTA5 50514","53750","null","12745","null",
"860Z200US50515","ZCTA5 50515","43750","null","23287","null",
"860Z200US50516","ZCTA5 50516","70865","null","13383","null",
"860Z200US50517","ZCTA5 50517","48750","null","12224","null",
"860Z200US50518","ZCTA5 50518","74500","null","14132","null",
"860Z200US50519","ZCTA5 50519","61771","null","20489","null",
"860Z200US50520","ZCTA5 50520","70096","null","67468","null",
"860Z200US50521","ZCTA5 50521","-","-","**","**",
"860Z200US50522","ZCTA5 50522","70417","null","6718","null",
"860Z200US50523","ZCTA5 50523","55833","null","11797","null",
"860Z200US50524","ZCTA5 50524","86667","null","17940","null",
"860Z200US50525","ZCTA5 50525","45929","null","10673","null",
"860Z200US50527","ZCTA5 50527","55938","null","21162","null",
"860Z200US50528","ZCTA5 50528","103603","null","34821","null",
"860Z200US50529","ZCTA5 50529","58942","null","12143","null",
"860Z200US50530","ZCTA5 50530","67882","null","10701","null",
"860Z200US50531","ZCTA5 50531","56458","null","41378","null",
"860Z200US50532","ZCTA5 50532","60156","null","21744","null",
"860Z200US50533","ZCTA5 50533","58125","null","6913","null",
"860Z200US50535","ZCTA5 50535","68333","null","24306","null",
"860Z200US50536","ZCTA5 50536","55217","null","6112","null",
"860Z200US50538","ZCTA5 50538","47045","null","8184","null",
"860Z200US50539","ZCTA5 50539","59167","null","14993","null",
"860Z200US50540","ZCTA5 50540","87218","null","7047","null",
"860Z200US50541","ZCTA5 50541","50893","null","10945","null",
"860Z200US50542","ZCTA5 50542","63056","null","13670","null",
"860Z200US50543","ZCTA5 50543","54412","null","16724","null",
"860Z200US50544","ZCTA5 50544","52473","null","28670","null",
"860Z200US50545","ZCTA5 50545","35417","null","23942","null",
"860Z200US50546","ZCTA5 50546","53229","null","14253","null",
"860Z200US50548","ZCTA5 50548","60661","null","3520","null",
"860Z200US50551","ZCTA5 50551","30909","null","1009","null",
"860Z200US50552","ZCTA5 50552","78250","null","35501","null",
"860Z200US50554","ZCTA5 50554","56081","null","2272","null",
"860Z200US50556","ZCTA5 50556","47778","null","15971","null",
"860Z200US50557","ZCTA5 50557","66944","null","16440","null",
"860Z200US50558","ZCTA5 50558","77500","null","10859","null",
"860Z200US50559","ZCTA5 50559","-","-","**","**",
"860Z200US50560","ZCTA5 50560","57212","null","24087","null",
"860Z200US50561","ZCTA5 50561","61688","null","15055","null",
"860Z200US50562","ZCTA5 50562","60250","null","36228","null",
"860Z200US50563","ZCTA5 50563","72885","null","10110","null",
"860Z200US50565","ZCTA5 50565","60313","null","21128","null",
"860Z200US50566","ZCTA5 50566","72813","null","21668","null",
"860Z200US50567","ZCTA5 50567","58500","null","17362","null",
"860Z200US50568","ZCTA5 50568","65129","null","7123","null",
"860Z200US50569","ZCTA5 50569","56250","null","20398","null",
"860Z200US50570","ZCTA5 50570","63750","null","15263","null",
"860Z200US50571","ZCTA5 50571","56250","null","21003","null",
"860Z200US50573","ZCTA5 50573","44375","null","28625","null",
"860Z200US50574","ZCTA5 50574","50938","null","8076","null",
"860Z200US50575","ZCTA5 50575","62386","null","9164","null",
"860Z200US50576","ZCTA5 50576","51875","null","16499","null",
"860Z200US50577","ZCTA5 50577","44438","null","12314","null",
"860Z200US50578","ZCTA5 50578","60391","null","5928","null",
"860Z200US50579","ZCTA5 50579","49815","null","14164","null",
"860Z200US50581","ZCTA5 50581","53583","null","12877","null",
"860Z200US50582","ZCTA5 50582","72566","null","20735","null",
"860Z200US50583","ZCTA5 50583","51156","null","4710","null",
"860Z200US50585","ZCTA5 50585","58281","null","13352","null",
"860Z200US50586","ZCTA5 50586","45833","null","6890","null",
"860Z200US50588","ZCTA5 50588","51234","null","3156","null",
"860Z200US50590","ZCTA5 50590","49792","null","19987","null",
"860Z200US50591","ZCTA5 50591","62188","null","25798","null",
"860Z200US50592","ZCTA5 50592","-","-","**","**",
"860Z200US50593","ZCTA5 50593","-","-","**","**",
"860Z200US50594","ZCTA5 50594","51250","null","9717","null",
"860Z200US50595","ZCTA5 50595","58721","null","6699","null",
"860Z200US50597","ZCTA5 50597","77566","null","7696","null",
"860Z200US50598","ZCTA5 50598","73214","null","6730","null",
"860Z200US50599","ZCTA5 50599","65750","null","16696","null",
"860Z200US50601","ZCTA5 50601","53000","null","10911","null",
"860Z200US50602","ZCTA5 50602","60500","null","4527","null",
"860Z200US50603","ZCTA5 50603","54813","null","3146","null",
"860Z200US50604","ZCTA5 50604","56458","null","5732","null",
"860Z200US50605","ZCTA5 50605","65750","null","12881","null",
"860Z200US50606","ZCTA5 50606","52708","null","15162","null",
"860Z200US50607","ZCTA5 50607","78214","null","22256","null",
"860Z200US50608","ZCTA5 50608","58393","null","17983","null",
"860Z200US50609","ZCTA5 50609","79615","null","8256","null",
"860Z200US50611","ZCTA5 50611","70625","null","20720","null",
"860Z200US50612","ZCTA5 50612","71739","null","23666","null",
"860Z200US50613","ZCTA5 50613","68989","null","6274","null",
"860Z200US50616","ZCTA5 50616","53322","null","4030","null",
"860Z200US50619","ZCTA5 50619","65184","null","10512","null",
"860Z200US50620","ZCTA5 50620","-","-","**","**",
"860Z200US50621","ZCTA5 50621","67443","null","21801","null",
"860Z200US50622","ZCTA5 50622","90882","null","12034","null",
"860Z200US50623","ZCTA5 50623","82778","null","25614","null",
"860Z200US50624","ZCTA5 50624","85625","null","15194","null",
"860Z200US50625","ZCTA5 50625","52857","null","19846","null",
"860Z200US50626","ZCTA5 50626","75227","null","6443","null",
"860Z200US50627","ZCTA5 50627","62179","null","9723","null",
"860Z200US50628","ZCTA5 50628","50000","null","23576","null",
"860Z200US50629","ZCTA5 50629","93342","null","5926","null",
"860Z200US50630","ZCTA5 50630","67895","null","15978","null",
"860Z200US50631","ZCTA5 50631","40750","null","10862","null",
"860Z200US50632","ZCTA5 50632","64324","null","9046","null",
"860Z200US50633","ZCTA5 50633","61682","null","1823","null",
"860Z200US50634","ZCTA5 50634","67361","null","12484","null",
"860Z200US50635","ZCTA5 50635","62083","null","13439","null",
"860Z200US50636","ZCTA5 50636","49741","null","8000","null",
"860Z200US50638","ZCTA5 50638","76038","null","3856","null",
"860Z200US50641","ZCTA5 50641","54972","null","4237","null",
"860Z200US50642","ZCTA5 50642","85795","null","16913","null",
"860Z200US50643","ZCTA5 50643","102188","null","14335","null",
"860Z200US50644","ZCTA5 50644","69209","null","5313","null",
"860Z200US50645","ZCTA5 50645","52083","null","19189","null",
"860Z200US50647","ZCTA5 50647","97763","null","15749","null",
"860Z200US50648","ZCTA5 50648","90610","null","10164","null",
"860Z200US50649","ZCTA5 50649","-","-","**","**",
"860Z200US50650","ZCTA5 50650","52461","null","7342","null",
"860Z200US50651","ZCTA5 50651","74375","null","10024","null",
"860Z200US50652","ZCTA5 50652","52750","null","14135","null",
"860Z200US50653","ZCTA5 50653","66625","null","23149","null",
"860Z200US50654","ZCTA5 50654","75139","null","62422","null",
"860Z200US50655","ZCTA5 50655","52083","null","15791","null",
"860Z200US50657","ZCTA5 50657","77500","null","27552","null",
"860Z200US50658","ZCTA5 50658","63470","null","3402","null",
"860Z200US50659","ZCTA5 50659","69676","null","7414","null",
"860Z200US50660","ZCTA5 50660","75625","null","32711","null",
"860Z200US50662","ZCTA5 50662","38987","null","3631","null",
"860Z200US50664","ZCTA5 50664","59792","null","52537","null",
"860Z200US50665","ZCTA5 50665","63902","null","5169","null",
"860Z200US50666","ZCTA5 50666","68490","null","6568","null",
"860Z200US50667","ZCTA5 50667","58750","null","11744","null",
"860Z200US50668","ZCTA5 50668","74952","null","11368","null",
"860Z200US50669","ZCTA5 50669","74450","null","10606","null",
"860Z200US50670","ZCTA5 50670","70987","null","8360","null",
"860Z200US50671","ZCTA5 50671","48611","null","3393","null",
"860Z200US50672","ZCTA5 50672","55096","null","22155","null",
"860Z200US50673","ZCTA5 50673","73214","null","9255","null",
"860Z200US50674","ZCTA5 50674","62750","null","12813","null",
"860Z200US50675","ZCTA5 50675","68875","null","7931","null",
"860Z200US50676","ZCTA5 50676","77885","null","8548","null",
"860Z200US50677","ZCTA5 50677","75156","null","5815","null",
"860Z200US50680","ZCTA5 50680","60391","null","6857","null",
"860Z200US50681","ZCTA5 50681","61250","null","11008","null",
"860Z200US50682","ZCTA5 50682","79141","null","2827","null",
"860Z200US50701","ZCTA5 50701","55855","null","2720","null",
"860Z200US50702","ZCTA5 50702","55026","null","3579","null",
"860Z200US50703","ZCTA5 50703","37738","null","3995","null",
"860Z200US50707","ZCTA5 50707","54569","null","5172","null",
"860Z200US50801","ZCTA5 50801","51015","null","3857","null",
"860Z200US50830","ZCTA5 50830","66458","null","9442","null",
"860Z200US50831","ZCTA5 50831","-","-","**","**",
"860Z200US50833","ZCTA5 50833","61563","null","9966","null",
"860Z200US50835","ZCTA5 50835","47500","null","17745","null",
"860Z200US50836","ZCTA5 50836","68056","null","16250","null",
"860Z200US50837","ZCTA5 50837","52065","null","8406","null",
"860Z200US50839","ZCTA5 50839","39583","null","31570","null",
"860Z200US50840","ZCTA5 50840","60313","null","20963","null",
"860Z200US50841","ZCTA5 50841","53542","null","11364","null",
"860Z200US50842","ZCTA5 50842","50000","null","5081","null",
"860Z200US50843","ZCTA5 50843","45109","null","9762","null",
"860Z200US50845","ZCTA5 50845","73750","null","17506","null",
"860Z200US50846","ZCTA5 50846","64583","null","13033","null",
"860Z200US50847","ZCTA5 50847","30000","null","14349","null",
"860Z200US50848","ZCTA5 50848","40096","null","7507","null",
"860Z200US50849","ZCTA5 50849","52857","null","8535","null",
"860Z200US50851","ZCTA5 50851","51818","null","9245","null",
"860Z200US50853","ZCTA5 50853","62159","null","15314","null",
"860Z200US50854","ZCTA5 50854","48083","null","12368","null",
"860Z200US50857","ZCTA5 50857","64318","null","21173","null",
"860Z200US50858","ZCTA5 50858","56000","null","11496","null",
"860Z200US50859","ZCTA5 50859","64250","null","20416","null",
"860Z200US50860","ZCTA5 50860","45972","null","19070","null",
"860Z200US50861","ZCTA5 50861","76250","null","25163","null",
"860Z200US50862","ZCTA5 50862","67500","null","18931","null",
"860Z200US50863","ZCTA5 50863","61250","null","34668","null",
"860Z200US50864","ZCTA5 50864","56184","null","12130","null",
"860Z200US51001","ZCTA5 51001","57169","null","8123","null",
"860Z200US51002","ZCTA5 51002","60568","null","8767","null",
"860Z200US51003","ZCTA5 51003","88487","null","19330","null",
"860Z200US51004","ZCTA5 51004","54615","null","6025","null",
"860Z200US51005","ZCTA5 51005","65250","null","14442","null",
"860Z200US51006","ZCTA5 51006","77500","null","20875","null",
"860Z200US51007","ZCTA5 51007","105313","null","23432","null",
"860Z200US51008","ZCTA5 51008","61667","null","15869","null",
"860Z200US51009","ZCTA5 51009","48125","null","25437","null",
"860Z200US51010","ZCTA5 51010","82604","null","26794","null",
"860Z200US51011","ZCTA5 51011","43750","null","25169","null",
"860Z200US51012","ZCTA5 51012","54327","null","7981","null",
"860Z200US51014","ZCTA5 51014","61167","null","6822","null",
"860Z200US51015","ZCTA5 51015","43281","null","6963","null",
"860Z200US51016","ZCTA5 51016","49605","null","5721","null",
"860Z200US51018","ZCTA5 51018","64375","null","26721","null",
"860Z200US51019","ZCTA5 51019","65217","null","7807","null",
"860Z200US51020","ZCTA5 51020","50938","null","14123","null",
"860Z200US51022","ZCTA5 51022","80575","null","13237","null",
"860Z200US51023","ZCTA5 51023","64297","null","11012","null",
"860Z200US51024","ZCTA5 51024","92266","null","17654","null",
"860Z200US51025","ZCTA5 51025","59167","null","9208","null",
"860Z200US51026","ZCTA5 51026","75625","null","13707","null",
"860Z200US51027","ZCTA5 51027","84375","null","16404","null",
"860Z200US51028","ZCTA5 51028","67375","null","15030","null",
"860Z200US51029","ZCTA5 51029","67500","null","34996","null",
"860Z200US51030","ZCTA5 51030","97500","null","15631","null",
"860Z200US51031","ZCTA5 51031","70727","null","5082","null",
"860Z200US51033","ZCTA5 51033","45583","null","17709","null",
"860Z200US51034","ZCTA5 51034","58641","null","9717","null",
"860Z200US51035","ZCTA5 51035","68333","null","15771","null",
"860Z200US51036","ZCTA5 51036","105875","null","20741","null",
"860Z200US51037","ZCTA5 51037","74063","null","18937","null",
"860Z200US51038","ZCTA5 51038","86509","null","12806","null",
"860Z200US51039","ZCTA5 51039","92553","null","14172","null",
"860Z200US51040","ZCTA5 51040","51036","null","7325","null",
"860Z200US51041","ZCTA5 51041","76964","null","12229","null",
"860Z200US51044","ZCTA5 51044","65625","null","48944","null",
"860Z200US51045","ZCTA5 51045","101364","null","9134","null",
"860Z200US51046","ZCTA5 51046","74583","null","10565","null",
"860Z200US51047","ZCTA5 51047","80833","null","14121","null",
"860Z200US51048","ZCTA5 51048","61193","null","3564","null",
"860Z200US51049","ZCTA5 51049","48688","null","11291","null",
"860Z200US51050","ZCTA5 51050","90982","null","11919","null",
"860Z200US51051","ZCTA5 51051","41667","null","6279","null",
"860Z200US51052","ZCTA5 51052","76006","null","13889","null",
"860Z200US51053","ZCTA5 51053","63534","null","4863","null",
"860Z200US51054","ZCTA5 51054","105743","null","13229","null",
"860Z200US51055","ZCTA5 51055","78333","null","18331","null",
"860Z200US51056","ZCTA5 51056","63857","null","6934","null",
"860Z200US51058","ZCTA5 51058","57321","null","11880","null",
"860Z200US51060","ZCTA5 51060","42708","null","9403","null",
"860Z200US51061","ZCTA5 51061","61000","null","34125","null",
"860Z200US51062","ZCTA5 51062","32938","null","28704","null",
"860Z200US51063","ZCTA5 51063","62727","null","11676","null",
"860Z200US51101","ZCTA5 51101","24091","null","15685","null",
"860Z200US51103","ZCTA5 51103","50179","null","4285","null",
"860Z200US51104","ZCTA5 51104","64735","null","6688","null",
"860Z200US51105","ZCTA5 51105","41469","null","5736","null",
"860Z200US51106","ZCTA5 51106","72919","null","6281","null",
"860Z200US51108","ZCTA5 51108","72220","null","11591","null",
"860Z200US51109","ZCTA5 51109","61786","null","22507","null",
"860Z200US51111","ZCTA5 51111","41974","null","24558","null",
"860Z200US51201","ZCTA5 51201","63047","null","8580","null",
"860Z200US51230","ZCTA5 51230","63871","null","20644","null",
"860Z200US51231","ZCTA5 51231","92518","null","26625","null",
"860Z200US51232","ZCTA5 51232","63125","null","30147","null",
"860Z200US51234","ZCTA5 51234","80000","null","15245","null",
"860Z200US51235","ZCTA5 51235","63482","null","13925","null",
"860Z200US51237","ZCTA5 51237","60074","null","6560","null",
"860Z200US51238","ZCTA5 51238","65542","null","3940","null",
"860Z200US51239","ZCTA5 51239","76818","null","12279","null",
"860Z200US51240","ZCTA5 51240","72283","null","6668","null",
"860Z200US51241","ZCTA5 51241","89417","null","16545","null",
"860Z200US51242","ZCTA5 51242","73269","null","9782","null",
"860Z200US51243","ZCTA5 51243","66635","null","7892","null",
