DISTRICT,DISTNAME,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP
"'064903","CARRIZO SPRINGS CISD",55,56.6,334.8,94.9,352.8,1,0,7,2,96327,0,48.8,13.8,4.3,4.3,6,5.8,0,0,190.1,53.9,7,0,10,2.8,73597,5.1,3.4,44100,49.4,33,49003,15,10,47604,48,32.1,54722,25.9,17.4,61377,6,4,63635,2,1.3,138.5,92.7,0,0,1,0.7,4,2.7,12,110.1,73.6,4.4,2.9,135.1,90.4,0,0,13.8,39.4,26.4,6.9,4.6,3.9,2.6,2.2,1.5,0,0,1,0.7,122.3,81.9,8.6,5.8,9.3,149.4,42.4,53267,0,0,16.2,7.8,5.2,10.4,6.9,23.6,6.7,59513,0,113.9,32.3
"'065901","CLARENDON ISD",59.2,64.9,8.8,10,88.5,1,0,1,1.1,110000,0,14.2,16,14,10,0,0,0,0,56.8,64.2,1,0,3,3.4,82568,2,4.1,35508,7.5,15.7,37380,5.9,12.3,42787,14.8,30.9,51981,13.8,28.9,56949,3.9,8.2,61193,0,0,41.4,86.5,0,0,0,0,2.6,5.4,16.9,36.9,77.1,0.8,1.6,3.9,8.2,0,0,9.2,11,22.9,6.5,13.5,0,0,2.9,6,0,0,0,0,35.2,73.7,4.1,8.6,11.3,47.8,54.1,50075,0,0,15,2.2,4.7,43.9,91.8,5,5.6,51957,0,17.5,19.8
"'065902","HEDLEY ISD",61,63.6,0,0,27.8,0,0,0.1,0.4,75000,0,4,14.3,2,2,0,0,0,0,17.8,64.1,0,0,0.4,1.4,62500,0,0,.,3,17.1,37002,4.5,25.8,51547,2,11.4,51737,7.9,45.7,56495,0,0,.,0,0,11.9,68.5,0,0,0,0,1,5.7,16.1,13.9,79.8,0,0,0,0,0,0,6.5,3.5,20.2,5.5,31.5,0,0,0,0,0,0,0,0,13,75.2,1,5.7,10.5,17.3,62.4,51341,0,0,17.6,2.3,13.4,17.3,100,0,0,.,0,6,21.6
"'066005","RAMIREZ CSD",36,41.9,8,88.9,9,0,0,0.7,7.4,90000,0,1,11.1,11,2,0,0,0,0,4,44.5,0,0,0.3,3.7,90000,0,0,.,0,0,.,0,0,.,2,66.7,54629,1,33.3,54540,0,0,.,0,0,3,100,0,0,0,0,0,0,19.3,2,66.7,0,0,3,100,0,0,14.7,1,33.3,0,0,0,0,0,0,0,0,0,0,3,100,0,0,1.3,3,33.4,54600,0,0,31.3,0,0,0,0,0,0,.,0,4,44.3
"'066901","BENAVIDES ISD",44.7,62.9,51.4,96.3,53.4,0,0,2,3.7,99446,0.9,8.8,16.4,1.5,1.5,0,0,5,0,33,61.8,0,2,2.6,4.8,69155,4,15.6,40038,5.6,22,44837,3,11.7,55952,2,7.8,57425,6,23.4,61407,5,19.5,58065,0,0,20,78,0.5,1.8,0,0,0.8,3.2,15.1,14.4,56.3,0.1,0.5,24.4,95.3,0,0,9.9,11.2,43.7,5.6,22,0,0,0,0,0,0,0,0,17.8,69.3,1.4,5.5,8.6,25.6,48,52827,0,0,26.2,5.1,19.7,1.2,4.7,2.8,5.2,54360,0,11.6,21.8
"'066902","SAN DIEGO ISD",54.9,72.6,192.8,93.7,205.7,1,0,4,1.9,84975,0,40.5,19.7,5.3,2.3,3.5,1.8,0,0,132,64.2,3,1,8.3,4,77512,14.8,14.5,47250,26.2,25.7,49000,11,10.8,49801,27,26.4,57693,17.2,16.8,64667,6,5.9,60337,0,0,71.3,69.7,0,0,0,0,3.6,3.5,11.5,74.2,72.6,0,0,90.2,88.3,3,2.9,14.5,28,27.4,29.1,28.5,0.8,0.8,0.7,0.7,1,1,0,0,78.5,76.8,8.2,8,6,102.2,49.7,54423,0,0,22.5,11.1,10.9,9,8.8,17.4,8.5,66239,1,33.2,16.1
"'066903","FREER ISD",59.9,61.1,109.5,78.8,139,0,0,4.5,3.2,86120,0,11,7.9,5.7,5.7,3,3,0,0,88,63.3,3,0,5,3.6,80418,6.8,11.3,46294,15,24.9,42885,9.2,15.2,47135,21.3,35.3,54237,7,11.6,59313,1,1.7,59764,0,0,47.4,78.7,0,0,0,0,0,0,10.3,43.3,71.8,0,0,43.8,72.6,0,0,13,17,28.2,12,19.9,0.8,1.4,0.2,0.3,0,0,0,0,53.3,88.4,0.5,0.9,6,60.3,43.4,50110,0,0,27.3,6.3,10.4,16.5,27.4,18.2,13.1,55002,0,40,28.8
"'067902","CISCO ISD",60.8,65.7,8,5,160.2,0,0,3,1.9,79352,0,29,18.1,9.8,9.5,4.7,4.7,0,0,98.2,61.3,2,2,4.6,2.8,82544,3,3.5,33658,8,9.5,36510,11.7,13.8,43118,35.3,41.7,52502,19.6,23.2,57154,7,8.3,60764,0,0,70.5,83.3,0.4,0.4,0,0,2.4,2.8,16.6,64,75.6,0,0.1,2,2.4,0,0,9.9,20.6,24.4,14.1,16.7,0,0,1,1.2,0,0,0,0,67.8,80.1,6.4,7.5,9.9,84.6,52.8,50787,0,0,8.7,6.6,7.8,82.6,97.6,6,3.8,61960,0,33,20.6
"'067903","EASTLAND ISD",64.7,68.7,20.1,11.8,170.2,1,0,3,1.8,117465,0,28.5,16.7,6,5,4.3,3.3,0,0,105.5,62,3,0,6,3.5,72520,6,6.6,36788,16,17.5,39723,15,16.4,45360,26,28.4,55794,24.5,26.8,61236,4,4.4,60547,0,0,75.5,82.5,0,0,0,0,4,4.4,14.2,70.5,77.1,0,0,4,4.4,1,1.1,11.7,21,22.9,16,17.5,0,0,0.2,0.2,0,0,0,0,72.2,78.9,7.1,7.8,7.5,91.5,53.7,51691,0,0,14.1,8,8.7,86.5,94.5,5,2.9,61046,0,36.2,21.3
"'067904","GORMAN ISD",57.6,68.8,11,16.4,67.1,0,0,1,1.5,96000,0,12.9,19.2,1.3,1.3,0,0,0,12.9,35.3,52.6,2,5,2,3,67500,3,9.9,34878,2,6.6,34746,4,13.2,44176,11.7,38.9,52688,9.4,31.3,61475,0,0,.,0,0,22.6,74.9,0.2,0.8,0,0,4.6,15.4,15.6,24.4,81,0,0,1,3.3,0,0,9.1,5.7,19,6.6,21.8,1,3.3,0.3,1.1,0,0,0,0,19.7,65.2,2.2,7.2,7.9,30.2,45,51348,1,3.3,28.6,3.1,10.4,28.2,93.4,2.1,3.2,56432,3,18.9,28.2
"'067907","RANGER ISD",63.4,69.7,10,13.1,76,0,0,0.8,1,100600,0,13,17.1,5,5,0,0,0,0,47,61.9,1,1,2.3,3,75174,8,18.8,34880,7,16.5,37136,7,16.5,43491,12,28.2,52768,6.5,15.3,58352,2,4.7,54540,0,0,33.7,79.3,0,0,0.7,1.6,2,4.7,12.1,34,80,0,0,3.6,8.4,0,0,8.2,8.5,20,8.8,20.7,0,0,0,0,0,0,0,0,34.2,80.5,3.2,7.5,6.9,42.5,56,46240,0,0,19.7,3.1,7.3,38.2,89.9,1.4,1.9,51375,0,16,21
"'067908","RISING STAR ISD",57.6,62.3,3.9,11.9,33,0,0,1,3,50000,0,3.9,11.9,1,1,0,0,0,0,20.1,61,0,1,0.6,1.7,85000,2,11.1,34025,5,27.6,36773,4.6,25.4,49860,4,22.1,52130,2.5,13.8,57423,0,0,.,0,0,13.1,72.6,0,0,0,0,2.5,13.7,9.4,14.7,81,0,0,0,0,0,0,10.3,3.4,19,5,27.4,0,0,0,0,0,0,0,0,12.2,67.3,1,5.5,4.2,18.1,54.8,46033,0,0,12.5,2.4,13.5,18.1,100,0.5,1.4,46430,0,9,27.1
"'068802","COMPASS ACADEMY CHARTER SCHOOL",79.1,83.6,32.2,29.7,108.2,0,0,1.5,1.4,141057,0,8.2,7.6,2,2,0,0,0,0,86.8,80.2,2,0,3.2,3,77199,3.4,4.4,51967,13.4,17.4,48912,19.8,25.7,51834,35,45.4,56037,5.5,7.1,61335,0,0,.,0,0,61.8,80.2,0,0,1,1.3,2,2.6,11.5,63,81.8,0,0,18.4,23.9,0,0,17.2,14,18.2,14.3,18.5,0,0,0,0,1,1.3,0,0,71.4,92.7,3,3.9,3.3,77,71.2,53913,1,1.3,11,0.6,0.8,56.6,73.5,5,4.6,64304,0,13.2,12.2
"'068803","UTPB STEM ACADEMY",76.1,77.9,16.8,27.7,60.5,0,0,1,1.7,94000,0,1,1.7,3,3,0,0,0,0,50.8,83.8,0,1,4,6.6,65172,3.9,8.8,46582,19,42.5,50935,11.8,26.4,56462,8,17.9,56480,2,4.5,63040,0,0,.,2,4.5,24.8,55.3,0,0,2,4.5,0,0,7.4,33.7,75.4,0,0,5,11.1,1,2.2,17.7,11,24.6,20,44.7,0,0,0,0,0,0,0,0,38.1,85.2,1,2.2,2.1,44.7,73.9,53547,1,2.2,32.6,5.6,12.6,33.8,75.5,1,1.7,54175,0,8.8,14.5
"'068901","ECTOR COUNTY ISD",62.4,64.2,2191.2,57.2,3833.4,25,1,34,0.9,126004,0,349.3,9.1,5.9,5.2,4.6,3.9,0,0,2498.2,65.2,86,1,117,3.1,82875,338.4,17.3,52311,502.8,25.7,55837,347.3,17.8,57988,442.4,22.7,61023,241.9,12.4,66350,80.2,4.1,70922,42.3,2.2,1441.3,73.8,317.5,16.3,111.8,5.7,93.4,4.8,10.5,1477.2,75.6,68.2,3.5,764,39.1,6,0.3,16.3,475.8,24.4,456.1,23.4,33.5,1.7,75.7,3.9,22,1.1,1,0.1,1089.7,55.8,212,10.9,8.2,1953,50.9,58705,22.9,1.2,19.1,96.5,4.9,1004.9,51.5,394.3,10.3,70160,0,985.8,25.7
"'069901","ROCKSPRINGS ISD",57.1,64.3,31.8,60.1,53,0,1,1,1.9,108480,0,8,15,2.5,2.5,0,0,0,0,29.7,56,0,1,2,3.8,72092,7,27.5,40142,7,27.5,35117,2,7.9,42501,6.4,25.3,55527,2,7.9,57441,1,3.9,55140,0,0,22.5,88.4,0,0,3,11.8,2,7.8,8.1,17.4,68.5,0,0,8,31.5,0,0,10.6,8,31.5,2.9,11.6,0,0,0,0,0,0,0,0,20,78.8,1.5,5.7,4.4,25.4,48,44783,0,0,43.6,2,7.7,14.4,56.7,1.2,2.3,87235,0,15.3,29
"'069902","NUECES CANYON CISD",56.5,65.8,12.6,23.9,52.7,0,0,0.3,0.6,100500,0,1.5,2.8,2.5,1.5,0,0,0,0,29.6,56.1,0,1,0.9,1.7,78036,10,37.4,56618,4.9,18.2,39850,1.5,5.5,54237,5.9,22,60134,4,15.1,60018,0.5,1.8,29460,0,0,23.2,86.8,0,0,1,3.6,0,0,8.7,16.1,60.2,0,0,2.2,8.2,0,0,9.7,10.6,39.8,2.5,9.5,1,3.6,0,0,0,0,0,0,23.6,88.3,0.9,3.5,4.2,26.7,50.7,54222,0,0,24.2,2.2,8.2,23.5,88.1,1.6,3.1,46549,0,21.6,41.1
"'070801","WAXAHACHIE FAITH FAMILY ACADEMY",57.9,62.4,183.1,64.9,282.2,0,0,6.1,2.1,191178,0,25,8.9,7,3,4,2.5,0,0,173.8,61.6,0,0,6,2.1,105018,6.1,5,51673,55.6,45.1,60398,27.9,22.6,63645,29,23.5,72198,4.7,3.8,100319,0,0,.,1.9,1.6,97.3,78.9,11.2,9.1,26.4,21.4,0,0,7.6,74.6,60.5,0,0,38.7,31.4,1,0.8,21.7,48.7,39.5,25.1,20.4,0,0,0,0,0.9,0.7,0,0,104.2,84.5,4.5,3.7,4.1,123.3,43.7,65003,3,2.4,31.6,3.3,2.7,52.3,42.4,38.4,13.6,88558,0,83.4,29.6
"'070901","AVALON ISD",65.9,69.2,14,25.1,55.9,0,0,1.1,1.9,108261,0,11.7,20.9,11,11,9,9,0,0,35.8,64.1,1,0,2,3.6,63885,2,7,33660,8.3,28.9,41694,2,7,47850,9.9,34.5,57537,5,17.4,60116,1.5,5.2,57248,1,3.5,20,69.6,0,0,0,0,0,0,12.1,23.8,82.9,0,0,5,17.4,0,0,11.6,4.9,17.1,8.7,30.4,0,0,0,0,0,0,0,0,24.2,84.1,3.2,11,9.1,28.7,51.5,51050,0,0,19.1,1.4,4.9,22.7,79.1,4,7.2,57092,0,8.4,15
"'070903","ENNIS ISD",64.8,74.5,236,31.4,752.6,6,0,7,0.9,117763,0,141.9,18.9,9.4,8.7,5.3,4.2,0,0,502.7,66.8,13,0,23,3.1,85885,19.9,5,51826,113.8,28.7,53066,82,20.6,55503,98.7,24.8,60133,65.5,16.5,65954,17.3,4.4,76310,2,0.5,315.4,79.4,34.4,8.7,15,3.8,23.3,5.9,12.4,317.5,79.9,4,1,54.8,13.8,2,0.5,14.6,79.8,20.1,73.8,18.6,5,1.3,16.6,4.2,3,0.8,0,0,249.6,62.8,40.6,10.2,8.1,397.2,52.8,58402,5,1.3,12.6,28.7,7.2,318.4,80.2,75.4,10,67835,0,108.1,14.4
"'070905","FERRIS ISD",65.7,67.2,195.6,44.6,438.9,1,2,8.5,1.9,99281,0,67.9,15.5,3,2.4,4.3,2.7,0,0,256,58.3,8,0,13.1,3,74136,10.1,5,50624,63,31.1,52406,48,23.7,54538,48.7,24,58405,29.9,14.7,60391,3,1.5,69403,2,1,158.8,78.4,17.4,8.6,12.1,6,16.5,8.1,10.3,154.8,76.3,1.1,0.5,39,19.2,0,0,12.7,47.9,23.7,43.9,21.6,0,0,0,0,0,0,0,0,134.1,66.2,16.8,8.3,4.5,202.7,46.2,55694,3,1.5,20.3,16.8,8.3,146.6,72.3,31.8,7.2,66399,0,115,26.2
"'070907","ITALY ISD",58.8,71.1,32.3,27.3,118.5,0,1,3,2.5,82389,0,19.1,16.1,2,1.5,6,1,0,4,67.5,57,3,0,3,2.5,77802,4.6,8.3,41646,9.6,17.3,46429,11.7,21.1,49249,19.5,35.1,54990,10.1,18.3,62512,0,0,.,0,0,47.3,85.2,0,0,2.9,5.3,0,0,11.8,38,68.4,0,0,3.9,7.1,0,0,11.2,17.5,31.6,8.2,14.8,0,0,0.2,0.3,0,0,0,0,45.5,81.9,3.9,7,4.5,55.5,46.8,52569,0,0,31.5,6,10.8,48.6,87.7,6.1,5.1,56081,2.9,31.9,26.9
"'070908","MIDLOTHIAN ISD",65,66.7,240.7,20.3,1185.1,7,3,13.3,1.1,113276,0,55.9,4.7,6.4,5.5,5,3.8,0,0,804.6,67.9,27,0,31.2,2.6,82425,11.3,1.8,51953,142.1,23.1,54926,145.4,23.7,56810,208.1,33.9,58565,88,14.3,64514,19.3,3.1,72973,4,0.7,469,76.4,4.9,0.8,24.9,4.1,7.4,1.2,12.4,485,79,46.4,7.6,45.4,7.4,1,0.2,16,129.2,21,140.7,22.9,3.5,0.6,1.9,0.3,1,0.2,1,0.2,484.1,78.8,32.8,5.3,6.4,614.2,51.8,58493,1,0.2,13.4,36.8,6,536.9,87.4,145.9,12.3,66920,0,324.6,27.4
"'070909","MILFORD ISD",61.1,67.3,13.8,31,44.6,0,0,2,4.5,95357,0,3.9,8.7,3,1,0,0,0,0,28.6,64,0,0,2,4.5,71500,1.9,7.9,38743,3.9,15.8,41296,2,8,47930,13.8,56.1,56948,2,8,62955,1,4.1,69237,0,0,19.7,80,0,0,3,12.2,1,4,12.6,13.6,55.4,0,0,0,0,0,0,10,10.9,44.6,4.9,20,0,0,0,0,0,0,0,0,19,77.1,1.4,5.5,8.4,24.6,55.1,53283,0,0,13.1,3.3,13.4,21.6,87.8,0,0,.,0,12.2,27.3
"'070910","PALMER ISD",63.1,69.4,32.1,17.9,179.1,0,1,3.6,2,115786,0,32.4,18.1,7.3,7.3,5.3,4.7,0.5,0,108.6,60.7,3,0,6.1,3.4,73296,6.8,7.7,43963,17.7,19.9,47169,18.6,20.9,50541,32.3,36.2,56698,9.6,10.8,65759,3.9,4.4,71980,0,0,67.6,76,1.3,1.5,2.9,3.3,2.9,3.3,11.7,67.3,75.6,0,0,6.8,7.7,0,0,14,21.7,24.4,21.4,24,0,0,1.8,2,0,0,0,0,71.6,80.5,4.9,5.5,7,89,49.7,54198,0,0,10.1,6.5,7.3,79.2,89,10,5.6,67680,0,38,21.2
"'070911","RED OAK ISD",57.7,54.8,308,36.2,850.3,3,4,9,1.1,120012,0,74.6,8.8,3.4,3.4,5.1,3.1,0,0,520.9,61.3,14,0,23.9,2.8,78349,25.5,6.5,50088,121.6,31,54810,83.8,21.4,56934,81,20.7,60699,62.4,15.9,66580,17.5,4.5,70026,0,0,276.6,70.6,14.6,3.7,62.8,16,10.2,2.6,11.2,308.1,78.6,5,1.3,43,11,2,0.5,15.3,83.7,21.4,107.2,27.4,5,1.3,27.3,7,3,0.8,0,0,268.2,68.5,40,10.2,6.4,391.8,46.1,58728,3,0.8,15.6,26.5,6.8,281,71.7,96.3,11.3,70977,0,254.8,30
"'070912","WAXAHACHIE ISD",65,61.2,462.5,30.4,1521,6,3,18.5,1.2,102433,0,194,12.8,4.2,3.7,3.1,2.7,0,0,910.4,59.9,28,1,40.6,2.7,77647,28,3.9,50195,128.8,18,54721,179,25,57491,267.2,37.4,62244,98.1,13.7,68790,13.6,1.9,78198,2,0.3,523.7,73.3,31.4,4.4,36.5,5.1,15.8,2.2,12.1,566.9,79.3,1,0.1,79.5,11.1,1,0.1,13.5,147.8,20.7,170.4,23.8,18.6,2.6,57.4,8,2,0.3,0,0,467.9,65.5,96,13.4,6.7,714.7,47,60425,2,0.3,11.2,45.2,6.3,593.7,83.1,136.5,9,68960,0,416.6,27.4
"'070915","MAYPEARL ISD",61,63.2,17.7,10.6,166.8,0,0,3,1.8,92953,0,28.5,17.1,5,3.3,1,1,0,0,101.1,60.6,2,0,6.5,3.9,69864,5,6.3,45980,18,22.6,45167,11.9,14.9,49580,34.6,43.6,56359,10,12.6,59940,0,0,.,0,0,63.7,80.1,1.4,1.8,2,2.5,3.8,4.7,12,54,67.9,1.2,1.5,1,1.3,0,0,14.6,25.5,32.1,15.8,19.9,0,0,2.7,3.4,0,0,0,0,56,70.4,7.7,9.7,5,79.5,47.7,52611,2,2.5,21.7,6.7,8.4,74.5,93.7,12,7.2,59092,0,37.2,22.3
"'071801","BURNHAM WOOD CHARTER SCHOOL DISTRI",52.3,69.2,113.4,84.1,134.9,0,0,2,1.5,84375,0,0,0,3,2,1.8,1.3,1.5,0,90.4,67,2,0,6.9,5.1,64815,2.4,3.3,51776,32.8,46.5,48202,15.1,21.4,51996,14.8,20.9,56252,4.5,6.4,59212,1,1.4,63666,1,1.4,52.7,74.6,0,0,0,0,0,0,7.7,48.7,69,0,0,54.1,76.6,0,0,17.7,21.9,31,14.9,21.1,3,4.3,0,0,0,0,1,1.4,67.5,95.7,0,0,3.9,70.6,52.3,51739,0,0,32.3,3,4.3,14.5,20.5,11,8.1,51415,0,44.5,33
"'071803","TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS",50,56.4,20.1,88.2,22.8,0,0,0.3,1.1,80000,0,0,0,7,3,0,0,0,0,13.5,59.4,1,0,1,4.4,79050,1.9,18.3,38030,3,29.3,41704,2.6,25,52625,2.8,27.3,51381,0,0,.,0,0,.,0,0,6.4,62.9,0,0,0,0,0,0,6,8.2,80.5,0,0,8.6,83.6,0,0,17,2,19.5,3.8,37.1,0,0,0,0,0,0,0,0,9.4,91.9,0,0,5.1,10.2,45,46411,0,0,27.1,0.8,8.1,1.7,16.4,2,8.9,53955,0,9.3,40.6
"'071804","EL PASO ACADEMY",60,65.7,25.5,91.1,28,0,0,1,3.6,110000,0,1.1,3.9,2,1.5,0,0,0,0,17.9,64,0,0,2,7.1,65018,0,0,.,8.4,60.5,46577,1,7.2,49735,4,28.7,54336,0,0,.,0.5,3.6,40000,0,0,10.4,74.8,1,7.2,0,0,0,0,7.8,6,43.1,0,0,11.5,82.6,0,0,23.1,7.9,56.9,3.5,25.2,0,0,0,0,0,0,0,0,12.9,92.8,0,0,4.5,13.9,49.7,48798,0,0,15.8,0,0,2.4,17.4,1,3.6,56308,0,9,32.1
"'071806","HARMONY SCIENCE ACAD (EL PASO)",64,78.3,307.3,69.6,441.4,0,0,8,1.8,87600,0,49.9,11.3,2,1.5,4.7,4.4,0,0,350.9,79.5,2,0,21.9,5,83575,11.2,4.3,54546,116.9,44.9,54850,90,34.6,57378,34.5,13.2,60545,5.9,2.3,61318,2,0.8,65000,4,1.5,177.1,68,8.4,3.2,4.6,1.8,4,1.5,6.7,192,73.7,0.9,0.3,166.3,63.8,1,0.4,15.9,68.5,26.3,79.4,30.5,0,0,0.5,0.2,3.9,1.5,1,0.4,216.9,83.3,18.1,6.9,3.8,260.5,59,56690,2,0.8,12.4,11.8,4.5,81.6,31.3,60.5,13.7,62531,0,40.6,9.2
"'071807","LA FE PREPARATORY SCHOOL",62.5,57.4,33,100,33,0,0,0,0,.,0,0,0,1,1,1,1,0,0,25,75.8,0,0,3,9.1,55991,3,16.7,41286,7,38.9,45669,7,38.9,50583,1,5.6,59358,0,0,.,0,0,.,0,0,17,94.4,3.3,18.5,0,0,0,0,4.6,16,88.9,0,0,18,100,0,0,10,2,11.1,1,5.6,0,0,0,0,0,0,0,0,14.7,81.5,0,0,3.4,18,54.5,47610,0,0,37.1,0,0,0,0,4,12.1,36818,0,8,24.2
"'071809","VISTA DEL FUTURO CHARTER SCHOOL",54.4,50.6,38.7,88.6,43.7,0,0,1,2.3,35000,0,0,0,4.5,1.5,2,2,0.5,0,26.7,61.1,0,0,3,6.9,52916,2,13.1,34249,4,26.3,45983,3.4,22.6,54074,3,19.7,56634,2.8,18.3,63400,0,0,.,1,6.6,12.7,83.6,0,0,0,0,0,0,9.2,12.7,83.6,0,0,11.7,77,0,0,16.4,2.5,16.4,0.5,3.3,2,13.1,0,0,0,0,0,0,15.2,100,0,0,4.1,15.2,34.8,51550,0,0,51,0,0,2.5,16.4,7.5,17.1,25747,0,17,38.9
"'071810","EL PASO LEADERSHIP ACADEMY",47.1,54.4,21.9,88.3,24.8,0,0,1.5,6,121333,0,1.8,7.3,19,2,5.5,2,0,0,21,84.6,0,0,3,12.1,71597,3,21.4,46000,10,71.4,48950,1,7.1,49000,0,0,.,0,0,.,0,0,.,0,0,13,92.9,0,0,0,0,0,0,2.8,9,64.3,0,0,14,100,0,0,15,5,35.7,1,7.1,0,0,0,0,0,0,0,0,13,92.9,1,7.1,2.2,14,56.5,48321,0,0,22.9,0,0,0,0,2.5,10,49430,0,2,8.1
"'071901","CLINT ISD",61.4,58.5,1439.4,94.1,1530.3,13,0,42.7,2.8,91570,0,141,9.2,6.1,5.1,5.3,4.4,0,0,914,59.7,31,0,41.1,2.7,88239,22,3.2,50558,216.5,31.4,53756,135.7,19.7,55698,234.5,34,58406,78.2,11.3,65203,3,0.4,70435,2,0.3,489.2,70.9,129.4,18.8,4,0.6,16.8,2.4,10.6,473,68.6,3.7,0.5,633.5,91.8,0,0,15.4,216.8,31.4,180.6,26.2,15,2.2,14.1,2,5,0.7,1,0.1,424.8,61.6,66,9.6,7.7,689.8,45.1,56987,1,0.1,11.7,34.9,5.1,48.4,7,140.4,9.2,69263,0,475.3,31.1
"'071902","EL PASO ISD",67.4,61.9,6407.6,82.6,7753.5,75,5,61.6,0.8,107220,0,501,6.5,7.1,6.9,6.3,6.2,0,0,5066.7,65.3,152,5,214.5,2.8,82002,151.4,4.1,34440,754.9,20.2,51985,678,18.2,53717,1388.6,37.2,56836,611.9,16.4,61807,145.7,3.9,65309,34.8,0.9,2671.2,71.6,490.5,13.1,92.7,2.5,9.4,0.3,13.4,2572.1,68.9,75.8,2,2749.5,73.7,4,0.1,13.5,1158.4,31.1,998.1,26.8,33.2,0.9,0,0,28,0.8,3,0.1,2744.7,73.6,216.9,5.8,11.4,3730.5,48.1,55525,39,1,10.5,193.2,5.2,807.5,21.6,1060.1,13.7,65714,0,2185.8,28.2
"'071903","FABENS ISD",65.5,59.8,316.7,94.1,336.6,2,0,4,1.2,100775,0,35.8,10.6,7.8,4.8,2,2,0,0,190.1,56.5,7,0,10,3,82784,8.3,5.5,51476,25.7,17,52697,24.9,16.5,53498,65.8,43.7,57957,25,16.6,66612,1,0.7,70332,1,0.7,98.8,65.5,18.9,12.5,1,0.7,0.7,0.5,12.5,103.4,68.6,0,0,131.8,87.4,0,0,13.6,47.3,31.4,48.2,32,1.8,1.2,1.9,1.2,2,1.3,0,0,100.8,66.9,19,12.6,10.2,150.8,44.8,57484,0,0,12,9.4,6.3,16.9,11.2,25.3,7.5,69981,0,110.7,32.9
"'071904","SAN ELIZARIO ISD",60.7,54.3,528.3,96.3,548.6,6,0,7,1.3,107131,0,53.6,9.8,5.2,5.2,5.4,4.7,0,0,292.6,53.3,9,0,13,2.4,72658,10,4.6,50620,55.9,25.7,52995,48.7,22.4,55592,62,28.5,57285,36,16.5,61427,5.1,2.4,62410,0,0,160.4,73.6,58,26.6,2,0.9,0,0,11.5,156,71.6,0.1,0.1,204.8,94,0,0,14.6,61.8,28.4,51.4,23.6,6,2.8,9.3,4.3,0,0,0,0,104.3,47.9,30.5,14,9.2,217.8,39.7,56304,1,0.5,12.1,15.5,7.1,10,4.6,54.8,10,68131,0,202.4,36.9
"'071905","YSLETA ISD",65.6,57.5,5605.6,91.6,6119.4,54,1,58,0.9,102258,0,609.5,10,8.1,7.3,6.4,6.1,0,0,3552,58,97,5,156.3,2.6,89847,63.3,2.4,47061,450.7,17.1,53774,498.9,18.9,54826,1059.8,40.1,58157,492.1,18.6,62899,77.7,2.9,67054,16,0.6,1864.6,70.6,279.1,10.6,44,1.7,0,0,13.7,1923.2,72.8,0,0,2280.4,86.3,2,0.1,14.5,719.3,27.2,736.1,27.9,30.8,1.2,0,0,11,0.4,3,0.1,2025.4,76.6,203.1,7.7,12,2642.5,43.2,57659,12,0.5,7.5,134.9,5.1,285.2,10.8,695.2,11.4,65428,0,1957.9,32
"'071906","ANTHONY ISD",55.6,57.1,134.2,90.6,148.2,1,0,2,1.3,105701,0,9.9,6.7,3.2,3.2,4,1,0.2,0,80.8,54.5,3,0,4,2.7,89349,4,6.7,53030,25,41.7,54848,13,21.7,55589,15,25,60380,3,5,65420,0,0,.,0,0,42,70,0.6,1,0,0,0.2,0.4,7.7,42,70,0.1,0.1,51,85,0,0,13.1,18,30,18,30,0,0,0,0,0,0,0,0,50.7,84.6,6.4,10.6,5.3,60,40.5,56799,0,0,13.8,2,3.3,9,15,14.8,10,70976,0,57.5,38.8
