DISTRICT,DISTNAME,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP
"'196901","AUSTWELL-TIVOLI ISD",56.5,64.5,26.4,69,38.3,0,0,1,2.6,73000,0,8.7,22.8,3,3,0,0,0,0,22.3,58.3,0,1,0.1,0.3,65276,8.5,41.9,44728,1,4.9,47265,2,9.9,53050,4.8,23.9,58267,3,14.8,65488,0.9,4.6,7480,1,4.9,12.9,64.1,0,0,1,4.9,0,0,10,14.4,71.5,0,0,9.3,46,0,0,6.7,5.8,28.5,6.3,31.3,0,0,0,0,0.9,4.6,0,0,16.8,83.3,2.1,10.4,5.5,20.2,52.7,50249,0,0,25.5,1.3,6.2,8.9,44.2,1,2.7,52206,0,7.2,18.9
"'196902","WOODSBORO ISD",59.5,70.1,37,39.8,93,0,0,2,2.2,91390,0,20,21.5,11,6,0,0,0,0,50,53.8,2,0,3,3.2,74095,1,2.4,39660,11,26.2,37660,4,9.5,48688,13,31,56345,9,21.4,61190,4,9.5,52285,0,0,30,71.4,0,0,1,2.4,2,4.8,15.7,28,66.7,0,0,8,19,0,0,10.1,14,33.3,6,14.3,6,14.3,0.4,0.9,0,0,0,0,33.3,79.2,3.7,8.7,10.3,42,45.2,50976,1,2.4,21.1,2.7,6.3,32,76.2,3,3.2,59833,0,23,24.7
"'196903","REFUGIO ISD",61.3,72.7,71.6,49.9,143.4,0,1,3,2.1,102066,0,17,11.9,8.7,5,5,5,0,13.4,87.2,60.8,1,2,3.9,2.7,76729,6.8,11.1,33795,6,9.8,37276,13.2,21.5,43921,17.1,27.7,52801,10.3,16.8,55506,8.1,13.1,57175,1,1.6,47.5,77.2,0,0,2.1,3.4,0,0,15.7,44.6,72.6,0,0,16.9,27.5,0,0,11.1,16.9,27.4,14.1,22.8,0,0,1.3,2.1,0,0,0,0,51.6,83.9,6.2,10,8.1,61.5,42.9,48293,0,0,16.3,2.4,3.9,41.5,67.5,18.8,13.1,59121,5,39.2,27.3
"'197902","MIAMI ISD",43.5,57.4,1.9,4.9,39.7,0,0,1,2.5,94989,0,2.9,7.2,1,1,0,0,0,0,24.1,60.7,0,0,1,2.5,72000,2.9,13.2,35762,6.9,31.1,36468,6.9,31.2,46042,3.9,17.9,53463,1,4.4,60628,0.5,2.2,60880,0,0,19.1,86.7,0,0,0,0,2.1,9.5,8.5,16.6,75.3,0,0,0,0,0,0,8.8,5.5,24.7,2.9,13.3,0,0,0,0,0,0,0,0,16.3,74,1,4.4,5.1,22.1,55.6,44002,0,0,27.4,2.7,12.1,22.1,100,0,0,.,0,12.7,32.1
"'198901","BREMOND ISD",61.1,65.2,15.9,20.5,77.8,0,0,1,1.3,115883,0,9,11.6,8,7.3,0,0,1.5,0,48.9,62.9,1,0,4.1,5.2,75533,1,2.4,52244,5,12.2,44993,2,4.9,51470,25.9,63.4,55727,4.5,11,63217,2.5,6.1,58223,0,0,37.9,92.7,0,0,2,4.9,0.9,2.2,16.4,29.5,72.1,0,0,4,9.8,0,0,12.1,11.4,27.9,3,7.3,0,0,0,0,0,0,0,0,35.4,86.6,1,2.4,8.6,40.9,52.5,55095,0,0,6,3.6,8.8,34.9,85.3,3,3.8,61851,0,19.9,25.5
"'198902","CALVERT ISD",58.4,68,26.8,79.4,33.8,0,0,1,3,128100,0,4,11.8,5,5,0,0,2,0,20.8,61.5,0,1,1.5,4.6,53520,4,22.3,28319,4,22.5,36748,2.8,15.9,43739,1,5.6,53860,3,16.6,56421,3.1,17.1,54716,0,0,12.8,71.9,0,0,9.8,54.9,2,11.2,14.9,10.5,58.8,0,0,3,16.8,0,0,8,7.3,41.2,2,11.3,3,16.8,0,0,0,0,0,0,14,78.6,0,0,7,17.8,52.7,43285,0,0,28.7,1.8,10.1,5,28.2,0.4,1.3,64533,0,9,26.6
"'198903","FRANKLIN ISD",53.3,61.3,26.4,12.5,211.1,0,1,3,1.4,120927,0,22,10.4,3.3,3.3,6.7,2.7,0,9.6,128.1,60.7,3,0,6.2,3,72185,1,0.9,44732,19,17.7,43700,25,23.3,47590,42,39.1,55413,18.2,16.9,60467,2.3,2.2,58609,0,0,88.8,82.6,0.7,0.7,1,0.9,1,0.9,13.9,84.3,78.4,0,0,2,1.9,0,0,11.7,23.2,21.6,15.7,14.6,2,1.9,0,0,1,0.9,1,0.9,89.5,83.2,7.9,7.4,7.7,107.5,50.9,52349,0,0,9.5,8.4,7.8,103.5,96.3,11.3,5.4,62204,3,61,28.9
"'198905","HEARNE ISD",54.3,58.4,92.1,57.9,159.2,1,0,5.5,3.4,92634,0,19.5,12.2,3.3,3,4,4,0,0,92,57.8,2,1,4.3,2.7,78157,6.4,8.9,50459,32,44.5,45269,13.2,18.4,50653,7.6,10.6,53412,8.7,12.1,59118,3.9,5.5,71722,1,1.4,56.2,78.2,0.8,1.2,16.1,22.4,5,7,8.9,45.8,63.7,0,0,13,18.1,0,0,10,26.1,36.3,14.7,20.4,1,1.4,3.7,5.1,0,0,0,0,45.5,63.3,9.7,13.5,3.3,71.9,45.2,50714,1,1.4,22.5,7.2,10,40.8,56.7,10.4,6.5,67921,0,47.7,30
"'198906","MUMFORD ISD",68.6,69.9,18.5,25.4,72.8,0,0,0.7,1,120455,0,10,13.7,8,1,2,2,0,0,44.4,61,0,0,2.7,3.7,96779,2,5,45203,9,22.5,46481,7,17.5,46764,16,40,53225,3,7.5,60700,3,7.5,64300,0,0,37,92.5,0,0,0,0,8.1,20.3,11.1,33,82.5,0,0,3,7.5,0,0,15.4,7,17.5,3,7.5,0,0,3,7.6,0,0,0,0,25.4,63.5,2,5,5.5,40,54.9,51567,0,0,14.6,1.4,3.6,37,92.5,1,1.4,51300,0,18.4,25.3
"'199901","ROCKWALL ISD",66.7,67.7,380.9,19.2,1983.2,19,0,19,1,127934,0,163.5,8.2,6.5,6.1,5.4,4.3,0,0,1363.3,68.7,34,3,57.7,2.9,83568,19.1,1.8,52101,205.9,19.8,54516,235.6,22.6,55599,408.9,39.2,58242,153.9,14.8,61543,18.4,1.8,66512,7,0.7,677.7,65.1,29,2.8,37.5,3.6,13,1.2,12.6,832.1,79.9,12.7,1.2,101,9.7,6,0.6,16.2,209.7,20.1,349.2,33.5,5,0.5,13.6,1.3,9.8,0.9,1,0.1,892.5,85.7,43,4.1,6.9,1041.8,52.5,57429,17,1.6,13,38.1,3.7,872.3,83.7,244.7,12.3,65875,0.5,456.4,23
"'199902","ROYSE CITY ISD",64.9,64.8,165.9,17.7,934.8,7,1,11.1,1.2,122497,0,95,10.2,5.3,5,8,4.9,0,0,609.9,65.2,17,1,29,3.1,87265,21,4.5,51999,143.9,30.5,52937,104,22,54603,146.8,31.1,57080,50,10.6,63009,6,1.3,66473,2,0.4,379.6,80.5,32.4,6.9,15,3.2,22.3,4.7,10.5,388.4,82.3,6.2,1.3,20,4.2,0,0,14.6,83.3,17.7,92.1,19.5,0,0,26.5,5.6,0,0,21,4.5,319.5,67.7,33.7,7.1,4.8,471.7,50.5,55792,2,0.4,13,31.1,6.6,411.7,87.3,98.1,10.5,68405,0,229.9,24.6
"'200901","BALLINGER ISD",59.2,64.5,25,16.2,154.8,0,0,2,1.3,98738,0,19.9,12.9,3,3,4.5,3,0.2,2.7,95.3,61.6,3,0,4.8,3.1,71220,0,0,.,18,22.7,38320,7,8.8,46134,27.6,34.9,55025,25,31.6,57072,1.5,1.9,66068,0,0,60.5,76.5,0,0,0,0,2.5,3.2,15.4,62,78.3,0,0,5,6.3,0,0,10.7,17.2,21.7,18.6,23.5,0,0,2.6,3.3,0,0,0,0,64.3,81.2,4.9,6.1,7.6,79.2,51.2,51302,1,1.3,9,4.9,6.2,73.2,92.4,9.3,6,57228,1.4,39.5,25.5
"'200902","MILES ISD",61.3,66.6,14.3,18.6,76.6,0,0,2.5,3.3,73324,0,11,14.4,4,2,0,0,0.1,0,50.7,66.2,1,0,3,3.9,72798,1,2.5,33660,8,19.6,37513,7,17.2,43569,14,34.3,53111,9.3,22.8,56544,1.5,3.6,52238,0,0,35.8,87.7,1.5,3.6,0,0,1.3,3.2,13.9,31.8,77.9,0.1,0.2,5.5,13.4,0,0,11.5,9,22.1,4,9.8,0,0,1.7,4.1,1,2.5,0,0,31.1,76.1,2.1,5.1,5.3,40.8,53.3,48692,0,0,18.6,3.1,7.6,35.3,86.6,4.4,5.7,51204,0,14.9,19.5
"'200904","WINTERS ISD",58.7,61.5,34.2,29.4,116.3,0,0,4,3.4,78240,0,21,18,1.5,1.5,3,2.5,0,0,68.7,59.1,3,0,3.5,3,69193,1.7,3.5,47604,12,24.3,38521,8,16.2,38450,19.1,38.8,52928,5.5,11.2,57606,3,6.1,56373,0,0,45.5,92.1,0,0,2,4.1,5.2,10.5,13,37.4,75.7,0,0,5,10.1,0,0,11.2,12,24.3,3.6,7.4,0.2,0.5,1.3,2.5,0,0,0,0,35.4,71.7,2.8,5.6,8.1,49.3,42.5,47628,0,0,24.5,4.8,9.7,42.4,85.8,11.9,10.2,54838,0,26.6,22.8
"'200906","OLFEN ISD",51.4,58,6.6,26.1,25.2,0,0,0.6,2.5,130001,0,2.6,10.2,4,4,0,0,0,0,16,63.4,0,0,0.5,2.1,68250,1,6.7,40411,3,20.2,35968,7.8,52.8,53387,2,13.5,49350,0,0,.,1,6.7,62000,0,0,9,60.7,0,0,1,6.7,0.5,3.1,8.3,10.5,70.6,0,0,0.8,5.6,0,0,9.6,4.4,29.4,5.8,39.3,0,0,0,0,0,0,0,0,13,87.5,0.2,1.6,4.3,14.8,58.8,49026,0,0,6.8,1.2,7.8,13,87.6,0,0,.,0,6.7,26.4
"'201902","HENDERSON ISD",62.3,66.8,130.7,25.9,505,2,2,8,1.6,110040,0,68.9,13.6,3.8,3.7,2.3,1.8,0,0,316.7,62.7,10,1,13.7,2.7,79825,16.5,7.3,39489,55,24.2,39739,52,22.9,45497,56.2,24.7,53650,36.8,16.2,59874,10.7,4.7,56353,0,0,180.7,79.5,25.8,11.4,20,8.8,10.7,4.7,11.7,179.8,79.1,1,0.4,7.9,3.5,0,0,14.7,47.4,20.9,44.7,19.7,0,0,6.7,2.9,1.8,0.8,0,0,144.5,63.6,24,10.6,6.6,227.2,45,48520,3.7,1.6,17.2,14.5,6.4,195.6,86.1,67.7,13.4,57971,0,119.4,23.6
"'201903","LANEVILLE ISD",55.5,57.5,17.4,48.3,36.1,0,0,1,2.8,94570,0,4,11,2,2,1,1,0,0,20.8,57.7,0,1,1,2.9,57638,1,5.5,35480,2,11,40174,6.1,33.6,47000,4.2,23.3,55461,0,0,.,4.8,26.6,58485,0,0,12.9,71.3,0,0,4.9,27.4,1,5.5,16.2,14.1,78.1,0,0,1,5.5,0,0,9,4,21.9,5.2,28.7,0,0,0,0,0,0,0,0,11.8,65.2,2.8,15.8,7.4,18,50,50652,0,0,17.5,2.4,13.5,12.1,67.1,0.8,2.1,59000,0,11.3,31.3
"'201904","LEVERETTS CHAPEL ISD",61.3,66.2,7.4,15.9,46.4,0,0,1.3,2.8,125827,0,6.1,13.2,6.3,6.3,0,0,0,0,30.2,65.1,0,1,2,4.3,68851,1,3.8,35460,0,0,.,6,23.1,41796,4,15.4,49079,6,23.1,56436,9,34.6,56379,1,3.8,17,65.4,1,3.8,2,7.7,1,3.8,21.9,21,80.8,0,0,1,3.8,0,0,9.1,5,19.2,9,34.6,0,0,0,0,0,0,0,0,20.3,78.1,1.9,7.5,11.2,26,56.1,51100,0,0,8,1.8,6.8,22,84.6,0.9,1.9,60285,0,10.1,21.8
"'201907","MOUNT ENTERPRISE ISD",61,67.4,9,13,69,1,0,1,1.4,116783,0,7.5,10.9,5,5,0,0,0,1,49,71,0,1,2.1,3.1,83010,4,10,36160,9,22.6,38923,5,12.5,45444,14.9,37.3,57671,4,10,59182,3,7.5,55493,0,0,30.9,77.4,0,0,2,5,1,2.5,12.5,28,70.2,0,0,1,2.5,0,0,10.1,11.9,29.8,9,22.6,0,0,0,0,0,0,0,0,31.6,79.3,4.1,10.2,5.6,39.9,57.8,49740,0,0,18.9,3.2,8,36.9,92.5,6,8.7,53229,0,12.5,18.1
"'201908","OVERTON ISD",59.9,66.5,9.7,10.4,93.4,1,0,2,2.1,108960,0,15.7,16.8,8,6.5,0,0,0,0,58.5,62.7,1,1,2.4,2.6,67329,0,0,.,15,30.6,40228,4,8.2,53832,12,24.4,55115,12,24.5,61036,6.1,12.5,59595,0,0,38,77.4,0,0,1,2,2,4.1,16.5,38,77.4,0.1,0.3,1,2,0,0,9.7,11.1,22.6,11.1,22.6,0,0,0.3,0.7,0,0,0,0,38.3,78.1,2.7,5.5,5.6,49.1,52.6,52466,0,0,27,5.6,11.3,47.1,95.9,5,5.4,57911,0,19.2,20.5
"'201910","TATUM ISD",57.4,62.2,76.6,36.3,211.2,1,3,4.4,2.1,117363,0,17,8,6.3,5,4.5,3,0,19,131,62,2,1,6,2.8,82356,3,2.8,43366,22.1,20.4,47745,17,15.7,49200,39.4,36.3,56237,22,20.2,65691,5,4.6,67500,0,0,81,74.7,2.1,1.9,19.1,17.6,3.9,3.6,13.9,78.3,72.2,6.1,5.6,2,1.8,0,0,13.6,30.1,27.8,26.4,24.4,0,0,1.8,1.6,1,0.9,0,0,79.2,73,5.1,4.7,6.2,108.4,51.3,55479,0,0,12.1,10.3,9.5,87.3,80.5,12.2,5.8,58927,3,63.2,29.9
"'201913","CARLISLE ISD",60.5,66.4,29.7,25.3,117.5,0,0,2,1.7,100942,0,20.7,17.6,8.3,8.3,7,7,0,0,75,63.8,2,0,6.5,5.5,64290,7,11.7,34510,15,25.2,37507,11,18.5,44680,13,21.8,53127,9.5,16,58213,4,6.7,61350,0,0,47.5,79.8,0,0,4,6.7,5,8.4,12.2,40,67.2,1.1,1.9,5,8.4,0,0,10.3,19.5,32.8,11,18.5,0,0,0.1,0.2,1,1.7,1,1.7,43.8,73.5,4.4,7.5,5.4,59.5,50.7,46811,1,1.7,19.8,5,8.4,48.5,81.5,7,5.9,53698,0,21.9,18.6
"'201914","WEST RUSK COUNTY CONSOLIDATED ISD",56.5,58.6,30,18.6,160.8,1,0,3,1.9,105755,0,28.2,17.5,7.2,7.2,4.8,3,0,0,96.5,60,3,0,9,5.6,84911,1,1.3,35660,17,22.2,41939,9,11.8,50621,25,32.7,58232,19,24.8,62359,5.5,7.2,60450,0,0,68,88.9,0.4,0.5,1,1.3,4,5.3,14.5,58.5,76.5,0,0,1,1.3,0,0,13.4,18,23.5,7.5,9.8,1,1.3,0.1,0.2,0,0,0,0,63.8,83.4,4.3,5.7,8.4,76.5,47.6,54606,0,0,8.6,3.8,4.9,74.5,97.4,8,5,50733,0,36.2,22.5
"'202903","HEMPHILL ISD",60,65.1,21.6,14.6,148,1,0,1,0.7,135775,0,11.4,7.7,8.3,8.3,1,1,0,6,88.8,60,3,0,5,3.4,82732,5,6.6,43287,10,13.2,44832,14.4,18.9,50223,15.6,20.5,58083,27,35.5,67912,4,5.3,71790,0,0,59.4,78.1,0.2,0.3,7.3,9.5,9.3,12.3,15.7,60.4,79.4,0.4,0.5,1,1.3,0,0,11.6,15.6,20.6,16.6,21.9,0,0,0,0,0,0,0,0,59,77.7,3.1,4,8.4,76,51.3,58092,1,1.3,13.7,4,5.2,66.7,87.8,6.8,4.6,65165,1,47.9,32.3
"'202905","WEST SABINE ISD",58.9,61.1,8.5,8.9,96,0,0,3,3.1,81644,0,11,11.5,9,7,7,4,0,0,61.5,64.1,1,0,3.7,3.9,77501,0,0,.,11,22.1,38538,7.1,14.3,46521,19.1,38.4,52769,8.5,17.1,63125,4,8.1,67346,0,0,40.5,81.5,0,0,2.1,4.3,2.1,4.3,14.8,42.5,85.5,0,0,1,2,0,0,11.4,7.2,14.5,9.2,18.5,0,0,1,2,0,0,0,0,42.7,85.8,0,0,9.8,49.8,51.8,51678,0,0,6,3.9,7.9,46.6,93.7,5,5.2,51877,0,23.5,24.5
"'203901","SAN AUGUSTINE ISD",50.6,58.1,51.7,39.3,131.6,1,0,4,3,97270,0,20,15.2,3,3,6.3,4,0,0,73,55.5,4,0,4.5,3.4,74277,3,5.6,45899,13,24.3,42768,10,18.7,50956,16.9,31.7,60728,9.5,17.8,60145,1,1.9,62340,1,1.9,42.5,79.5,0,0,8,15,1.2,2.2,12.8,37,69.2,0.8,1.6,1,1.9,0,0,12.8,16.4,30.8,9.9,18.6,0,0,1.8,3.4,1,1.9,0,0,41.6,77.8,2.1,4,6.3,53.4,40.6,53624,0,0,28.9,5.9,11.1,43.4,81.3,11.1,8.4,65368,0,38.6,29.3
"'203902","BROADDUS ISD",58.6,58.4,1.9,2.8,70.6,0,0,2,2.8,88025,0,5.8,8.3,2,2,0,0,0,0,42.1,59.6,1,0,1.4,2,70806,3.9,10.9,40673,7.8,21.9,44144,5.9,16.4,51751,13.3,37.2,62182,4.9,13.6,63534,0,0,.,0,0,31.2,87.4,0,0,1,2.7,1.9,5.4,11.6,26.9,75.3,0,0,0,0,0,0,9.8,8.8,24.7,4.5,12.6,0,0,0,0,0,0,0,0,24.7,69.2,3.1,8.6,5.1,35.7,50.6,54365,0,0,24.3,6,16.7,34.8,97.3,3,4.2,60206,0,22.7,32.1
"'204901","COLDSPRING-OAKHURST CISD",58.3,57.8,77.1,27.6,279,1,0,7,2.5,89056,0,29.6,10.6,3.8,3.8,4.8,3.2,0,0,158.2,56.7,2,1,7.2,2.6,73559,13.2,11.3,45652,33.9,29,46722,20.8,17.8,48786,33.3,28.5,54756,11.7,10,62778,4,3.4,58642,1,0.9,94.4,80.8,0.9,0.8,12,10.3,7.3,6.3,10.8,90.1,77.1,0.5,0.4,9.3,7.9,0,0,13.1,26.8,22.9,19.5,16.7,1,0.9,6.1,5.2,2,1.7,0,0,76.7,65.7,14,12,5.2,116.9,41.9,51266,2,1.7,20,11.3,9.7,92.6,79.2,27.2,9.7,57346,0,91.2,32.7
"'204904","SHEPHERD ISD",58.7,60.3,70.2,23.5,298.1,1,0,6,2,112246,0,40,13.4,4.3,1.8,3.3,3,1,4.2,164.7,55.3,2,4,11.5,3.9,77355,28,21.1,47300,35,26.4,50866,19.7,14.8,53503,31.6,23.8,56809,15.5,11.7,63299,3,2.3,63225,0,0,97.5,73.4,1,0.8,14,10.5,7.3,5.5,9.9,96.3,72.5,0.2,0.2,14,10.5,0,0,14.5,36.5,27.5,34.3,25.8,0,0,3.2,2.4,1,0.8,0,0,93.3,70.2,12,9,4.8,132.8,44.6,53650,1,0.8,36,15.8,11.9,103.8,78.2,14.4,4.8,66171,0,93.3,31.3
"'205901","ARANSAS PASS ISD",55.5,54.7,117.4,45.7,257.1,1,0,6.8,2.7,93700,0,28,10.9,7.2,6,2.5,2.3,0,0,144,56,5,1,9,3.5,72464,0,0,.,23,20.9,49322,19.5,17.7,50871,41.3,37.6,58161,21.1,19.2,65143,5,4.6,68140,1,0.9,85.5,77.8,0.1,0.1,2,1.8,0,0,14.2,80.7,73.4,0,0,27,24.6,1,0.9,14.9,29.2,26.6,22.4,20.4,1,0.9,3.8,3.5,1,0.9,0,0,93.2,84.8,6.3,5.7,8.9,109.9,42.7,56813,2,1.8,6.3,6.5,5.9,76.9,70,18.3,7.1,64098,0,85.1,33.1
"'205902","GREGORY-PORTLAND ISD",62,62.7,279.5,44.2,632.3,1,0,9,1.4,126912,0,84,13.3,6.5,5.7,3.2,3,0,0,393,62.2,11,0,16.7,2.6,86866,2,0.6,57000,57.1,17.5,59409,76,23.3,60692,125.8,38.6,63494,53.1,16.3,69255,11.5,3.5,77362,1,0.3,240.1,73.8,4.3,1.3,3,0.9,20.9,6.4,13.5,256.8,78.9,0.2,0.1,82.9,25.5,2,0.6,14.5,68.8,21.1,83.4,25.6,0,0,9,2.8,2,0.6,0,0,250.4,76.9,29.4,9,7.9,325.6,51.5,63515,5,1.5,7.9,11.2,3.5,231.7,71.2,41.7,6.6,76650,0,155.3,24.6
"'205903","INGLESIDE ISD",59.7,83.5,147.9,46.2,320.4,1,0,4,1.2,120249,0,52.8,16.5,7.2,6.2,3,1.6,0,0,177.8,55.5,5,1,11,3.4,81032,23.8,17.1,54452,46,33.2,62272,17,12.3,56357,30,21.6,62976,19,13.7,68153,3,2.2,90697,0,0,108.8,78.4,1,0.7,2.8,2,4.4,3.1,9.2,109.8,79.1,0,0,30,21.6,0,0,14.8,29,20.9,30,21.6,0,0,0,0,0,0,0,0,113.7,81.9,13.2,9.5,7,138.8,43.3,61780,1,0.7,20.9,6.6,4.7,105,75.7,24,7.5,64878,0,89.8,28
"'205904","MATHIS ISD",59.6,66.2,187.2,74.2,252.2,0,0,6,2.4,82541,0,34.3,13.6,6.8,4.5,4,4,0,0,149,59.1,5,0,9,3.6,76214,8.1,7.6,48748,23,21.5,48140,23.8,22.3,50985,31.9,29.9,56193,13,12.2,57868,7,6.6,58360,0,0,75.6,70.8,0,0,0,0,0,0,12.5,76.9,72,0,0,63.8,59.7,0,0,14.1,29.9,28,28.9,27.1,2.2,2.1,0.1,0.1,0,0,0,0,94.1,88.1,6,5.6,7.6,106.8,42.4,53081,1,0.9,24.6,6.6,6.2,42,39.3,27.2,10.8,59132,0,68.9,27.3
"'205905","ODEM-EDROY ISD",56.5,60.9,113.4,71.8,157.9,0,0,4,2.5,82454,0,19.2,12.2,2.5,2.5,3,3,0,0,91,57.6,3,0,6.5,4.1,70289,9,12.2,46394,22,29.9,46464,6,8.2,50633,26.5,36,54798,10.1,13.7,58255,0,0,.,1,1.4,60.6,82.3,0,0,0,0,0,0,10.6,53.1,72.2,0,0,44.6,60.6,0,0,11.4,20.5,27.8,13,17.7,0,0,0,0,0,0,0,0,66.9,90.9,1.6,2.2,6.1,73.6,46.6,51415,0,0,15.2,5.1,6.9,28,38,6.9,4.4,57007,0,47.7,30.2
"'205906","SINTON ISD",59.3,59.5,199.9,62.5,319.7,1,0,6.3,2,103001,0,40.9,12.8,8.8,8.8,4.6,4.6,0,0,183,57.2,5,0,11.8,3.7,77479,7,4.9,50965,47,32.6,51626,38,26.4,51483,26,18.1,55954,19,13.2,62675,7,4.9,65316,1,0.7,109,75.7,0,0,1,0.7,0.4,0.3,11.3,110,76.4,1,0.7,67,46.5,1,0.7,14.4,34,23.6,31,21.5,0,0,0,0,4,2.8,0,0,128.8,89.4,7.7,5.3,7.6,144,45,54461,1,0.7,13.8,6.1,4.3,73,50.7,21,6.6,64431,0,95.8,30
"'205907","TAFT ISD",52.5,53.2,117.8,66.3,177.8,0,0,1,0.6,130000,0,22,12.4,7,2,9.5,4.5,0,0,103,57.9,4,0,5.2,2.9,85934,3,3.6,50033,33.7,40.4,52256,14,16.8,54658,14,16.8,56917,13.8,16.5,63220,5,6,50670,0,0,64.2,76.9,0,0,1,1.2,0,0,11,55.7,66.7,2.1,2.5,36.5,43.7,0,0,11.3,27.8,33.3,18.3,21.9,0,0,3.9,4.7,1,1.2,0,0,65.5,78.4,7,8.3,6.6,83.5,47,55076,1,1.2,26.8,5.1,6.1,45,53.9,13.3,7.5,57285,0,52.8,29.7
"'206901","SAN SABA ISD",62,65.7,29.1,22.1,131.6,0,1,3,2.3,87888,0,16,12.1,3.3,3.3,0,0,0,0,86.5,65.7,3,0,3.6,2.7,71722,6,8.1,38160,14,19,40287,10.2,13.9,48307,21.7,29.5,55684,21,28.5,59347,0.8,1,58540,1,1.4,59.5,80.7,1.8,2.4,0,0,6.4,8.7,13.9,58.8,79.8,0.2,0.2,5.4,7.4,0,0,9.8,14.9,20.2,13,17.6,1,1.4,2.9,3.9,0.3,0.3,0,0,52.8,71.7,4.3,5.9,5.3,73.7,56,51378,0,0,24.3,5.3,7.2,67.2,91.3,6.2,4.7,58975,0,29.2,22.2
"'206902","RICHLAND SPRINGS ISD",56.7,59.4,4,15,26.7,0,0,1,3.7,91000,0,5,18.6,2,2,0,0,0,0,14.9,55.6,0,0,0.2,0.8,69660,0,0,.,0.9,6.3,44536,0,0,.,4.3,31.7,67493,7.6,55.7,65242,0.9,6.3,32831,0,0,9.2,67.3,0,0,0,0,0,0,21,8.2,59.9,0,0,0,0,0,0,8.2,5.5,40.1,4.5,32.7,0,0,0,0,0,0,0,0,11,80.1,1.7,12.3,8,13.7,51.1,62610,0,0,6.2,1,7.6,13.7,100,0,0,.,0,6.9,25.7
"'206903","CHEROKEE ISD",59.4,69.7,1.8,6.3,28.6,0,0,1,3.5,85000,0,1.8,6.3,13,1,0,0,0,0,20.8,72.9,0,0,1.1,3.8,69360,0.9,5.1,40506,4.6,26,45161,8.4,47.5,54607,1.9,10.7,59621,1.9,10.7,61819,0,0,.,0,0,13,72.9,0,0,0,0,0,0,8.8,12.9,72.9,0,0,0.9,5.1,0.9,5.1,7.3,4.8,27.1,4.8,27.1,0,0,0.5,2.7,0,0,0,0,14.6,82.4,1,5.6,2.7,17.8,62.1,52746,0,0,17.7,1.6,9.2,16,89.8,1,3.5,45000,0,6,20.8
"'207901","SCHLEICHER ISD",60.9,61.1,31.4,31.7,99,0,1,2,2,92900,0,10.6,10.7,5.3,5,0,0,0,0,62.6,63.2,2,0,3,3,75220,1,1.8,60811,13.5,25,40386,8.7,16.3,46033,17.6,32.7,57623,9.6,17.9,60787,3.4,6.3,61815,0,0,46.6,86.6,0,0.1,0,0,6.2,11.5,12.5,44.3,82.4,1,1.9,8.8,16.3,0,0,9.7,9.5,17.6,7.2,13.4,0,0,2.7,5.1,0,0,0,0,35.9,66.7,2.7,5.1,7.9,53.8,54.3,52311,0,0,14.3,5.2,9.7,45,83.7,3.8,3.9,57502,0,25.8,26
"'208901","HERMLEIGH ISD",49.4,67.3,13.5,33.1,40.7,0,0,2,4.9,76578,0,6,14.8,1,1,0,0,0,0,24.4,60,0,1,1,2.5,75000,1.9,9,36441,5.9,27.5,41488,5.8,27.3,50421,4.9,22.7,62697,2.9,13.5,59915,0,0,.,0,0,17.5,81.8,0,0,0,0,0,0,10.7,14.5,67.6,0,0,3.9,18.2,0,0,12.4,6.9,32.4,3.9,18.2,0,0,0,0,0,0,0,0,18.2,84.8,1,4.5,3.6,21.4,52.6,50771,0,0,22.4,2.3,10.7,17.5,81.8,0,0.1,60645,0,10.2,25.2
