DISTRICT,DD000A00T021R,DD0NAA00T021R,DD0NOA00T021R,DD0NTA00T021R,DD0YAA00T021R,DD0YMA00T021R,DD0YXA00T021R,DD200A00T021R,DD2NAA00T021R,DD2NOA00T021R,DD2NTA00T021R,DD2YAA00T021R,DD2YMA00T021R,DD2YXA00T021R,DD300A00T021R,DD3NAA00T021R,DD3NOA00T021R,DD3NTA00T021R,DD3YAA00T021R,DD3YMA00T021R,DD3YXA00T021R,DD400A00T021R,DD4NAA00T021R,DD4NOA00T021R,DD4NTA00T021R,DD4YAA00T021R,DD4YMA00T021R,DD4YXA00T021R,DDA00A00T021R,DDANAA00T021R,DDANOA00T021R,DDANTA00T021R,DDAYAA00T021R,DDAYMA00T021R,DDAYXA00T021R,DDB00A00T021R,DDBNAA00T021R,DDBNOA00T021R,DDBNTA00T021R,DDBYAA00T021R,DDBYMA00T021R,DDBYXA00T021R,DDE00A00T021R,DDENAA00T021R,DDENOA00T021R,DDENTA00T021R,DDEYAA00T021R,DDEYMA00T021R,DDEYXA00T021R,DDF00A00T021R,DDFNAA00T021R,DDFNOA00T021R,DDFNTA00T021R,DDFYAA00T021R,DDFYMA00T021R,DDFYXA00T021R,DDH00A00T021R,DDHNAA00T021R,DDHNOA00T021R,DDHNTA00T021R,DDHYAA00T021R,DDHYMA00T021R,DDHYXA00T021R,DDI00A00T021R,DDINAA00T021R,DDINOA00T021R,DDINTA00T021R,DDIYAA00T021R,DDIYMA00T021R,DDIYXA00T021R,DDL00A00T021R,DDLNAA00T021R,DDLNOA00T021R,DDLNTA00T021R,DDLYAA00T021R,DDLYMA00T021R,DDLYXA00T021R,DDM00A00T021R,DDMNAA00T021R,DDMNOA00T021R,DDMNTA00T021R,DDMYAA00T021R,DDMYMA00T021R,DDMYXA00T021R,DDR00A00T021R,DDRNAA00T021R,DDRNOA00T021R,DDRNTA00T021R,DDRYAA00T021R,DDRYMA00T021R,DDRYXA00T021R,DDS00A00T021R,DDSNAA00T021R,DDSNOA00T021R,DDSNTA00T021R,DDSYAA00T021R,DDSYMA00T021R,DDSYXA00T021R,DDW00A00T021R,DDWNAA00T021R,DDWNOA00T021R,DDWNTA00T021R,DDWYAA00T021R,DDWYMA00T021R,DDWYXA00T021R,DISTNAME,DNC00A00T021R,DNCNAA00T021R,DNCNOA00T021R,DNCNTA00T021R,DNCYAA00T021R,DNCYMA00T021R,DNCYXA00T021R,DNM00A00T021R,DNMNAA00T021R,DNMNOA00T021R,DNMNTA00T021R,DNMYAA00T021R,DNMYMA00T021R,DNMYXA00T021R,DNS00A00T021R,DNSNAA00T021R,DNSNOA00T021R,DNSNTA00T021R,DNSYAA00T021R,DNSYMA00T021R,DNSYXA00T021R
"'177901",79,0,21,21,40,35,3,78,0,22,22,34,45,0,54,0,46,46,0,54,0,100,0,0,0,0,100,0,70,0,30,30,39,30,0,64,0,36,36,11,53,0,63,0,37,37,27,35,1,71,0,29,29,39,31,1,78,0,22,22,50,27,1,100,0,0,0,0,100,0,80,0,20,20,41,35,4,69,0,31,31,39,29,0,79,0,21,21,54,23,1,66,0,34,34,36,30,0,73,1,27,27,50,22,0,"ROSCOE COLLEGIATE ISD",77,0,23,23,48,28,0,59,0,40,41,26,33,1,47,0,53,53,19,28,0
"'177902",100,0,0,0,96,0,4,97,0,3,3,90,7,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,99,0,0,1,95,4,0,100,0,0,0,100,0,0,99,0,1,1,95,3,0,99,0,0,1,95,4,0,99,1,0,1,96,3,0,100,0,0,0,80,20,0,100,0,0,0,95,0,5,99,1,1,1,95,4,0,99,1,0,1,97,2,0,99,1,1,1,96,3,0,99,0,0,1,95,5,0,"SWEETWATER ISD",99,0,0,1,98,1,0,98,1,1,2,88,10,0,99,0,1,1,97,2,0
"'177903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98,2,0,2,92,6,0,.,.,.,.,.,.,.,93,7,0,7,85,8,0,95,5,0,5,90,5,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,93,7,0,93,7,0,7,89,4,0,85,15,0,15,85,0,0,97,3,0,3,89,7,0,"BLACKWELL CISD",96,4,0,4,95,2,0,100,0,0,0,85,15,0,100,0,0,0,50,50,0
"'177905",.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,94,6,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,"HIGHLAND ISD",100,0,0,0,94,6,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0
"'178801",100,0,0,0,97,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,96,4,0,4,93,3,0,88,13,0,13,88,0,0,97,3,0,3,95,2,0,98,2,0,2,95,2,0,97,3,0,3,94,3,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,2,1,95,5,0,5,92,3,1,98,2,0,2,95,2,0,100,0,0,0,100,0,0,83,17,0,17,83,0,0,"DR M L GARZA-GONZALEZ CHARTER SCHO",96,4,0,4,91,4,0,97,3,0,3,94,2,0,-1,-1,-1,-1,-1,-1,-1
"'178807",100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,95,3,1,5,90,5,0,100,0,0,0,87,13,0,97,3,0,3,92,5,0,92,6,2,8,87,4,0,93,5,2,7,91,2,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,75,25,0,"CORPUS CHRISTI MONTESSORI SCHOOL",93,5,2,7,91,2,0,99,1,0,1,88,10,0,.,.,.,.,.,.,.
"'178808",100,0,0,0,94,6,0,95,0,5,5,76,18,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,97,0,3,3,91,6,0,.,.,.,.,.,.,.,90,0,10,10,42,48,0,96,0,4,4,90,6,0,100,0,0,0,97,3,0,100,0,0,0,67,33,0,100,0,0,0,90,10,0,98,0,2,2,93,5,0,99,0,1,1,90,9,0,100,0,0,0,100,0,0,96,0,4,4,91,5,0,"SEASHORE CHARTER SCHOOLS",98,0,2,2,96,2,0,95,0,5,5,85,11,0,91,0,9,9,86,6,0
"'178901",100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,87,1,12,13,84,2,0,100,0,0,0,100,0,0,87,2,11,13,84,3,0,86,1,13,14,83,2,0,85,2,13,15,83,2,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,88,1,11,12,85,2,0,85,3,12,15,81,4,0,85,0,15,15,82,4,0,91,0,9,9,88,2,0,"AGUA DULCE ISD",84,1,14,16,82,2,0,90,1,9,10,88,2,0,-1,-1,-1,-1,-1,-1,-1
"'178902",89,4,8,11,80,5,4,55,0,45,45,55,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,86,4,9,14,84,3,0,100,0,0,0,89,11,0,86,4,10,14,83,3,0,85,4,11,15,83,2,0,87,4,9,13,84,3,0,100,0,0,0,100,0,0,89,4,7,11,80,5,4,88,4,8,12,85,3,0,83,3,14,17,81,2,0,87,6,7,13,83,4,0,86,6,7,14,83,3,0,"BISHOP CISD",86,5,9,14,84,2,0,88,3,9,12,83,4,0,83,0,17,17,77,5,2
"'178903",99,1,0,1,89,5,6,99,1,0,1,96,3,0,95,3,2,5,87,7,2,-1,-1,-1,-1,-1,-1,-1,98,2,0,2,93,4,0,100,0,0,0,94,6,0,97,3,0,3,91,5,0,98,2,0,2,94,4,0,97,3,0,3,93,4,0,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,86,5,8,97,2,0,3,93,4,0,96,3,0,4,91,5,1,95,4,2,5,90,4,0,99,1,0,1,94,5,0,"CALALLEN ISD",98,1,0,2,97,2,0,96,4,0,4,85,11,1,97,3,0,3,94,3,0
"'178904",95,1,4,5,89,3,3,90,0,10,10,69,21,0,93,0,7,7,89,3,1,87,0,13,13,82,5,0,90,1,9,10,86,3,0,89,2,10,11,83,5,0,89,2,9,11,86,3,0,90,1,9,10,86,3,0,90,1,9,10,87,3,0,92,1,7,8,90,2,0,96,1,3,4,88,4,4,89,1,9,11,86,3,0,88,2,10,12,84,3,1,87,2,11,13,83,4,1,89,1,10,11,85,4,0,"CORPUS CHRISTI ISD",90,1,9,10,89,1,0,87,2,10,13,72,14,1,91,1,8,9,89,2,0
"'178905",100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,1,1,96,3,0,100,0,0,0,100,0,0,99,0,1,1,96,3,0,100,0,0,0,97,3,0,100,0,0,0,96,4,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,99,0,1,1,95,4,0,100,0,0,0,88,12,0,100,0,0,0,94,6,0,91,0,9,9,91,0,0,"DRISCOLL ISD",99,0,1,1,98,1,0,100,0,0,0,89,11,0,100,0,0,0,100,0,0
"'178906",100,0,0,0,100,0,0,100,0,0,0,100,0,0,99,0,1,1,99,0,0,-1,-1,-1,-1,-1,-1,-1,99,0,0,1,97,2,0,100,0,0,0,100,0,0,100,0,0,0,99,1,0,99,0,0,1,97,2,0,99,0,1,1,98,1,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,99,0,1,1,97,2,0,99,0,1,1,99,0,0,99,0,1,1,95,5,0,99,1,0,1,96,3,0,"LONDON ISD",99,0,1,1,98,1,0,99,0,0,1,96,3,0,100,0,0,0,100,0,0
"'178908",100,0,0,0,60,0,40,100,0,0,0,100,0,0,90,10,0,10,20,30,40,.,.,.,.,.,.,.,100,0,0,0,93,6,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,98,2,0,100,0,0,0,93,5,2,99,1,0,1,95,3,2,.,.,.,.,.,.,.,100,0,0,0,56,0,44,100,0,0,0,94,6,0,99,1,0,1,91,7,2,100,0,0,0,99,1,0,100,0,0,0,93,7,0,"PORT ARANSAS ISD",100,0,0,0,97,3,0,100,0,0,0,89,9,2,100,0,0,0,100,0,0
"'178909",97,3,0,3,90,4,3,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,90,5,4,10,87,3,0,100,0,0,0,100,0,0,90,6,4,10,87,3,0,92,4,4,8,88,3,0,90,5,4,10,87,3,0,.,.,.,.,.,.,.,97,3,0,3,89,5,3,89,7,5,11,86,3,0,87,8,5,13,85,2,0,83,8,9,17,80,2,1,87,7,7,13,82,4,0,"ROBSTOWN ISD",90,5,4,10,89,1,0,89,6,4,11,77,12,1,88,3,9,12,88,0,0
"'178912",98,1,1,2,93,2,3,100,0,0,0,90,10,0,100,0,0,0,80,20,0,-1,-1,-1,-1,-1,-1,-1,96,1,3,4,92,4,0,96,1,3,4,88,7,0,96,2,3,4,91,4,0,97,1,2,3,92,4,0,96,1,3,4,92,4,0,100,0,0,0,100,0,0,98,1,1,2,92,2,4,96,1,3,4,91,4,1,94,2,4,6,89,4,1,92,4,4,8,84,7,1,98,0,2,2,92,6,0,"TULOSO-MIDWAY ISD",96,1,3,4,94,2,0,95,2,3,5,84,10,1,99,1,0,1,95,4,0
"'178913",100,0,0,0,92,3,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98,1,1,2,91,7,0,100,0,0,0,13,88,0,98,2,1,2,94,4,0,98,1,1,2,92,6,0,98,1,1,2,91,6,0,.,.,.,.,.,.,.,100,0,0,0,91,4,6,98,2,1,2,89,8,0,98,2,1,2,90,7,1,96,3,1,4,91,4,1,97,2,1,3,90,7,0,"BANQUETE ISD",98,1,1,2,94,4,0,97,2,1,3,82,15,0,100,0,0,0,100,0,0
"'178914",89,0,10,11,79,4,6,88,2,10,12,82,6,0,93,0,7,7,88,3,2,87,0,13,13,87,0,0,88,1,11,12,84,3,0,92,1,7,8,85,6,0,86,1,13,14,83,3,0,88,1,11,12,84,4,0,86,1,13,14,83,3,0,92,0,8,8,68,24,0,93,0,7,7,76,7,10,88,1,11,12,84,3,0,87,2,11,13,83,3,1,84,1,14,16,82,2,0,90,1,9,10,86,4,0,"FLOUR BLUFF ISD",87,1,12,13,86,1,0,89,1,9,11,82,7,0,87,2,11,13,87,0,0
"'178915",97,1,2,3,86,8,3,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93,3,3,7,87,6,0,93,1,6,7,87,6,0,93,4,3,7,87,5,0,92,4,4,8,86,6,0,93,4,3,7,87,6,0,-1,-1,-1,-1,-1,-1,-1,96,1,2,4,84,10,3,94,3,3,6,87,6,0,94,3,3,6,89,4,0,92,5,3,8,84,7,1,90,5,5,10,82,8,0,"WEST OSO ISD",94,3,3,6,90,3,0,92,4,4,8,78,13,0,96,2,2,4,82,13,0
"'179901",99,0,0,1,94,1,4,100,0,0,0,97,0,3,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,99,0,1,1,95,2,2,.,.,.,.,.,.,.,99,0,1,1,95,2,2,99,0,1,1,96,1,1,99,0,1,1,95,1,2,100,0,0,0,83,0,17,100,0,0,0,93,2,5,99,0,1,1,94,2,3,100,0,0,0,95,2,3,100,0,0,0,92,1,6,99,0,1,1,95,3,1,"PERRYTON ISD",99,0,1,1,97,0,1,99,0,1,1,83,12,5,100,0,0,0,100,0,0
"'180901",100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,98,1,0,2,97,2,0,94,6,0,6,92,3,0,99,1,0,1,97,2,0,98,2,0,2,94,4,0,100,0,0,0,99,1,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,98,1,1,2,98,0,0,99,1,0,1,98,1,0,89,11,0,11,89,0,0,98,1,1,2,97,2,0,"BOYS RANCH ISD",99,0,1,1,99,0,0,98,2,0,2,96,2,0,-1,-1,-1,-1,-1,-1,-1
"'180902",100,0,0,0,92,0,8,100,0,0,0,100,0,0,100,0,0,0,90,0,10,.,.,.,.,.,.,.,100,0,0,0,97,3,0,.,.,.,.,.,.,.,100,0,0,0,99,0,1,100,0,0,0,96,4,1,100,0,0,0,98,0,2,.,.,.,.,.,.,.,100,0,0,0,92,0,8,100,0,0,0,97,2,0,100,0,0,0,98,0,2,100,0,0,0,100,0,0,100,0,0,0,96,4,0,"VEGA ISD",100,0,0,0,99,1,0,100,0,0,0,93,6,1,-1,-1,-1,-1,-1,-1,-1
"'180903",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,99,1,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,99,1,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,99,1,0,"ADRIAN ISD",100,0,0,0,99,1,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.
"'180904",.,.,.,.,.,.,.,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,1,1,91,8,0,.,.,.,.,.,.,.,100,0,0,0,97,3,0,100,0,0,0,95,5,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98,0,2,2,88,10,0,97,0,3,3,97,0,0,95,0,5,5,95,0,0,99,0,1,1,89,9,0,"WILDORADO ISD",99,0,1,1,93,7,0,99,0,1,1,89,9,0,100,0,0,0,100,0,0
"'181901",100,0,0,0,90,4,6,95,4,1,5,90,5,0,97,2,1,3,94,1,2,.,.,.,.,.,.,.,98,2,0,2,94,3,0,96,4,0,4,90,6,0,97,3,0,3,93,3,1,98,2,0,2,95,3,0,98,2,0,2,93,3,2,100,0,0,0,100,0,0,100,0,0,0,88,5,7,98,2,0,2,94,4,0,98,1,0,2,93,3,2,98,2,0,2,96,2,0,98,1,0,2,95,3,0,"BRIDGE CITY ISD",98,1,0,2,97,1,0,97,3,0,3,85,11,1,93,7,0,7,93,0,0
"'181905",100,0,0,0,91,8,1,97,0,3,3,97,0,0,100,0,0,0,98,0,3,.,.,.,.,.,.,.,99,0,1,1,96,3,0,100,0,0,0,81,19,0,99,0,1,1,97,2,0,98,0,2,2,95,3,0,97,0,3,3,92,5,0,100,0,0,0,100,0,0,100,0,0,0,89,9,1,99,0,0,1,96,3,0,99,0,1,1,97,2,0,99,1,1,1,96,2,0,99,0,1,1,96,3,0,"ORANGEFIELD ISD",99,0,1,1,98,1,0,98,0,2,2,90,9,0,100,0,0,0,100,0,0
"'181906",97,0,3,3,89,7,1,94,0,6,6,85,8,0,88,0,12,12,88,0,0,-1,-1,-1,-1,-1,-1,-1,92,0,7,8,85,7,0,93,0,7,7,89,4,0,92,0,8,8,88,4,0,92,0,8,8,85,7,0,94,0,6,6,88,5,0,71,0,29,29,71,0,0,97,0,3,3,80,15,2,92,1,7,8,84,8,0,91,1,9,9,88,3,0,87,1,12,13,81,5,1,87,2,11,13,79,9,0,"WEST ORANGE-COVE CISD",94,0,6,6,91,2,0,89,0,11,11,73,16,0,87,0,13,13,87,0,0
"'181907",100,0,0,0,95,2,3,100,0,0,0,92,8,0,100,0,0,0,98,0,2,.,.,.,.,.,.,.,99,1,1,1,94,5,0,100,0,0,0,94,6,0,98,1,1,2,93,5,0,98,1,1,2,92,6,0,99,0,1,1,93,6,0,100,0,0,0,86,14,0,100,0,0,0,95,2,3,99,1,1,1,95,4,0,98,1,1,2,95,3,0,96,2,2,4,90,6,0,98,1,1,2,94,4,0,"VIDOR ISD",99,1,1,1,97,1,0,98,2,1,2,80,18,0,100,0,0,0,100,0,0
"'181908",98,1,1,2,94,0,3,99,1,0,1,95,4,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,99,0,1,1,94,5,0,99,1,0,1,87,12,0,98,0,1,2,95,4,0,99,0,0,1,94,5,0,98,1,1,2,92,6,1,93,3,3,7,90,0,3,99,1,0,1,94,1,4,99,0,1,1,94,5,0,99,1,1,1,95,4,0,98,1,1,2,93,5,0,99,0,1,1,95,4,0,"LITTLE CYPRESS-MAURICEVILLE CISD",99,0,1,1,97,2,0,99,1,1,1,85,13,0,100,0,0,0,92,8,0
"'182901",100,0,0,0,92,8,0,100,0,0,0,81,19,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,93,7,0,100,0,0,0,92,8,0,100,0,0,0,93,7,0,.,.,.,.,.,.,.,100,0,0,0,91,9,0,100,0,0,0,96,4,0,100,0,0,0,80,20,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,"GORDON ISD",100,0,0,0,97,3,0,100,0,0,0,92,8,0,-1,-1,-1,-1,-1,-1,-1
"'182902",100,0,0,0,92,0,8,100,0,0,0,95,5,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,95,5,1,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,94,5,1,100,0,0,0,99,0,1,.,.,.,.,.,.,.,100,0,0,0,92,0,8,100,0,0,0,96,4,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,"GRAFORD ISD",100,0,0,0,98,2,1,100,0,0,0,86,14,0,100,0,0,0,100,0,0
"'182903",99,0,0,1,95,3,1,94,2,4,6,90,4,0,84,3,13,16,84,0,0,-1,-1,-1,-1,-1,-1,-1,96,1,3,4,91,5,0,90,4,6,10,85,6,0,96,2,3,4,91,5,0,97,1,2,3,92,5,0,97,1,2,3,93,4,1,100,0,0,0,100,0,0,99,0,0,1,94,4,2,95,2,3,5,90,4,0,95,2,3,5,91,4,0,92,1,7,8,84,7,1,95,1,4,5,90,6,0,"MINERAL WELLS ISD",96,1,3,4,94,2,0,94,2,3,6,80,14,0,100,0,0,0,92,8,0
"'182904",100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,96,4,0,.,.,.,.,.,.,.,100,0,0,0,97,3,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0,100,0,0,0,0,100,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,93,7,0,100,0,0,0,89,11,0,100,0,0,0,96,4,0,"SANTO ISD",100,0,0,0,98,2,0,100,0,0,0,91,9,0,100,0,0,0,100,0,0
"'182905",100,0,0,0,84,12,5,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,89,9,1,.,.,.,.,.,.,.,99,0,1,1,90,8,1,100,0,0,0,90,10,1,100,0,0,0,84,14,2,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,84,12,5,99,0,1,1,89,9,1,100,0,0,0,76,21,3,100,0,0,0,86,14,0,99,0,1,1,94,5,0,"STRAWN ISD",99,0,1,1,96,2,1,100,0,0,0,70,30,0,-1,-1,-1,-1,-1,-1,-1
"'182906",100,0,0,0,40,60,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,96,4,0,100,0,0,0,90,10,0,100,0,0,0,86,14,0,.,.,.,.,.,.,.,100,0,0,0,40,60,0,100,0,0,0,100,0,0,100,0,0,0,80,20,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,"PALO PINTO ISD",100,0,0,0,97,3,0,100,0,0,0,92,8,0,-1,-1,-1,-1,-1,-1,-1
"'183801",.,.,.,.,.,.,.,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,95,1,4,5,84,12,0,91,5,5,9,91,0,0,91,2,8,9,78,13,0,95,2,4,5,83,12,0,85,0,15,15,70,15,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96,0,4,4,85,12,0,93,1,5,7,85,9,0,96,0,4,4,74,22,0,97,1,2,3,85,12,0,"PANOLA CHARTER SCHOOL",94,0,6,6,24,71,0,96,1,3,4,91,5,0,89,0,11,11,89,0,0
"'183901",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,98,2,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,98,2,0,100,0,0,0,98,2,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,99,1,0,100,0,0,0,98,2,0,100,0,0,0,100,0,0,100,0,0,0,98,2,0,"BECKVILLE ISD",100,0,0,0,99,1,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0
"'183902",100,0,0,0,98,1,1,100,0,0,0,89,8,3,95,0,5,5,95,0,0,.,.,.,.,.,.,.,99,0,0,1,95,4,1,100,0,0,0,96,3,0,99,0,0,1,95,4,1,99,1,1,1,94,5,0,100,0,0,0,96,3,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,1,2,100,0,0,0,96,3,1,99,0,0,1,96,3,1,98,1,1,2,93,2,3,99,0,1,1,94,4,0,"CARTHAGE ISD",99,0,0,1,98,1,0,99,1,0,1,85,13,1,100,0,0,0,99,1,0
"'183904",93,7,0,7,93,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,93,7,0,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,94,5,0,100,0,0,0,90,9,0,96,4,0,4,87,9,0,.,.,.,.,.,.,.,93,7,0,7,93,0,0,99,1,0,1,94,5,0,99,1,0,1,94,5,0,100,0,0,0,97,3,0,100,0,0,0,95,5,0,"GARY ISD",100,0,0,0,98,2,0,100,0,0,0,82,18,0,100,0,0,0,95,5,0
"'184801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,0,3,3,70,27,0,100,0,0,0,57,43,0,100,0,0,0,79,21,0,97,0,3,3,70,27,0,100,0,0,0,59,41,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,98,0,2,2,70,27,0,98,0,2,2,73,25,0,100,0,0,0,88,12,0,97,0,3,3,73,24,0,"CROSSTIMBERS ACADEMY",100,0,0,0,12,88,0,97,0,3,3,84,13,0,-1,-1,-1,-1,-1,-1,-1
"'184901",100,0,0,0,91,7,2,82,18,0,18,65,18,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,98,1,1,2,90,8,0,.,.,.,.,.,.,.,99,1,0,1,90,9,0,98,1,1,2,89,8,0,99,1,1,1,86,12,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,92,5,3,98,1,0,2,90,8,0,97,1,2,3,93,4,1,99,0,1,1,85,14,0,98,1,1,2,92,7,0,"POOLVILLE ISD",98,1,1,2,93,5,0,98,2,0,2,86,12,0,97,3,0,3,94,0,3
"'184902",99,0,0,1,89,8,3,98,0,2,2,86,12,0,100,0,0,0,100,0,0,88,0,13,13,88,0,0,98,0,1,2,90,8,0,95,4,1,5,77,18,0,98,0,2,2,92,6,0,98,1,1,2,90,8,0,99,0,1,1,89,9,1,100,0,0,0,89,11,0,99,0,0,1,88,8,3,98,0,2,2,90,8,0,98,1,2,2,91,6,0,97,1,2,3,88,9,0,98,0,1,2,91,7,0,"SPRINGTOWN ISD",98,0,1,2,94,4,0,99,0,1,1,84,14,0,100,0,0,0,92,8,0
"'184903",98,1,1,2,92,2,5,96,3,1,4,93,3,0,93,0,7,7,88,2,2,-1,-1,-1,-1,-1,-1,-1,96,2,2,4,91,4,1,90,3,7,10,87,4,0,95,3,2,5,91,4,1,96,2,2,4,91,4,0,97,2,2,3,92,3,2,100,0,0,0,97,3,0,98,1,1,2,91,2,5,96,2,2,4,91,5,1,96,3,1,4,92,3,1,93,3,4,7,89,4,0,96,2,2,4,92,4,0,"WEATHERFORD ISD",96,2,2,4,95,1,0,95,3,2,5,82,12,1,94,3,3,6,92,2,0
"'184904",100,0,0,0,93,7,0,96,4,0,4,94,2,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,99,1,0,1,94,5,0,100,0,0,0,94,6,0,99,1,0,1,96,3,0,99,1,0,1,93,6,0,99,1,0,1,95,4,0,60,40,0,40,50,10,0,100,0,0,0,93,7,0,99,1,0,1,96,4,0,99,1,0,1,96,3,0,98,2,0,2,95,3,0,99,1,0,1,95,5,0,"MILLSAP ISD",99,1,0,1,97,2,0,99,1,0,1,89,10,0,100,0,0,0,100,0,0
"'184907",98,0,2,2,90,7,2,94,0,6,6,90,4,0,100,0,0,0,97,3,0,20,0,80,80,20,0,0,96,1,3,4,92,4,0,93,0,7,7,83,11,0,96,1,3,4,90,5,0,96,1,3,4,92,5,0,95,1,4,5,89,6,0,85,5,10,15,85,0,0,100,0,0,0,90,7,3,96,1,3,4,92,4,0,96,1,3,4,91,4,0,95,1,4,5,91,4,0,97,1,3,3,93,4,0,"ALEDO ISD",97,1,3,3,95,2,0,95,1,4,5,86,9,0,97,0,3,3,95,2,0
