DISTRICT,DD004AMA1221R,DD004AMA1321R,DD004AMA1S21R,DD004ARE1221R,DD004ARE1321R,DD004ARE1S21R,DD004AWR1221R,DD004AWR1321R,DD004AWR1S21R,DD204AMA1221R,DD204AMA1321R,DD204AMA1S21R,DD204ARE1221R,DD204ARE1321R,DD204ARE1S21R,DD204AWR1221R,DD204AWR1321R,DD204AWR1S21R,DD304AMA1221R,DD304AMA1321R,DD304AMA1S21R,DD304ARE1221R,DD304ARE1321R,DD304ARE1S21R,DD304AWR1221R,DD304AWR1321R,DD304AWR1S21R,DD404AMA1221R,DD404AMA1321R,DD404AMA1S21R,DD404ARE1221R,DD404ARE1321R,DD404ARE1S21R,DD404AWR1221R,DD404AWR1321R,DD404AWR1S21R,DDA04AMA1221R,DDA04AMA1321R,DDA04AMA1S21R,DDA04ARE1221R,DDA04ARE1321R,DDA04ARE1S21R,DDA04AWR1221R,DDA04AWR1321R,DDA04AWR1S21R,DDB04AMA1221R,DDB04AMA1321R,DDB04AMA1S21R,DDB04ARE1221R,DDB04ARE1321R,DDB04ARE1S21R,DDB04AWR1221R,DDB04AWR1321R,DDB04AWR1S21R,DDE04AMA1221R,DDE04AMA1321R,DDE04AMA1S21R,DDE04ARE1221R,DDE04ARE1321R,DDE04ARE1S21R,DDE04AWR1221R,DDE04AWR1321R,DDE04AWR1S21R,DDF04AMA1221R,DDF04AMA1321R,DDF04AMA1S21R,DDF04ARE1221R,DDF04ARE1321R,DDF04ARE1S21R,DDF04AWR1221R,DDF04AWR1321R,DDF04AWR1S21R,DDH04AMA1221R,DDH04AMA1321R,DDH04AMA1S21R,DDH04ARE1221R,DDH04ARE1321R,DDH04ARE1S21R,DDH04AWR1221R,DDH04AWR1321R,DDH04AWR1S21R,DDI04AMA1221R,DDI04AMA1321R,DDI04AMA1S21R,DDI04ARE1221R,DDI04ARE1321R,DDI04ARE1S21R,DDI04AWR1221R,DDI04AWR1321R,DDI04AWR1S21R,DDL04AMA1221R,DDL04AMA1321R,DDL04AMA1S21R,DDL04ARE1221R,DDL04ARE1321R,DDL04ARE1S21R,DDL04AWR1221R,DDL04AWR1321R,DDL04AWR1S21R,DDM04AMA1221R,DDM04AMA1321R,DDM04AMA1S21R,DDM04ARE1221R,DDM04ARE1321R,DDM04ARE1S21R,DDM04AWR1221R,DDM04AWR1321R,DDM04AWR1S21R,DDR04AMA1221R,DDR04AMA1321R,DDR04AMA1S21R,DDR04ARE1221R,DDR04ARE1321R,DDR04ARE1S21R,DDR04AWR1221R,DDR04AWR1321R,DDR04AWR1S21R,DDS04AMA1221R,DDS04AMA1321R,DDS04AMA1S21R,DDS04ARE1221R,DDS04ARE1321R,DDS04ARE1S21R,DDS04AWR1221R,DDS04AWR1321R,DDS04AWR1S21R,DDW04AMA1221R,DDW04AMA1321R,DDW04AMA1S21R,DDW04ARE1221R,DDW04ARE1321R,DDW04ARE1S21R,DDW04AWR1221R,DDW04AWR1321R,DDW04AWR1S21R,DISTNAME,DNC04AMA1221R,DNC04AMA1321R,DNC04AMA1S21R,DNC04ARE1221R,DNC04ARE1321R,DNC04ARE1S21R,DNC04AWR1221R,DNC04AWR1321R,DNC04AWR1S21R,DNM04AMA1221R,DNM04AMA1321R,DNM04AMA1S21R,DNM04ARE1221R,DNM04ARE1321R,DNM04ARE1S21R,DNM04AWR1221R,DNM04AWR1321R,DNM04AWR1S21R,DNS04AMA1221R,DNS04AMA1321R,DNS04AMA1S21R,DNS04ARE1221R,DNS04ARE1321R,DNS04ARE1S21R,DNS04AWR1221R,DNS04AWR1321R,DNS04AWR1S21R
"'057841",15,8,36,24,6,44,9,2,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,6,30,18,4,38,8,1,25,0,0,16,5,0,26,11,0,22,13,6,31,18,5,39,7,1,24,6,2,30,15,4,31,8,0,23,15,7,35,21,5,42,7,1,26,.,.,.,.,.,.,.,.,.,13,5,34,23,5,42,5,2,21,19,10,31,21,4,46,8,2,27,13,6,31,21,5,40,8,1,24,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CITYSCAPE SCHOOLS",12,6,27,20,4,41,6,0,24,12,6,33,16,4,35,10,2,26,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057844",18,12,35,24,6,35,18,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,38,69,50,25,75,44,13,75,.,.,.,.,.,.,.,.,.,30,26,53,39,15,61,32,7,57,9,9,55,64,18,73,33,8,58,22,17,39,24,12,47,22,0,39,27,19,50,46,19,69,37,11,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,13,40,20,7,33,13,0,31,35,35,59,27,7,47,24,0,53,20,13,40,20,7,33,13,0,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,40,10,0,30,20,0,40,"MANARA ACADEMY",27,27,55,38,10,67,30,4,65,33,24,52,40,20,55,33,10,48,.,.,.,.,.,.,.,.,.
"'057845",40,13,67,40,7,87,7,7,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,31,13,59,37,13,75,33,9,63,40,20,40,40,10,70,40,0,40,11,0,44,17,0,67,11,3,49,23,10,58,35,12,75,39,10,67,24,7,58,27,9,75,16,5,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,13,67,40,7,87,7,7,60,41,18,62,41,15,74,25,8,58,42,17,67,50,8,83,8,8,67,22,22,33,33,22,56,44,11,44,43,19,67,62,19,81,67,24,86,"UME PREPARATORY ACADEMY",26,16,65,39,19,74,33,7,60,33,12,57,37,10,75,33,10,64,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057846",5,0,12,7,4,32,2,0,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,6,3,13,11,4,31,2,1,15,3,3,3,3,3,20,3,3,7,6,3,13,11,4,32,2,1,15,5,2,7,15,5,35,3,0,16,6,4,16,11,5,34,1,0,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,12,7,4,32,2,0,12,6,4,18,7,3,28,1,1,15,4,0,11,7,4,32,1,0,13,14,0,29,29,14,43,14,0,29,8,0,17,17,0,33,8,0,15,"LEGACY PREPARATORY",8,5,17,16,8,39,3,2,24,3,2,8,6,0,24,2,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057847",0,0,20,0,0,40,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,7,0,32,29,11,46,15,0,36,4,0,22,27,12,35,14,0,29,4,0,40,32,12,56,26,0,44,6,0,25,35,13,42,18,0,36,3,0,34,31,14,48,19,0,42,.,.,.,.,.,.,.,.,.,0,0,20,0,0,40,0,0,20,7,0,37,24,10,49,12,0,36,0,0,17,17,0,50,17,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,50,33,8,67,9,0,45,"VILLAGE TECH SCHOOLS",10,0,38,29,5,43,5,0,30,6,0,29,29,14,47,18,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057848",13,5,35,17,6,40,8,0,28,21,21,36,32,15,59,21,8,42,44,31,65,37,21,67,32,1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,9,39,22,10,46,14,2,35,15,7,34,19,8,42,13,2,32,13,5,32,16,6,38,9,1,28,16,8,37,24,12,51,16,3,39,13,5,35,16,6,39,8,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,4,33,14,5,37,7,0,25,20,10,41,20,8,40,11,1,30,11,4,30,14,5,36,6,0,23,10,0,19,8,1,20,7,0,11,33,18,60,41,25,68,31,6,58,"INTERNATIONAL LEADERSHIP OF TEXAS",21,11,43,23,10,50,14,2,36,15,7,36,21,10,42,13,2,34,5,0,30,21,16,21,0,0,18
"'057850",0,0,20,0,0,30,0,0,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,80,60,20,80,40,0,100,.,.,.,.,.,.,.,.,.,18,7,57,40,16,69,18,0,53,5,0,55,35,25,75,19,0,67,12,8,56,31,12,65,19,0,42,13,5,51,40,18,73,24,0,52,14,5,36,18,0,50,9,0,17,.,.,.,.,.,.,.,.,.,0,0,20,0,0,30,0,0,11,21,9,61,40,15,67,14,0,54,10,3,40,16,0,39,7,0,20,9,0,36,9,0,55,9,0,18,23,9,64,49,19,74,21,0,58,"PIONEER TECHNOLOGY & ARTS ACADEMY",.,.,.,.,.,.,.,.,.,18,7,57,40,16,69,18,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057851",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,"BRIDGEWAY PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'057903",30,15,56,28,12,54,24,8,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,47,88,62,37,82,57,28,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,18,57,33,17,59,27,9,51,14,8,34,21,9,44,14,4,37,23,11,49,23,9,50,18,4,41,28,16,55,37,18,65,33,12,58,27,12,55,27,11,55,21,5,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,13,53,24,10,51,20,6,42,35,19,60,30,15,54,22,7,45,20,10,44,18,7,44,15,4,34,19,8,33,17,7,31,12,2,25,46,29,74,50,31,76,43,16,70,"CARROLLTON-FARMERS BRANCH ISD",34,19,62,35,17,61,28,9,54,28,15,47,31,16,54,26,9,47,32,25,57,23,18,57,23,5,52
"'057904",33,18,67,27,4,60,19,2,40,21,17,54,25,8,67,21,4,50,50,50,88,63,25,75,38,13,50,.,.,.,.,.,.,.,.,.,25,13,47,28,10,55,21,4,41,24,10,42,28,13,52,20,4,39,20,9,44,23,9,48,17,2,37,27,11,47,31,12,62,26,3,47,26,14,55,27,4,56,20,4,43,-1,-1,-1,.,.,.,-1,-1,-1,32,17,63,27,5,56,19,2,37,22,14,48,26,9,48,15,4,36,14,6,32,12,2,34,7,1,21,27,13,33,29,4,32,29,7,29,33,22,56,33,22,67,30,0,50,"CEDAR HILL ISD",30,15,54,29,10,57,21,4,44,17,9,37,27,11,52,20,4,38,10,0,20,30,0,40,0,0,40
"'057905",32,16,59,31,15,57,20,6,45,43,25,60,47,26,68,36,10,58,68,45,85,57,34,89,53,22,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,17,57,33,16,58,22,7,46,18,8,40,23,8,47,15,3,34,29,14,54,29,13,54,19,5,42,30,15,55,36,18,62,25,8,51,32,16,58,32,15,58,21,6,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,16,59,31,15,57,20,6,45,34,19,58,30,14,53,19,5,40,31,16,57,31,14,56,19,6,44,25,9,37,23,6,34,18,6,24,64,46,81,69,45,83,57,26,75,"DALLAS ISD",34,18,59,33,16,58,23,7,46,24,13,47,30,14,55,20,6,43,34,16,54,25,7,50,12,2,37
"'057906",13,7,25,15,7,29,11,0,17,38,13,63,33,11,78,13,0,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,5,31,20,7,44,10,1,25,13,4,32,20,6,47,10,1,27,12,5,30,19,6,42,8,0,23,13,4,32,23,6,48,12,1,27,12,6,25,18,9,32,10,1,18,.,.,.,.,.,.,.,.,.,11,8,23,11,8,26,10,0,13,15,6,30,18,8,39,7,1,23,8,4,18,10,4,23,6,0,15,9,3,12,14,0,17,8,3,10,17,17,50,33,17,50,0,0,33,"DESOTO ISD",16,6,35,23,8,47,12,1,28,8,3,25,16,4,39,6,1,21,40,20,60,20,0,80,-1,-1,-1
"'057907",19,8,48,20,9,48,10,1,34,29,0,71,43,0,71,43,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,17,6,40,21,8,43,12,2,32,14,5,33,19,7,39,12,2,30,14,5,37,19,7,42,10,1,31,14,5,38,26,11,50,17,2,39,19,7,44,20,8,45,10,1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,8,46,18,8,45,8,1,31,20,7,41,16,6,37,7,1,27,14,4,37,14,4,36,8,1,26,13,4,18,10,3,14,13,2,16,14,0,29,21,7,29,15,0,31,"DUNCANVILLE ISD",19,7,43,21,9,45,13,1,34,14,4,33,19,7,39,9,3,28,8,0,23,8,0,38,9,0,36
"'057909",29,16,56,30,12,55,20,4,44,37,32,60,41,19,70,34,11,58,53,34,76,48,21,73,42,11,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,17,54,32,14,58,22,5,48,17,7,39,25,9,52,17,4,41,23,12,47,25,10,52,16,3,40,24,13,49,34,15,61,24,6,53,24,13,51,27,12,53,16,3,41,11,0,44,22,11,44,22,0,44,27,15,55,28,11,53,18,3,42,34,20,59,31,13,56,20,4,44,27,14,53,27,11,53,17,3,41,21,9,32,20,6,31,15,2,26,44,27,68,47,24,71,35,8,64,"GARLAND ISD",31,18,57,34,15,60,23,5,50,23,13,46,28,11,53,18,3,44,23,12,54,26,9,63,10,3,44
"'057910",27,15,49,28,13,48,17,4,37,43,29,63,37,29,66,42,11,69,75,64,84,73,31,87,49,18,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,17,54,33,14,57,23,6,47,26,11,49,33,14,58,21,4,51,27,13,50,28,11,53,19,4,43,26,13,50,34,15,61,27,7,51,28,14,52,28,11,53,20,5,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,15,49,28,13,47,17,4,37,35,20,58,32,13,53,19,4,43,26,14,48,27,12,47,17,3,37,26,10,33,23,5,36,19,3,27,41,27,64,51,21,70,37,10,57,"GRAND PRAIRIE ISD",32,17,56,33,14,58,24,6,48,27,15,47,31,12,53,21,4,44,30,19,51,33,25,58,16,3,51
"'057911",71,57,71,71,57,100,71,43,100,93,67,100,80,60,87,67,33,93,97,84,97,84,69,97,88,59,97,.,.,.,.,.,.,.,.,.,79,59,94,78,51,93,67,27,90,40,40,40,20,20,100,20,20,80,.,.,.,.,.,.,.,.,.,70,50,91,79,55,96,70,31,92,64,36,91,82,45,95,62,24,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,67,95,77,48,90,64,24,88,50,17,50,33,17,83,50,0,83,62,37,79,53,32,79,46,15,70,78,58,94,78,50,93,66,24,89,"HIGHLAND PARK ISD",81,62,94,80,53,95,68,27,91,68,45,89,67,44,85,59,29,82,78,67,94,100,56,100,61,22,100
"'057912",14,6,36,13,4,36,8,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,14,57,39,18,65,27,6,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,6,37,17,5,41,10,2,31,9,3,32,19,5,42,10,4,34,12,4,34,14,4,39,9,2,28,13,5,33,18,6,46,13,2,37,14,5,36,15,4,39,9,1,29,7,4,21,11,7,43,8,4,36,12,4,33,11,3,33,6,1,23,15,6,39,15,4,36,8,2,26,11,4,32,11,3,34,7,1,24,13,1,20,12,1,20,10,2,15,21,13,44,22,10,46,18,4,38,"IRVING ISD",16,6,40,18,5,44,12,2,34,9,4,28,12,4,33,7,1,24,26,5,46,15,5,36,11,0,18
"'057913",41,25,73,41,20,66,18,4,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,21,10,44,30,12,56,16,4,39,17,6,36,26,10,52,15,4,36,21,9,43,27,11,54,15,3,38,16,8,40,29,11,61,14,4,42,33,22,68,39,16,67,20,3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,25,73,41,20,66,18,4,51,26,12,48,30,13,51,18,3,37,17,10,38,21,9,44,11,3,30,27,16,30,27,19,30,26,21,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LANCASTER ISD",23,11,47,32,13,57,17,4,45,20,9,41,27,11,53,14,4,33,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057914",31,17,59,28,9,55,17,3,44,39,25,59,39,20,66,34,2,57,55,31,86,41,17,69,34,7,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,15,55,29,11,56,17,3,43,20,7,39,24,8,46,13,2,33,29,14,54,27,9,53,16,3,41,27,13,52,31,12,58,20,4,47,31,16,59,29,10,57,17,3,45,22,0,44,11,0,44,0,0,11,29,15,57,26,7,53,14,3,42,33,16,59,26,9,53,14,2,40,27,15,53,24,8,50,14,3,38,18,7,32,18,4,30,15,3,22,40,23,68,34,16,67,23,4,54,"MESQUITE ISD",32,17,58,31,12,58,18,3,46,25,11,49,24,8,49,14,3,37,28,17,52,20,5,51,12,2,42
"'057916",28,15,53,22,8,46,12,3,35,58,42,68,56,29,73,46,13,71,52,33,74,43,19,69,26,11,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,27,64,39,21,62,28,9,53,27,14,48,26,12,50,17,3,41,30,14,53,25,9,49,14,3,39,42,26,64,43,24,66,32,12,59,29,14,53,23,9,47,13,4,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,11,48,16,5,41,8,1,30,44,28,64,35,18,58,23,6,47,23,11,48,16,5,40,8,1,29,26,10,38,22,10,35,16,3,29,67,50,84,63,42,85,51,18,79,"RICHARDSON ISD",47,30,68,42,23,66,31,10,57,31,19,51,28,14,50,17,5,42,30,11,72,25,9,60,13,9,42
"'057919",35,20,60,26,11,58,10,0,40,50,17,67,50,17,83,33,0,67,47,37,77,52,21,86,37,13,73,.,.,.,.,.,.,.,.,.,48,29,78,54,27,81,38,14,71,31,31,69,46,23,62,23,15,62,25,8,58,38,13,58,13,8,46,44,25,86,61,36,92,45,22,86,36,18,77,36,18,73,27,9,59,.,.,.,.,.,.,.,.,.,25,13,50,19,13,50,13,0,31,51,32,72,48,21,74,33,8,60,29,14,57,29,14,57,19,5,38,28,7,45,24,7,59,10,3,41,55,30,81,61,34,86,45,16,76,"SUNNYVALE ISD",43,26,78,55,28,80,33,13,73,59,37,78,51,24,85,49,15,66,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'057922",59,44,80,55,27,79,51,21,79,43,31,60,54,31,74,35,15,76,74,58,90,70,40,90,67,31,91,.,.,.,.,.,.,.,.,.,63,46,83,63,35,84,58,24,84,12,4,50,42,15,62,35,8,69,27,15,51,35,12,63,33,6,58,62,43,84,67,41,88,63,28,87,37,23,65,43,18,70,39,13,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,29,67,36,12,66,32,8,65,65,50,83,58,29,81,53,19,80,43,28,66,35,12,65,32,9,64,31,18,56,34,17,53,25,3,52,61,39,85,59,36,83,50,16,79,"COPPELL ISD",63,47,83,64,38,85,58,24,84,65,45,85,60,30,84,56,23,84,48,36,64,40,24,76,32,12,56
